variant,model,scope,stratum,effect,ci_lo,ci_hi,ci_method,bca_lo,bca_hi,bca_method,jackknife_min,jackknife_max,unit_of_resampling,n_independent_clusters,n_lower_level_obs,n_settings,method,assumptions
full,svc,unsw_recon_natural_cur,all,-0.0034780557658030745,-0.01307684864178284,0.006120737110176692,cluster_t,-0.008583840327054934,0.0038574507426535135,bca,-0.006543091369183079,-0.0013592200901378928,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
full,svc,unsw_recon_natural_cur,q1000,0.0014719136686140682,-0.010359653603304157,0.013303480940532294,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
full,svc,unsw_recon_natural_cur,q2000,-0.006540563568147716,-0.025348194989241627,0.012267067852946196,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
full,svc,unsw_recon_natural_cur,q4000,-0.005365517397875575,-0.015219930496522278,0.004488895700771128,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
full,svc,dataset_equal_mean,all,-0.0051342983841564105,,,descriptive,,,,-0.007199760399689834,-0.00425193733916789,none (descriptive),4,8,72,dataset-equal-weighted mean of case-study effects; jackknife columns hold the leave-one-dataset-out range,descriptive summary of fixed case studies; no population inference
full,svc,heterogeneity,all,0.058332983986880034,-0.03556969329730056,0.022763290689579475,range,,,,,0.01757183603231958,none (descriptive),8,8,72,"between-case heterogeneity: effect=range, ci=[min,max], jackknife_max=SD of case effects","descriptive; case studies are fixed, not sampled"
matched60,gpc,ember_m1,all,-0.010809983720248318,-0.021838651613852178,0.00021868417335554023,cluster_t,-0.020124579218773142,-0.005730950644111255,bca,-0.013094800222302196,-0.007214382143169448,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,ember_m1,q1000,-0.019485264803997336,-0.04325033693351245,0.0042798073255177725,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,ember_m1,q2000,-0.009340877938980346,-0.02370147470133663,0.00501971882337594,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,ember_m1,q4000,-0.003603808417767271,-0.013499145783873342,0.006291528948338801,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,ember_m2,all,0.0046389901849100525,-0.0006473040865310692,0.009925284456351175,cluster_t,0.0008938416616585023,0.007576040287572891,bca,0.0035318682004714308,0.0060281812071695,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,ember_m2,q1000,0.0037700570731809477,-0.00041176071884823067,0.007951874865210127,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,ember_m2,q2000,0.0029303920026454646,-0.0087974526714857,0.014658236676776628,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,ember_m2,q4000,0.007216521478903745,0.004523446262164967,0.009909596695642522,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,toniot_scanning_natural_cur,all,-0.004557188284117685,-0.009465914188270474,0.00035153762003510385,cluster_t,-0.007806147746967776,-0.0015832727644140149,bca,-0.005781367843181849,-0.003287977384746,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,toniot_scanning_natural_cur,q1000,-0.0012992523690889706,-0.006559188254153818,0.003960683515975878,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,toniot_scanning_natural_cur,q2000,-0.001327341261507716,-0.008787289061721451,0.006132606538706019,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,toniot_scanning_natural_cur,q4000,-0.011044971221756367,-0.02004651977675417,-0.0020434226667585646,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,unsw_dos_natural_cur,all,0.0021758214494030886,-0.006127372397061914,0.010479015295868092,cluster_t,-0.0028148742708118566,0.007317424299132475,bca,-0.00012636022813496952,0.004315061596102075,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,unsw_dos_natural_cur,q1000,0.011170656950931107,0.006611446950990751,0.015729866950871463,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,unsw_dos_natural_cur,q2000,-0.0027775613604327136,-0.01762279987511439,0.012067677154248963,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,unsw_dos_natural_cur,q4000,-0.001865631242289127,-0.013235449447615191,0.009504186963036936,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,unsw_recon_natural_cur,all,0.005493055208651307,-0.0009878994198281041,0.01197400983713072,cluster_t,0.0008920910735894377,0.009048626415039328,bca,0.004170894083604079,0.007234975900440465,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,unsw_recon_natural_cur,q1000,0.012680180012281172,-0.0020252688051184235,0.027385628829680767,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,unsw_recon_natural_cur,q2000,0.0032322742905253597,-0.00782966853200459,0.014294217113055308,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,unsw_recon_natural_cur,q4000,0.0005667113231473911,-0.0033388905300039684,0.00447231317629875,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,gpc,dataset_equal_mean,all,6.547901566894684e-06,,,descriptive,,,,-0.001822287867461243,0.0015277932967950878,none (descriptive),4,5,45,dataset-equal-weighted mean of case-study effects; jackknife columns hold the leave-one-dataset-out range,descriptive summary of fixed case studies; no population inference
matched60,gpc,heterogeneity,all,0.016303038928899626,-0.010809983720248318,0.005493055208651307,range,,,,,0.006931448764787257,none (descriptive),5,5,45,"between-case heterogeneity: effect=range, ci=[min,max], jackknife_max=SD of case effects","descriptive; case studies are fixed, not sampled"
matched60,svc,ember_m1,all,-0.022645459898306335,-0.034932992785372305,-0.010357927011240364,cluster_t,-0.029606238503581222,-0.014336710953968435,bca,-0.02627785139232241,-0.019644467417073132,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,ember_m1,q1000,-0.03737050812762783,-0.06299887349067723,-0.011742142764578432,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,ember_m1,q2000,-0.012522648639432313,-0.03129144200865011,0.006246144729785484,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,ember_m1,q4000,-0.018043222927858874,-0.026701491441406457,-0.009384954414311291,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,ember_m2,all,0.004181137172964726,0.00034922753486714723,0.008013046811062303,cluster_t,0.0016902108521545747,0.006308309299099223,bca,0.0033833392874593597,0.005039212494202972,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,ember_m2,q1000,0.0021726287077169933,-0.00724717470013816,0.011592432115572147,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,ember_m2,q2000,0.004242151141572432,-0.004685853496446795,0.01317015577959166,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,ember_m2,q4000,0.006128631669604751,0.002691124873573064,0.009566138465636437,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,toniot_scanning_natural_cur,all,-0.03532150423514053,-0.03853954605902703,-0.03210346241125403,cluster_t,-0.03752850903287462,-0.033503770804532505,bca,-0.03609263955757431,-0.0344899216086884,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,toniot_scanning_natural_cur,q1000,-0.028343076085535195,-0.05646348529094858,-0.00022266688012181554,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,toniot_scanning_natural_cur,q2000,-0.022907363627633376,-0.03068704498386372,-0.015127682271403032,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,toniot_scanning_natural_cur,q4000,-0.054714072992253004,-0.08125777371779522,-0.028170372266710784,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,unsw_dos_natural_cur,all,-0.005735757154495733,-0.011745433668047669,0.0002739193590562024,cluster_t,-0.009059875433649143,-0.0014277100318299725,bca,-0.0075235941637254245,-0.004820245545631347,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,unsw_dos_natural_cur,q1000,0.0004230114111653825,-0.0034844726259777446,0.004330495448308509,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,unsw_dos_natural_cur,q2000,-0.00912962999622539,-0.022702873627943924,0.004443613635493145,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,unsw_dos_natural_cur,q4000,-0.008500652878427188,-0.016262373372574974,-0.000738932384279402,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,unsw_recon_natural_cur,all,0.00010623840564376614,-0.007417683164666901,0.007630159975954433,cluster_t,-0.004575973409141262,0.004516122971098172,bca,-0.0012305306868153263,0.0019036218708788607,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,unsw_recon_natural_cur,q1000,0.010916484080694032,-0.006519101143206814,0.028352069304594878,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,unsw_recon_natural_cur,q2000,-0.00368561545286823,-0.020081549416522793,0.012710318510786333,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,unsw_recon_natural_cur,q4000,-0.006912153410894503,-0.013965524858405087,0.00014121803661607934,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
matched60,svc,dataset_equal_mean,all,-0.012545796086665825,,,descriptive,,,,-0.01676314091743569,-0.004953893370507591,none (descriptive),4,5,45,dataset-equal-weighted mean of case-study effects; jackknife columns hold the leave-one-dataset-out range,descriptive summary of fixed case studies; no population inference
matched60,svc,heterogeneity,all,0.039502641408105256,-0.03532150423514053,0.004181137172964726,range,,,,,0.016619122713610993,none (descriptive),5,5,45,"between-case heterogeneity: effect=range, ci=[min,max], jackknife_max=SD of case effects","descriptive; case studies are fixed, not sampled"
budget60,gpc,ember_m1,all,-0.0025193346706853916,-0.011857328257161747,0.006818658915790965,cluster_t,-0.009002960449395036,0.0018712946498451917,bca,-0.005108350622457885,0.0002036985079172716,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
budget60,gpc,ember_m1,q1000,-0.01075576420307257,-0.0340444977165586,0.012532969310413457,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
budget60,gpc,ember_m1,q2000,-0.002633805899092122,-0.011202917952087757,0.0059353061539035145,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
budget60,gpc,ember_m1,q4000,0.005831566090108517,-0.005229758309746926,0.01689289048996396,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
budget60,gpc,ember_m2,all,0.004274683339401198,-0.0009007716460825276,0.009450138324884923,cluster_t,0.0009742443412849525,0.007257318423065396,bca,0.0030900920361439494,0.005458386745036958,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
budget60,gpc,ember_m2,q1000,0.002894703614321394,-0.0071471133232848105,0.012936520551927599,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
budget60,gpc,ember_m2,q2000,0.004098445557749866,-0.002647117676045977,0.01084400879154571,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
budget60,gpc,ember_m2,q4000,0.005830900846132336,0.0041375342142913225,0.0075242674779733495,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
budget60,gpc,toniot_scanning_m2_centroid,all,0.06293956285378931,0.055112914943947204,0.0707662107636314,cluster_t,0.056260682624509215,0.06655731896541932,bca,0.06125665428047745,0.0654474400687673,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
budget60,gpc,toniot_scanning_m2_centroid,q1000,0.09411366022983739,0.07127930198916363,0.11694801847051114,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
budget60,gpc,toniot_scanning_m2_centroid,q2000,0.052478647671937086,0.0319253965301302,0.07303189881374397,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
budget60,gpc,toniot_scanning_m2_centroid,q4000,0.04222638065959346,0.031041240784104508,0.053411520535082406,cluster_t,,,,,,qsplit_seed,5,45,3,t-interval on qsplit-cluster means within size stratum,"qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
budget60,gpc,toniot_scanning_natural_cur,all,-0.0064028345433453804,-0.010496596640962537,-0.002309072445728223,cluster_t,-0.008884406016734119,-0.0037007862688579205,bca,-0.007517366048194136,-0.005464879628699083,qsplit_seed,5,135,9,"t-interval on 5 qsplit-cluster nested means (Ibragimov-Muller, conditional sensitivity)","qsplit clusters ~independent given fixed benchmark pools (audited overlap <=1.2% EMBER, <=7.8% netflow OOD); cluster means approx normal; master seed and size are fixed strata inside clusters; CONDITIONAL pipeline-realization uncertainty -- not inference about a population of datasets or shifts"
