setting_label,splits_dir,dim,kernel,family,n_train,spec_train_top1_share,spec_train_top5_share,spec_train_top20_share,spec_train_eff_rank,spec_ood_top1_share,spec_ood_top5_share,spec_ood_top20_share,spec_ood_eff_rank,k_train_mean,k_train_std,k_id2train_mean,k_id2train_std,k_ood2train_mean,k_ood2train_std,ood_novelty_ratio,kta_train,kta_id,kta_ood,kta_drop_id_to_ood
m2_hist_byteent__ms999__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,linear,classical,1000,0.9766414288250579,0.9999999999999962,0.9999999999999982,1.1430641716471084,0.9475690469659488,0.999999999999997,0.9999999999999984,1.2803737845690217,0.9754098986557611,0.05076354468183089,0.9800535332437498,0.04302539787540922,0.9521069165425611,0.13491738244243154,0.9714846018577252,0.057931441711685884,0.06600555470075463,0.028417269312015863,0.03758828538873876
m2_hist_byteent__ms999__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,rbf_gscale,classical,1000,0.8713070998245857,0.9805975304876093,0.9996678854092148,1.8427895805081522,0.8153777315029748,0.954611661860669,0.9963446481090337,2.4173616608704487,0.8569574683942293,0.169088622600239,0.8775118989587617,0.1519373669971996,0.8132046719637788,0.22723278890362447,0.9267164045623899,0.10266498965480501,0.12690804597501612,0.04061852278895938,0.08628952318605673
m2_hist_byteent__ms999__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,poly2,classical,1000,0.9652143949436435,0.9988426556783078,0.9999999999999973,1.2157973334975536,0.9305790144981204,0.9977208884956501,0.999999999999998,1.412021619587349,0.9629524389861258,0.0685422538763629,0.9696438123056492,0.058666339682757807,0.9367006870128278,0.1415987407248375,0.9660255396107894,0.06913337571304565,0.0844295363503112,0.028724484216649505,0.05570505213366169
m2_hist_byteent__ms999__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,poly3,classical,1000,0.9509688842771175,0.997264534933102,0.9999987359406345,1.3015802080982872,0.9110085029601798,0.9917555338119383,0.9999958145055693,1.550396640575107,0.9468690970364176,0.09184414380543462,0.9562065679574853,0.07964186828817317,0.915676752358463,0.16554371184279507,0.9576139539748233,0.0697096586803709,0.08616567120048024,0.02944756365659598,0.05671810754388426
m2_hist_byteent__ms999__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,laplacian_med,classical,1000,0.40869674817925633,0.65321476570111,0.8338278891748986,19.53100258798858,0.3530795439852805,0.5993847903492683,0.78555962019081,25.621761478882448,0.37856945291533634,0.21722458796453703,0.40867563474802904,0.21713725854016303,0.339183240994301,0.21586249829167867,0.8299570910397585,0.11107701493435465,0.11437807216766746,0.06205095368317264,0.05232711848449482
m2_hist_byteent__ms999__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,matern15_med,classical,1000,0.5226778188550727,0.8016594576569552,0.941036452547832,7.964620668999414,0.4520063356740028,0.7463146923658485,0.8992614967028163,11.436184606876248,0.48431349869907064,0.26199305697697256,0.5211727807151306,0.2562344900416664,0.43545319838389684,0.2682075366785933,0.8355255963029897,0.11132020125232973,0.11718416311797371,0.05132649152097956,0.06585767159699416
m2_hist_byteent__ms999__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,matern25_med,classical,1000,0.5539053281910828,0.8362352720387812,0.9614710821033178,6.446302984168327,0.4793056323931717,0.781932253606333,0.9246596530116409,9.30553611366531,0.5127277185541312,0.27363521904731697,0.5516030012728842,0.2655388438636539,0.4613056916746184,0.2824514282533318,0.8363001843900506,0.11116075820076307,0.11884322752901143,0.04870142574622369,0.07014180178278774
m2_hist_byteent__ms999__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,linear,classical,1000,0.9678626449282859,0.9989779742489521,0.999999999999998,1.2057210901151605,0.9369886063449981,0.9988268042673678,0.9999999999999986,1.368831990717963,0.9669371623334323,0.044886296448924744,0.9718613143512099,0.03723887487721369,0.9431508752944857,0.12965296868063209,0.9704582962272857,0.04670276529739276,0.04568513431079271,0.030995967205535505,0.014689167105257209
m2_hist_byteent__ms999__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,rbf_gscale,classical,1000,0.7771158613332505,0.9431154962490202,0.9948717066046648,2.755934087153864,0.7148924839107285,0.8983757665753952,0.9805165663182785,3.748995250404308,0.7579648178028005,0.196533234005507,0.7830760010595538,0.17840679684328534,0.7102047525535128,0.24128634187854744,0.9069423039303448,0.059655220881148815,0.06523924128504968,0.03316938754410534,0.03206985374094434
m2_hist_byteent__ms999__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,poly2,classical,1000,0.9517340999208619,0.9957159860898033,0.9999900967529475,1.3112644931060733,0.9154105116880522,0.987774359918843,0.9999839622225152,1.548249024811318,0.9499361319202643,0.06262041479969434,0.9570610510340998,0.05253523920414356,0.9225787266758593,0.1397962577567084,0.9639706115707222,0.049488602063051355,0.050858297006959916,0.031140416003177858,0.019717881003782058
