setting_label,splits_dir,dim,kernel,family,n_train,spec_train_top1_share,spec_train_top5_share,spec_train_top20_share,spec_train_eff_rank,spec_ood_top1_share,spec_ood_top5_share,spec_ood_top20_share,spec_ood_eff_rank,k_train_mean,k_train_std,k_id2train_mean,k_id2train_std,k_ood2train_mean,k_ood2train_std,ood_novelty_ratio,kta_train,kta_id,kta_ood,kta_drop_id_to_ood
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,4,linear,classical,2000,0.9802522673146887,0.9999999999999942,0.9999999999999972,1.1207078859552861,0.9706009011980739,0.9999999999999957,0.9999999999999977,1.1687437413294037,0.9795794545662685,0.038618310945203044,0.977939638704587,0.052801826470719605,0.9736490285892757,0.05782736978545977,0.9956126023064217,0.08508780405393913,0.09982106291642179,0.08098214674734729,0.0188389161690745
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,4,rbf_gscale,classical,2000,0.871648877248689,0.9893131197805776,0.9998566360334376,1.755178790156554,0.8508604282901745,0.9794558993089081,0.9989760680719242,1.9699849980838502,0.8664707344942344,0.12150655264389391,0.8662623163651686,0.13033776574422856,0.8468715819506352,0.16325374194822811,0.9776156320687054,0.08738695825355365,0.10270550896671919,0.08549103843931889,0.0172144705274003
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,4,poly2,classical,2000,0.9689868422402694,0.9995569097397602,0.9999999999999959,1.1870066046928256,0.9558110924485328,0.9987526484130905,0.999999999999997,1.260162130984781,0.9680263413293221,0.047401264436957406,0.9663374174300126,0.062301431548075915,0.9595212239746502,0.073377361696602,0.9929463629034565,0.0884163594832464,0.10626649270786151,0.08412861803238568,0.02213787467547583
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,4,poly3,classical,2000,0.9548303741567616,0.9989388876449244,0.9999995732731779,1.264339544214945,0.9383691357838688,0.9968368528162469,0.9999980052532569,1.3613585616889436,0.9533943795710844,0.059677994478831445,0.951645908864612,0.07558798714612547,0.9422753551608776,0.09017269879043069,0.9901533189850895,0.09015201695907116,0.1083860930766904,0.08717773940020589,0.02120835367648452
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,4,laplacian_med,classical,2000,0.4263690770244447,0.7125771463440351,0.8828917959174208,14.699092260160615,0.4254054189262227,0.7057325985158326,0.8658378506643776,15.71248048065128,0.40805816079833146,0.21230339628132436,0.41278573711142386,0.21534901486344418,0.38528870772586693,0.20488571907942787,0.9333866776067057,0.0947308915204341,0.11524241950199401,0.14953176850537742,-0.0342893490033834
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,4,matern15_med,classical,2000,0.5276167031920793,0.8417336193477402,0.9689278805597348,6.556519813502796,0.5290495971133681,0.8268019520791353,0.9503944607356667,7.399998666959795,0.5035070960606158,0.24908933325905636,0.5087694195041935,0.25204411995421316,0.48366967464816335,0.2485646977463907,0.9506657753123401,0.09983855401088174,0.1184250699363921,0.12468175038789676,-0.0062566804515046676
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,4,matern25_med,classical,2000,0.5578488256365284,0.8748400563473506,0.9816204903179451,5.443345028303852,0.5600755786391108,0.8565253728125503,0.9656017018870503,6.161256599450522,0.5323412867072691,0.2568631698589581,0.5376423828104497,0.259571913208503,0.5128202174158725,0.2594991052845983,0.9538314571391807,0.10001605841888145,0.11870675248267394,0.1174562876612065,0.0012504648214674424
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,6,linear,classical,2000,0.9630786215771541,0.9986025632686738,0.9999999999999973,1.2317587896551965,0.9545185871709041,0.9980516389317193,0.9999999999999982,1.280477472106961,0.962447343576168,0.03976897983602109,0.9610880424988946,0.05036057983010615,0.9565482069158247,0.05551284278594597,0.9952763582707095,0.055342686419458546,0.07061243258065263,0.0821080333254859,-0.011495600744833273
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,6,rbf_gscale,classical,2000,0.7572472440162297,0.9561462645458736,0.9973755912862633,2.8207104460782184,0.7411835757166897,0.9315840444309195,0.9884251144635181,3.2176722944338962,0.7473240970969932,0.16396008213223728,0.74726095692297,0.16770183054418622,0.725462273494656,0.1994057377318831,0.9708285529621734,0.061654860394971416,0.06677912871867313,0.08467343657854715,-0.017894307859874017
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,6,poly2,classical,2000,0.9442054715869973,0.996137120082061,0.9999895632612836,1.3506727101554674,0.9319148324643611,0.9932371953420114,0.9999828187646174,1.4324833168902482,0.9431216686070749,0.05332081985671296,0.9417450446545943,0.06332228756067915,0.9340825792181134,0.07778615103078082,0.9918635457866505,0.0556741061472796,0.06861735868237885,0.08227413861563967,-0.013656779933260824
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,6,poly3,classical,2000,0.9189847498891329,0.9932436613640849,0.9999397849652106,1.5082477873822313,0.9041185522697408,0.9881143358558843,0.9998112048994489,1.6205220525076292,0.9170750822395016,0.0718328086367784,0.9155956778518795,0.08214163713649839,0.9053639795062375,0.09947261477307295,0.988825091038386,0.05752143399660028,0.06868649097135227,0.08388241156131525,-0.015195920589962983
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,6,laplacian_med,classical,2000,0.42110562866877255,0.6990266602094503,0.8914379347592659,15.103659873854799,0.4188400535042647,0.6987629601198151,0.8590639769481357,16.530720854710772,0.406300553532072,0.19378188996642412,0.408260715422492,0.1965578224289019,0.38613547677420346,0.19189464228985093,0.9458061042552379,0.07709301541403343,0.0877253691735558,0.14603539675800448,-0.05831002758444867
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,6,matern15_med,classical,2000,0.5294513907509207,0.8245033598312494,0.9703685799671172,7.001799420923252,0.5317673706437303,0.80528289345252,0.9411153901697099,7.9391419676995385,0.5116107653575607,0.21489539552500608,0.512900393587832,0.21700563462035954,0.49469501807166855,0.22452406855840878,0.9645050467034866,0.07592893756729606,0.08274297869322318,0.11240932867509185,-0.029666349981868664
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,6,matern25_med,classical,2000,0.561798623954883,0.8556114823274804,0.9804838367225288,5.9210866688999815,0.5628261283242157,0.8310951912294209,0.9558490810340247,6.687034951769011,0.543412319748369,0.21751168218616884,0.5446142416553977,0.21945002488527607,0.5259094814443509,0.23143497733375606,0.9656550292291435,0.07432057446725182,0.0806086668064959,0.10470524732002738,-0.024096580513531488
