setting_label,splits_dir,dim,kernel,family,n_train,spec_train_top1_share,spec_train_top5_share,spec_train_top20_share,spec_train_eff_rank,spec_ood_top1_share,spec_ood_top5_share,spec_ood_top20_share,spec_ood_eff_rank,k_train_mean,k_train_std,k_id2train_mean,k_id2train_std,k_ood2train_mean,k_ood2train_std,ood_novelty_ratio,kta_train,kta_id,kta_ood,kta_drop_id_to_ood
m1_hist_byteent__ms123__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,linear,classical,1000,0.975149932747188,0.9999999999999958,0.9999999999999977,1.1418664021035703,0.9509152611733221,0.9999999999999971,0.9999999999999987,1.2629601818072524,0.9742745383647867,0.04529863918968235,0.9733655634590983,0.041675524540393756,0.9579944426330228,0.09424938959048036,0.9842082754895803,0.08222718131386793,0.11353301971847447,0.09468629691349727,0.018846722804977206
m1_hist_byteent__ms123__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,rbf_gscale,classical,1000,0.8532488029287564,0.9883861808363308,0.9998927097579088,1.7995720611628314,0.7976530574057987,0.9578557441405067,0.9960302913073517,2.466304132018764,0.8451980815756662,0.15641378075379048,0.8375320546111039,0.16779399215030946,0.7952614144559876,0.2329221037959624,0.9495295255597781,0.08087140261318665,0.12742419455853934,0.08066248388519892,0.04676171067334042
m1_hist_byteent__ms123__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,poly2,classical,1000,0.9620592030314316,0.99950699661099,0.9999999999999972,1.2140101323012844,0.9288399805761498,0.9958921181263406,0.9999999999999982,1.406735293502118,0.9606972981329932,0.058126971267520845,0.9587497721108669,0.058210305864380606,0.9378800409476773,0.11588163240863465,0.9782323482411465,0.08289334674853147,0.1149416876145713,0.09115934095505024,0.02378234665952106
m1_hist_byteent__ms123__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,poly3,classical,1000,0.9452296282052571,0.9987622983270438,0.9999996628913577,1.299848545436481,0.9052119818118163,0.9915721678233135,0.9999943948241116,1.5518048524958463,0.9430558527867925,0.0755409032843671,0.940160648817763,0.07805329741553901,0.9142511481672452,0.1407288775743602,0.9724414112810417,0.08295491822654401,0.11825633511197195,0.0910033695696255,0.02725296554234645
m1_hist_byteent__ms123__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,laplacian_med,classical,1000,0.40223942782534916,0.7010152866910602,0.8581904482011742,16.43254067471674,0.3685810246085341,0.6423598995500135,0.8174966300203201,21.125213053463412,0.38042879803449264,0.22771677835658613,0.3733645773876079,0.22812148851902767,0.3301546662083394,0.2185313683626307,0.8842688519580415,0.08710026702673833,0.15083073042895412,0.13756295237723273,0.013267778051721385
m1_hist_byteent__ms123__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,matern15_med,classical,1000,0.5050463746558307,0.8642904437168031,0.9674696705987851,6.251737115151931,0.4717477456907204,0.7837743182041245,0.9223896024200348,9.583902089189795,0.4796934330264882,0.28292708912751174,0.47069750544655115,0.2842325270510177,0.42857226303484636,0.27625955541300395,0.9105046406146968,0.08467016005448748,0.15114480926500296,0.10528606767547369,0.04585874158952927
m1_hist_byteent__ms123__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,matern25_med,classical,1000,0.5318874305018051,0.892476566975264,0.9814625362620921,5.2042908789251685,0.497819417950441,0.8148420439399437,0.9401859001129647,8.050709566554978,0.5046524848178516,0.2939727073829785,0.49519932127827593,0.29563146467486107,0.4529602637995282,0.2901457726227629,0.914702917262256,0.08393786756345833,0.15019598042459265,0.09756194506828993,0.05263403535630272
m1_hist_byteent__ms123__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,linear,classical,1000,0.963435962378422,0.9990135192970849,0.9999999999999979,1.2275633916715853,0.9260598413968697,0.9983235042229737,0.9999999999999987,1.4299385532912532,0.9627767179891787,0.040108236545835244,0.9584124974116782,0.05716721413939249,0.9367766249591866,0.11364455841465491,0.9774253022462434,0.0627201995316473,0.07696250967729736,0.09956043945440828,-0.02259792977711092
m1_hist_byteent__ms123__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,rbf_gscale,classical,1000,0.7442318663240031,0.9542665910842831,0.9962157329441117,2.920032866318902,0.6941675292723319,0.8944846428998621,0.9729572727037528,4.119891115024175,0.7318783023013725,0.1787176136038345,0.718427232539129,0.19297671336933897,0.6778921255142782,0.2484497613943962,0.9435779920513481,0.06549704635282613,0.10072244459905595,0.08908167002238652,0.011640774576669427
m1_hist_byteent__ms123__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,poly2,classical,1000,0.9438768313603045,0.9965971649157321,0.9999899892041962,1.3490694612438034,0.8975959848944639,0.9848584914981232,0.9999646156932169,1.6615069424693412,0.942676891730881,0.055240583756335795,0.9365762174308296,0.07620013499968392,0.9085952145192693,0.14150446422303628,0.9701241581936423,0.06253129919205909,0.08361537219999976,0.09544312233017374,-0.01182775013017398
m1_hist_byteent__ms123__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,poly3,classical,1000,0.9186088741762561,0.9938747592054228,0.999935062261043,1.504526886236492,0.8655400089919832,0.9742442164544667,0.9993818754611662,1.9218337076714427,0.9165121879334768,0.07434255134716551,0.9088981134447214,0.09590682328772626,0.8751612130637497,0.16741336714783356,0.9628815376752088,0.06285227897389506,0.0891889505731446,0.09563688117809212,-0.006447930604947513
