setting_label,splits_dir,dim,kernel,family,n_train,spec_train_top1_share,spec_train_top5_share,spec_train_top20_share,spec_train_eff_rank,spec_ood_top1_share,spec_ood_top5_share,spec_ood_top20_share,spec_ood_eff_rank,k_train_mean,k_train_std,k_id2train_mean,k_id2train_std,k_ood2train_mean,k_ood2train_std,ood_novelty_ratio,kta_train,kta_id,kta_ood,kta_drop_id_to_ood,gd_vs_linear_lam1e-06,gd_vs_linear_lam0.0001,gd_vs_linear_lam0.01,gd_vs_rbf_gscale_lam1e-06,gd_vs_rbf_gscale_lam0.0001,gd_vs_rbf_gscale_lam0.01
smoke_m1_ms42_q200,data\processed\ember\sanity_qsplits_m1\splits_sparsity_q200_id100_ood100_seed42,4,linear,classical,200,0.9666908954990246,0.9999999999999964,0.999999999999999,1.1968962497183089,0.913105618624323,0.9999999999999982,0.9999999999999996,1.4431341782369076,0.9630532481531384,0.08442535233006038,0.9724202231335992,0.06625260671747207,0.9178090473378223,0.1966738546598744,0.9438399423453023,0.01164535911242674,0.10141439491976796,0.012156434034568354,0.0892579608851996,,,,,,
smoke_m1_ms42_q200,data\processed\ember\sanity_qsplits_m1\splits_sparsity_q200_id100_ood100_seed42,4,rbf_gscale,classical,200,0.8851995278429856,0.9807158990687578,0.9998851884310183,1.755456800817105,0.7959200277487865,0.945142599540031,0.9995872787399087,2.538237715487619,0.8568046178884439,0.22687471827407008,0.8782228863582837,0.19366106604652442,0.7855488484409697,0.29231751762473446,0.8944754920910746,0.02615959711347117,0.13507852028601838,0.05170928881046833,0.08336923147555006,,,,,,
smoke_m1_ms42_q200,data\processed\ember\sanity_qsplits_m1\splits_sparsity_q200_id100_ood100_seed42,4,zz_r1_full,quantum,200,0.3087637276977092,0.6704325009914174,0.8906266023575318,14.97920072967476,0.29457295630187696,0.6099300918668926,0.8560554011579173,17.495858161723948,0.26215000912017916,0.2654257983928367,0.2710016113130807,0.26925992911731333,0.22896033345669703,0.24106179352340845,0.8448670557614709,0.05327022470426253,0.09112932440430363,0.16193471589560696,-0.07080539149130333,385.96769293398233,38.619086423751426,3.9879441059341456,209.3049004044894,30.539757269325793,3.778855238530047
smoke_m1_ms42_q200,data\processed\ember\sanity_qsplits_m1\splits_sparsity_q200_id100_ood100_seed42,4,zz_r2_full,quantum,200,0.21375153055844176,0.5836651815101794,0.8324319510877739,22.195435902592756,0.2159586505103154,0.5738106270559992,0.8288471151209155,20.79717020041195,0.17358333833717832,0.24524515132406557,0.18112820497718535,0.2526003031222718,0.1474057825772853,0.21563328087956285,0.8138201479766903,0.05232831731724193,0.10091251861728859,0.20478175922097838,-0.1038692406036898,380.72306243500356,38.08050164977517,3.8661307099537208,221.19180643780763,30.813880203510426,3.7525581398245116
smoke_m1_ms42_q200,data\processed\ember\sanity_qsplits_m1\splits_sparsity_q200_id100_ood100_seed42,4,pauli_xz_r1_full,quantum,200,0.7141818237499499,0.9244722949493299,0.9972948817989764,3.285711941368681,0.6025407422041577,0.8604405259720931,0.9940007879982538,5.083623145992449,0.6607102964594801,0.2989014753051622,0.6724151296399284,0.2930082833258141,0.5675194471551764,0.34168174445925453,0.8440016027882618,0.042334608457775716,0.13614540783072562,0.10509629099731997,0.03104911683340565,231.81258435578727,23.282913117178328,3.002136082928638,13.570222021601237,5.426941870993597,1.7974623526777083
smoke_m1_ms42_q200,data\processed\ember\sanity_qsplits_m1\splits_sparsity_q200_id100_ood100_seed42,4,zmap_r2,quantum,200,0.6298038904681135,0.8945703887873027,0.9899050031040743,4.269248848524839,0.5401519003137801,0.8499282310135605,0.9872782273533645,5.9082436643376415,0.580414993968667,0.298445034078452,0.5850351521602369,0.30288814357983146,0.5108155331292576,0.3088673099638025,0.873136479480038,0.04803399485838199,0.1326072163689109,0.10885300627752609,0.023754210091384814,269.17710506397003,27.14143765083646,3.554987707500307,39.61314269232842,8.709373969251098,2.2825976118748463
smoke_m1_ms42_q200,data\processed\ember\sanity_qsplits_m1\splits_sparsity_q200_id100_ood100_seed42,6,linear,classical,200,0.9685109360156274,0.9980632044208476,0.999999999999999,1.2049411904575182,0.8884151226099153,0.9962556147035271,0.9999999999999994,1.618787057656694,0.9659575406514231,0.06983474674257782,0.9693477998973005,0.06603261267441177,0.9014501304924026,0.208480254358228,0.9299553066380392,0.03708843508048065,0.07952120567079017,0.02841002698439265,0.05111117868639752,,,,,,
smoke_m1_ms42_q200,data\processed\ember\sanity_qsplits_m1\splits_sparsity_q200_id100_ood100_seed42,6,rbf_gscale,classical,200,0.8607693754094411,0.95544243382349,0.9981348910357476,2.0730912216759725,0.731873171697621,0.8858225407063041,0.9938564039506478,3.5209434867750415,0.8266483822367477,0.24291781628911943,0.8372026660142672,0.22316790532796676,0.7201099718081485,0.3282535251052929,0.8601381732770028,0.05127610064107859,0.11728949960716299,0.05318500932615688,0.06410449028100612,,,,,,
smoke_m1_ms42_q200,data\processed\ember\sanity_qsplits_m1\splits_sparsity_q200_id100_ood100_seed42,6,zz_r1_full,quantum,200,0.2058344177464694,0.49394648992362034,0.718214571758964,34.95341040109078,0.22146472396085967,0.50613555413281,0.7338026584625734,26.563456076387258,0.1646221125115348,0.19979587384379532,0.1690729940239986,0.2024830667086389,0.13383049999301833,0.18363575216604297,0.7915545635515399,0.07040020494034677,0.11240396105837659,0.21165979796690007,-0.09925583690852348,293.18085653153366,29.400314996951916,3.2672689466167077,149.45362900034104,20.286926302754367,2.7275403237329483
smoke_m1_ms42_q200,data\processed\ember\sanity_qsplits_m1\splits_sparsity_q200_id100_ood100_seed42,6,zz_r2_full,quantum,200,0.11708256434321776,0.38139256868779664,0.6311940311917209,53.3609581533078,0.18239365382554026,0.47644911958171166,0.7025023658444856,29.929339228368814,0.07953393406842059,0.16865564093375207,0.08290875974851089,0.172670478719157,0.06424892159781564,0.15532739177170274,0.7749352636887034,0.06418942196009857,0.10692560053818523,0.22779321083233972,-0.12086761029415449,287.96241592628274,28.822398570662298,3.0086169949908186,187.33937922867,23.137370459021483,2.814480152797623
