setting_label,splits_dir,dim,kernel,family,n_train,spec_train_top1_share,spec_train_top5_share,spec_train_top20_share,spec_train_eff_rank,spec_ood_top1_share,spec_ood_top5_share,spec_ood_top20_share,spec_ood_eff_rank,k_train_mean,k_train_std,k_id2train_mean,k_id2train_std,k_ood2train_mean,k_ood2train_std,ood_novelty_ratio,kta_train,kta_id,kta_ood,kta_drop_id_to_ood,gd_vs_linear_lam1e-06,gd_vs_linear_lam0.0001,gd_vs_linear_lam0.01,gd_vs_rbf_gscale_lam1e-06,gd_vs_rbf_gscale_lam0.0001,gd_vs_rbf_gscale_lam0.01
smoke_m2_ms42_q200,data\processed\ember\sanity_qsplits_m2\splits_sparsity_q200_id100_ood100_seed42,4,linear,classical,200,0.9823716625056017,0.9999999999999961,0.9999999999999992,1.113061450081813,0.9554374797709038,0.9999999999999979,0.9999999999999996,1.2576614317126442,0.9804881146405668,0.06030668904178457,0.9866371292714059,0.048858514489755506,0.9537891622787119,0.17051822122124974,0.966707144888262,0.008800354916502101,0.008747708725490808,0.041299221988010365,-0.03255151326251956,,,,,,
smoke_m2_ms42_q200,data\processed\ember\sanity_qsplits_m2\splits_sparsity_q200_id100_ood100_seed42,4,rbf_gscale,classical,200,0.9153895061793533,0.9820176512615166,0.9999314377560984,1.5719152680998645,0.8807281908976344,0.9570295468891097,0.9999546630603944,1.8667718828185869,0.8965228780513588,0.18644172491581643,0.9226458741799576,0.1676778451336108,0.866424796060705,0.2378764142188465,0.9390653774188048,0.04514645040999902,0.06970827173565583,0.04804127253354963,0.0216669992021062,,,,,,
smoke_m2_ms42_q200,data\processed\ember\sanity_qsplits_m2\splits_sparsity_q200_id100_ood100_seed42,4,zz_r1_full,quantum,200,0.43064089189119725,0.7406890223038732,0.9316128120063356,10.221673692597454,0.3880248464026361,0.7079471174646672,0.9439203628093504,11.277651490527287,0.37041853696669885,0.2827670109262525,0.4356779342064007,0.2923096723931414,0.3497036007591967,0.27343783277912703,0.802665394097113,0.08088835905051293,0.09012428524426402,0.08783097659853668,0.0022933086457273405,378.57271472420405,37.88551375174378,3.882411205128305,126.43709590923443,19.795481467281625,3.1023718710943644
smoke_m2_ms42_q200,data\processed\ember\sanity_qsplits_m2\splits_sparsity_q200_id100_ood100_seed42,4,zz_r2_full,quantum,200,0.2899604374637586,0.6268016319541613,0.8681994674305423,17.73427012338017,0.2566105786765914,0.5957863545415054,0.8837228507867916,18.315672792715855,0.23323265844532215,0.25751714843534645,0.28985024110390284,0.2819527981612574,0.21818103946127304,0.2471521242640169,0.752737132908099,0.07860330659736223,0.09884777119444883,0.10086606860195729,-0.0020182974075084598,400.0799453597192,40.01445160765363,4.023816851904109,178.2822323701689,24.04847713104124,3.3944037658619504
smoke_m2_ms42_q200,data\processed\ember\sanity_qsplits_m2\splits_sparsity_q200_id100_ood100_seed42,4,pauli_xz_r1_full,quantum,200,0.7917867037108623,0.9475642378671991,0.998822167757,2.619221626654234,0.7581013788332884,0.9174491187932408,0.9991293353387313,3.0579124732862786,0.7470705189828409,0.27220107682108463,0.8075626732761164,0.24180352471580183,0.718808404264744,0.2975205496768759,0.8900961226311829,0.06688800980996998,0.0962388066776301,0.04449870809119639,0.05174009858643371,216.74116848413902,21.74988003810793,2.592418684560327,9.574137318250687,4.448600029714191,1.572156279085273
smoke_m2_ms42_q200,data\processed\ember\sanity_qsplits_m2\splits_sparsity_q200_id100_ood100_seed42,4,zmap_r2,quantum,200,0.7694645727922412,0.9229372407020873,0.9951451747799017,2.976572672128706,0.7299777613243453,0.9022816973268319,0.9968808798890159,3.445555761093515,0.7214477715315628,0.2774393048686777,0.792981347442256,0.23896170388231822,0.6913710757351583,0.2971377363152253,0.871862973782625,0.056372773447898795,0.10900465165089025,0.042967036259570504,0.06603761539131975,224.40452600410612,22.53615393521285,2.742489207829299,27.86129882289763,6.918454192149569,1.7620221460058094
smoke_m2_ms42_q200,data\processed\ember\sanity_qsplits_m2\splits_sparsity_q200_id100_ood100_seed42,6,linear,classical,200,0.980719406687442,0.9986750741299288,0.999999999999999,1.1319061003946989,0.9561144544984276,0.9986216720148229,0.9999999999999997,1.2696363513392417,0.9792904385304285,0.05197846168972067,0.9830403545827725,0.055465685158715784,0.9565172824861633,0.1511496438908877,0.9730193455711528,0.02446360802819316,0.018716406337510438,0.040569369188659866,-0.02185296285114943,,,,,,
smoke_m2_ms42_q200,data\processed\ember\sanity_qsplits_m2\splits_sparsity_q200_id100_ood100_seed42,6,rbf_gscale,classical,200,0.869534289249718,0.9634193125057796,0.9989109081077902,1.9655992767387915,0.8380838019404064,0.9373267904841963,0.9993666352224105,2.2844446165043952,0.8468628220533793,0.2010063673434124,0.8801510723354142,0.1790229065569002,0.8203920040765726,0.2406090864752672,0.9321036238696211,0.09386177693436842,0.08057735547622502,0.04734930400159362,0.0332280514746314,,,,,,
smoke_m2_ms42_q200,data\processed\ember\sanity_qsplits_m2\splits_sparsity_q200_id100_ood100_seed42,6,zz_r1_full,quantum,200,0.24787137121792138,0.519826899967097,0.7579703871578534,29.088109237865684,0.21650312962728752,0.47343908283086267,0.7724374519419299,27.979849942035784,0.19946858510856963,0.21473420992044537,0.2400551591334468,0.23313335463946303,0.18335468131424923,0.20138394343075722,0.7638022943398699,0.11895982192549688,0.10540514288263379,0.10594189105376361,-0.0005367481711298222,305.0202352880439,30.779117423730078,3.52841497739636,131.80215242107047,19.402145823858508,2.5747154797470464
smoke_m2_ms42_q200,data\processed\ember\sanity_qsplits_m2\splits_sparsity_q200_id100_ood100_seed42,6,zz_r2_full,quantum,200,0.14218539001514965,0.3986761968728474,0.6495598351048509,48.74138919492886,0.11203459539512714,0.37443894980485637,0.6769227187876871,40.314018800913914,0.09136779691468913,0.1805252025856973,0.11434791889526359,0.20906255011651312,0.08276025183789762,0.1678439513086044,0.723758268951982,0.09826355196647558,0.09641008878710103,0.11100654246527884,-0.014596453678177815,313.5534470030521,31.47075104764414,3.3672099034375287,166.15826309475565,23.391674940478577,2.9010591473508263
