family,model,dim,cfg,kernel,split,fit_seconds,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy
classical_ext,svc,4,linear__svc__d4,linear,id_test,0.006495952606201172,0.866,0.8687819413960493,0.8657158547486481,0.8718929254302104,0.9393133501017318,0.9316076124850461,,,,
classical_ext,svc,4,linear__svc__d4,linear,ood_test,0.006495952606201172,0.638,0.638323410793163,0.637963796379638,0.6415841584158416,0.781400038409833,0.7478001789988834,,,,
classical_ext,gpc,4,linear__gpc__d4,linear,id_test,0.375962495803833,0.866,0.8687819413960493,0.8657158547486481,0.8718929254302104,0.9478363959691761,0.945500049239579,0.33360567661686447,0.10111033590810803,0.09564360410184651,0.44117892575467543
classical_ext,gpc,4,linear__gpc__d4,linear,ood_test,0.375962495803833,0.638,0.638323410793163,0.637963796379638,0.6415841584158416,0.7757986044427374,0.663850245108022,0.6142289306372277,0.21934989913880207,0.2688792385757476,0.47751548426034246
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,id_test,0.004004478454589844,0.946,0.9467229529470194,0.9459894139251293,0.9452332657200812,0.9771543920921514,0.9727518036684425,,,,
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,ood_test,0.004004478454589844,0.666,0.6658184495230779,0.6658382657206088,0.6584867075664622,0.8767044363357018,0.8920124508427287,,,,
classical_ext,gpc,4,rbf_gscale__gpc__d4,rbf_gscale,id_test,0.38492822647094727,0.944,0.9446482641503389,0.9439856603290442,0.943089430894309,0.9789807590637466,0.9814303601639279,0.2187376813220281,0.057296984813800335,0.08879456473466805,0.3521050797771884
classical_ext,gpc,4,rbf_gscale__gpc__d4,rbf_gscale,ood_test,0.38492822647094727,0.716,0.7166314576531592,0.7157771693007318,0.7237354085603113,0.8541226553997823,0.8447509467591352,0.4238851198317579,0.13951014225978106,0.22540933810388014,0.4291165378720205
classical_ext,svc,4,poly2__svc__d4,poly2,id_test,0.005018472671508789,0.934,0.9342748201669364,0.9339553538191818,0.9322381930184805,0.9714349797337349,0.9732827622510319,,,,
classical_ext,svc,4,poly2__svc__d4,poly2,ood_test,0.005018472671508789,0.666,0.6658824659112733,0.6658917489266523,0.659877800407332,0.8205460597913066,0.7898053036988,,,,
classical_ext,gpc,4,poly2__gpc__d4,poly2,id_test,0.37137794494628906,0.866,0.8686377545298707,0.865763206295906,0.8714011516314779,0.966917124593473,0.9688297618098453,0.29830615066135147,0.08719021440998219,0.1509299608025896,0.4255688860734911
classical_ext,gpc,4,poly2__gpc__d4,poly2,ood_test,0.37137794494628906,0.648,0.6481659304782024,0.648,0.648,0.812271941617054,0.7361123983486919,0.5503128050753963,0.19381000462286738,0.28069199437347914,0.464338973753708
classical_ext,svc,4,poly3__svc__d4,poly3,id_test,0.00500035285949707,0.934,0.9342748201669364,0.9339553538191818,0.9322381930184805,0.9773466412470562,0.9750751669542271,,,,
classical_ext,svc,4,poly3__svc__d4,poly3,ood_test,0.00500035285949707,0.666,0.6658184495230779,0.6658382657206088,0.6584867075664622,0.864653351257922,0.87478087134006,,,,
classical_ext,gpc,4,poly3__gpc__d4,poly3,id_test,0.37943339347839355,0.934,0.9342748201669364,0.9339553538191818,0.9322381930184805,0.970778128454477,0.9725475443688129,0.2672834498725543,0.07390458275721255,0.1111113604948697,0.40939816848999594
classical_ext,gpc,4,poly3__gpc__d4,poly3,ood_test,0.37943339347839355,0.662,0.6619454580372576,0.6619337390128466,0.6572008113590264,0.8310767556494463,0.7512753811928737,0.5120713784373876,0.17785244204775813,0.25703581080075644,0.45045716870299884
classical_ext,svc,4,laplacian_med__svc__d4,laplacian_med,id_test,0.003998517990112305,0.96,0.9587945977987472,0.9598141807718892,0.9570815450643777,0.9916211409987343,0.9914229505578904,,,,
classical_ext,svc,4,laplacian_med__svc__d4,laplacian_med,ood_test,0.003998517990112305,0.936,0.9367518084629665,0.9359343968223461,0.937984496124031,0.9856763331412841,0.9852173433379281,,,,
