dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,2.8797610228478194,0.1330107620504349
4,rbf_gscale,classical_ext_plain,plain,6.397419856844576,0.13513925522633818
4,poly2,classical_ext_plain,plain,4.246831848116677,0.1351664815685907
4,poly3,classical_ext_plain,plain,5.8149864347212885,0.1332071720807551
4,laplacian_med,classical_ext_plain,plain,15.199581519076272,0.1322606344901964
4,matern15_med,classical_ext_plain,plain,6.501855559381516,0.134786002193345
4,matern25_med,classical_ext_plain,plain,5.387674980274909,0.13555846265145527
6,linear,classical_ext_plain,plain,4.058438517805777,0.10852826464274941
6,rbf_gscale,classical_ext_plain,plain,10.055439707909244,0.11004565148510581
6,poly2,classical_ext_plain,plain,6.31108693147748,0.10827324510415047
6,poly3,classical_ext_plain,plain,9.06384486802815,0.1067157882809005
6,laplacian_med,classical_ext_plain,plain,15.265259705001794,0.11209063727546262
6,matern15_med,classical_ext_plain,plain,6.762902551673568,0.10936645766863938
6,matern25_med,classical_ext_plain,plain,5.642683938219327,0.10941830978880596
8,linear,classical_ext_plain,plain,5.349584442481812,0.11583387952851082
8,rbf_gscale,classical_ext_plain,plain,11.39466974647827,0.11389287792418172
8,poly2,classical_ext_plain,plain,7.435057472419384,0.11718471583839433
8,poly3,classical_ext_plain,plain,10.626142148233066,0.11449698846891147
8,laplacian_med,classical_ext_plain,plain,14.94661302613672,0.11186732744386382
8,matern15_med,classical_ext_plain,plain,7.733358272584462,0.1149601429834477
8,matern25_med,classical_ext_plain,plain,6.551711567175424,0.11642460746847802
10,linear,classical_ext_plain,plain,6.339629701934733,0.12525204075022656
10,rbf_gscale,classical_ext_plain,plain,12.747641929158892,0.11396678547200487
10,poly2,classical_ext_plain,plain,8.072553720767853,0.12185843571759253
10,poly3,classical_ext_plain,plain,11.933227548648327,0.1183712937494193
10,laplacian_med,classical_ext_plain,plain,18.727889890919222,0.11715621116094295
10,matern15_med,classical_ext_plain,plain,8.691113394392664,0.11641325154413971
10,matern25_med,classical_ext_plain,plain,7.247061213699453,0.1175146944087829
12,linear,classical_ext_plain,plain,6.963647944011394,0.12560705502125113
12,rbf_gscale,classical_ext_plain,plain,12.310503296567937,0.11221248207726565
12,poly2,classical_ext_plain,plain,8.029971805835945,0.12016439608338832
12,poly3,classical_ext_plain,plain,12.020684441979931,0.11724464405035878
12,laplacian_med,classical_ext_plain,plain,20.79612380050993,0.11320251039459707
12,matern15_med,classical_ext_plain,plain,9.38609916083241,0.1135643615147557
12,matern25_med,classical_ext_plain,plain,7.799737755396221,0.11441772224770679
