task,stratum,seed,family,kernel,dim,candidate_id,model,regularization,c_selected,c_cv_score,split,fit_seconds,kernel_backend,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy
acsincome,q2000,2024,classical_ext,linear,4,linear__d4,svc,train_cv,100.0,0.6810979361202125,validation,0.0710554122924804,analytic_cpu,0.662,0.6790399522957662,0.6464065278794853,0.5721518987341773,0.7555903398926653,0.5728199451969083,,,,
acsincome,q2000,2024,classical_ext,linear,4,linear__d4,svc,train_cv,100.0,0.6810979361202125,id_test,0.0710554122924804,analytic_cpu,0.672,0.6922780443622208,0.6526542299937308,0.5706806282722513,0.7711549208918695,0.5541425434735182,,,,
acsincome,q2000,2024,classical_ext,linear,4,linear__d4,svc,train_cv,100.0,0.6810979361202125,ood_test,0.0710554122924804,analytic_cpu,0.676,0.6782464846980976,0.6712662337662338,0.6318181818181818,0.7277288011604757,0.6021848741750014,,,,
acsincome,q2000,2024,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,validation,3.0795376300811768,analytic_cpu,0.722,0.6385658914728682,0.6465604483342572,0.483271375464684,0.7613856589147286,0.576980874650074,0.526073223217507,0.1779641039441834,0.0495413754188924,0.5473175078272775
acsincome,q2000,2024,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,id_test,3.0795376300811768,analytic_cpu,0.748,0.6627353490971459,0.6725571725571725,0.5153846153846153,0.7686496694995277,0.5546390692817152,0.5119203016480584,0.1710465912122918,0.0606040762363627,0.5441615200340811
acsincome,q2000,2024,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,ood_test,3.0795376300811768,analytic_cpu,0.66,0.6148525921584764,0.6119146760172401,0.4753086419753086,0.7299400226941157,0.6115902161582945,0.6068758359559995,0.2107463877315004,0.080106489578168,0.5522903593529822
acsincome,q2000,2024,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,validation,0.0417098999023437,analytic_cpu,0.65,0.6755739415623137,0.6374574789414587,0.5700245700245701,0.7550872093023256,0.5662769928838998,,,,
acsincome,q2000,2024,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,id_test,0.0417098999023437,analytic_cpu,0.652,0.682083598311846,0.6362632952036925,0.5606060606060606,0.7687267541577537,0.5552868869385867,,,,
acsincome,q2000,2024,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,ood_test,0.0417098999023437,analytic_cpu,0.674,0.6802000074815766,0.6707070707070707,0.6377777777777778,0.7277786783379262,0.5958576182497777,,,,
acsincome,q2000,2024,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,100.0,0.6995507688685703,validation,0.1170973777770996,analytic_cpu,0.722,0.7296511627906976,0.7028276271961893,0.6273458445040214,0.7950208706022659,0.6094936323969118,,,,
acsincome,q2000,2024,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,100.0,0.6995507688685703,id_test,0.1170973777770996,analytic_cpu,0.724,0.7449846794241777,0.7046435175672899,0.6290322580645161,0.8044554932454567,0.5797504639163557,,,,
acsincome,q2000,2024,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,100.0,0.6995507688685703,ood_test,0.1170973777770996,analytic_cpu,0.706,0.7053879820940933,0.7001223990208079,0.6581395348837209,0.7590101042848652,0.6375999254541287,,,,
acsincome,q2000,2024,classical_ext,rbf_gscale,4,rbf_gscale__d4,gpc,not_applicable,,,validation,3.166470766067505,analytic_cpu,0.722,0.6315593321407275,0.6396704669767056,0.4674329501915709,0.7722309183064997,0.5937416208367376,0.5179236442014751,0.1746923923903631,0.0674519982652747,0.5404785123963538
acsincome,q2000,2024,classical_ext,rbf_gscale,4,rbf_gscale__d4,gpc,not_applicable,,,id_test,3.166470766067505,analytic_cpu,0.748,0.6567805592491954,0.6675181017922358,0.5039370078740157,0.7885567824863655,0.5941239521575366,0.4938462421214649,0.1646154715012237,0.0730298406342992,0.530358210305403
acsincome,q2000,2024,classical_ext,rbf_gscale,4,rbf_gscale__d4,gpc,not_applicable,,,ood_test,3.166470766067505,analytic_cpu,0.674,0.6221429729291619,0.6162249722175133,0.4673202614379085,0.7543549010561493,0.6468439992187639,0.5904564627927186,0.2029991309614411,0.0834815480916403,0.5458253214525631
acsincome,q2000,2024,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,fixed_c1,1.0,,validation,0.0370042324066162,analytic_cpu,0.662,0.6948047107930828,0.6514472159088565,0.5907990314769975,0.7726967799642218,0.587353189885645,,,,
acsincome,q2000,2024,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,fixed_c1,1.0,,id_test,0.0370042324066162,analytic_cpu,0.672,0.702202694108805,0.6559479054779807,0.5816326530612245,0.7911969320306026,0.5813743112119867,,,,
acsincome,q2000,2024,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,fixed_c1,1.0,,ood_test,0.0370042324066162,analytic_cpu,0.687,0.6955226920375243,0.6843864038099502,0.6556655665566556,0.7550781201291819,0.6357119553363022,,,,
acsincome,q2000,2024,classical_ext,poly2,4,poly2__d4,svc,train_cv,100.0,0.6804671373475821,validation,0.0869722366333007,analytic_cpu,0.638,0.6896243291592128,0.6325305852305718,0.5876993166287016,0.7619446929039952,0.5553644527922006,,,,
acsincome,q2000,2024,classical_ext,poly2,4,poly2__d4,svc,train_cv,100.0,0.6804671373475821,id_test,0.0869722366333007,analytic_cpu,0.642,0.6888959549825596,0.6313458964061374,0.5686746987951807,0.7865333102079358,0.5881771183341902,,,,
acsincome,q2000,2024,classical_ext,poly2,4,poly2__d4,svc,train_cv,100.0,0.6804671373475821,ood_test,0.0869722366333007,analytic_cpu,0.668,0.6840447065767215,0.6671679197994987,0.6505263157894737,0.7405181407450818,0.6176950359660315,,,,
acsincome,q2000,2024,classical_ext,poly2,4,poly2__d4,gpc,not_applicable,,,validation,3.062052726745605,analytic_cpu,0.72,0.63536076326774,0.6431775548487073,0.4776119402985074,0.7631559332140727,0.5747893292748265,0.5247996597600068,0.1776451721834195,0.0406273786248833,0.5438440244673683
acsincome,q2000,2024,classical_ext,poly2,4,poly2__d4,gpc,not_applicable,,,id_test,3.062052726745605,analytic_cpu,0.74,0.6570696267175425,0.6654726613965745,0.5075757575757576,0.772966410360178,0.5834902644797618,0.5090471993741941,0.1701898165101004,0.0511029039177477,0.5401615327839944
acsincome,q2000,2024,classical_ext,poly2,4,poly2__d4,gpc,not_applicable,,,ood_test,3.062052726745605,analytic_cpu,0.655,0.6106649874683592,0.6077722486928584,0.4716692189892802,0.7313116450740054,0.616708529337467,0.6068631036382062,0.2105717997116586,0.0843919961087117,0.5494905581709426
acsincome,q2000,2024,classical_ext,poly3,4,poly3__d4,svc,train_cv,100.0,0.6847745557422336,validation,0.0807826519012451,analytic_cpu,0.652,0.6980471079308288,0.6450428396572827,0.5953488372093023,0.7746533989266546,0.5860444568159868,,,,
acsincome,q2000,2024,classical_ext,poly3,4,poly3__d4,svc,train_cv,100.0,0.6847745557422336,id_test,0.0807826519012451,analytic_cpu,0.648,0.6911603168179453,0.6362133112856552,0.5707317073170731,0.7917172534736273,0.5988312339864352,,,,
acsincome,q2000,2024,classical_ext,poly3,4,poly3__d4,svc,train_cv,100.0,0.6847745557422336,ood_test,0.0807826519012451,analytic_cpu,0.679,0.692854263043921,0.6777208741494993,0.6574172892209178,0.755377383193885,0.6430556974364103,,,,
acsincome,q2000,2024,classical_ext,poly3,4,poly3__d4,gpc,not_applicable,,,validation,2.9819681644439697,analytic_cpu,0.72,0.6371124031007752,0.6448503297818367,0.4814814814814814,0.7638081395348838,0.5761141100058498,0.5240128428786411,0.1774332068577888,0.045210450575417,0.5416957984091367
acsincome,q2000,2024,classical_ext,poly3,4,poly3__d4,gpc,not_applicable,,,id_test,2.9819681644439697,analytic_cpu,0.736,0.6542367655277408,0.6619614431173302,0.5037593984962406,0.7757029157271973,0.5899020311293758,0.5064246570535843,0.1693672374518812,0.0612653389075007,0.5368340619181855
acsincome,q2000,2024,classical_ext,poly3,4,poly3__d4,gpc,not_applicable,,,ood_test,2.9819681644439697,analytic_cpu,0.657,0.6127432031954645,0.6100460327584071,0.4747320061255742,0.7333898608011106,0.6246892336961265,0.6060282934477411,0.2099686752321063,0.0877184670286897,0.5472928561467847
acsincome,q2000,2024,classical_ext,laplacian_med,4,laplacian_med__d4,svc,train_cv,10.0,0.7029583061178736,validation,0.0520017147064209,analytic_cpu,0.698,0.6911896243291593,0.672705361129535,0.5817174515235457,0.752254770423375,0.5465555761883514,,,,
acsincome,q2000,2024,classical_ext,laplacian_med,4,laplacian_med__d4,svc,train_cv,10.0,0.7029583061178736,id_test,0.0520017147064209,analytic_cpu,0.72,0.7183326588425738,0.6923076923076923,0.6,0.7788441155499027,0.543982612336537,,,,
acsincome,q2000,2024,classical_ext,laplacian_med,4,laplacian_med__d4,svc,train_cv,10.0,0.7029583061178736,ood_test,0.0520017147064209,analytic_cpu,0.68,0.6731299175779643,0.6709322079214844,0.6163069544364509,0.7305634874122473,0.6270174401702636,,,,
acsincome,q2000,2024,classical_ext,laplacian_med,4,laplacian_med__d4,gpc,not_applicable,,,validation,3.022718667984009,analytic_cpu,0.706,0.6006633870005963,0.6048195880445828,0.4048582995951417,0.7747093023255813,0.5876284593855874,0.5164849067259849,0.1746615522706104,0.0666468468378505,0.5433210561321651
acsincome,q2000,2024,classical_ext,laplacian_med,4,laplacian_med__d4,gpc,not_applicable,,,id_test,3.022718667984009,analytic_cpu,0.748,0.6428860496039775,0.6546052631578947,0.475,0.7920641344356439,0.6040356210179191,0.4915688641122412,0.1637986153326464,0.0614552279654884,0.5355526032688529
acsincome,q2000,2024,classical_ext,laplacian_med,4,laplacian_med__d4,gpc,not_applicable,,,ood_test,3.022718667984009,analytic_cpu,0.667,0.6134581094055888,0.6054385497200746,0.4495867768595041,0.7502400339164806,0.6386340673261075,0.5896819120906873,0.2032460764818666,0.1000668183668158,0.5487940515599921
