family,model,dim,cfg,kernel,split,svc_c,fit_seconds,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy
classical_ext_plain,svc,4,linear__svc__d4,linear,id_test,1.0,0.01351785659790039,0.686,0.685697586908136,0.6857171454308878,0.6951456310679611,0.7535347712606684,0.7579466314434605,,,,
classical_ext_plain,svc,4,linear__svc__d4,linear,ood_test,1.0,0.01351785659790039,0.688,0.6899345388554021,0.6868727418707345,0.6680851063829787,0.7301834208309029,0.6677328810364942,,,,
classical_ext_plain,gpc,4,linear__gpc__d4,linear,id_test,,1.4364373683929443,0.686,0.685697586908136,0.6857171454308878,0.6951456310679611,0.7552481145217851,0.7623390710945424,0.6006655249171334,0.2057990572654539,0.08391884959538864,0.6176597988476374
classical_ext_plain,gpc,4,linear__gpc__d4,linear,ood_test,,1.4364373683929443,0.682,0.6845388554021647,0.6810700001203509,0.6638477801268499,0.732921770691555,0.6812980336512533,0.6141047986937447,0.21219917915332417,0.08063288372409344,0.6299743329463042
classical_ext_plain,svc,4,rbf_gscale__svc__d4,rbf_gscale,id_test,1.0,0.018622159957885742,0.686,0.685697586908136,0.6857171454308878,0.6951456310679611,0.7645674208579527,0.7760763717751609,,,,
classical_ext_plain,svc,4,rbf_gscale__svc__d4,rbf_gscale,ood_test,1.0,0.018622159957885742,0.708,0.7065590770626742,0.7055074147585161,0.6784140969162996,0.7951989759543716,0.7427325998469279,,,,
classical_ext_plain,gpc,4,rbf_gscale__gpc__d4,rbf_gscale,id_test,,1.3690824508666992,0.69,0.6898128132455845,0.6897902982416113,0.6978557504873294,0.7805959872540073,0.7771507280971084,0.5752977063260644,0.19521586984725206,0.08921827805214871,0.6132585993084274
classical_ext_plain,gpc,4,rbf_gscale__gpc__d4,rbf_gscale,ood_test,,1.3690824508666992,0.7,0.6993648324583577,0.6978681577208785,0.6724890829694323,0.7782665759284465,0.7553440210106245,0.5798000075507406,0.19675673804184113,0.11664835894612496,0.6236460042813156
classical_ext_plain,svc,4,poly2__svc__d4,poly2,id_test,1.0,0.014376640319824219,0.686,0.685921762661927,0.6858479504079975,0.6927592954990215,0.7619413620278299,0.7646795933252333,,,,
classical_ext_plain,svc,4,poly2__svc__d4,poly2,ood_test,1.0,0.014376640319824219,0.688,0.6881197744507097,0.6861874185294259,0.6623376623376623,0.7400025925205782,0.6746216614797212,,,,
classical_ext_plain,gpc,4,poly2__gpc__d4,poly2,id_test,,1.2217462062835693,0.682,0.6816944484475829,0.6817135421879692,0.6912621359223301,0.7714368064562618,0.7625598514820255,0.5863179667783743,0.19947069721812932,0.08865161519167417,0.617802469747187
classical_ext_plain,gpc,4,poly2__gpc__d4,poly2,ood_test,,1.2217462062835693,0.698,0.6980199624084515,0.6961513850265013,0.6724511930585684,0.7449607881262557,0.7118386993101623,0.6002053786185876,0.20609460551145817,0.08285802120870692,0.6229899871041595
classical_ext_plain,svc,4,poly3__svc__d4,poly3,id_test,1.0,0.021943092346191406,0.686,0.6858096747850315,0.6857875924124708,0.6939571150097466,0.7550399513218362,0.7624262438923337,,,,
classical_ext_plain,svc,4,poly3__svc__d4,poly3,ood_test,1.0,0.021943092346191406,0.7,0.6984574502560115,0.6974391247519001,0.6696035242290749,0.7559790005833171,0.6809875368096514,,,,
classical_ext_plain,gpc,4,poly3__gpc__d4,poly3,id_test,,1.4014084339141846,0.694,0.6939280395830331,0.693851824282953,0.700587084148728,0.7783702422699398,0.7724561104643151,0.5801786548408213,0.19682325356602756,0.08738713245966367,0.6148970130008673
classical_ext_plain,gpc,4,poly3__gpc__d4,poly3,ood_test,,1.4014084339141846,0.696,0.6948603279538531,0.6936274509803921,0.6666666666666666,0.7470510078423748,0.697037001231448,0.5977725610425834,0.20491982625833244,0.11184673769127262,0.6199217069915278
classical_ext_plain,svc,4,laplacian_med__svc__d4,laplacian_med,id_test,1.0,0.02200007438659668,0.726,0.727186113913308,0.7258673197827749,0.7198364008179959,0.821844325951546,0.803305190951311,,,,
classical_ext_plain,svc,4,laplacian_med__svc__d4,laplacian_med,ood_test,1.0,0.02200007438659668,0.778,0.7763140838680407,0.7756660293695609,0.7527839643652561,0.8530040832199105,0.8168712359939175,,,,
classical_ext_plain,gpc,4,laplacian_med__gpc__d4,laplacian_med,id_test,,1.519761323928833,0.73,0.7311892523738611,0.7298692567202526,0.7239263803680982,0.8280091591807976,0.8170112726192005,0.5336526837505052,0.1767389408042513,0.10078410864120287,0.6000577354115565
classical_ext_plain,gpc,4,laplacian_med__gpc__d4,laplacian_med,ood_test,,1.519761323928833,0.764,0.7641778469116598,0.7623229507404243,0.74235807860262,0.8447890336379545,0.8306089172466737,0.5215374600805052,0.17093176229196508,0.12790076108364795,0.606369169563745
classical_ext_plain,svc,4,matern15_med__svc__d4,matern15_med,id_test,1.0,0.013502120971679688,0.732,0.7321259867736305,0.7319313744318545,0.7362204724409449,0.784278874637716,0.7933036983160853,,,,
classical_ext_plain,svc,4,matern15_med__svc__d4,matern15_med,ood_test,1.0,0.013502120971679688,0.742,0.7416715276427507,0.740077614033391,0.7177242888402626,0.825507161838097,0.7823028583788015,,,,
classical_ext_plain,gpc,4,matern15_med__gpc__d4,matern15_med,id_test,,1.6060705184936523,0.71,0.7105010328097228,0.7099988399953601,0.7105788423153693,0.7922531264511377,0.7848792982253501,0.5611638097965664,0.18912612261538844,0.0949255120581505,0.6105177690362591
classical_ext_plain,gpc,4,matern15_med__gpc__d4,matern15_med,ood_test,,1.6060705184936523,0.752,0.753386480005185,0.7507076685537828,0.7327586206896551,0.8055123468792533,0.7792075786328831,0.5587161480486578,0.18737113559670712,0.09426280803373488,0.6205242324502485
classical_ext_plain,svc,4,matern25_med__svc__d4,matern25_med,id_test,1.0,0.015827417373657227,0.682,0.6816944484475829,0.6817135421879692,0.6912621359223301,0.7701878272565692,0.7784911009240066,,,,
classical_ext_plain,svc,4,matern25_med__svc__d4,matern25_med,ood_test,1.0,0.015827417373657227,0.736,0.739451681897725,0.7352842084997834,0.7215189873417721,0.8073595177911725,0.7634002887940159,,,,
classical_ext_plain,gpc,4,matern25_med__gpc__d4,matern25_med,id_test,,1.645681381225586,0.69,0.68992490112248,0.6898498873454753,0.6966731898238747,0.7834622343917632,0.7762829729243608,0.5713438015982167,0.1935154784355891,0.07852426324389805,0.6139904158138554
classical_ext_plain,gpc,4,matern25_med__gpc__d4,matern25_med,ood_test,,1.645681381225586,0.708,0.7074664592650204,0.7059250068483218,0.6812227074235808,0.787478125607622,0.762975208806444,0.5740929812597364,0.19420645698325734,0.1306286558440192,0.624350106765248
classical_ext_plain,svc,6,linear__svc__d6,linear,id_test,1.0,0.03984332084655762,0.692,0.6913099870298314,0.6914025553471521,0.7049808429118773,0.7358889369265504,0.7018898848418686,,,,
classical_ext_plain,svc,6,linear__svc__d6,linear,ood_test,1.0,0.03984332084655762,0.694,0.6953302223086395,0.6926612323280208,0.6723768736616702,0.7271048026443709,0.6678103343092845,,,,
classical_ext_plain,gpc,6,linear__gpc__d6,linear,id_test,,1.4700696468353271,0.704,0.7027589630270132,0.7027825975194396,0.7218045112781954,0.7543834366143056,0.746728433420064,0.5952787760471845,0.2039035023664951,0.06938635616581326,0.6139188114414955
classical_ext_plain,gpc,6,linear__gpc__d6,linear,ood_test,,1.4700696468353271,0.682,0.6849925465033379,0.681203007518797,0.6652631578947369,0.7345258927992739,0.7054287538069793,0.6077370788867151,0.20961560728464548,0.11622508731112095,0.6203796135259773
classical_ext_plain,svc,6,rbf_gscale__svc__d6,rbf_gscale,id_test,1.0,0.0355229377746582,0.698,0.6977070022897952,0.6977279551596437,0.7067961165048544,0.8027093241101022,0.8105857650913157,,,,
classical_ext_plain,svc,6,rbf_gscale__svc__d6,rbf_gscale,ood_test,1.0,0.0355229377746582,0.738,0.7412502430488042,0.7372337736840627,0.7230443974630021,0.8278242271048026,0.7677126034395229,,,,
classical_ext_plain,gpc,6,rbf_gscale__gpc__d6,rbf_gscale,id_test,,1.563715934753418,0.682,0.6825911514627467,0.681998727994912,0.6813627254509018,0.7878816992522137,0.7882069313954807,0.5696552683721616,0.19397595786882244,0.09100641721400925,0.6026661468619532
classical_ext_plain,gpc,6,rbf_gscale__gpc__d6,rbf_gscale,ood_test,,1.563715934753418,0.74,0.7435024953010565,0.7392950538255443,0.7257383966244726,0.821764210253419,0.7718357521668349,0.5412382815545613,0.17974165156290722,0.10259180223833922,0.5990492611269091
classical_ext_plain,svc,6,poly2__svc__d6,poly2,id_test,1.0,0.026884078979492188,0.694,0.6937038638292421,0.6937243519167251,0.7029126213592233,0.7901554818978078,0.8087047002228593,,,,
classical_ext_plain,svc,6,poly2__svc__d6,poly2,ood_test,1.0,0.026884078979492188,0.704,0.7025082636593427,0.7014732697552081,0.6740088105726872,0.781466718517078,0.7377965100154636,,,,
classical_ext_plain,gpc,6,poly2__gpc__d6,poly2,id_test,,1.9516501426696777,0.69,0.6893644617380026,0.6894521936696332,0.7024952015355086,0.77222142159453,0.7777259369424327,0.5834383814215996,0.19942980524522233,0.06923061105116508,0.6092345288540719
classical_ext_plain,gpc,6,poly2__gpc__d6,poly2,ood_test,,1.9516501426696777,0.704,0.703415645861689,0.7018965822846002,0.6768558951965066,0.783589344740424,0.7178559138570714,0.5712385338962034,0.19318695763018043,0.10262786102810882,0.6058065851322912
classical_ext_plain,svc,6,poly3__svc__d6,poly3,id_test,1.0,0.0122528076171875,0.694,0.6937038638292421,0.6937243519167251,0.7029126213592233,0.7939504571584123,0.8158792723571532,,,,
classical_ext_plain,svc,6,poly3__svc__d6,poly3,ood_test,1.0,0.0122528076171875,0.738,0.7412502430488042,0.7372337736840627,0.7230443974630021,0.786635556419729,0.7114348627450058,,,,
classical_ext_plain,gpc,6,poly3__gpc__d6,poly3,id_test,,1.9925999641418457,0.686,0.6855854990312404,0.685636595904866,0.6963249516441006,0.7816688283614354,0.7853071750577206,0.5750096815038956,0.19627012191393672,0.08317482677594874,0.6045181026101727
