dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,2.9439981739609884,0.2806512276256276
4,rbf_gscale,classical_ext_plain,plain,6.007936431365108,0.31301727991058986
4,poly2,classical_ext_plain,plain,4.635900963045553,0.30110101275671947
4,poly3,classical_ext_plain,plain,5.582253488187735,0.31445976345826904
4,laplacian_med,classical_ext_plain,plain,8.904203719827807,0.29824608970603406
4,matern15_med,classical_ext_plain,plain,4.2638670957052245,0.30191612687122216
4,matern25_med,classical_ext_plain,plain,3.730062861462222,0.2950566746721717
6,linear,classical_ext_plain,plain,4.964530147489126,0.23790261672910426
6,rbf_gscale,classical_ext_plain,plain,11.135919120910495,0.2597679760692769
6,poly2,classical_ext_plain,plain,7.048907167951194,0.2521850475853173
6,poly3,classical_ext_plain,plain,9.480093926691499,0.26497856617343984
6,laplacian_med,classical_ext_plain,plain,14.908715052463512,0.27167176819315975
6,matern15_med,classical_ext_plain,plain,6.729888047382776,0.2513072562358502
6,matern25_med,classical_ext_plain,plain,5.534052345357138,0.2457242967946303
8,linear,classical_ext_plain,plain,6.726107133865209,0.22271602052817785
8,rbf_gscale,classical_ext_plain,plain,17.60842104145444,0.23552345910072534
8,poly2,classical_ext_plain,plain,9.299898419362206,0.2305898315766607
8,poly3,classical_ext_plain,plain,13.846951991074102,0.24043128478460798
8,laplacian_med,classical_ext_plain,plain,19.965918361581256,0.2586050641913115
8,matern15_med,classical_ext_plain,plain,9.088903423862973,0.23152936187111828
8,matern25_med,classical_ext_plain,plain,7.193715452060351,0.22567465664852882
10,linear,classical_ext_plain,plain,7.936956188485086,0.2183244273552617
10,rbf_gscale,classical_ext_plain,plain,19.637005864813464,0.22324465779950245
10,poly2,classical_ext_plain,plain,10.22008064148534,0.22093280065807164
10,poly3,classical_ext_plain,plain,15.664231729033357,0.22876192605411808
10,laplacian_med,classical_ext_plain,plain,22.92225571871647,0.24919372756215996
10,matern15_med,classical_ext_plain,plain,10.32272239266427,0.22241835550633757
10,matern25_med,classical_ext_plain,plain,8.097721267873562,0.21644558741308484
12,linear,classical_ext_plain,plain,9.696773707828227,0.21569954433866884
12,rbf_gscale,classical_ext_plain,plain,24.590066131886548,0.2103584898352091
12,poly2,classical_ext_plain,plain,12.01951670592151,0.2117680154389175
12,poly3,classical_ext_plain,plain,19.446253483712365,0.22038634326042625
12,laplacian_med,classical_ext_plain,plain,28.490072872869156,0.24476235737413332
12,matern15_med,classical_ext_plain,plain,12.39536538709652,0.20910147512235164
12,matern25_med,classical_ext_plain,plain,9.553556938375424,0.20284953937061298
