dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,3.3560070955657024,0.2666977570674202
4,rbf_gscale,classical_ext_plain,plain,7.2779442145935676,0.2830921725768375
4,poly2,classical_ext_plain,plain,5.24176065096064,0.2775695008603467
4,poly3,classical_ext_plain,plain,6.430455748407615,0.28667528009072163
4,laplacian_med,classical_ext_plain,plain,10.207249063498805,0.273645995736365
4,matern15_med,classical_ext_plain,plain,4.734877045104932,0.2743388247181962
4,matern25_med,classical_ext_plain,plain,4.097333672758155,0.26722103603251074
6,linear,classical_ext_plain,plain,4.793524726889706,0.25259207066870903
6,rbf_gscale,classical_ext_plain,plain,9.329731630602444,0.26198118534770354
6,poly2,classical_ext_plain,plain,6.511790399916964,0.258296256935365
6,poly3,classical_ext_plain,plain,8.380447962417929,0.26798617660463453
6,laplacian_med,classical_ext_plain,plain,13.520095618200655,0.25053112110815406
6,matern15_med,classical_ext_plain,plain,6.066503486842264,0.25415518516748126
6,matern25_med,classical_ext_plain,plain,5.147813203163686,0.24839300513280155
8,linear,classical_ext_plain,plain,6.5947883704855474,0.23228243132577067
8,rbf_gscale,classical_ext_plain,plain,15.541425450688607,0.23299497711545025
8,poly2,classical_ext_plain,plain,8.750974119789088,0.2317814146871913
8,poly3,classical_ext_plain,plain,12.635361172107228,0.24105842727054005
8,laplacian_med,classical_ext_plain,plain,19.027347034180877,0.23518191901180935
8,matern15_med,classical_ext_plain,plain,8.52735330134545,0.22904651495428313
8,matern25_med,classical_ext_plain,plain,6.838352159081543,0.22281936246102052
10,linear,classical_ext_plain,plain,7.976536265541089,0.22296924005775726
10,rbf_gscale,classical_ext_plain,plain,19.292079860590945,0.22022212281300074
10,poly2,classical_ext_plain,plain,10.138802461555029,0.21911532366101763
10,poly3,classical_ext_plain,plain,15.326588775654624,0.22745832771704294
10,laplacian_med,classical_ext_plain,plain,22.236463272700618,0.23023513640790802
10,matern15_med,classical_ext_plain,plain,9.912208687097156,0.21859456034098668
10,matern25_med,classical_ext_plain,plain,7.829650435439425,0.21162868615330108
12,linear,classical_ext_plain,plain,9.532924748343625,0.21844617634608363
12,rbf_gscale,classical_ext_plain,plain,24.040033828571723,0.2114023938447461
12,poly2,classical_ext_plain,plain,11.865042167616288,0.2110478565583167
12,poly3,classical_ext_plain,plain,18.902193918369864,0.2208936886277951
12,laplacian_med,classical_ext_plain,plain,27.124896905770544,0.2315075845162342
12,matern15_med,classical_ext_plain,plain,11.833568424241532,0.20919114860025242
12,matern25_med,classical_ext_plain,plain,9.207612399655263,0.20184319300704895
