dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,3.068737044553399,0.10942014587266952
4,rbf_gscale,classical_ext_plain,plain,8.791666170171567,0.1086804868710595
4,poly2,classical_ext_plain,plain,5.27234049547536,0.10956676835583457
4,poly3,classical_ext_plain,plain,7.377799107286501,0.10867770125428558
4,laplacian_med,classical_ext_plain,plain,14.270058435489373,0.10816065981876835
4,matern15_med,classical_ext_plain,plain,6.558176621098466,0.109299158715543
4,matern25_med,classical_ext_plain,plain,5.459288643999243,0.10883318960091896
6,linear,classical_ext_plain,plain,4.6615619689995835,0.09667836146415718
6,rbf_gscale,classical_ext_plain,plain,12.457269240316945,0.09400713226843428
6,poly2,classical_ext_plain,plain,7.576590759774462,0.09594954871568379
6,poly3,classical_ext_plain,plain,10.717357445509688,0.09498043799652374
6,laplacian_med,classical_ext_plain,plain,14.696210632119667,0.09508945196824331
6,matern15_med,classical_ext_plain,plain,7.297256836554052,0.09481249643634966
6,matern25_med,classical_ext_plain,plain,6.164878543480446,0.09439451633014717
8,linear,classical_ext_plain,plain,5.728154443140824,0.0958499516825794
8,rbf_gscale,classical_ext_plain,plain,14.28869672987421,0.09524590194412409
8,poly2,classical_ext_plain,plain,8.32110020106465,0.09462590954369025
8,poly3,classical_ext_plain,plain,12.45954406997148,0.095600952618422
8,laplacian_med,classical_ext_plain,plain,19.13323165545982,0.09699499424225456
8,matern15_med,classical_ext_plain,plain,8.74616030299863,0.09403403470557714
8,matern25_med,classical_ext_plain,plain,7.184680796857887,0.09325542166562342
10,linear,classical_ext_plain,plain,6.747540271359203,0.10878480898726964
10,rbf_gscale,classical_ext_plain,plain,15.091456696624101,0.10037346870517669
10,poly2,classical_ext_plain,plain,8.820402789453308,0.10364254716165062
10,poly3,classical_ext_plain,plain,13.370215249905256,0.10385717732026517
10,laplacian_med,classical_ext_plain,plain,22.130028514511917,0.10249130519957421
10,matern15_med,classical_ext_plain,plain,9.783489017823719,0.10060610656055582
10,matern25_med,classical_ext_plain,plain,7.976317979932915,0.09990730789286902
12,linear,classical_ext_plain,plain,7.629826262067785,0.10887996326808667
12,rbf_gscale,classical_ext_plain,plain,15.684962434902408,0.09799340902972321
12,poly2,classical_ext_plain,plain,9.051664009668064,0.10241340480263028
12,poly3,classical_ext_plain,plain,14.182994641418478,0.10263917331190113
12,laplacian_med,classical_ext_plain,plain,26.854987300319756,0.10021010451056317
12,matern15_med,classical_ext_plain,plain,11.198053943399962,0.0984614266419699
12,matern25_med,classical_ext_plain,plain,8.988360839907653,0.09768976014965132
