setting,qs,seed,dim,scope,group,n_kernels,rho_ktaA_svc,rho_rank_svc,rho_ktaA_gpc,rho_rank_gpc
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,6,quantum,unsw_dos_m2_centroid,4,0.9486832980505139,-0.632455532033676,0.7999999999999999,-0.39999999999999997
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,8,all,unsw_dos_m2_centroid,11,0.3861509473153654,0.2140113683916483,0.9339431975353206,0.7380429170766925
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,8,classical,unsw_dos_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,8,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,0.7999999999999999,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,10,all,unsw_dos_m2_centroid,11,0.3211144314951885,0.11927107455535574,0.9454545454545454,0.7363636363636363
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,10,classical,unsw_dos_m2_centroid,7,0.7412493166611013,0.7412493166611013,0.9642857142857145,0.9642857142857145
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,10,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,0.7999999999999999,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,12,all,unsw_dos_m2_centroid,11,0.8414348964652163,0.4092224359858156,0.9545454545454546,0.8090909090909091
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,12,classical,unsw_dos_m2_centroid,7,0.7412493166611013,0.7412493166611013,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,12,quantum,unsw_dos_m2_centroid,4,0.9486832980505139,-0.9486832980505139,1.0,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,4,all,unsw_dos_m2_centroid,11,0.7123361933644681,0.730601223963557,0.9545454545454546,0.9363636363636365
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,4,classical,unsw_dos_m2_centroid,7,0.981980506061966,0.981980506061966,1.0,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,4,quantum,unsw_dos_m2_centroid,4,-0.7999999999999999,-0.6000000000000001,0.0,-0.39999999999999997
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,6,all,unsw_dos_m2_centroid,11,0.6879288918430899,0.4692495090055514,0.9727272727272729,0.8909090909090911
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,6,classical,unsw_dos_m2_centroid,7,0.9549937104572925,0.9549937104572925,0.9285714285714288,0.9642857142857145
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,6,quantum,unsw_dos_m2_centroid,4,1.0,-0.7999999999999999,0.7999999999999999,-0.39999999999999997
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,8,all,unsw_dos_m2_centroid,11,0.25512594664379495,0.10478387094298722,0.9090909090909091,0.7454545454545456
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,8,classical,unsw_dos_m2_centroid,7,0.6847124716486249,0.6666937223947137,0.8571428571428573,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,8,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,0.7999999999999999,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,10,all,unsw_dos_m2_centroid,11,0.5195745535550244,0.1241461322653598,0.9727272727272729,0.7454545454545456
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,10,classical,unsw_dos_m2_centroid,7,0.7412493166611013,0.7412493166611013,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,10,quantum,unsw_dos_m2_centroid,4,0.9486832980505139,-0.9486832980505139,0.7999999999999999,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,12,all,unsw_dos_m2_centroid,11,0.8257228238447705,0.3394638275806278,0.9454545454545454,0.6818181818181819
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,12,classical,unsw_dos_m2_centroid,7,0.7412493166611013,0.7412493166611013,0.8928571428571429,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,12,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,0.7999999999999999,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,4,all,unsw_dos_m2_centroid,11,0.5339390499775317,0.5434736758699876,0.8727272727272729,0.8272727272727273
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,4,classical,unsw_dos_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,4,quantum,unsw_dos_m2_centroid,4,-0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,6,all,unsw_dos_m2_centroid,11,0.30806632821404095,0.10575411267049167,0.8473826084954617,0.6423706870852693
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,6,classical,unsw_dos_m2_centroid,7,0.7297691588509918,0.7297691588509918,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,6,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,0.7999999999999999,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,8,all,unsw_dos_m2_centroid,11,0.7614999375457329,0.5504818825631803,0.6727272727272727,0.48181818181818187
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,8,classical,unsw_dos_m2_centroid,7,0.8153742483272114,0.8894991799933215,0.8571428571428573,0.8928571428571429
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,8,quantum,unsw_dos_m2_centroid,4,0.19999999999999998,-0.39999999999999997,1.0,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,10,all,unsw_dos_m2_centroid,11,0.8337151470681156,0.2687934080711411,0.7517103785040387,0.4009122018688206
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,10,classical,unsw_dos_m2_centroid,7,0.9910312089651149,0.8829187134416479,0.7748062179181807,0.7207499701564473
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,10,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,1.0,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,12,all,unsw_dos_m2_centroid,11,0.9248315565837565,0.3234632537805257,0.8063802242134231,0.41457966329616674
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,12,classical,unsw_dos_m2_centroid,7,0.9549937104572925,0.7748062179181807,0.6666937223947137,0.7748062179181807
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,12,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,1.0,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,4,all,unsw_dos_m2_centroid,11,0.4523631825102726,0.457026720474296,0.779045301358731,0.8063802242134231
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,4,classical,unsw_dos_m2_centroid,7,0.7412493166611013,0.7412493166611013,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,4,quantum,unsw_dos_m2_centroid,4,0.39999999999999997,0.39999999999999997,-0.7378647873726218,-0.9486832980505139
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,6,all,unsw_dos_m2_centroid,11,0.6388199347945468,0.5720775535473553,0.6879288918430899,0.5558100980454104
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,6,classical,unsw_dos_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,6,quantum,unsw_dos_m2_centroid,4,0.39999999999999997,-0.19999999999999998,1.0,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,8,all,unsw_dos_m2_centroid,11,0.5443332630831055,0.32566947363946475,0.9181818181818183,0.7090909090909092
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,8,classical,unsw_dos_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.8928571428571429,0.9642857142857145
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,8,quantum,unsw_dos_m2_centroid,4,0.19999999999999998,-0.39999999999999997,1.0,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,10,all,unsw_dos_m2_centroid,11,0.8656058903985899,0.33257489473208984,0.8382709675438977,0.48747279090867957
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,10,classical,unsw_dos_m2_centroid,7,0.9369749612033814,0.8829187134416479,0.6847124716486249,0.7387687194103585
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,10,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,1.0,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,12,all,unsw_dos_m2_centroid,11,0.9358192003574065,0.4312108080078245,0.8154918651649874,0.4692495090055514
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,12,classical,unsw_dos_m2_centroid,7,0.9636241116594316,0.9636241116594316,0.8829187134416479,0.8829187134416479
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,12,quantum,unsw_dos_m2_centroid,4,1.0,-1.0,0.7999999999999999,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,4,all,unsw_dos_m2_centroid,11,0.5689516316108583,0.6528953149632799,0.7636363636363637,0.9090909090909091
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,4,classical,unsw_dos_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,4,quantum,unsw_dos_m2_centroid,4,-0.632455532033676,0.316227766016838,-0.7999999999999999,0.19999999999999998
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,6,all,unsw_dos_m2_centroid,11,0.48625899626414265,0.45873490213598356,0.9363636363636365,0.7363636363636363
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,6,classical,unsw_dos_m2_centroid,7,0.7412493166611013,0.7412493166611013,0.9285714285714288,0.9642857142857145
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,6,quantum,unsw_dos_m2_centroid,4,0.19999999999999998,-0.39999999999999997,0.7999999999999999,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,8,all,unsw_dos_m2_centroid,11,0.5502974797547645,0.16322382874081998,0.8246035061165515,0.4965844318602437
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,8,classical,unsw_dos_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.8928571428571429,0.9642857142857145
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,8,quantum,unsw_dos_m2_centroid,4,0.316227766016838,-0.316227766016838,0.9486832980505139,-0.9486832980505139
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,10,all,unsw_dos_m2_centroid,11,0.9358192003574065,0.3578132236660672,0.9157199156321926,0.4464704066266411
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,10,classical,unsw_dos_m2_centroid,7,0.9636241116594316,0.9636241116594316,0.7387687194103585,0.6847124716486249
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,10,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,1.0,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,12,all,unsw_dos_m2_centroid,11,0.8610500699228079,0.3599098175867821,0.8747175313501542,0.5375868161422822
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,12,classical,unsw_dos_m2_centroid,7,0.9910312089651149,0.8829187134416479,0.7748062179181807,0.9369749612033814
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,12,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,1.0,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,4,all,unsw_dos_m2_centroid,11,0.7448767935921586,0.5793486172383456,0.8636363636363636,0.7181818181818183
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,4,classical,unsw_dos_m2_centroid,7,0.8981774262781438,0.8981774262781438,1.0,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,4,quantum,unsw_dos_m2_centroid,4,1.0,-0.19999999999999998,1.0,-0.19999999999999998
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,6,all,unsw_dos_m2_centroid,11,0.7928014538839827,0.5549610177187879,0.9,0.7363636363636363
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,6,classical,unsw_dos_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.9642857142857145,0.9642857142857145
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,6,quantum,unsw_dos_m2_centroid,4,0.316227766016838,-0.316227766016838,0.19999999999999998,-0.19999999999999998
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,8,all,unsw_dos_m2_centroid,11,0.5969328593949987,0.13524260095667942,0.961278120390013,0.6059241232790129
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,8,classical,unsw_dos_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,8,quantum,unsw_dos_m2_centroid,4,0.9486832980505139,-0.9486832980505139,0.9486832980505139,-0.9486832980505139
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,10,all,unsw_dos_m2_centroid,11,0.9351366314504633,0.353583999951419,0.9,0.3181818181818182
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,10,classical,unsw_dos_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.9642857142857145,0.9642857142857145
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,10,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,0.7999999999999999,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,12,all,unsw_dos_m2_centroid,11,0.8519384289712437,0.1412304347492436,0.9727272727272729,0.39090909090909093
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,12,classical,unsw_dos_m2_centroid,7,0.9369749612033814,0.9910312089651149,1.0,0.9642857142857145
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,12,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-0.7999999999999999,0.7999999999999999,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,4,all,unsw_dos_m2_centroid,11,0.83489752188749,0.7614999375457329,0.8545454545454546,0.7454545454545456
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,4,classical,unsw_dos_m2_centroid,7,0.9265616458263766,0.9265616458263766,1.0,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,4,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,0.39999999999999997,0.7999999999999999,-0.39999999999999997
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,6,all,unsw_dos_m2_centroid,11,0.47919936835521254,0.288450105223526,0.8974966337290643,0.6788172508915258
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,6,classical,unsw_dos_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.9285714285714288,0.9642857142857145
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,6,quantum,unsw_dos_m2_centroid,4,0.39999999999999997,-0.39999999999999997,0.7999999999999999,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,8,all,unsw_dos_m2_centroid,11,0.4745469473032202,0.13026778945578593,0.8727272727272729,0.6454545454545455
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,8,classical,unsw_dos_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.8928571428571429,0.9642857142857145
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,8,quantum,unsw_dos_m2_centroid,4,1.0,-0.7999999999999999,1.0,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,10,all,unsw_dos_m2_centroid,11,0.9677035788144097,0.2698404210155566,0.9430548384868849,0.4464704066266411
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,10,classical,unsw_dos_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,10,quantum,unsw_dos_m2_centroid,4,1.0,-0.7999999999999999,1.0,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,12,all,unsw_dos_m2_centroid,11,0.926644502314687,0.1284457725980754,0.9977246841962695,0.3963563813930386
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,12,classical,unsw_dos_m2_centroid,7,0.9636241116594316,0.9636241116594316,0.9910312089651149,0.9910312089651149
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,12,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,1.0,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,4,all,unsw_dos_m2_centroid,11,0.9033121344443983,0.7927024853287575,0.8109360446892052,0.6378148666094873
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,4,classical,unsw_dos_m2_centroid,7,0.9543135154205278,0.9543135154205278,0.9369749612033814,0.9369749612033814
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,4,quantum,unsw_dos_m2_centroid,4,0.316227766016838,-0.316227766016838,1.0,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,6,all,unsw_dos_m2_centroid,11,0.6728753654534803,0.5899181286167499,0.9020524542048464,0.8610500699228079
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,6,classical,unsw_dos_m2_centroid,7,0.7412493166611013,0.7412493166611013,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,6,quantum,unsw_dos_m2_centroid,4,0.316227766016838,-0.316227766016838,0.19999999999999998,-0.19999999999999998
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,8,all,unsw_dos_m2_centroid,11,0.676213004783397,0.293802891733476,0.8519384289712437,0.5968124823274489
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,8,classical,unsw_dos_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.8928571428571429,0.9642857142857145
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,8,quantum,unsw_dos_m2_centroid,4,0.9486832980505139,-0.9486832980505139,0.9486832980505139,-0.9486832980505139
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,10,all,unsw_dos_m2_centroid,11,0.6141195788629907,0.13026778945578593,0.7425987375524745,0.3143516128289616
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,10,classical,unsw_dos_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.9369749612033814,0.9910312089651149
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,10,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,0.7999999999999999,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,12,all,unsw_dos_m2_centroid,11,0.7608220194556026,0.1138955118945513,0.9476106589626668,0.4783611499571155
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,12,classical,unsw_dos_m2_centroid,7,0.9369749612033814,0.9910312089651149,0.9910312089651149,0.9910312089651149
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,12,quantum,unsw_dos_m2_centroid,4,1.0,-1.0,0.7999999999999999,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,4,all,unsw_dos_m2_centroid,11,0.6272727272727273,0.46363636363636374,0.9202757361079746,0.8382709675438977
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,4,classical,unsw_dos_m2_centroid,7,0.9642857142857145,0.9642857142857145,1.0,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,4,quantum,unsw_dos_m2_centroid,4,0.39999999999999997,-1.0,0.39999999999999997,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,6,all,unsw_dos_m2_centroid,11,0.8883849927775,0.6423706870852693,0.9818181818181818,0.8636363636363636
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,6,classical,unsw_dos_m2_centroid,7,0.9642857142857145,1.0,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,6,quantum,unsw_dos_m2_centroid,4,0.9486832980505139,-0.9486832980505139,0.7999999999999999,-0.6000000000000001
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,8,all,unsw_dos_m2_centroid,11,0.642228862990377,0.17431926281167376,0.9545454545454546,0.6636363636363638
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,8,classical,unsw_dos_m2_centroid,7,0.9636241116594316,0.9636241116594316,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,8,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,0.7999999999999999,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,10,all,unsw_dos_m2_centroid,11,0.8792733518259361,0.37813309948991036,0.9818181818181818,0.6000000000000001
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,10,classical,unsw_dos_m2_centroid,7,0.900937462695559,0.9549937104572925,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,10,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-0.7999999999999999,1.0,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,12,all,unsw_dos_m2_centroid,11,0.7818181818181819,0.13636363636363638,0.8382709675438977,0.5512542775696283
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,12,classical,unsw_dos_m2_centroid,7,1.0,0.9642857142857145,0.9369749612033814,0.9910312089651149
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,12,quantum,unsw_dos_m2_centroid,4,1.0,-1.0,0.7999999999999999,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,4,all,unsw_dos_m2_centroid,11,0.7425987375524745,0.5694775594727565,0.9545454545454546,0.9090909090909091
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,4,classical,unsw_dos_m2_centroid,7,0.8829187134416479,0.8829187134416479,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,4,quantum,unsw_dos_m2_centroid,4,0.39999999999999997,-1.0,0.39999999999999997,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,6,all,unsw_dos_m2_centroid,11,0.849323922857635,0.6621073592169735,0.9636363636363637,0.8363636363636365
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,6,classical,unsw_dos_m2_centroid,7,0.9549937104572925,0.9910312089651149,0.9285714285714288,0.9642857142857145
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,6,quantum,unsw_dos_m2_centroid,4,0.6000000000000001,-0.7999999999999999,0.7999999999999999,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,8,all,unsw_dos_m2_centroid,11,0.7135213084955845,0.27514873987738225,0.9545454545454546,0.6636363636363638
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,8,classical,unsw_dos_m2_centroid,7,0.7412493166611013,0.7412493166611013,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,8,quantum,unsw_dos_m2_centroid,4,1.0,-0.7999999999999999,0.7999999999999999,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,10,all,unsw_dos_m2_centroid,11,0.8073734277593311,0.3027650354097492,0.9272727272727275,0.6000000000000001
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,10,classical,unsw_dos_m2_centroid,7,0.9265616458263766,0.9265616458263766,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,10,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-0.7999999999999999,1.0,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,12,all,unsw_dos_m2_centroid,11,0.9248315565837565,0.41457966329616674,0.8363636363636365,0.5545454545454546
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,12,classical,unsw_dos_m2_centroid,7,0.9910312089651149,0.9910312089651149,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,12,quantum,unsw_dos_m2_centroid,4,1.0,-0.7999999999999999,0.6000000000000001,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,4,all,unsw_dos_m2_centroid,11,0.6469265075610514,0.48747279090867957,0.9727272727272729,0.881818181818182
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,4,classical,unsw_dos_m2_centroid,7,0.8571428571428573,0.8928571428571429,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,4,quantum,unsw_dos_m2_centroid,4,0.39999999999999997,-1.0,0.7999999999999999,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,6,all,unsw_dos_m2_centroid,11,0.9020524542048464,0.6560381485126154,0.9818181818181818,0.8454545454545455
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,6,classical,unsw_dos_m2_centroid,7,0.9642857142857145,1.0,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,6,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,0.7999999999999999,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,8,all,unsw_dos_m2_centroid,11,0.6803723898160625,0.296806747235195,0.9545454545454546,0.6636363636363638
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,8,classical,unsw_dos_m2_centroid,7,0.8829187134416479,0.9369749612033814,0.9642857142857145,1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,8,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-1.0,0.7999999999999999,-1.0
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,10,all,unsw_dos_m2_centroid,11,0.7972685832618591,0.3143516128289616,0.9272727272727275,0.7090909090909092
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,10,classical,unsw_dos_m2_centroid,7,0.900937462695559,0.9549937104572925,0.9285714285714288,0.9642857142857145
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,10,quantum,unsw_dos_m2_centroid,4,0.7999999999999999,-0.7999999999999999,0.7999999999999999,-0.7999999999999999
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,12,all,unsw_dos_m2_centroid,11,0.9430548384868849,0.33257489473208984,0.8545454545454546,0.5454545454545455
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,12,classical,unsw_dos_m2_centroid,7,0.9910312089651149,0.9910312089651149,0.9642857142857145,1.0
