group,n_pairs,mean_delta,median_delta,frac_quantum_better
ember_m1,6370,-0.007633768025499175,-0.009447406766905253,0.3304552590266876
ember_m2,6318,-0.011893370629945537,-0.008922995628572794,0.22491294713516935
toniot_scanning_m2_centroid,6744,-0.002803119200276375,-0.001313570074485404,0.3543890865954923
toniot_scanning_natural_cur,6744,-0.015038048695213217,-0.006037956297840541,0.23769276393831554
unsw_dos_m2_centroid,5612,-0.013393768492771936,-0.005719841955797111,0.2920527441197434
unsw_dos_natural_cur,5612,-0.010971199236146626,-0.008875739644970349,0.26870990734141126
unsw_recon_m2_centroid,5654,-0.014517324355313582,-0.006061672949516483,0.29748850371418467
unsw_recon_natural_cur,5654,-0.006533539266662155,-0.004741583688952167,0.3707110010611956
