dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,3.4103177618630025,0.26624743488626046
4,rbf_gscale,classical_ext_plain,plain,7.464455157079119,0.27933198470693515
4,poly2,classical_ext_plain,plain,5.348033726665813,0.2741840417255256
4,poly3,classical_ext_plain,plain,6.564679640286594,0.28087392537196865
4,laplacian_med,classical_ext_plain,plain,10.06002108600729,0.2660337027359995
4,matern15_med,classical_ext_plain,plain,4.72247459696338,0.26989695249842005
4,matern25_med,classical_ext_plain,plain,4.085382100672308,0.26369773289320503
6,linear,classical_ext_plain,plain,4.843489076724499,0.2555809250468471
6,rbf_gscale,classical_ext_plain,plain,9.695538059173213,0.2599477885350235
6,poly2,classical_ext_plain,plain,6.662531050960849,0.25513187361159867
6,poly3,classical_ext_plain,plain,8.63634740414675,0.2645583067434582
6,laplacian_med,classical_ext_plain,plain,13.526848873828275,0.2499772518596796
6,matern15_med,classical_ext_plain,plain,6.04855832253125,0.249764696319597
6,matern25_med,classical_ext_plain,plain,5.112481618632492,0.24429718383831522
8,linear,classical_ext_plain,plain,6.741877449771299,0.22317085364218314
8,rbf_gscale,classical_ext_plain,plain,17.105545502311863,0.2251623626375751
8,poly2,classical_ext_plain,plain,9.247878614989094,0.22199964600520988
8,poly3,classical_ext_plain,plain,13.669007375965052,0.2310627659321593
8,laplacian_med,classical_ext_plain,plain,18.83809390623293,0.23293454556181412
8,matern15_med,classical_ext_plain,plain,8.658065531946221,0.2191396203081935
8,matern25_med,classical_ext_plain,plain,6.884246744909797,0.2135296297336337
10,linear,classical_ext_plain,plain,8.008611438497175,0.21785656949270182
10,rbf_gscale,classical_ext_plain,plain,19.168391096654066,0.21681200475368195
10,poly2,classical_ext_plain,plain,10.255445561037755,0.21637185916237422
10,poly3,classical_ext_plain,plain,15.647141257538841,0.2229958744686009
10,laplacian_med,classical_ext_plain,plain,22.159619499611708,0.2299703880015081
10,matern15_med,classical_ext_plain,plain,10.162831897132167,0.2148678474920159
10,matern25_med,classical_ext_plain,plain,8.034481840242375,0.20982250171070282
12,linear,classical_ext_plain,plain,9.607800585943679,0.20734851143346997
12,rbf_gscale,classical_ext_plain,plain,23.58970949980302,0.20242978683323254
12,poly2,classical_ext_plain,plain,11.87059377403933,0.20385455021692364
12,poly3,classical_ext_plain,plain,19.005447634476297,0.21132084947671387
12,laplacian_med,classical_ext_plain,plain,26.233570784748526,0.2277593270898285
12,matern15_med,classical_ext_plain,plain,11.928288040004066,0.2013891867907733
12,matern25_med,classical_ext_plain,plain,9.26714856479502,0.1959849216850427
