dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,3.5170255152732737,0.23925730873685633
4,rbf_gscale,classical_ext_plain,plain,7.910069130415913,0.2846570189229068
4,poly2,classical_ext_plain,plain,5.520726289978549,0.26768869681745694
4,poly3,classical_ext_plain,plain,6.799883103980994,0.2840813200392722
4,laplacian_med,classical_ext_plain,plain,11.046179882254558,0.26591554099016274
4,matern15_med,classical_ext_plain,plain,4.814486342470769,0.2683829478472888
4,matern25_med,classical_ext_plain,plain,4.124006278547052,0.26173993012057667
6,linear,classical_ext_plain,plain,4.887352008567476,0.22488872855514513
6,rbf_gscale,classical_ext_plain,plain,11.069073569110452,0.24718156356056498
6,poly2,classical_ext_plain,plain,6.985210897404022,0.23991095032067725
6,poly3,classical_ext_plain,plain,9.385025060605015,0.2517836748645409
6,laplacian_med,classical_ext_plain,plain,15.029155413436651,0.25279122430489176
6,matern15_med,classical_ext_plain,plain,6.771115869197262,0.24058369052796458
6,matern25_med,classical_ext_plain,plain,5.5680451232251125,0.2355858563756715
8,linear,classical_ext_plain,plain,6.304454132565787,0.2126302850677266
8,rbf_gscale,classical_ext_plain,plain,14.30720754495979,0.2234231191401568
8,poly2,classical_ext_plain,plain,8.362268543749837,0.21764652327284914
8,poly3,classical_ext_plain,plain,11.969334849349769,0.2276383628631148
8,laplacian_med,classical_ext_plain,plain,19.613257806867708,0.23374072811647553
8,matern15_med,classical_ext_plain,plain,8.401967580108858,0.21889926809212842
8,matern25_med,classical_ext_plain,plain,6.728624720046827,0.21316073491678886
10,linear,classical_ext_plain,plain,7.883001323843759,0.21490341960586193
10,rbf_gscale,classical_ext_plain,plain,19.663560409073693,0.2257749576689521
10,poly2,classical_ext_plain,plain,10.238484818286857,0.21714541407026705
10,poly3,classical_ext_plain,plain,15.627082478130447,0.2296548210806973
10,laplacian_med,classical_ext_plain,plain,24.561710029650627,0.24758304854946436
10,matern15_med,classical_ext_plain,plain,10.684180875456496,0.22044617702595928
10,matern25_med,classical_ext_plain,plain,8.358487987521318,0.2128046804139815
12,linear,classical_ext_plain,plain,9.699795036133981,0.20294457837074845
12,rbf_gscale,classical_ext_plain,plain,23.878619432194096,0.2049521401340352
12,poly2,classical_ext_plain,plain,11.872652973067051,0.20432852526109752
12,poly3,classical_ext_plain,plain,19.091289931075487,0.2134085821677784
12,laplacian_med,classical_ext_plain,plain,30.413724358462627,0.23407639023311003
12,matern15_med,classical_ext_plain,plain,13.056552708277625,0.20256104534771163
12,matern25_med,classical_ext_plain,plain,9.994600342959153,0.19690528856658554
