setting_label,splits_dir,dim,kernel,family,n_train,spec_train_top1_share,spec_train_top5_share,spec_train_top20_share,spec_train_eff_rank,spec_ood_top1_share,spec_ood_top5_share,spec_ood_top20_share,spec_ood_eff_rank,k_train_mean,k_train_std,k_id2train_mean,k_id2train_std,k_ood2train_mean,k_ood2train_std,ood_novelty_ratio,kta_train,kta_id,kta_ood,kta_drop_id_to_ood,gd_vs_linear_lam1e-06,gd_vs_linear_lam0.0001,gd_vs_linear_lam0.01,gd_vs_rbf_gscale_lam1e-06,gd_vs_rbf_gscale_lam0.0001,gd_vs_rbf_gscale_lam0.01,gd_vs_laplacian_med_lam1e-06,gd_vs_laplacian_med_lam0.0001,gd_vs_laplacian_med_lam0.01,gd_vs_matern15_med_lam1e-06,gd_vs_matern15_med_lam0.0001,gd_vs_matern15_med_lam0.01
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs999__s42,data\processed\netflow\unsw_recon\splits_natural_cur__ms42\qsplits\splits_sparsity_q2000_id1000_ood1000_seed999,4,linear,classical,2000,0.828373125137801,0.999999999999994,0.9999999999999972,1.7938016939447339,0.8733241770119884,0.9999999999999948,0.9999999999999978,1.552280180599331,0.8265876541919805,0.14221288378427777,0.8275295522947308,0.1414590906026953,0.8427584461639248,0.132480076478811,1.0184028399070033,0.17067989815859194,0.18696118367796835,0.11286823597564795,0.0740929477023204,,,,,,,,,,,,
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs999__s42,data\processed\netflow\unsw_recon\splits_natural_cur__ms42\qsplits\splits_sparsity_q2000_id1000_ood1000_seed999,4,rbf_gscale,classical,2000,0.3625746369590203,0.9223813334070952,0.9971595535962902,5.835988526126382,0.4441736380039215,0.954627194829249,0.9988893776968245,4.31147288136869,0.3545105089939353,0.3261136161538873,0.35576064622921083,0.3269200262796835,0.34805063410547854,0.3290107854993316,0.9783280916384303,0.266304923068814,0.28617171355241816,0.14384511621497773,0.14232659733744044,,,,,,,,,,,,
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs999__s42,data\processed\netflow\unsw_recon\splits_natural_cur__ms42\qsplits\splits_sparsity_q2000_id1000_ood1000_seed999,4,laplacian_med,classical,2000,0.45097171807872893,0.8235215491751452,0.9331432342875438,9.620963502982999,0.5099212144243341,0.874953965031554,0.9510390857506663,6.64188745206081,0.44786851728276,0.21081976725429583,0.4487658995437109,0.2112834917604219,0.44410815825119215,0.21405403870419148,0.9896209999528606,0.26991081006433376,0.28664845956668955,0.18290837676101662,0.10374008280567293,,,,,,,,,,,,
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs999__s42,data\processed\netflow\unsw_recon\splits_natural_cur__ms42\qsplits\splits_sparsity_q2000_id1000_ood1000_seed999,4,matern15_med,classical,2000,0.5646263157745395,0.9457628274433351,0.9946737802191186,4.289259709495638,0.6092206974066663,0.9672090616378632,0.997404412295169,3.373547760596338,0.561204824095892,0.23025974191705922,0.562512235737155,0.23009121448352152,0.5562155188483158,0.23219112090579608,0.9888060801369278,0.2516973314140217,0.2721386291620713,0.14235984325495785,0.12977878590711348,,,,,,,,,,,,
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs999__s42,data\processed\netflow\unsw_recon\splits_natural_cur__ms42\qsplits\splits_sparsity_q2000_id1000_ood1000_seed999,4,zz_r1_full,quantum,2000,0.13033937726079262,0.4650053489071717,0.7906201000852799,33.220994948965526,0.24917566118000717,0.6330828866707969,0.8743576685599829,17.984287047247776,0.12404926091217813,0.196687962277624,0.12416848387084178,0.19662435906180872,0.12992295847998503,0.20713189786390301,1.0463440836978324,0.23706100988793002,0.2412042694511206,0.22480898018584816,0.01639528926527245,282.5559844952236,28.25575890980783,2.8272848097385768,120.36509716672128,15.799433831691887,1.8980363656215788,18.435973835262253,8.158576315780724,1.5690424339817075,37.75497314751114,10.865090454263306,1.8705505542223784
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs999__s42,data\processed\netflow\unsw_recon\splits_natural_cur__ms42\qsplits\splits_sparsity_q2000_id1000_ood1000_seed999,4,zz_r2_full,quantum,2000,0.12292521115168017,0.3640631617989761,0.7056412387507046,48.17950693169609,0.21732085277755636,0.5578072148099602,0.810214342460151,25.82490830460932,0.11129392161449896,0.16605479496686387,0.11092412845961194,0.16552133979555628,0.1167342014857777,0.17253379804651411,1.052378802581994,0.18677441402543543,0.182259704652603,0.19864048285044159,-0.01638077819783859,248.9111968258718,24.892815621801073,2.5091057555010132,159.98654900677232,17.98646192239561,2.0205352794748874,21.727743302842025,7.925369560050773,1.7399970765272623,50.34782466348816,13.233435091541246,1.9964076042544554
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs999__s42,data\processed\netflow\unsw_recon\splits_natural_cur__ms42\qsplits\splits_sparsity_q2000_id1000_ood1000_seed999,4,pauli_xz_r1_full,quantum,2000,0.22445691471174076,0.8039686827282848,0.9869971794469732,9.217284758899575,0.3855226688652865,0.8926091768181278,0.9948013925086018,6.060462627971751,0.21159410764220868,0.320870459812207,0.21221370008773538,0.32257321522951365,0.21846707885446864,0.3245906553953205,1.02946736598131,0.3073825427762624,0.31958603982598005,0.19726445695366246,0.12232158287231759,395.39998907949854,39.54734520305705,4.019383690765909,7.851165280361963,3.7790274028215065,1.4901695520307967,2.7342369669964857,2.24269556268142,1.5220276512240956,3.34144939154911,2.77300014914815,1.8165424561118384
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs999__s42,data\processed\netflow\unsw_recon\splits_natural_cur__ms42\qsplits\splits_sparsity_q2000_id1000_ood1000_seed999,4,zmap_r2,quantum,2000,0.2690729555859938,0.7805380349076783,0.9773045252997054,10.081991103308003,0.3730175393515903,0.8600083053316318,0.9875912996631088,6.923952552617008,0.25701597033132,0.28685817566701677,0.2580181344071527,0.28842220097378996,0.22839635276752573,0.2977044625249809,0.8851949623320514,0.20608306893476494,0.22005432417417128,0.23794174064553805,-0.01788741647136677,376.2951055298049,37.63612507769325,3.8200597572749357,30.247942141908432,7.4365542211008515,1.6838769689211204,3.231685542867384,2.481595639484008,1.499190905350762,5.688174455375413,4.089928616485632,1.925986919326063
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs999__s42,data\processed\netflow\unsw_recon\splits_natural_cur__ms42\qsplits\splits_sparsity_q2000_id1000_ood1000_seed999,6,linear,classical,2000,0.8420287368203966,0.9916953560010833,0.9999999999999971,1.8705730569568026,0.8788320540520904,0.9974536882395968,0.9999999999999979,1.631090998452943,0.8401929028215145,0.11421157757241665,0.8402457381697074,0.11450881764371972,0.8529485723544041,0.10746826551930351,1.0151179989467927,0.18186992948862415,0.20054720339699422,0.11971779920237618,0.08082940419461804,,,,,,,,,,,,
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs999__s42,data\processed\netflow\unsw_recon\splits_natural_cur__ms42\qsplits\splits_sparsity_q2000_id1000_ood1000_seed999,6,rbf_gscale,classical,2000,0.42046020547578167,0.8617666436871996,0.9930367305147871,6.470530031756392,0.461681529268299,0.9193459518322319,0.9959141127931198,5.0697105114736845,0.4029122484549287,0.28647454699978836,0.40358709615213234,0.28684637934810414,0.3971244922621163,0.2831994017730643,0.9839870898955106,0.2463525040225417,0.2666962763912886,0.13795436056351276,0.12874191582777586,,,,,,,,,,,,
