setting_label,splits_dir,dim,kernel,family,n_train,spec_train_top1_share,spec_train_top5_share,spec_train_top20_share,spec_train_eff_rank,spec_ood_top1_share,spec_ood_top5_share,spec_ood_top20_share,spec_ood_eff_rank,k_train_mean,k_train_std,k_id2train_mean,k_id2train_std,k_ood2train_mean,k_ood2train_std,ood_novelty_ratio,kta_train,kta_id,kta_ood,kta_drop_id_to_ood,gd_vs_linear_lam1e-06,gd_vs_linear_lam0.0001,gd_vs_linear_lam0.01,gd_vs_rbf_gscale_lam1e-06,gd_vs_rbf_gscale_lam0.0001,gd_vs_rbf_gscale_lam0.01,gd_vs_laplacian_med_lam1e-06,gd_vs_laplacian_med_lam0.0001,gd_vs_laplacian_med_lam0.01,gd_vs_matern15_med_lam1e-06,gd_vs_matern15_med_lam0.0001,gd_vs_matern15_med_lam0.01
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs123__s42,data\processed\netflow\toniot_scanning\splits_natural_cur__ms123\qsplits\splits_sparsity_q4000_id1800_ood1800_seed123,4,linear,classical,4000,0.7605304213144848,0.9999999999999932,0.999999999999996,2.135778834240205,0.7957189003553211,0.9999999999999947,0.9999999999999973,1.921681661020981,0.751050575371821,0.20636460892975228,0.7521345931785849,0.2077242000022237,0.7580315551456408,0.20551637513242738,1.007840301483987,0.314900195963328,0.30716669118993345,0.3155657769327538,-0.008399085742820334,,,,,,,,,,,,
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs123__s42,data\processed\netflow\toniot_scanning\splits_natural_cur__ms123\qsplits\splits_sparsity_q4000_id1800_ood1800_seed123,4,rbf_gscale,classical,4000,0.4545432727873538,0.9353352302431435,0.9987919817323738,5.23543024339862,0.5678596084724084,0.9582096285176858,0.9993937090432183,3.9401766230699624,0.3857659694413684,0.3553450460122252,0.3913462376123959,0.3585938818125716,0.3959523990889199,0.3396495196525883,1.011770041548441,0.30203305486463644,0.29790231826005387,0.35003274921705035,-0.05213043095699649,,,,,,,,,,,,
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs123__s42,data\processed\netflow\toniot_scanning\splits_natural_cur__ms123\qsplits\splits_sparsity_q4000_id1800_ood1800_seed123,4,laplacian_med,classical,4000,0.45259139345171673,0.8349668467500524,0.9624355814951648,8.010751822164098,0.5421309631306797,0.8720976734532254,0.9743090754543406,5.887694724647616,0.4259771729242719,0.26314856681775173,0.4302126275964193,0.26594116109442,0.42612299330128334,0.24253957497891857,0.9904939231607761,0.3104851610324929,0.30496131670852866,0.42383729113990215,-0.11887597443137349,,,,,,,,,,,,
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs123__s42,data\processed\netflow\toniot_scanning\splits_natural_cur__ms123\qsplits\splits_sparsity_q4000_id1800_ood1800_seed123,4,matern15_med,classical,4000,0.5753027299963243,0.9497807402781433,0.9974044361746951,4.1676802016106045,0.6538773764719163,0.9651225473544757,0.9985630756090368,3.25450614583834,0.5535220701562814,0.2645353428418667,0.5573943302814046,0.2668151019968794,0.5609991102302989,0.2544827286176194,1.0064671988089193,0.31491612742166525,0.30978478416190613,0.36045974705937844,-0.05067496289747231,,,,,,,,,,,,
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs123__s42,data\processed\netflow\toniot_scanning\splits_natural_cur__ms123\qsplits\splits_sparsity_q4000_id1800_ood1800_seed123,4,zz_r1_full,quantum,4000,0.17699171100746666,0.586913056089336,0.9155606063954501,19.101091538407832,0.3414037857618111,0.7104957232188654,0.9547206906493217,12.03611400449461,0.16345270290304995,0.23934280802718594,0.16646076198097925,0.24182786733934766,0.12892656278873021,0.20224699881975275,0.7745162358650148,0.2744525226294872,0.2740590921974471,0.6001906121520179,-0.32613151995457074,313.1390228519934,31.314411938263888,3.1365642534364353,140.83057108043346,19.44796783883735,2.652059712929683,6.227808470668499,4.68121178285904,1.9892800341132433,32.50759681381934,13.859314052062587,2.645734909920401
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs123__s42,data\processed\netflow\toniot_scanning\splits_natural_cur__ms123\qsplits\splits_sparsity_q4000_id1800_ood1800_seed123,4,zz_r2_full,quantum,4000,0.14209044099215698,0.4969399203652335,0.8808987782703219,23.922623632724488,0.34180477195282694,0.6524115981410701,0.9301788332817554,14.08672832317875,0.13291433866353844,0.22158325448010205,0.13428976827122327,0.22415977813823215,0.11829642874755338,0.18641344459522902,0.8809042585331717,0.27453222608221295,0.27424731977076394,0.6009593868847456,-0.32671206711398165,279.03617960246754,27.905505247417903,2.810756059947916,156.03852336617393,23.165296043415847,2.4771036571406104,7.238412350476409,5.20711528289393,2.0832717550943087,37.41204353569931,16.165358500039943,2.4605318896543893
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs123__s42,data\processed\netflow\toniot_scanning\splits_natural_cur__ms123\qsplits\splits_sparsity_q4000_id1800_ood1800_seed123,4,pauli_xz_r1_full,quantum,4000,0.31246915768322886,0.8093348540875761,0.9919080986429508,8.12940161358907,0.4531035969901997,0.8619836513772421,0.9957871492649333,6.1398691849356,0.22854992133359392,0.3633981001227693,0.23297484343108546,0.3674162423614822,0.21458850213658154,0.3356728435623971,0.9210801431445423,0.2220658609717039,0.21743474318041217,0.3125133541821072,-0.09507861100169501,333.59082183141925,33.39936869138741,3.6933514540659687,10.346136301173654,5.042109359496261,1.8166090513381594,2.9173745368408674,2.5559517371323417,1.6661232247893976,4.575751388126275,3.6833099931219286,1.9667391986912695
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs123__s42,data\processed\netflow\toniot_scanning\splits_natural_cur__ms123\qsplits\splits_sparsity_q4000_id1800_ood1800_seed123,4,zmap_r2,quantum,4000,0.4232476788329969,0.8264363708240842,0.9881630841387904,7.422066712408249,0.5092339147395593,0.8728544411741328,0.9935555943350126,5.709831535527515,0.37280874697612737,0.30051204599981485,0.37636652327070175,0.30229990915662364,0.36013352798882187,0.2920926582592645,0.9568691839518249,0.2537348122006502,0.24570825009079209,0.4428563331576379,-0.1971480830668458,314.96807217394905,31.501094926243663,3.193266132056376,26.41577251666515,7.588344565107185,2.200967011104993,2.8504461848801856,2.5670690934010887,1.735587662021586,7.513109311032664,5.022414557107556,2.2729306921697896
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs123__s42,data\processed\netflow\toniot_scanning\splits_natural_cur__ms123\qsplits\splits_sparsity_q4000_id1800_ood1800_seed123,6,linear,classical,4000,0.7413907680804496,0.9814430410635527,0.9999999999999961,2.4895407202986064,0.7774634503092138,0.9925345414703288,0.9999999999999977,2.2070942101531683,0.7362642925169548,0.1744906870226897,0.7371826975864777,0.1751260688232266,0.7436163987380804,0.17590599191713535,1.008727417467429,0.3599488417181301,0.3561910335219667,0.41156905679201655,-0.05537802327004987,,,,,,,,,,,,
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs123__s42,data\processed\netflow\toniot_scanning\splits_natural_cur__ms123\qsplits\splits_sparsity_q4000_id1800_ood1800_seed123,6,rbf_gscale,classical,4000,0.37898627585121186,0.8443208485678433,0.9965371443811539,6.922004762052554,0.5287056829114585,0.9056664162829267,0.9982679892094569,4.817019715360981,0.3477504316478277,0.30158495396278456,0.3507397394575039,0.3031058931566313,0.3644409565916948,0.3016639706482442,1.0390637717738596,0.34903457437847907,0.3507785397889539,0.450249384079719,-0.09947084429076508,,,,,,,,,,,,
