run,group,dataset,dim,scope,n_kernels,rho_spec_train_eff_rank,rho_kta_ood,rho_kta_survival,partial_rho_eff_rank,partial_rho_kta_ood
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s123,ember_m2,ember,10,quantum,12,0.8531468531468532,0.35664335664335667,-0.4265734265734266,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s123,ember_m2,ember,12,all,35,0.8865546218487397,0.550140056022409,0.6607843137254902,0.8946987467176725,0.521937805132717
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s123,ember_m2,ember,12,classical,23,0.8992094861660079,0.6541501976284586,0.8567193675889329,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s123,ember_m2,ember,12,quantum,12,0.9230769230769231,0.20979020979020982,-0.11188811188811189,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,4,all,35,0.8033613445378153,0.411484593837535,0.8218487394957985,0.8477921949896398,0.37126287372769445
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,4,classical,23,0.8883399209486167,0.43577075098814233,0.9288537549407114,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,4,quantum,12,0.6993006993006995,0.18881118881118883,0.8111888111888113,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,6,all,35,0.830812324929972,0.5487394957983194,0.8056022408963587,0.8833512091990855,0.5268272969697116
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,6,classical,23,0.9179841897233202,0.6106719367588932,0.8794466403162056,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,6,quantum,12,0.965034965034965,0.6223776223776225,0.8391608391608393,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,8,all,35,0.7868898401536588,0.6795994133900949,0.7357658117349893,0.8076752264708505,0.6579021610956435
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,8,classical,23,0.8438735177865613,0.641304347826087,0.7697628458498025,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,8,quantum,12,0.8601398601398602,0.8531468531468532,0.5314685314685316,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,10,all,35,0.8630252100840335,0.6095238095238096,0.5400560224089636,0.8697490406864862,0.5784360618293668
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,10,classical,23,0.9041501976284586,0.7094861660079053,0.8448616600790515,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,10,quantum,12,0.8531468531468532,0.35664335664335667,-0.4265734265734266,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,12,all,35,0.888795518207283,0.5481792717086835,0.6605042016806724,0.8974750339608559,0.5204984924999263
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,12,classical,23,0.9021739130434783,0.6551383399209486,0.8577075098814229,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s42,ember_m2,ember,12,quantum,12,0.9230769230769231,0.20979020979020982,-0.11188811188811189,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,4,all,35,0.7985994397759104,0.4098039215686275,0.8210084033613445,0.8466939794570567,0.3693732720762435
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,4,classical,23,0.892292490118577,0.4337944664031621,0.9278656126482213,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,4,quantum,12,0.6993006993006995,0.18881118881118883,0.8111888111888113,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,6,all,35,0.830812324929972,0.5487394957983194,0.8056022408963587,0.8833512091990855,0.5268272969697116
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,6,classical,23,0.9179841897233202,0.6106719367588932,0.8794466403162056,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,6,quantum,12,0.965034965034965,0.6223776223776225,0.8391608391608393,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,8,all,35,0.7851540616246498,0.6756302521008404,0.7417366946778712,0.8123736092630349,0.6540924594597508
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,8,classical,23,0.8527667984189724,0.6640316205533596,0.782608695652174,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,8,quantum,12,0.8601398601398602,0.8531468531468532,0.5314685314685316,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,10,all,35,0.8596638655462185,0.600280112044818,0.546498599439776,0.8654316915168279,0.5661330560721217
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,10,classical,23,0.9051383399209486,0.7262845849802372,0.8468379446640316,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,10,quantum,12,0.8531468531468532,0.35664335664335667,-0.4265734265734266,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,12,all,35,0.8876750700280114,0.5529411764705883,0.6672268907563026,0.899167693046618,0.5242188041973577
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,12,classical,23,0.908102766798419,0.6679841897233202,0.8596837944664032,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs7__s999,ember_m2,ember,12,quantum,12,0.9230769230769231,0.20979020979020982,-0.11188811188811189,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,4,all,35,0.8084033613445377,-0.23809523809523814,0.7254901960784313,0.8806446582828121,-0.3141327177980544
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,4,classical,23,0.9100790513833993,-0.25889328063241107,0.9051383399209486,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,4,quantum,12,0.8461538461538463,-0.2937062937062937,0.8251748251748254,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,6,all,35,0.7845087210218303,0.4938721211074762,0.7670004921113273,0.8193850928103995,0.4646787649199442
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,6,classical,23,0.8129478874322553,0.6177415557995861,0.807511761741219,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,6,quantum,12,0.8951048951048951,0.31468531468531474,0.8461538461538463,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,8,all,35,0.804201680672269,0.5915966386554622,0.792997198879552,0.8088655581642757,0.5484972589281172
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,8,classical,23,0.8102766798418973,0.6136363636363635,0.7697628458498025,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,8,quantum,12,0.9580419580419581,0.6643356643356644,0.9510489510489512,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,10,all,35,0.8563025210084034,0.7221288515406163,0.811764705882353,0.8808473175817216,0.6892813098311836
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,10,classical,23,0.8666007905138341,0.7875494071146245,0.8399209486166009,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,10,quantum,12,0.9580419580419581,0.7412587412587414,0.7762237762237763,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,12,all,35,0.8464178184493699,0.7881504326352151,0.7677008212677473,0.8708733554857645,0.7694800832514703
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,12,classical,23,0.8500123807802303,0.7887324184449115,0.8272794915268057,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s123,ember_m2,ember,12,quantum,12,0.965034965034965,0.6993006993006995,0.6293706293706295,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,4,all,35,0.7988795518207282,-0.2719887955182073,0.7274509803921569,0.8823235290296056,-0.3522224864448633
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,4,classical,23,0.9051383399209486,-0.35177865612648224,0.8982213438735178,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,4,quantum,12,0.8461538461538463,-0.2937062937062937,0.8251748251748254,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,6,all,35,0.7923524075737358,0.5084389675610149,0.7779256269514812,0.8281836231519338,0.478709242734758
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,6,classical,23,0.8307388442392832,0.6404744450530108,0.825302718548247,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,6,quantum,12,0.9160839160839163,0.35664335664335667,0.8811188811188813,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,8,all,35,0.8019607843137255,0.6050420168067228,0.7988795518207282,0.8151195903275344,0.5633268356651141
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,8,classical,23,0.824110671936759,0.6274703557312253,0.7845849802371542,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,8,quantum,12,0.9580419580419581,0.6643356643356644,0.9510489510489512,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,10,all,35,0.8515406162464986,0.7182072829131653,0.8056022408963587,0.8736833161436769,0.6841908966035666
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,10,classical,23,0.8517786561264822,0.766798418972332,0.825098814229249,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,10,quantum,12,0.9580419580419581,0.7412587412587414,0.7762237762237763,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,12,all,35,0.8551820728291318,0.7943977591036415,0.7761904761904763,0.8754610700755039,0.7724035772043352
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,12,classical,23,0.8606719367588934,0.7895256916996048,0.8349802371541503,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s42,ember_m2,ember,12,quantum,12,0.965034965034965,0.6993006993006995,0.6293706293706295,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,4,all,35,0.803921568627451,-0.2470588235294118,0.7302521008403361,0.8797923850366373,-0.32479493910543755
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,4,classical,23,0.9150197628458498,-0.27964426877470355,0.9120553359683794,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,4,quantum,12,0.8461538461538463,-0.2937062937062937,0.8251748251748254,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,6,all,35,0.7847888526843985,0.4994747543588372,0.7698018087370077,0.8223996060384756,0.4706160238745614
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,6,classical,23,0.8188782063679313,0.6335557396280554,0.8154188536554536,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,6,quantum,12,0.8951048951048951,0.31468531468531474,0.8461538461538463,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,8,all,35,0.807843137254902,0.5980392156862746,0.7960784313725491,0.8141003498179737,0.5546098526236942
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,8,classical,23,0.8231225296442688,0.6166007905138341,0.7806324110671937,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,8,quantum,12,0.9580419580419581,0.6643356643356644,0.9510489510489512,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,10,all,35,0.8512605042016808,0.7151260504201682,0.8050420168067228,0.8746313901242562,0.6815278572572838
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,10,classical,23,0.8517786561264822,0.7648221343873517,0.825098814229249,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,10,quantum,12,0.9580419580419581,0.7412587412587414,0.7762237762237763,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,12,all,35,0.842296918767507,0.7868347338935574,0.7641456582633054,0.8744830494800137,0.7724445218886499
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,12,classical,23,0.8577075098814229,0.7924901185770751,0.8349802371541503,,
m2_hist_byteent__ms123__q4000_id1800_ood1800__qs999__s999,ember_m2,ember,12,quantum,12,0.965034965034965,0.6993006993006995,0.6293706293706295,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,4,all,35,0.7540271820717775,-0.35859364408392175,0.8215436416219536,0.7604753898253488,-0.3401807642028653
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,4,classical,23,0.8062284722024599,-0.4804746014597124,0.8294612975816847,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,4,quantum,12,0.5454545454545455,-0.0979020979020979,0.8111888111888113,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,6,all,35,0.8422748366705551,-0.5785124023697644,0.7261521292699415,0.8996046795178795,-0.612150674028095
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,6,classical,23,0.9112923431155495,-0.6938473154740951,0.8796639754586105,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,6,quantum,12,0.6853146853146854,-0.6293706293706295,0.4055944055944056,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,8,all,35,0.8672268907563027,-0.08683473389355742,0.1327731092436975,0.8691365260274242,0.0482138955382743
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,8,classical,23,0.9071146245059288,0.0958498023715415,0.17391304347826086,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,8,quantum,12,0.7902097902097903,-0.04195804195804196,-0.2027972027972028,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,10,all,35,0.550140056022409,0.5478991596638656,-0.5240896358543418,0.4716628288424608,0.598404510982994
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,10,classical,23,0.7934782608695652,0.6976284584980238,-0.75,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,10,quantum,12,-0.2797202797202798,0.46153846153846156,0.2517482517482518,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,12,all,35,0.5018212581403148,0.5413281243590665,-0.4278509554328647,0.47847461461761975,0.5780894338654311
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,12,classical,23,0.7493821973383992,0.7009392848455476,-0.7093426472167565,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember_m2,ember,12,quantum,12,-0.22377622377622378,0.2517482517482518,0.44755244755244755,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,4,all,35,0.7538343039706287,-0.36305063468819576,0.8235870879500737,0.764421715561672,-0.347794552023934
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,4,classical,23,0.8114653076983362,-0.5065480757556605,0.8257969117928866,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,4,quantum,12,0.5454545454545455,-0.0979020979020979,0.8111888111888113,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,6,all,35,0.8425549879549958,-0.5757108895253588,0.7258719779855011,0.9011828483243024,-0.6093064312852571
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,6,classical,23,0.9122807296048286,-0.6859402235598603,0.8786755889693313,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,6,quantum,12,0.6853146853146854,-0.6293706293706295,0.4055944055944056,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,8,all,35,0.8652661064425771,-0.07815126050420168,0.12997198879551822,0.8688062112286452,0.05565538365768959
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,8,classical,23,0.9071146245059288,0.0958498023715415,0.17391304347826086,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,8,quantum,12,0.7902097902097903,-0.04195804195804196,-0.2027972027972028,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,10,all,35,0.5445378151260505,0.5434173669467788,-0.5210084033613445,0.4659117896468133,0.5935259507146713
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,10,classical,23,0.782608695652174,0.6877470355731226,-0.7430830039525691,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,10,quantum,12,-0.2797202797202798,0.46153846153846156,0.2517482517482518,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,12,all,35,0.5018212581403148,0.5413281243590665,-0.4278509554328647,0.47847461461761975,0.5780894338654311
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,12,classical,23,0.7493821973383992,0.7009392848455476,-0.7093426472167565,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,ember,12,quantum,12,-0.22377622377622378,0.2517482517482518,0.44755244755244755,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,4,all,35,0.7554466312792965,-0.3555867118299062,0.822697073232943,0.7604484729163162,-0.3364259578864462
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,4,classical,23,0.8112793738028566,-0.47242183047666353,0.8335400883279349,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,4,quantum,12,0.5454545454545455,-0.0979020979020979,0.8111888111888113,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,6,all,35,0.8422748366705551,-0.5785124023697644,0.7261521292699415,0.8996046795178795,-0.612150674028095
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,6,classical,23,0.9112923431155495,-0.6938473154740951,0.8796639754586105,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,6,quantum,12,0.6853146853146854,-0.6293706293706295,0.4055944055944056,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,8,all,35,0.8658263305322129,-0.08235294117647059,0.1288515406162465,0.8695193117021528,0.05075220060776631
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,8,classical,23,0.9071146245059288,0.0958498023715415,0.17391304347826086,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,8,quantum,12,0.7972027972027973,-0.07692307692307693,-0.20979020979020982,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,10,all,35,0.5445378151260505,0.5434173669467788,-0.5210084033613445,0.4659117896468133,0.5935259507146713
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,10,classical,23,0.782608695652174,0.6877470355731226,-0.7430830039525691,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,10,quantum,12,-0.2797202797202798,0.46153846153846156,0.2517482517482518,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,12,all,35,0.5051481515177414,0.5561392572172583,-0.4404286712068161,0.4840099791287163,0.5908526537374929
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,12,classical,23,0.7493821973383992,0.7009392848455476,-0.7093426472167565,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember_m2,ember,12,quantum,12,-0.18881118881118883,0.2937062937062937,0.39860139860139865,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,4,all,35,0.7655998337984868,0.6968275106380301,0.5727291841203829,0.7801614879613537,0.7292219152887185
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,4,classical,23,0.917716855295865,0.8401285158874371,0.7709414616378835,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,4,quantum,12,0.14685314685314685,-0.02097902097902098,0.04195804195804196,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,6,all,35,0.8263305322128853,0.7187675070028012,0.5030812324929972,0.8118296483331272,0.6825997343448019
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,6,classical,23,0.8389328063241107,0.8715415019762847,0.5335968379446641,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,6,quantum,12,0.6503496503496504,0.055944055944055944,0.055944055944055944,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,8,all,35,0.8079563043265863,0.7744782258359388,-0.0005603025688811278,0.8185784977678368,0.7609573729828589
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,8,classical,23,0.8818587335433405,0.889767780480949,0.24715771680026358,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,8,quantum,12,0.6573426573426573,0.14685314685314685,-0.49650349650349657,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,10,all,35,0.7727973181292953,0.7646729308805191,0.21879815314808038,0.7440631008112963,0.7317718785426233
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,10,classical,23,0.8231225296442688,0.8774703557312253,0.3952569169960475,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,10,quantum,12,0.5384615384615385,0.16783216783216784,-0.18181818181818185,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,12,all,35,0.45692674492255964,0.4607087872625073,0.3077461859579594,0.4672060756754362,0.45811889292647096
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,12,classical,23,0.6938473154740951,0.7170743979721595,0.37608105917078805,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember_m2,ember,12,quantum,12,-0.25874125874125875,-0.18881118881118883,0.2657342657342658,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,4,all,35,0.7636389121605105,0.6948665890000537,0.5744099740957912,0.7791496835802555,0.7261633489059818
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,4,classical,23,0.9127749228494683,0.8361749699303196,0.7768717805735594,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,4,quantum,12,0.14685314685314685,-0.02097902097902098,0.04195804195804196,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,6,all,35,0.8263305322128853,0.7187675070028012,0.5030812324929972,0.8118296483331272,0.6825997343448019
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,6,classical,23,0.8389328063241107,0.8715415019762847,0.5335968379446641,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,6,quantum,12,0.6503496503496504,0.055944055944055944,0.055944055944055944,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,8,all,35,0.8079563043265863,0.7744782258359388,-0.0005603025688811278,0.8185784977678368,0.7609573729828589
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,8,classical,23,0.8818587335433405,0.889767780480949,0.24715771680026358,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,8,quantum,12,0.6573426573426573,0.14685314685314685,-0.49650349650349657,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,10,all,35,0.7727973181292953,0.7646729308805191,0.21879815314808038,0.7440631008112963,0.7317718785426233
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,10,classical,23,0.8231225296442688,0.8774703557312253,0.3952569169960475,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,10,quantum,12,0.5384615384615385,0.16783216783216784,-0.18181818181818185,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,12,all,35,0.44771311487817567,0.4565384985569381,0.28899629411566846,0.4633606723912108,0.4602952104195457
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,12,classical,23,0.6534850032198969,0.681660982935127,0.354424165891578,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,ember,12,quantum,12,-0.16112108771781963,-0.15061319069274445,0.22767110220996253,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember_m2,ember,4,all,35,0.7496323290321079,0.6808600058716511,0.5534000994031872,0.7683965332514833,0.7188791980527424
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember_m2,ember,4,classical,23,0.9137633093387477,0.8381517429088783,0.7669879156807661,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember_m2,ember,4,quantum,12,0.14685314685314685,-0.02097902097902098,0.04195804195804196,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember_m2,ember,6,all,35,0.8263305322128853,0.7187675070028012,0.5030812324929972,0.8118296483331272,0.6825997343448019
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember_m2,ember,6,classical,23,0.8389328063241107,0.8715415019762847,0.5335968379446641,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember_m2,ember,6,quantum,12,0.6503496503496504,0.055944055944055944,0.055944055944055944,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember_m2,ember,8,all,35,0.8079563043265863,0.7744782258359388,-0.0005603025688811278,0.8185784977678368,0.7609573729828589
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember_m2,ember,8,classical,23,0.8818587335433405,0.889767780480949,0.24715771680026358,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember_m2,ember,8,quantum,12,0.6573426573426573,0.14685314685314685,-0.49650349650349657,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember_m2,ember,10,all,35,0.7727973181292953,0.7646729308805191,0.21879815314808038,0.7440631008112963,0.7317718785426233
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember_m2,ember,10,classical,23,0.8231225296442688,0.8774703557312253,0.3952569169960475,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember_m2,ember,10,quantum,12,0.5384615384615385,0.16783216783216784,-0.18181818181818185,,
