dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,2.9372174184879762,0.2532700928601416
4,rbf_gscale,classical_ext_plain,plain,6.014334441730847,0.2939671073713475
4,poly2,classical_ext_plain,plain,4.637837026233703,0.2795746274436582
4,poly3,classical_ext_plain,plain,5.589938924047539,0.2945301342041719
4,laplacian_med,classical_ext_plain,plain,9.026150567617274,0.2813231525737491
4,matern15_med,classical_ext_plain,plain,4.271309068946999,0.2832584387169785
4,matern25_med,classical_ext_plain,plain,3.739419242857221,0.276314242220746
6,linear,classical_ext_plain,plain,4.951282376617291,0.22709834848180555
6,rbf_gscale,classical_ext_plain,plain,11.162400837285213,0.25096292823293387
6,poly2,classical_ext_plain,plain,7.056502034201052,0.24079699880176617
6,poly3,classical_ext_plain,plain,9.520976765747037,0.2541950139541313
6,laplacian_med,classical_ext_plain,plain,14.700080862062606,0.25030715028309497
6,matern15_med,classical_ext_plain,plain,6.664484270321366,0.24130655651059854
6,matern25_med,classical_ext_plain,plain,5.483992900969838,0.23556117614415298
8,linear,classical_ext_plain,plain,6.6376801515940045,0.21122228055720524
8,rbf_gscale,classical_ext_plain,plain,16.679223553155303,0.22359058807101798
8,poly2,classical_ext_plain,plain,9.063403028327812,0.21788090774812327
8,poly3,classical_ext_plain,plain,13.39295354891607,0.22849903341284378
8,laplacian_med,classical_ext_plain,plain,19.5692228414049,0.2382000734965541
8,matern15_med,classical_ext_plain,plain,8.98192310739017,0.21923180693284444
8,matern25_med,classical_ext_plain,plain,7.132743262741345,0.2134912809790194
10,linear,classical_ext_plain,plain,7.991636258055022,0.21040269290163957
10,rbf_gscale,classical_ext_plain,plain,20.019951516540736,0.2121653850020632
10,poly2,classical_ext_plain,plain,10.337310186311706,0.21081125029841188
10,poly3,classical_ext_plain,plain,15.890632236155987,0.2175489831952526
10,laplacian_med,classical_ext_plain,plain,22.812757860648023,0.22886187887817797
10,matern15_med,classical_ext_plain,plain,10.355097751744381,0.21233610383142545
10,matern25_med,classical_ext_plain,plain,8.114335534197462,0.2069006373698589
12,linear,classical_ext_plain,plain,9.651062052345702,0.2085655167730502
12,rbf_gscale,classical_ext_plain,plain,24.775230342033126,0.20523973928499512
12,poly2,classical_ext_plain,plain,12.089442967602068,0.20436634610274435
12,poly3,classical_ext_plain,plain,19.481312234641784,0.2129811054945162
12,laplacian_med,classical_ext_plain,plain,27.812365558277737,0.22542337935968462
12,matern15_med,classical_ext_plain,plain,12.2247943911048,0.2041771768204698
12,matern25_med,classical_ext_plain,plain,9.443917558107717,0.19796363853094998
