family,model,dim,cfg,kernel,split,regularization,c_selected,c_cv_score,fit_seconds,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,feature_policy,n_input_features,n_retained_features,n_removed_features,removed_features,id_split_hash_salt
classical_ext,svc,4,linear__svc__d4,linear,id_val,fixed_c1,1.0,,0.010005950927734375,0.8207171314741036,0.825795165394402,0.8195715723391,0.8051948051948052,0.8451653944020356,0.8360797334778061,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,linear__svc__d4,linear,id_test,fixed_c1,1.0,,0.010005950927734375,0.8072289156626506,0.8136069812540401,0.8049353701527615,0.7837837837837838,0.8207498383968972,0.8369515348788757,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,linear__svc__d4,linear,ood_test,fixed_c1,1.0,,0.010005950927734375,0.658,0.678021480331263,0.6528327628421424,0.6104783599088838,0.7665469720496894,0.6969820366374742,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,id_val,fixed_c1,1.0,,0.007004499435424805,0.9243027888446215,0.921533078880407,0.9234817488969114,0.9314079422382672,0.9639949109414758,0.9524708646649581,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,id_test,fixed_c1,1.0,,0.007004499435424805,0.9116465863453815,0.907563025210084,0.9100669818754925,0.9219858156028369,0.978021978021978,0.9773696256582108,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,ood_test,fixed_c1,1.0,,0.007004499435424805,0.78,0.7544642857142857,0.7541965355118969,0.8338368580060423,0.9130111283643892,0.8752048742892773,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,poly2__svc__d4,poly2,id_val,fixed_c1,1.0,,0.006434917449951172,0.900398406374502,0.8975826972010179,0.8993180906538307,0.9097472924187726,0.930025445292621,0.9034301515790775,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,poly2__svc__d4,poly2,id_test,fixed_c1,1.0,,0.006434917449951172,0.9076305220883534,0.9037168713639302,0.9060793413910163,0.9181494661921709,0.9118293471234648,0.8589075096680616,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,poly2__svc__d4,poly2,ood_test,fixed_c1,1.0,,0.006434917449951172,0.754,0.7254464285714286,0.7196581196581197,0.8177777777777778,0.8074372412008282,0.7698776067318295,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,poly3__svc__d4,poly3,id_val,fixed_c1,1.0,,0.005001068115234375,0.9043824701195219,0.9013994910941476,0.9032631038026722,0.9136690647482014,0.94764631043257,0.9269563116812305,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,poly3__svc__d4,poly3,id_test,fixed_c1,1.0,,0.005001068115234375,0.9076305220883534,0.9037168713639302,0.9060793413910163,0.9181494661921709,0.9213316095669036,0.8673562661842442,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,poly3__svc__d4,poly3,ood_test,fixed_c1,1.0,,0.005001068115234375,0.754,0.7254464285714286,0.7196581196581197,0.8177777777777778,0.8086665372670807,0.7584758900851664,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,laplacian_med__svc__d4,laplacian_med,id_val,fixed_c1,1.0,,0.006003141403198242,0.9243027888446215,0.921533078880407,0.9234817488969114,0.9314079422382672,0.9654580152671757,0.9544846298337795,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,laplacian_med__svc__d4,laplacian_med,id_test,fixed_c1,1.0,,0.006003141403198242,0.9116465863453815,0.907563025210084,0.9100669818754925,0.9219858156028369,0.9789269553975436,0.9714456544687508,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,laplacian_med__svc__d4,laplacian_med,ood_test,fixed_c1,1.0,,0.006003141403198242,0.78,0.7544642857142857,0.7541965355118969,0.8338368580060423,0.9107304606625259,0.8858588380625583,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,matern15_med__svc__d4,matern15_med,id_val,fixed_c1,1.0,,0.0050013065338134766,0.9123505976095617,0.9090330788804071,0.9111647361647361,0.9214285714285714,0.9613231552162851,0.9436824339615931,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,matern15_med__svc__d4,matern15_med,id_test,fixed_c1,1.0,,0.0050013065338134766,0.9076305220883534,0.9033613445378151,0.9058755855041498,0.9187279151943463,0.9742727860374919,0.9679482910859778,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,matern15_med__svc__d4,matern15_med,ood_test,fixed_c1,1.0,,0.0050013065338134766,0.754,0.7254464285714286,0.7196581196581197,0.8177777777777778,0.9120406314699794,0.86305440369781,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,matern25_med__svc__d4,matern25_med,id_val,fixed_c1,1.0,,0.0050008296966552734,0.9123505976095617,0.9090330788804071,0.9111647361647361,0.9214285714285714,0.9592239185750635,0.9386487792796663,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,matern25_med__svc__d4,matern25_med,id_test,fixed_c1,1.0,,0.0050008296966552734,0.9076305220883534,0.9033613445378151,0.9058755855041498,0.9187279151943463,0.9563671622495152,0.935047690726851,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,matern25_med__svc__d4,matern25_med,ood_test,fixed_c1,1.0,,0.0050008296966552734,0.754,0.7254464285714286,0.7196581196581197,0.8177777777777778,0.8755499482401656,0.7935216294529612,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale_x0.1__svc__d4,rbf_gscale_x0.1,id_val,fixed_c1,1.0,,0.007001399993896484,0.900398406374502,0.8975826972010179,0.8993180906538307,0.9097472924187726,0.9212468193384225,0.8710534502624637,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale_x0.1__svc__d4,rbf_gscale_x0.1,id_test,fixed_c1,1.0,,0.007001399993896484,0.9036144578313253,0.8998707175177764,0.9020969855832242,0.9142857142857143,0.8921137685843568,0.8136982069310607,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale_x0.1__svc__d4,rbf_gscale_x0.1,ood_test,fixed_c1,1.0,,0.007001399993896484,0.754,0.7254464285714286,0.7196581196581197,0.8177777777777778,0.7578125,0.7097572189769739,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale_x0.3__svc__d4,rbf_gscale_x0.3,id_val,fixed_c1,1.0,,0.006000041961669922,0.9123505976095617,0.9090330788804071,0.9111647361647361,0.9214285714285714,0.9573155216284988,0.9470607465971077,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale_x0.3__svc__d4,rbf_gscale_x0.3,id_test,fixed_c1,1.0,,0.006000041961669922,0.9116465863453815,0.907563025210084,0.9100669818754925,0.9219858156028369,0.9418228829993536,0.8926825790341952,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale_x0.3__svc__d4,rbf_gscale_x0.3,ood_test,fixed_c1,1.0,,0.006000041961669922,0.754,0.7254464285714286,0.7196581196581197,0.8177777777777778,0.815912914078675,0.7299143185072553,full_v4_features,39,39,0,,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale_x3__svc__d4,rbf_gscale_x3,id_val,fixed_c1,1.0,,0.007969379425048828,0.9243027888446215,0.921533078880407,0.9234817488969114,0.9314079422382672,0.9601145038167939,0.937754378675609,full_v4_features,39,39,0,,ksf-v4-idsplit::
