family,model,dim,cfg,kernel,split,regularization,c_selected,c_cv_score,fit_seconds,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,feature_policy,n_input_features,n_retained_features,n_removed_features,removed_features,id_split_hash_salt
classical_ext,svc,4,linear__svc__d4,linear,id_val,fixed_c1,1.0,,0.007000923156738281,0.8007968127490039,0.8011132315521629,0.8006417588003558,0.8062015503875969,0.8287531806615775,0.7806684678627142,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,linear__svc__d4,linear,id_test,fixed_c1,1.0,,0.007000923156738281,0.8313253012048193,0.830639948287007,0.8308642773968171,0.8396946564885496,0.8695539754363283,0.869655104626306,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,linear__svc__d4,linear,ood_test,fixed_c1,1.0,,0.007000923156738281,0.712,0.7217984745082295,0.7077922077922079,0.7428571428571429,0.6708952228020876,0.5526703714915286,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,linear__svc__d4,linear,id_val,train_cv,10.0,0.8080843438485505,0.00800013542175293,0.8047808764940239,0.8049300254452927,0.8045823601379157,0.8108108108108109,0.8269720101781171,0.7760420836861845,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,linear__svc__d4,linear,id_test,train_cv,10.0,0.8080843438485505,0.00800013542175293,0.8313253012048193,0.830639948287007,0.8308642773968171,0.8396946564885496,0.8665804783451843,0.861102463174341,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,linear__svc__d4,linear,ood_test,train_cv,10.0,0.8080843438485505,0.00800013542175293,0.712,0.7217984745082295,0.7077922077922079,0.7428571428571429,0.670606182256122,0.5521561819594694,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,id_val,fixed_c1,1.0,,0.0039997100830078125,0.9043824701195219,0.9,0.9024864024864024,0.916083916083916,0.9419211195928753,0.9004980281956446,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,id_test,fixed_c1,1.0,,0.0039997100830078125,0.8875502008032129,0.8827084680025856,0.8850112151998945,0.9020979020979021,0.957918552036199,0.9384394253973525,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,ood_test,fixed_c1,1.0,,0.0039997100830078125,0.736,0.7509433962264151,0.7245363027763402,0.7807308970099668,0.7937535126455237,0.6869527431719349,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,id_val,train_cv,10.0,0.8917124125377723,0.0049991607666015625,0.8804780876494024,0.878148854961832,0.8794660007683442,0.8905109489051095,0.9500000000000001,0.9179627027531452,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
