status,case,run,group,quantum_kernel,quantum_stratum,tier,shots,replicate,projection_condition,self_disagreement_from_exact,exact_accuracy_upper,shot_accuracy_upper,accuracy_upper_change,exact_nearest_cfg,shot_nearest_cfg,witness_identity_stable,exact_realized_accuracy_advantage,shot_realized_accuracy_advantage,realized_accuracy_advantage_change,exact_realized_bacc_advantage,shot_realized_bacc_advantage,realized_bacc_advantage_change,shot_quantum_ood_bacc
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,6,nystrom_psd,0.136,0.054,0.11,0.056,matern25_med_x0.3__svc__d10,laplacian_med_x0.1__svc__d12,False,-0.03600000000000003,-0.04400000000000004,-0.008000000000000007,-0.03698130122950816,-0.04498591188524592,-0.008004610655737765,0.716124487704918
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,7,pre_psd,0.124,0.064,0.054,-0.010000000000000002,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.01200000000000001,0.02400000000000002,-0.03698130122950816,-0.012006915983606592,0.024974385245901565,0.7491034836065573
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,7,pre_psd,0.124,0.054,0.052,-0.0020000000000000018,matern25_med_x0.3__svc__d10,laplacian_med_x0.3__svc__d8,False,-0.03600000000000003,-0.01200000000000001,0.02400000000000002,-0.03698130122950816,-0.012006915983606592,0.024974385245901565,0.7491034836065573
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,7,independent_square_psd,0.198,0.064,0.174,0.10999999999999999,rbf_gscale_x10__svc__d12,rbf_gscale_x10__svc__d12,True,-0.03600000000000003,-0.08199999999999996,-0.04599999999999993,-0.03698130122950816,-0.08344006147540983,-0.046458760245901676,0.6776703381147541
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,7,independent_square_psd,0.198,0.054,0.166,0.11200000000000002,matern25_med_x0.3__svc__d10,matern25_med_x0.3__svc__d8,False,-0.03600000000000003,-0.08199999999999996,-0.04599999999999993,-0.03698130122950816,-0.08344006147540983,-0.046458760245901676,0.6776703381147541
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,7,nystrom_psd,0.142,0.064,0.118,0.05399999999999999,rbf_gscale_x10__svc__d12,rbf_gscale_x10__svc__d12,True,-0.03600000000000003,-0.050000000000000044,-0.014000000000000012,-0.03698130122950816,-0.05046106557377039,-0.013479764344262235,0.7106493340163935
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,7,nystrom_psd,0.142,0.054,0.1,0.046000000000000006,matern25_med_x0.3__svc__d10,matern15_med_x0.3__svc__d12,False,-0.03600000000000003,-0.050000000000000044,-0.014000000000000012,-0.03698130122950816,-0.05046106557377039,-0.013479764344262235,0.7106493340163935
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,8,pre_psd,0.128,0.064,0.05,-0.013999999999999999,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.01200000000000001,0.02400000000000002,-0.03698130122950816,-0.012295081967213073,0.024686219262295084,0.7488153176229508
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,8,pre_psd,0.128,0.054,0.05,-0.003999999999999997,matern25_med_x0.3__svc__d10,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.01200000000000001,0.02400000000000002,-0.03698130122950816,-0.012295081967213073,0.024686219262295084,0.7488153176229508
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,8,independent_square_psd,0.128,0.064,0.046,-0.018000000000000002,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.016000000000000014,0.020000000000000018,-0.03698130122950816,-0.016105276639344246,0.02087602459016391,0.7450051229508197
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,8,independent_square_psd,0.128,0.054,0.046,-0.008,matern25_med_x0.3__svc__d10,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.016000000000000014,0.020000000000000018,-0.03698130122950816,-0.016105276639344246,0.02087602459016391,0.7450051229508197
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,8,nystrom_psd,0.134,0.064,0.044,-0.020000000000000004,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.014000000000000012,0.02200000000000002,-0.03698130122950816,-0.014056096311475419,0.022925204918032738,0.7470543032786885
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,8,nystrom_psd,0.134,0.054,0.044,-0.010000000000000002,matern25_med_x0.3__svc__d10,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.014000000000000012,0.02200000000000002,-0.03698130122950816,-0.014056096311475419,0.022925204918032738,0.7470543032786885
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,9,pre_psd,0.12,0.064,0.05,-0.013999999999999999,rbf_gscale_x10__svc__d12,rbf_gscale__svc__d12,False,-0.03600000000000003,-0.020000000000000018,0.016000000000000014,-0.03698130122950816,-0.020011526639344246,0.01696977459016391,0.7410988729508197
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,9,pre_psd,0.12,0.054,0.05,-0.003999999999999997,matern25_med_x0.3__svc__d10,rbf_gscale__svc__d12,False,-0.03600000000000003,-0.020000000000000018,0.016000000000000014,-0.03698130122950816,-0.020011526639344246,0.01696977459016391,0.7410988729508197
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,9,independent_square_psd,0.13,0.064,0.052,-0.012000000000000004,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.02200000000000002,0.014000000000000012,-0.03698130122950816,-0.021772540983606592,0.015208760245901565,0.7393378586065573
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,9,independent_square_psd,0.13,0.054,0.05,-0.003999999999999997,matern25_med_x0.3__svc__d10,matern25_med__svc__d10,False,-0.03600000000000003,-0.02200000000000002,0.014000000000000012,-0.03698130122950816,-0.021772540983606592,0.015208760245901565,0.7393378586065573
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,9,nystrom_psd,0.14,0.064,0.042,-0.022,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.020000000000000018,0.016000000000000014,-0.03698130122950816,-0.01991547131147542,0.017065829918032738,0.7411949282786885
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,9,nystrom_psd,0.14,0.054,0.042,-0.011999999999999997,matern25_med_x0.3__svc__d10,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.020000000000000018,0.016000000000000014,-0.03698130122950816,-0.01991547131147542,0.017065829918032738,0.7411949282786885
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,10,pre_psd,0.134,0.064,0.044,-0.020000000000000004,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.018000000000000016,0.018000000000000016,-0.03698130122950816,-0.01796234631147542,0.019018954918032738,0.7431480532786885
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,10,pre_psd,0.134,0.054,0.038,-0.016,matern25_med_x0.3__svc__d10,matern25_med__svc__d10,False,-0.03600000000000003,-0.018000000000000016,0.018000000000000016,-0.03698130122950816,-0.01796234631147542,0.019018954918032738,0.7431480532786885
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,10,independent_square_psd,0.184,0.064,0.184,0.12,rbf_gscale_x10__svc__d12,rbf_gscale_x10__svc__d10,False,-0.03600000000000003,-0.03600000000000003,0.0,-0.03698130122950816,-0.03784579918032782,-0.0008644979508196649,0.7232646004098361
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,10,independent_square_psd,0.184,0.054,0.162,0.10800000000000001,matern25_med_x0.3__svc__d10,matern15_med_x0.3__svc__d12,False,-0.03600000000000003,-0.03600000000000003,0.0,-0.03698130122950816,-0.03784579918032782,-0.0008644979508196649,0.7232646004098361
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,10,nystrom_psd,0.136,0.064,0.124,0.06,rbf_gscale_x10__svc__d12,rbf_gscale_x10__svc__d10,False,-0.03600000000000003,-0.040000000000000036,-0.0040000000000000036,-0.03698130122950816,-0.04107966188524592,-0.004098360655737765,0.720030737704918
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,10,nystrom_psd,0.136,0.054,0.102,0.047999999999999994,matern25_med_x0.3__svc__d10,matern25_med_x0.3__svc__d12,False,-0.03600000000000003,-0.040000000000000036,-0.0040000000000000036,-0.03698130122950816,-0.04107966188524592,-0.004098360655737765,0.720030737704918
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,11,pre_psd,0.134,0.064,0.044,-0.020000000000000004,rbf_gscale_x10__svc__d12,rbf_gscale__svc__d12,False,-0.03600000000000003,-0.018000000000000016,0.018000000000000016,-0.03698130122950816,-0.018154456967213073,0.018826844262295084,0.7429559426229508
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,11,pre_psd,0.134,0.054,0.044,-0.010000000000000002,matern25_med_x0.3__svc__d10,rbf_gscale__svc__d12,False,-0.03600000000000003,-0.018000000000000016,0.018000000000000016,-0.03698130122950816,-0.018154456967213073,0.018826844262295084,0.7429559426229508
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,11,independent_square_psd,0.134,0.064,0.044,-0.020000000000000004,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.02200000000000002,0.014000000000000012,-0.03698130122950816,-0.022060706967213073,0.014920594262295084,0.7390496926229508
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,11,independent_square_psd,0.134,0.054,0.044,-0.010000000000000002,matern25_med_x0.3__svc__d10,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.02200000000000002,0.014000000000000012,-0.03698130122950816,-0.022060706967213073,0.014920594262295084,0.7390496926229508
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,11,nystrom_psd,0.132,0.064,0.046,-0.018000000000000002,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.02400000000000002,0.01200000000000001,-0.03698130122950816,-0.024013831967213073,0.012967469262295084,0.7370965676229508
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,11,nystrom_psd,0.132,0.054,0.046,-0.008,matern25_med_x0.3__svc__d10,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.02400000000000002,0.01200000000000001,-0.03698130122950816,-0.024013831967213073,0.012967469262295084,0.7370965676229508
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,12,pre_psd,0.126,0.064,0.052,-0.012000000000000004,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.018000000000000016,0.018000000000000016,-0.03698130122950816,-0.018154456967213073,0.018826844262295084,0.7429559426229508
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,12,pre_psd,0.126,0.054,0.052,-0.0020000000000000018,matern25_med_x0.3__svc__d10,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.018000000000000016,0.018000000000000016,-0.03698130122950816,-0.018154456967213073,0.018826844262295084,0.7429559426229508
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,12,independent_square_psd,0.126,0.064,0.052,-0.012000000000000004,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.018000000000000016,0.018000000000000016,-0.03698130122950816,-0.01796234631147542,0.019018954918032738,0.7431480532786885
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,12,independent_square_psd,0.126,0.054,0.052,-0.0020000000000000018,matern25_med_x0.3__svc__d10,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.018000000000000016,0.018000000000000016,-0.03698130122950816,-0.01796234631147542,0.019018954918032738,0.7431480532786885
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,12,nystrom_psd,0.134,0.064,0.04,-0.024,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.030000000000000027,0.006000000000000005,-0.03698130122950816,-0.02968109631147542,0.007300204918032738,0.7314293032786885
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,12,nystrom_psd,0.134,0.054,0.04,-0.013999999999999999,matern25_med_x0.3__svc__d10,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.030000000000000027,0.006000000000000005,-0.03698130122950816,-0.02968109631147542,0.007300204918032738,0.7314293032786885
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,13,pre_psd,0.12,0.064,0.054,-0.010000000000000002,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.03600000000000003,0.0,-0.03698130122950816,-0.036020747950819665,0.0009605532786884918,0.7250896516393442
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,13,pre_psd,0.12,0.054,0.052,-0.0020000000000000018,matern25_med_x0.3__svc__d10,laplacian_med_x0.3__svc__d8,False,-0.03600000000000003,-0.03600000000000003,0.0,-0.03698130122950816,-0.036020747950819665,0.0009605532786884918,0.7250896516393442
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,13,independent_square_psd,0.222,0.064,0.21,0.146,rbf_gscale_x10__svc__d12,rbf_gscale_x10__svc__d12,True,-0.03600000000000003,-0.07399999999999995,-0.03799999999999992,-0.03698130122950816,-0.0758196721311476,-0.03883837090163944,0.6852907274590163
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,13,independent_square_psd,0.222,0.054,0.2,0.14600000000000002,matern25_med_x0.3__svc__d10,laplacian_med_x0.3__svc__d10,False,-0.03600000000000003,-0.07399999999999995,-0.03799999999999992,-0.03698130122950816,-0.0758196721311476,-0.03883837090163944,0.6852907274590163
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,13,nystrom_psd,0.154,0.064,0.146,0.08199999999999999,rbf_gscale_x10__svc__d12,rbf_gscale_x10__svc__d12,True,-0.03600000000000003,-0.05400000000000005,-0.018000000000000016,-0.03698130122950816,-0.05523181352459017,-0.01825051229508201,0.7058785860655737
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,13,nystrom_psd,0.154,0.054,0.112,0.058,matern25_med_x0.3__svc__d10,matern25_med_x0.3__svc__d12,False,-0.03600000000000003,-0.05400000000000005,-0.018000000000000016,-0.03698130122950816,-0.05523181352459017,-0.01825051229508201,0.7058785860655737
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,14,pre_psd,0.138,0.064,0.048,-0.016,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.014000000000000012,0.02200000000000002,-0.03698130122950816,-0.013960040983606592,0.023021260245901565,0.7471503586065573
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,14,pre_psd,0.138,0.054,0.046,-0.008,matern25_med_x0.3__svc__d10,matern25_med__svc__d10,False,-0.03600000000000003,-0.014000000000000012,0.02200000000000002,-0.03698130122950816,-0.013960040983606592,0.023021260245901565,0.7471503586065573
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,14,independent_square_psd,0.186,0.064,0.154,0.09,rbf_gscale_x10__svc__d12,rbf_gscale_x10__svc__d12,True,-0.03600000000000003,-0.062000000000000055,-0.026000000000000023,-0.03698130122950816,-0.063140368852459,-0.026159067622950838,0.6979700307377049
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,14,independent_square_psd,0.186,0.054,0.138,0.08400000000000002,matern25_med_x0.3__svc__d10,matern25_med_x0.1__svc__d8,False,-0.03600000000000003,-0.062000000000000055,-0.026000000000000023,-0.03698130122950816,-0.063140368852459,-0.026159067622950838,0.6979700307377049
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,14,nystrom_psd,0.134,0.064,0.114,0.05,rbf_gscale_x10__svc__d12,rbf_gscale_x10__svc__d12,True,-0.03600000000000003,-0.030000000000000027,0.006000000000000005,-0.03698130122950816,-0.03092981557377039,0.006051485655737765,0.7301805840163935
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,14,nystrom_psd,0.134,0.054,0.098,0.044000000000000004,matern25_med_x0.3__svc__d10,matern15_med_x0.3__svc__d8,False,-0.03600000000000003,-0.030000000000000027,0.006000000000000005,-0.03698130122950816,-0.03092981557377039,0.006051485655737765,0.7301805840163935
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,15,pre_psd,0.126,0.064,0.056,-0.008,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.02200000000000002,0.014000000000000012,-0.03698130122950816,-0.022060706967213073,0.014920594262295084,0.7390496926229508
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,15,pre_psd,0.126,0.054,0.046,-0.008,matern25_med_x0.3__svc__d10,laplacian_med_x0.3__svc__d8,False,-0.03600000000000003,-0.02200000000000002,0.014000000000000012,-0.03698130122950816,-0.022060706967213073,0.014920594262295084,0.7390496926229508
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,15,independent_square_psd,0.13,0.064,0.052,-0.012000000000000004,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.026000000000000023,0.010000000000000009,-0.03698130122950816,-0.025966956967213073,0.011014344262295084,0.7351434426229508
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,15,independent_square_psd,0.13,0.054,0.046,-0.008,matern25_med_x0.3__svc__d10,laplacian_med_x0.3__svc__d8,False,-0.03600000000000003,-0.026000000000000023,0.010000000000000009,-0.03698130122950816,-0.025966956967213073,0.011014344262295084,0.7351434426229508
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,15,nystrom_psd,0.138,0.064,0.04,-0.024,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.02200000000000002,0.014000000000000012,-0.03698130122950816,-0.021964651639344246,0.01501664959016391,0.7391457479508197
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,15,nystrom_psd,0.138,0.054,0.04,-0.013999999999999999,matern25_med_x0.3__svc__d10,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.02200000000000002,0.014000000000000012,-0.03698130122950816,-0.021964651639344246,0.01501664959016391,0.7391457479508197
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,16,pre_psd,0.136,0.064,0.054,-0.010000000000000002,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.020000000000000018,0.016000000000000014,-0.03698130122950816,-0.0202036372950819,0.016777663934426257,0.740906762295082
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,16,pre_psd,0.136,0.054,0.052,-0.0020000000000000018,matern25_med_x0.3__svc__d10,laplacian_med_x0.3__svc__d8,False,-0.03600000000000003,-0.020000000000000018,0.016000000000000014,-0.03698130122950816,-0.0202036372950819,0.016777663934426257,0.740906762295082
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,16,independent_square_psd,0.14,0.064,0.046,-0.018000000000000002,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.028000000000000025,0.008000000000000007,-0.03698130122950816,-0.028112192622950727,0.00886910860655743,0.7329982069672132
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,16,independent_square_psd,0.14,0.054,0.046,-0.008,matern25_med_x0.3__svc__d10,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.028000000000000025,0.008000000000000007,-0.03698130122950816,-0.028112192622950727,0.00886910860655743,0.7329982069672132
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,16,nystrom_psd,0.136,0.064,0.046,-0.018000000000000002,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.02400000000000002,0.01200000000000001,-0.03698130122950816,-0.023917776639344246,0.01306352459016391,0.7371926229508197
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,16,nystrom_psd,0.136,0.054,0.046,-0.008,matern25_med_x0.3__svc__d10,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.02400000000000002,0.01200000000000001,-0.03698130122950816,-0.023917776639344246,0.01306352459016391,0.7371926229508197
post-hoc exploratory finite-shot extension,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,17,pre_psd,0.122,0.064,0.052,-0.012000000000000004,rbf_gscale_x10__svc__d12,rbf_gscale_x3__svc__d10,False,-0.03600000000000003,-0.018000000000000016,0.018000000000000016,-0.03698130122950816,-0.017770235655737654,0.019211065573770503,0.7433401639344263
