dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,3.53033164864274,0.23932693354913018
4,rbf_gscale,classical_ext_plain,plain,7.70982774374297,0.28486481220763
4,poly2,classical_ext_plain,plain,5.4671664987354225,0.26709696223239265
4,poly3,classical_ext_plain,plain,6.688213858321214,0.2841879472963983
4,laplacian_med,classical_ext_plain,plain,10.679154673349144,0.27201408773638797
4,matern15_med,classical_ext_plain,plain,4.677607669962226,0.26787531680961757
4,matern25_med,classical_ext_plain,plain,4.018346390335714,0.2610062663488388
6,linear,classical_ext_plain,plain,4.8821155094653435,0.22355602313762094
6,rbf_gscale,classical_ext_plain,plain,10.694930845500444,0.24787719842984418
6,poly2,classical_ext_plain,plain,6.9034631886727,0.23983868611594752
6,poly3,classical_ext_plain,plain,9.188148968116954,0.2524489758912687
6,laplacian_med,classical_ext_plain,plain,14.619711714621724,0.261346493564863
6,matern15_med,classical_ext_plain,plain,6.563336153928577,0.24122043951388747
6,matern25_med,classical_ext_plain,plain,5.421704815150943,0.2359759097725223
8,linear,classical_ext_plain,plain,6.676874717474083,0.21022869368440275
8,rbf_gscale,classical_ext_plain,plain,17.966952880795688,0.22114457488177924
8,poly2,classical_ext_plain,plain,9.331558355383542,0.21811931816648908
8,poly3,classical_ext_plain,plain,13.912811782883518,0.2258716425827133
8,laplacian_med,classical_ext_plain,plain,19.500384287496612,0.24735997731572143
8,matern15_med,classical_ext_plain,plain,8.915609176199816,0.2213183118970511
8,matern25_med,classical_ext_plain,plain,6.995200373780689,0.21623944556172525
10,linear,classical_ext_plain,plain,8.265910729884979,0.21082497809708547
10,rbf_gscale,classical_ext_plain,plain,23.4483793127689,0.21723138210187698
10,poly2,classical_ext_plain,plain,11.213429940384884,0.21214279494107446
10,poly3,classical_ext_plain,plain,17.677536676770323,0.22306029093987553
10,laplacian_med,classical_ext_plain,plain,24.123737995193903,0.24452032965414366
10,matern15_med,classical_ext_plain,plain,10.899600511338665,0.21460066985909074
10,matern25_med,classical_ext_plain,plain,8.426276859646144,0.20772029853526813
12,linear,classical_ext_plain,plain,9.904560387063247,0.20364445286111674
12,rbf_gscale,classical_ext_plain,plain,26.192340057078475,0.1987821283031215
12,poly2,classical_ext_plain,plain,12.47515022232909,0.2008363550931119
12,poly3,classical_ext_plain,plain,20.29781012760981,0.2099499384437022
12,laplacian_med,classical_ext_plain,plain,28.428275518906798,0.23974454383544314
12,matern15_med,classical_ext_plain,plain,12.633688969241911,0.19843056906961423
12,matern25_med,classical_ext_plain,plain,9.69941570198348,0.19242458772101043
