dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,3.4921593666366784,0.2527142288569266
4,rbf_gscale,classical_ext_plain,plain,7.878915861680692,0.2980568032313801
4,poly2,classical_ext_plain,plain,5.5606321526585285,0.2817127376724834
4,poly3,classical_ext_plain,plain,6.877893326082399,0.29883458353999665
4,laplacian_med,classical_ext_plain,plain,10.989066871823411,0.27577725682164833
4,matern15_med,classical_ext_plain,plain,4.794220579068291,0.2791785822718219
4,matern25_med,classical_ext_plain,plain,4.121037435994347,0.2725685084090374
6,linear,classical_ext_plain,plain,4.944571842030481,0.22919760548262982
6,rbf_gscale,classical_ext_plain,plain,10.979333100028004,0.25317357327132844
6,poly2,classical_ext_plain,plain,7.005664510855973,0.24504765334895556
6,poly3,classical_ext_plain,plain,9.38298214798746,0.25751395310461167
6,laplacian_med,classical_ext_plain,plain,15.481233260502604,0.2516488357446736
6,matern15_med,classical_ext_plain,plain,6.681276496073627,0.24526859547438984
6,matern25_med,classical_ext_plain,plain,5.500895301550882,0.24015484572726012
8,linear,classical_ext_plain,plain,6.513986430562849,0.21519345582644098
8,rbf_gscale,classical_ext_plain,plain,15.5308446301633,0.2287980642045111
8,poly2,classical_ext_plain,plain,8.749310423054046,0.2232727965047792
8,poly3,classical_ext_plain,plain,12.772564892706038,0.23341848671256987
8,laplacian_med,classical_ext_plain,plain,20.494945296805785,0.23687019478188953
8,matern15_med,classical_ext_plain,plain,8.697435329916903,0.2238685795170839
8,matern25_med,classical_ext_plain,plain,6.897657510847381,0.2181918656066046
10,linear,classical_ext_plain,plain,8.105969143569862,0.21251621465902287
10,rbf_gscale,classical_ext_plain,plain,21.262662401910067,0.21292029500122517
10,poly2,classical_ext_plain,plain,10.62062785176741,0.21333115419018425
10,poly3,classical_ext_plain,plain,16.540305972736498,0.2195445055273696
10,laplacian_med,classical_ext_plain,plain,24.308239359149127,0.22953115300042415
10,matern15_med,classical_ext_plain,plain,10.441846377253393,0.21378353091733077
10,matern25_med,classical_ext_plain,plain,8.088623707899746,0.20828477117667282
12,linear,classical_ext_plain,plain,9.8876732725169,0.2038006044398045
12,rbf_gscale,classical_ext_plain,plain,26.149499922108003,0.20202363752897884
12,poly2,classical_ext_plain,plain,12.478588930697084,0.20369547885859401
12,poly3,classical_ext_plain,plain,20.311194213896922,0.21137570254636984
12,laplacian_med,classical_ext_plain,plain,29.605793036756243,0.23343894062719622
12,matern15_med,classical_ext_plain,plain,12.536140641087142,0.20121380811376768
12,matern25_med,classical_ext_plain,plain,9.554059085799164,0.19576988587560115
