model,kernel,delta_ood,setting,qs,seed
gpc,poly3,0.00969899665551841,m1_hist_byteent__ms42__q1000_id500_ood500,7,999
gpc,rbf_gscale,0.03670928613720377,m1_hist_byteent__ms42__q1000_id500_ood500,7,999
svc,laplacian_med,0.0003088444736042195,m1_hist_byteent__ms42__q1000_id500_ood500,7,999
svc,linear,-0.004167000048006919,m1_hist_byteent__ms42__q1000_id500_ood500,7,999
svc,matern15_med,-0.002737994271175026,m1_hist_byteent__ms42__q1000_id500_ood500,7,999
svc,matern25_med,-0.003952569169960474,m1_hist_byteent__ms42__q1000_id500_ood500,7,999
svc,poly2,-0.024859579779488182,m1_hist_byteent__ms42__q1000_id500_ood500,7,999
svc,poly3,0.024445120097293983,m1_hist_byteent__ms42__q1000_id500_ood500,7,999
svc,rbf_gscale,0.03523387367780961,m1_hist_byteent__ms42__q1000_id500_ood500,7,999
gpc,laplacian_med,0.0020728250948743644,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
gpc,linear,0.006566748330691241,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
gpc,matern15_med,-0.0002009575507197603,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
gpc,matern25_med,0.002798994411618705,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
gpc,poly2,0.033755264127075614,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
gpc,poly3,0.048855903027973935,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
gpc,rbf_gscale,0.029029959488238787,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
svc,laplacian_med,-0.0002954316183888528,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
svc,linear,0.019707450641302793,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
svc,matern15_med,-0.0005003923075691308,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
svc,matern25_med,0.0065587420537702055,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
svc,poly2,0.01624633712830863,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
svc,poly3,0.03856383404589203,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
svc,rbf_gscale,0.03951738162719574,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
gpc,laplacian_med,0.0020728250948743644,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
gpc,linear,0.006566748330691241,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
gpc,matern15_med,-0.0002009575507197603,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
gpc,matern25_med,0.002798994411618705,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
gpc,poly2,0.033755264127075614,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
gpc,poly3,0.048855903027973935,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
gpc,rbf_gscale,0.029029959488238787,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
svc,laplacian_med,-0.0002954316183888528,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
svc,linear,0.019707450641302793,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
svc,matern15_med,-0.00030583977838625207,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
svc,matern25_med,0.0065587420537702055,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
svc,poly2,0.016051784599125752,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
svc,poly3,0.03875838657507491,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
svc,rbf_gscale,0.03951738162719574,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
gpc,laplacian_med,0.0020728250948743644,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
gpc,linear,0.006566748330691241,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
gpc,matern15_med,-0.0002009575507197603,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
gpc,matern25_med,0.002798994411618705,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
gpc,poly2,0.033755264127075614,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
gpc,poly3,0.048855903027973935,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
gpc,rbf_gscale,0.029029959488238787,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
svc,laplacian_med,-0.0002954316183888528,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
svc,linear,0.019707450641302793,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
svc,matern15_med,-0.0005003923075691308,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
svc,matern25_med,0.0065587420537702055,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
svc,poly2,0.01624633712830863,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
svc,poly3,0.03875838657507491,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
svc,rbf_gscale,0.03951738162719574,m1_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
gpc,laplacian_med,-0.0054503811903389154,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123
gpc,linear,-0.06309821256967134,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123
gpc,matern15_med,0.03656544301364597,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123
gpc,matern25_med,0.012885194439105652,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123
gpc,poly2,-0.040449420206291234,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123
gpc,poly3,-0.02964475623037992,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123
gpc,rbf_gscale,-0.026851495931834134,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123
svc,laplacian_med,0.016557755141264608,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123
svc,linear,-0.07315010570824518,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123
svc,matern15_med,0.09150810429880196,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123
svc,matern25_med,0.06468063296815937,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123
svc,poly2,-0.10137100390800177,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123
svc,poly3,-0.08163239156896665,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123
svc,rbf_gscale,-0.03085399449035813,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,123
gpc,laplacian_med,-0.0054503811903389154,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42
gpc,linear,-0.06329201101928375,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42
gpc,matern15_med,0.03656544301364597,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42
gpc,matern25_med,0.012885194439105652,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42
gpc,poly2,-0.040449420206291234,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42
gpc,poly3,-0.02964475623037992,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42
gpc,rbf_gscale,-0.026851495931834134,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42
svc,laplacian_med,0.016557755141264608,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42
svc,linear,-0.07315010570824518,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42
svc,matern15_med,0.09150810429880196,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42
svc,matern25_med,0.06448683451854698,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42
svc,poly2,-0.1015776154782497,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42
svc,poly3,-0.08163239156896665,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42
svc,rbf_gscale,-0.03085399449035813,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,42
gpc,laplacian_med,-0.0054503811903389154,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999
gpc,linear,-0.06309821256967134,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999
gpc,matern15_med,0.03656544301364597,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999
gpc,matern25_med,0.012885194439105652,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999
gpc,poly2,-0.040449420206291234,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999
gpc,poly3,-0.02964475623037992,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999
gpc,rbf_gscale,-0.026851495931834134,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999
svc,laplacian_med,0.016557755141264608,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999
svc,linear,-0.07315010570824518,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999
svc,matern15_med,0.09150810429880196,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999
svc,matern25_med,0.0648872445384073,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999
svc,poly2,-0.10137100390800177,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999
svc,poly3,-0.08163239156896665,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999
svc,rbf_gscale,-0.03085399449035813,m1_hist_byteent__ms42__q2000_id1000_ood1000,999,999
gpc,laplacian_med,0.0017006697737585118,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123
gpc,linear,-0.007281706225500817,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123
gpc,matern15_med,0.033268928053334965,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123
gpc,matern25_med,0.04726380443840863,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123
gpc,poly2,-0.049338559832093634,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123
gpc,poly3,0.0013839933331275312,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123
gpc,rbf_gscale,0.06814469582394518,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123
svc,laplacian_med,0.00562548226797126,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123
svc,linear,0.011812710268835458,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123
svc,matern15_med,0.004003827278619721,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123
svc,matern25_med,0.002206858236365328,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123
svc,poly2,-0.02591067625543997,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123
svc,poly3,0.017333251026266195,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123
svc,rbf_gscale,0.014888731133676947,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,123
gpc,laplacian_med,0.0022580943856292278,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42
gpc,linear,-0.007281706225500817,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42
gpc,matern15_med,0.03483193925738446,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42
gpc,matern25_med,0.04704034075125776,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42
gpc,poly2,-0.049338559832093634,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42
gpc,poly3,0.0013839933331275312,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42
gpc,rbf_gscale,0.06814469582394518,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42
svc,laplacian_med,0.005624247661964876,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42
svc,linear,0.011812710268835458,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42
svc,matern15_med,0.0046766875520849235,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42
svc,matern25_med,0.003755054168338523,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42
svc,poly2,-0.02568844717429548,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42
svc,poly3,0.01755424550140434,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42
svc,rbf_gscale,0.014778233896107884,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,42
gpc,laplacian_med,0.0018124016173339363,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999
gpc,linear,-0.007281706225500817,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999
gpc,matern15_med,0.034499212938670934,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999
gpc,matern25_med,0.047819994444272984,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999
gpc,poly2,-0.049338559832093634,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999
gpc,poly3,0.0012734960955584906,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999
gpc,rbf_gscale,0.06814469582394518,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999
svc,laplacian_med,0.005734744899533939,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999
svc,linear,0.011590481187690993,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999
svc,matern15_med,0.004785950183647603,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999
svc,matern25_med,0.0029791042933423385,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999
svc,poly2,-0.025798944411864567,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999
svc,poly3,0.016998055495539944,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999
svc,rbf_gscale,0.015000462977252372,m1_hist_byteent__ms42__q4000_id1800_ood1800,42,999
gpc,laplacian_med,-0.0034042689468543495,m1_hist_byteent__ms999__q1000_id500_ood500,123,123
gpc,linear,-0.03877279787353283,m1_hist_byteent__ms999__q1000_id500_ood500,123,123
gpc,matern15_med,-0.001639685513442557,m1_hist_byteent__ms999__q1000_id500_ood500,123,123
gpc,matern25_med,-0.00912875694544526,m1_hist_byteent__ms999__q1000_id500_ood500,123,123
gpc,poly2,0.08400986373316677,m1_hist_byteent__ms999__q1000_id500_ood500,123,123
gpc,poly3,0.059826103665273564,m1_hist_byteent__ms999__q1000_id500_ood500,123,123
gpc,rbf_gscale,0.018553746136971406,m1_hist_byteent__ms999__q1000_id500_ood500,123,123
svc,laplacian_med,-0.00032185233222850054,m1_hist_byteent__ms999__q1000_id500_ood500,123,123
svc,linear,0.03577044402811809,m1_hist_byteent__ms999__q1000_id500_ood500,123,123
svc,matern15_med,0.011312869289522975,m1_hist_byteent__ms999__q1000_id500_ood500,123,123
svc,matern25_med,-0.0009959808489856225,m1_hist_byteent__ms999__q1000_id500_ood500,123,123
svc,poly2,0.03355750908712429,m1_hist_byteent__ms999__q1000_id500_ood500,123,123
svc,poly3,0.03613072648956781,m1_hist_byteent__ms999__q1000_id500_ood500,123,123
svc,rbf_gscale,0.05007445837536626,m1_hist_byteent__ms999__q1000_id500_ood500,123,123
gpc,laplacian_med,-0.0034042689468543495,m1_hist_byteent__ms999__q1000_id500_ood500,123,42
gpc,linear,-0.03877279787353283,m1_hist_byteent__ms999__q1000_id500_ood500,123,42
gpc,matern15_med,-0.001639685513442557,m1_hist_byteent__ms999__q1000_id500_ood500,123,42
gpc,matern25_med,-0.00912875694544526,m1_hist_byteent__ms999__q1000_id500_ood500,123,42
gpc,poly2,0.08400986373316677,m1_hist_byteent__ms999__q1000_id500_ood500,123,42
gpc,poly3,0.059414581031528704,m1_hist_byteent__ms999__q1000_id500_ood500,123,42
gpc,rbf_gscale,0.018553746136971406,m1_hist_byteent__ms999__q1000_id500_ood500,123,42
svc,laplacian_med,-0.00032185233222850054,m1_hist_byteent__ms999__q1000_id500_ood500,123,42
svc,linear,0.03577044402811809,m1_hist_byteent__ms999__q1000_id500_ood500,123,42
svc,matern15_med,0.011312869289522975,m1_hist_byteent__ms999__q1000_id500_ood500,123,42
svc,matern25_med,-0.0009959808489856225,m1_hist_byteent__ms999__q1000_id500_ood500,123,42
svc,poly2,0.03355750908712429,m1_hist_byteent__ms999__q1000_id500_ood500,123,42
svc,poly3,0.03613072648956781,m1_hist_byteent__ms999__q1000_id500_ood500,123,42
svc,rbf_gscale,0.05007445837536626,m1_hist_byteent__ms999__q1000_id500_ood500,123,42
gpc,laplacian_med,-0.0034042689468543495,m1_hist_byteent__ms999__q1000_id500_ood500,123,999
gpc,linear,-0.03877279787353283,m1_hist_byteent__ms999__q1000_id500_ood500,123,999
gpc,matern15_med,-0.001639685513442557,m1_hist_byteent__ms999__q1000_id500_ood500,123,999
gpc,matern25_med,-0.00912875694544526,m1_hist_byteent__ms999__q1000_id500_ood500,123,999
gpc,poly2,0.08400986373316677,m1_hist_byteent__ms999__q1000_id500_ood500,123,999
gpc,poly3,0.059414581031528704,m1_hist_byteent__ms999__q1000_id500_ood500,123,999
gpc,rbf_gscale,0.018553746136971406,m1_hist_byteent__ms999__q1000_id500_ood500,123,999
svc,laplacian_med,-0.00032185233222850054,m1_hist_byteent__ms999__q1000_id500_ood500,123,999
svc,linear,0.03615954908648385,m1_hist_byteent__ms999__q1000_id500_ood500,123,999
svc,matern15_med,0.010923764231157217,m1_hist_byteent__ms999__q1000_id500_ood500,123,999
svc,matern25_med,-0.0009959808489856225,m1_hist_byteent__ms999__q1000_id500_ood500,123,999
svc,poly2,0.03355750908712429,m1_hist_byteent__ms999__q1000_id500_ood500,123,999
svc,poly3,0.03613072648956781,m1_hist_byteent__ms999__q1000_id500_ood500,123,999
svc,rbf_gscale,0.05007445837536626,m1_hist_byteent__ms999__q1000_id500_ood500,123,999
gpc,laplacian_med,0.0015714262853851134,m1_hist_byteent__ms999__q1000_id500_ood500,7,123
gpc,linear,-0.03304155798434978,m1_hist_byteent__ms999__q1000_id500_ood500,7,123
gpc,matern15_med,0.0036245219311580312,m1_hist_byteent__ms999__q1000_id500_ood500,7,123
gpc,matern25_med,0.004424637147749255,m1_hist_byteent__ms999__q1000_id500_ood500,7,123
gpc,poly2,0.017007249043862326,m1_hist_byteent__ms999__q1000_id500_ood500,7,123
gpc,poly3,0.03248947848490184,m1_hist_byteent__ms999__q1000_id500_ood500,7,123
gpc,rbf_gscale,0.030223552191515558,m1_hist_byteent__ms999__q1000_id500_ood500,7,123
svc,laplacian_med,-0.002448352562769074,m1_hist_byteent__ms999__q1000_id500_ood500,7,123
svc,linear,0.06356115280600405,m1_hist_byteent__ms999__q1000_id500_ood500,7,123
svc,matern15_med,0.013064281256500897,m1_hist_byteent__ms999__q1000_id500_ood500,7,123
svc,matern25_med,0.0022467235281880436,m1_hist_byteent__ms999__q1000_id500_ood500,7,123
svc,poly2,0.0347650061608872,m1_hist_byteent__ms999__q1000_id500_ood500,7,123
svc,poly3,0.03813989214446885,m1_hist_byteent__ms999__q1000_id500_ood500,7,123
svc,rbf_gscale,0.022448032516682436,m1_hist_byteent__ms999__q1000_id500_ood500,7,123
gpc,laplacian_med,0.0015714262853851134,m1_hist_byteent__ms999__q1000_id500_ood500,7,42
gpc,linear,-0.03304155798434978,m1_hist_byteent__ms999__q1000_id500_ood500,7,42
gpc,matern15_med,0.0036245219311580312,m1_hist_byteent__ms999__q1000_id500_ood500,7,42
gpc,matern25_med,0.004424637147749255,m1_hist_byteent__ms999__q1000_id500_ood500,7,42
gpc,poly2,0.017007249043862326,m1_hist_byteent__ms999__q1000_id500_ood500,7,42
gpc,poly3,0.03248947848490184,m1_hist_byteent__ms999__q1000_id500_ood500,7,42
gpc,rbf_gscale,0.030223552191515558,m1_hist_byteent__ms999__q1000_id500_ood500,7,42
svc,laplacian_med,-0.002448352562769074,m1_hist_byteent__ms999__q1000_id500_ood500,7,42
svc,linear,0.0639564097230001,m1_hist_byteent__ms999__q1000_id500_ood500,7,42
svc,matern15_med,0.013064281256500897,m1_hist_byteent__ms999__q1000_id500_ood500,7,42
svc,matern25_med,0.0022467235281880436,m1_hist_byteent__ms999__q1000_id500_ood500,7,42
svc,poly2,0.0347650061608872,m1_hist_byteent__ms999__q1000_id500_ood500,7,42
svc,poly3,0.03813989214446885,m1_hist_byteent__ms999__q1000_id500_ood500,7,42
svc,rbf_gscale,0.022448032516682436,m1_hist_byteent__ms999__q1000_id500_ood500,7,42
gpc,laplacian_med,0.0015714262853851134,m1_hist_byteent__ms999__q1000_id500_ood500,7,999
gpc,linear,-0.03304155798434978,m1_hist_byteent__ms999__q1000_id500_ood500,7,999
gpc,matern15_med,0.0036245219311580312,m1_hist_byteent__ms999__q1000_id500_ood500,7,999
gpc,matern25_med,0.004424637147749255,m1_hist_byteent__ms999__q1000_id500_ood500,7,999
gpc,poly2,0.017007249043862326,m1_hist_byteent__ms999__q1000_id500_ood500,7,999
gpc,poly3,0.03248947848490184,m1_hist_byteent__ms999__q1000_id500_ood500,7,999
gpc,rbf_gscale,0.030223552191515558,m1_hist_byteent__ms999__q1000_id500_ood500,7,999
svc,laplacian_med,-0.002448352562769074,m1_hist_byteent__ms999__q1000_id500_ood500,7,999
svc,linear,0.0639564097230001,m1_hist_byteent__ms999__q1000_id500_ood500,7,999
svc,matern15_med,0.013064281256500897,m1_hist_byteent__ms999__q1000_id500_ood500,7,999
svc,matern25_med,0.0022467235281880436,m1_hist_byteent__ms999__q1000_id500_ood500,7,999
svc,poly2,0.0347650061608872,m1_hist_byteent__ms999__q1000_id500_ood500,7,999
svc,poly3,0.03813989214446885,m1_hist_byteent__ms999__q1000_id500_ood500,7,999
svc,rbf_gscale,0.022448032516682436,m1_hist_byteent__ms999__q1000_id500_ood500,7,999
gpc,laplacian_med,0.0017621815503354732,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
gpc,linear,-0.017601799811051855,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
gpc,matern15_med,0.00044915213527407793,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
gpc,matern25_med,0.007890986533442201,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
gpc,poly2,-0.061368112600278656,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
gpc,poly3,-0.057233671198219385,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
gpc,rbf_gscale,-0.017160653952698945,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
svc,laplacian_med,0.0023346303501945442,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
svc,linear,-0.033085138748779074,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
svc,matern15_med,0.003326608060719627,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
svc,matern25_med,0.05275415926086056,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
svc,poly2,-0.136363709147972,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
svc,poly3,-0.11418231893804745,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
svc,rbf_gscale,0.06126643288338056,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
gpc,laplacian_med,0.0017621815503354732,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42
gpc,linear,-0.017601799811051855,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42
gpc,matern15_med,0.00044915213527407793,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42
gpc,matern25_med,0.007890986533442201,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42
gpc,poly2,-0.061368112600278656,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42
gpc,poly3,-0.057233671198219385,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42
gpc,rbf_gscale,-0.017160653952698945,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42
svc,laplacian_med,0.0023346303501945442,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42
svc,linear,-0.03387455765320015,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42
svc,matern15_med,0.0035211605899025055,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42
svc,matern25_med,0.052159292885622356,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42
svc,poly2,-0.136363709147972,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42
svc,poly3,-0.11418231893804745,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42
svc,rbf_gscale,0.06126643288338056,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42
gpc,laplacian_med,0.0017621815503354732,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999
gpc,linear,-0.017601799811051855,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999
gpc,matern15_med,0.00044915213527407793,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999
gpc,matern25_med,0.007890986533442201,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999
gpc,poly2,-0.061368112600278656,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999
gpc,poly3,-0.057233671198219385,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999
gpc,rbf_gscale,-0.017160653952698945,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999
svc,laplacian_med,0.0023346303501945442,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999
svc,linear,-0.03329090006565152,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999
svc,matern15_med,0.0029262942146643265,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999
svc,matern25_med,0.05255960673167768,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999
svc,poly2,-0.1365694704648444,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999
svc,poly3,-0.11437687146723033,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999
svc,rbf_gscale,0.06126643288338056,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999
gpc,laplacian_med,0.0010955218143378742,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123
gpc,linear,0.07246620539432377,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123
gpc,matern15_med,0.005794733807418839,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123
gpc,matern25_med,0.006143891344737007,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123
gpc,poly2,0.05085527580242168,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123
gpc,poly3,0.06029213915049007,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123
gpc,rbf_gscale,0.04315138702030876,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123
svc,laplacian_med,0.0025177782048818377,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123
svc,linear,0.023781151899545105,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123
svc,matern15_med,0.0027532192965596947,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123
svc,matern25_med,-0.0026379012108399325,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123
svc,poly2,0.030048369530399133,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123
svc,poly3,0.029652764430777113,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123
svc,rbf_gscale,0.03136972259593822,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123
gpc,laplacian_med,0.0010955218143378742,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42
gpc,linear,0.07246620539432377,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42
gpc,matern15_med,0.006001345377666767,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42
gpc,matern25_med,0.006143891344737007,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42
gpc,poly2,0.05085527580242168,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42
gpc,poly3,0.06029213915049007,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42
gpc,rbf_gscale,0.04315138702030876,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42
svc,laplacian_med,0.002311166634633888,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42
svc,linear,0.023781151899545105,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42
