model,kernel,delta_ood,setting,qs,seed
svc,matern15_med,0.002546607726311767,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42
svc,matern25_med,-0.0026379012108399325,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42
svc,poly2,0.030048369530399133,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42
svc,poly3,0.029652764430777113,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42
svc,rbf_gscale,0.03136972259593822,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42
gpc,laplacian_med,0.0010955218143378742,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999
gpc,linear,0.07246620539432377,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999
gpc,matern15_med,0.005794733807418839,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999
gpc,matern25_med,0.006143891344737007,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999
gpc,poly2,0.05085527580242168,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999
gpc,poly3,0.06029213915049007,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999
gpc,rbf_gscale,0.04315138702030876,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999
svc,laplacian_med,0.0025177782048818377,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999
svc,linear,0.023781151899545105,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999
svc,matern15_med,0.002546607726311767,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999
svc,matern25_med,-0.0026379012108399325,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999
svc,poly2,0.030048369530399133,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999
svc,poly3,0.029652764430777113,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999
svc,rbf_gscale,0.03136972259593822,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999
gpc,laplacian_med,0.004380382110559,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123
gpc,linear,0.007034785024229118,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123
gpc,matern15_med,0.00318713540541371,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123
gpc,matern25_med,5.864378530198167e-05,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123
gpc,poly2,0.002961819809253341,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123
gpc,poly3,0.043524182845149605,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123
gpc,rbf_gscale,0.018993178801814902,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123
svc,laplacian_med,-0.005064971141084551,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123
svc,linear,0.015704188400876597,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123
svc,matern15_med,-0.003950121917343186,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123
svc,matern25_med,-0.0043433439303681935,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123
svc,poly2,0.012752862742677219,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123
svc,poly3,0.016751134294268333,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123
svc,rbf_gscale,-0.00567980493225102,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123
gpc,laplacian_med,0.003934689342263642,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42
gpc,linear,0.007034785024229118,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42
gpc,matern15_med,0.002408716318404869,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42
gpc,matern25_med,0.001062995771474351,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42
gpc,poly2,0.002961819809253341,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42
gpc,poly3,0.043524182845149605,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42
gpc,rbf_gscale,0.018993178801814902,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42
svc,laplacian_med,-0.005621161146948972,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42
svc,linear,0.015704188400876597,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42
svc,matern15_med,-0.00417235099848765,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42
svc,matern25_med,-0.0045618691934936175,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42
svc,poly2,0.01297632642982809,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42
svc,poly3,0.01664063705669927,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42
svc,rbf_gscale,-0.00567980493225102,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42
gpc,laplacian_med,0.004156918423408151,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999
gpc,linear,0.007034785024229118,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999
gpc,matern15_med,0.0026284761875366323,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999
gpc,matern25_med,0.0005018673415845498,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999
gpc,poly2,0.002961819809253341,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999
gpc,poly3,0.043524182845149605,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999
gpc,rbf_gscale,0.018993178801814902,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999
svc,laplacian_med,-0.005400166671810846,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999
svc,linear,0.015592456557301172,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999
svc,matern15_med,-0.00406061915491227,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999
svc,matern25_med,-0.0044526065619308495,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999
svc,poly2,0.012864594586252642,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999
svc,poly3,0.016751134294268333,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999
svc,rbf_gscale,-0.005679804932250998,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999
gpc,laplacian_med,-0.0027013178331812384,m2_hist_byteent__ms123__q1000_id500_ood500,123,123
gpc,linear,0.05804390642263537,m2_hist_byteent__ms123__q1000_id500_ood500,123,123
gpc,matern15_med,0.011119117388032219,m2_hist_byteent__ms123__q1000_id500_ood500,123,123
gpc,matern25_med,0.013042225104481876,m2_hist_byteent__ms123__q1000_id500_ood500,123,123
gpc,poly2,0.05298393940849626,m2_hist_byteent__ms123__q1000_id500_ood500,123,123
gpc,poly3,0.07333589534194809,m2_hist_byteent__ms123__q1000_id500_ood500,123,123
gpc,rbf_gscale,0.04164705128821,m2_hist_byteent__ms123__q1000_id500_ood500,123,123
svc,laplacian_med,0.004182479063585887,m2_hist_byteent__ms123__q1000_id500_ood500,123,123
svc,linear,0.026606459464219932,m2_hist_byteent__ms123__q1000_id500_ood500,123,123
svc,matern15_med,0.002102448319482475,m2_hist_byteent__ms123__q1000_id500_ood500,123,123
svc,matern25_med,0.018361595490864868,m2_hist_byteent__ms123__q1000_id500_ood500,123,123
svc,poly2,0.07961121519271108,m2_hist_byteent__ms123__q1000_id500_ood500,123,123
svc,poly3,0.10107123985204396,m2_hist_byteent__ms123__q1000_id500_ood500,123,123
svc,rbf_gscale,0.03929800963955745,m2_hist_byteent__ms123__q1000_id500_ood500,123,123
gpc,laplacian_med,-0.0027013178331812384,m2_hist_byteent__ms123__q1000_id500_ood500,123,42
gpc,linear,0.05804390642263537,m2_hist_byteent__ms123__q1000_id500_ood500,123,42
gpc,matern15_med,0.011119117388032219,m2_hist_byteent__ms123__q1000_id500_ood500,123,42
gpc,matern25_med,0.013042225104481876,m2_hist_byteent__ms123__q1000_id500_ood500,123,42
gpc,poly2,0.05298393940849626,m2_hist_byteent__ms123__q1000_id500_ood500,123,42
gpc,poly3,0.07333589534194809,m2_hist_byteent__ms123__q1000_id500_ood500,123,42
gpc,rbf_gscale,0.04164705128821,m2_hist_byteent__ms123__q1000_id500_ood500,123,42
svc,laplacian_med,0.004182479063585887,m2_hist_byteent__ms123__q1000_id500_ood500,123,42
svc,linear,0.026606459464219932,m2_hist_byteent__ms123__q1000_id500_ood500,123,42
svc,matern15_med,0.002102448319482475,m2_hist_byteent__ms123__q1000_id500_ood500,123,42
svc,matern25_med,0.018361595490864868,m2_hist_byteent__ms123__q1000_id500_ood500,123,42
svc,poly2,0.07961121519271108,m2_hist_byteent__ms123__q1000_id500_ood500,123,42
svc,poly3,0.10107123985204396,m2_hist_byteent__ms123__q1000_id500_ood500,123,42
svc,rbf_gscale,0.038886487005812584,m2_hist_byteent__ms123__q1000_id500_ood500,123,42
gpc,laplacian_med,-0.0027013178331812384,m2_hist_byteent__ms123__q1000_id500_ood500,123,999
gpc,linear,0.05804390642263537,m2_hist_byteent__ms123__q1000_id500_ood500,123,999
gpc,matern15_med,0.011119117388032219,m2_hist_byteent__ms123__q1000_id500_ood500,123,999
gpc,matern25_med,0.013042225104481876,m2_hist_byteent__ms123__q1000_id500_ood500,123,999
gpc,poly2,0.05298393940849626,m2_hist_byteent__ms123__q1000_id500_ood500,123,999
gpc,poly3,0.07333589534194809,m2_hist_byteent__ms123__q1000_id500_ood500,123,999
gpc,rbf_gscale,0.04164705128821,m2_hist_byteent__ms123__q1000_id500_ood500,123,999
svc,laplacian_med,0.004182479063585887,m2_hist_byteent__ms123__q1000_id500_ood500,123,999
svc,linear,0.026606459464219932,m2_hist_byteent__ms123__q1000_id500_ood500,123,999
svc,matern15_med,0.002102448319482475,m2_hist_byteent__ms123__q1000_id500_ood500,123,999
svc,matern25_med,0.018361595490864868,m2_hist_byteent__ms123__q1000_id500_ood500,123,999
svc,poly2,0.07961121519271108,m2_hist_byteent__ms123__q1000_id500_ood500,123,999
svc,poly3,0.10107123985204396,m2_hist_byteent__ms123__q1000_id500_ood500,123,999
svc,rbf_gscale,0.038886487005812584,m2_hist_byteent__ms123__q1000_id500_ood500,123,999
gpc,laplacian_med,-0.011259221327871227,m2_hist_byteent__ms123__q1000_id500_ood500,7,123
gpc,linear,0.025138019874861972,m2_hist_byteent__ms123__q1000_id500_ood500,7,123
gpc,matern15_med,0.0036821302267526558,m2_hist_byteent__ms123__q1000_id500_ood500,7,123
gpc,matern25_med,-0.0007329055383975102,m2_hist_byteent__ms123__q1000_id500_ood500,7,123
gpc,poly2,0.05463026675841318,m2_hist_byteent__ms123__q1000_id500_ood500,7,123
gpc,poly3,0.048701413003472506,m2_hist_byteent__ms123__q1000_id500_ood500,7,123
gpc,rbf_gscale,0.0230113136291626,m2_hist_byteent__ms123__q1000_id500_ood500,7,123
svc,laplacian_med,-0.0008385207469875366,m2_hist_byteent__ms123__q1000_id500_ood500,7,123
svc,linear,0.035285081051671455,m2_hist_byteent__ms123__q1000_id500_ood500,7,123
svc,matern15_med,-0.005234353746939568,m2_hist_byteent__ms123__q1000_id500_ood500,7,123
svc,matern25_med,-0.005744827255124707,m2_hist_byteent__ms123__q1000_id500_ood500,7,123
svc,poly2,0.04411515258197178,m2_hist_byteent__ms123__q1000_id500_ood500,7,123
svc,poly3,0.04359347746075437,m2_hist_byteent__ms123__q1000_id500_ood500,7,123
svc,rbf_gscale,0.016381558944488006,m2_hist_byteent__ms123__q1000_id500_ood500,7,123
gpc,laplacian_med,-0.011259221327871227,m2_hist_byteent__ms123__q1000_id500_ood500,7,42
gpc,linear,0.025138019874861972,m2_hist_byteent__ms123__q1000_id500_ood500,7,42
gpc,matern15_med,0.0036821302267526558,m2_hist_byteent__ms123__q1000_id500_ood500,7,42
gpc,matern25_med,-0.0007329055383975102,m2_hist_byteent__ms123__q1000_id500_ood500,7,42
gpc,poly2,0.05463026675841318,m2_hist_byteent__ms123__q1000_id500_ood500,7,42
gpc,poly3,0.048701413003472506,m2_hist_byteent__ms123__q1000_id500_ood500,7,42
gpc,rbf_gscale,0.0230113136291626,m2_hist_byteent__ms123__q1000_id500_ood500,7,42
svc,laplacian_med,-0.0008385207469875366,m2_hist_byteent__ms123__q1000_id500_ood500,7,42
svc,linear,0.0356803379686675,m2_hist_byteent__ms123__q1000_id500_ood500,7,42
svc,matern15_med,-0.005629610663935636,m2_hist_byteent__ms123__q1000_id500_ood500,7,42
svc,matern25_med,-0.005744827255124707,m2_hist_byteent__ms123__q1000_id500_ood500,7,42
svc,poly2,0.04332463874797969,m2_hist_byteent__ms123__q1000_id500_ood500,7,42
svc,poly3,0.04359347746075437,m2_hist_byteent__ms123__q1000_id500_ood500,7,42
svc,rbf_gscale,0.016381558944488006,m2_hist_byteent__ms123__q1000_id500_ood500,7,42
gpc,laplacian_med,-0.011259221327871227,m2_hist_byteent__ms123__q1000_id500_ood500,7,999
gpc,linear,0.025138019874861972,m2_hist_byteent__ms123__q1000_id500_ood500,7,999
gpc,matern15_med,0.0036821302267526558,m2_hist_byteent__ms123__q1000_id500_ood500,7,999
gpc,matern25_med,-0.0007329055383975102,m2_hist_byteent__ms123__q1000_id500_ood500,7,999
gpc,poly2,0.05463026675841318,m2_hist_byteent__ms123__q1000_id500_ood500,7,999
gpc,poly3,0.048701413003472506,m2_hist_byteent__ms123__q1000_id500_ood500,7,999
gpc,rbf_gscale,0.0230113136291626,m2_hist_byteent__ms123__q1000_id500_ood500,7,999
svc,laplacian_med,-0.0008385207469875366,m2_hist_byteent__ms123__q1000_id500_ood500,7,999
svc,linear,0.035285081051671455,m2_hist_byteent__ms123__q1000_id500_ood500,7,999
svc,matern15_med,-0.005234353746939568,m2_hist_byteent__ms123__q1000_id500_ood500,7,999
svc,matern25_med,-0.006149685554719864,m2_hist_byteent__ms123__q1000_id500_ood500,7,999
svc,poly2,0.043719895664975736,m2_hist_byteent__ms123__q1000_id500_ood500,7,999
svc,poly3,0.04359347746075437,m2_hist_byteent__ms123__q1000_id500_ood500,7,999
svc,rbf_gscale,0.016381558944488006,m2_hist_byteent__ms123__q1000_id500_ood500,7,999
gpc,laplacian_med,-0.0030752109653968463,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123
gpc,linear,0.023379929865014203,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123
gpc,matern15_med,0.0020952426702535165,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123
gpc,matern25_med,0.00765880450273011,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123
gpc,poly2,0.06506541128244543,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123
gpc,poly3,0.07387631903412277,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123
gpc,rbf_gscale,0.03750700549230594,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123
svc,laplacian_med,-0.0050319450449151535,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123
svc,linear,0.029561576275800205,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123
svc,matern15_med,-0.002805399433155653,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123
svc,matern25_med,-0.00038109878144465537,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123
svc,poly2,0.06290451714143892,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123
svc,poly3,0.07109413780403832,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123
svc,rbf_gscale,0.03845895181822547,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123
gpc,laplacian_med,-0.0030752109653968463,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42
gpc,linear,0.023379929865014203,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42
gpc,matern15_med,0.0020952426702535165,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42
gpc,matern25_med,0.00765880450273011,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42
gpc,poly2,0.06506541128244543,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42
gpc,poly3,0.07387631903412277,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42
gpc,rbf_gscale,0.03750700549230594,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42
svc,laplacian_med,-0.0050319450449151535,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42
svc,linear,0.029561576275800205,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42
svc,matern15_med,-0.002805399433155653,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42
svc,matern25_med,-0.00038109878144465537,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42
svc,poly2,0.0630990696706218,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42
svc,poly3,0.07109413780403832,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42
svc,rbf_gscale,0.038664713135097915,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42
gpc,laplacian_med,-0.0030752109653968463,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999
gpc,linear,0.023379929865014203,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999
gpc,matern15_med,0.0020952426702535165,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999
gpc,matern25_med,0.00765880450273011,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999
gpc,poly2,0.06506541128244543,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999
gpc,poly3,0.07387631903412277,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999
gpc,rbf_gscale,0.03750700549230594,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999
svc,laplacian_med,-0.0050319450449151535,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999
svc,linear,0.029756128804983083,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999
svc,matern15_med,-0.002805399433155653,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999
svc,matern25_med,-0.00038109878144465537,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999
svc,poly2,0.0630990696706218,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999
svc,poly3,0.07109413780403832,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999
svc,rbf_gscale,0.038664713135097915,m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999
gpc,laplacian_med,0.00213178294573646,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123
gpc,linear,0.02600582996988914,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123
gpc,matern15_med,-0.0067813440963546915,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123
gpc,matern25_med,-0.002118969825100936,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123
gpc,poly2,0.0637340636812096,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123
gpc,poly3,0.06628867960791851,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123
gpc,rbf_gscale,0.046710231276827475,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123
svc,laplacian_med,-0.001407841629828921,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123
svc,linear,0.032100070472163525,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123
svc,matern15_med,-0.0007095265551924745,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123
svc,matern25_med,-0.011068934589019164,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123
svc,poly2,0.04416522519059516,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123
svc,poly3,0.05122044974053432,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123
svc,rbf_gscale,0.04918156191940548,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123
gpc,laplacian_med,0.00213178294573646,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42
gpc,linear,0.02600582996988914,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42
gpc,matern15_med,-0.0067813440963546915,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42
gpc,matern25_med,-0.002118969825100936,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42
gpc,poly2,0.0637340636812096,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42
gpc,poly3,0.06628867960791851,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42
gpc,rbf_gscale,0.046710231276827475,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42
svc,laplacian_med,-0.001407841629828921,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42
svc,linear,0.032100070472163525,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42
svc,matern15_med,-0.0007095265551924745,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42
svc,matern25_med,-0.011068934589019164,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42
svc,poly2,0.04416522519059516,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42
svc,poly3,0.05122044974053432,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42
svc,rbf_gscale,0.04918156191940548,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42
gpc,laplacian_med,0.00213178294573646,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999
gpc,linear,0.02600582996988914,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999
gpc,matern15_med,-0.0067813440963546915,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999
gpc,matern25_med,-0.002118969825100936,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999
gpc,poly2,0.0637340636812096,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999
gpc,poly3,0.06628867960791851,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999
gpc,rbf_gscale,0.046710231276827475,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999
svc,laplacian_med,-0.001407841629828921,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999
svc,linear,0.032100070472163525,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999
svc,matern15_med,-0.0007095265551924745,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999
svc,matern25_med,-0.011068934589019164,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999
svc,poly2,0.04416522519059516,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999
svc,poly3,0.05122044974053432,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999
svc,rbf_gscale,0.049375360369017886,m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999
gpc,laplacian_med,0.0008481743263681008,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123
gpc,linear,0.03819068489768207,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123
gpc,matern15_med,0.0022513040525942163,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123
gpc,matern25_med,-0.0004080372851014147,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123
gpc,poly2,0.05080650637365347,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123
gpc,poly3,0.05056081977838824,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123
gpc,rbf_gscale,0.036909163863082205,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123
svc,laplacian_med,0.0015123923577887721,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123
svc,linear,0.05626963795178861,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123
svc,matern15_med,0.007440353097317831,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123
svc,matern25_med,0.0005000154325751405,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123
svc,poly2,0.06321059291953461,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123
svc,poly3,0.06711503441464242,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123
svc,rbf_gscale,0.040038890089200294,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123
gpc,laplacian_med,0.0009586715639371635,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42
gpc,linear,0.03819068489768207,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42
gpc,matern15_med,0.002251304052594194,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42
gpc,matern25_med,-0.0002987746535386915,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42
gpc,poly2,0.05069477453007805,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42
gpc,poly3,0.05056081977838824,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42
gpc,rbf_gscale,0.036909163863082205,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42
svc,laplacian_med,0.0019556159140713845,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42
svc,linear,0.05626963795178861,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42
svc,matern15_med,0.007437883885305063,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42
svc,matern25_med,0.0008364455693077311,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42
svc,poly2,0.0633210901571037,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42
svc,poly3,0.06711503441464242,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42
svc,rbf_gscale,0.03992839285163123,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42
gpc,laplacian_med,0.0006247106392173185,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999
gpc,linear,0.03819068489768207,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999
gpc,matern15_med,0.0015858514151670944,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999
gpc,matern25_med,0.0011525047069354199,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999
gpc,poly2,0.05080650637365347,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999
gpc,poly3,0.05056081977838824,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999
gpc,rbf_gscale,0.036909163863082205,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999
svc,laplacian_med,0.002067347757646787,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999
svc,linear,0.05638013518935767,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999
svc,matern15_med,0.006886632303466223,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999
svc,matern25_med,0.0019414179449982916,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999
svc,poly2,0.0634328220006791,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999
svc,poly3,0.06722676625821782,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999
svc,rbf_gscale,0.03992839285163121,m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999
gpc,laplacian_med,-0.0025668123809066577,m2_hist_byteent__ms42__q1000_id500_ood500,123,123
gpc,linear,-0.00894141006549134,m2_hist_byteent__ms42__q1000_id500_ood500,123,123
gpc,matern15_med,0.035019455252918344,m2_hist_byteent__ms42__q1000_id500_ood500,123,123
gpc,matern25_med,0.027716129445485273,m2_hist_byteent__ms42__q1000_id500_ood500,123,123
gpc,poly2,0.0006356983875358991,m2_hist_byteent__ms42__q1000_id500_ood500,123,123
gpc,poly3,0.026736161150341876,m2_hist_byteent__ms42__q1000_id500_ood500,123,123
gpc,rbf_gscale,0.03909785271652979,m2_hist_byteent__ms42__q1000_id500_ood500,123,123
svc,laplacian_med,0.0024243006517109533,m2_hist_byteent__ms42__q1000_id500_ood500,123,123
svc,linear,0.03398344301932719,m2_hist_byteent__ms42__q1000_id500_ood500,123,123
svc,matern15_med,0.02099726185329298,m2_hist_byteent__ms42__q1000_id500_ood500,123,123
svc,matern25_med,0.0174953163280011,m2_hist_byteent__ms42__q1000_id500_ood500,123,123
svc,poly2,0.041173079694480474,m2_hist_byteent__ms42__q1000_id500_ood500,123,123
svc,poly3,0.06508943011320878,m2_hist_byteent__ms42__q1000_id500_ood500,123,123
svc,rbf_gscale,0.036598293061760434,m2_hist_byteent__ms42__q1000_id500_ood500,123,123
gpc,laplacian_med,-0.0025668123809066577,m2_hist_byteent__ms42__q1000_id500_ood500,123,42
