setting,qs,seed,model,dim,rank_rho
m2_hist_byteent__ms42__q1000_id500_ood500,123,999,gpc,10,0.42857142857142866
m2_hist_byteent__ms42__q1000_id500_ood500,123,999,gpc,12,0.7748062179181807
m2_hist_byteent__ms42__q1000_id500_ood500,123,999,svc,4,0.5714285714285715
m2_hist_byteent__ms42__q1000_id500_ood500,123,999,svc,6,0.5765999761251578
m2_hist_byteent__ms42__q1000_id500_ood500,123,999,svc,8,0.6486749731408026
m2_hist_byteent__ms42__q1000_id500_ood500,123,999,svc,10,0.7387687194103585
m2_hist_byteent__ms42__q1000_id500_ood500,123,999,svc,12,0.5609681940050744
m2_hist_byteent__ms42__q1000_id500_ood500,7,123,gpc,4,0.9189562119494703
m2_hist_byteent__ms42__q1000_id500_ood500,7,123,gpc,6,0.9642857142857145
m2_hist_byteent__ms42__q1000_id500_ood500,7,123,gpc,8,0.5357142857142858
m2_hist_byteent__ms42__q1000_id500_ood500,7,123,gpc,10,0.5714285714285715
m2_hist_byteent__ms42__q1000_id500_ood500,7,123,gpc,12,-0.23424374030084538
m2_hist_byteent__ms42__q1000_id500_ood500,7,123,svc,4,0.9285714285714288
m2_hist_byteent__ms42__q1000_id500_ood500,7,123,svc,6,0.7748062179181807
m2_hist_byteent__ms42__q1000_id500_ood500,7,123,svc,8,0.39285714285714296
m2_hist_byteent__ms42__q1000_id500_ood500,7,123,svc,10,0.4642857142857144
m2_hist_byteent__ms42__q1000_id500_ood500,7,123,svc,12,-0.28571428571428575
m2_hist_byteent__ms42__q1000_id500_ood500,7,42,gpc,4,0.9189562119494703
m2_hist_byteent__ms42__q1000_id500_ood500,7,42,gpc,6,0.9642857142857145
m2_hist_byteent__ms42__q1000_id500_ood500,7,42,gpc,8,0.5357142857142858
m2_hist_byteent__ms42__q1000_id500_ood500,7,42,gpc,10,0.5714285714285715
m2_hist_byteent__ms42__q1000_id500_ood500,7,42,gpc,12,-0.23424374030084538
m2_hist_byteent__ms42__q1000_id500_ood500,7,42,svc,4,0.9285714285714288
m2_hist_byteent__ms42__q1000_id500_ood500,7,42,svc,6,0.7748062179181807
m2_hist_byteent__ms42__q1000_id500_ood500,7,42,svc,8,0.42857142857142866
m2_hist_byteent__ms42__q1000_id500_ood500,7,42,svc,10,0.4642857142857144
m2_hist_byteent__ms42__q1000_id500_ood500,7,42,svc,12,-0.28571428571428575
m2_hist_byteent__ms42__q1000_id500_ood500,7,999,gpc,4,0.9189562119494703
m2_hist_byteent__ms42__q1000_id500_ood500,7,999,gpc,6,0.9642857142857145
m2_hist_byteent__ms42__q1000_id500_ood500,7,999,gpc,8,0.5357142857142858
m2_hist_byteent__ms42__q1000_id500_ood500,7,999,gpc,10,0.5714285714285715
m2_hist_byteent__ms42__q1000_id500_ood500,7,999,gpc,12,-0.23424374030084538
m2_hist_byteent__ms42__q1000_id500_ood500,7,999,svc,4,0.9285714285714288
m2_hist_byteent__ms42__q1000_id500_ood500,7,999,svc,6,0.7748062179181807
m2_hist_byteent__ms42__q1000_id500_ood500,7,999,svc,8,0.42857142857142866
m2_hist_byteent__ms42__q1000_id500_ood500,7,999,svc,10,0.4642857142857144
m2_hist_byteent__ms42__q1000_id500_ood500,7,999,svc,12,-0.28571428571428575
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123,gpc,4,0.6785714285714287
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123,gpc,6,0.21428571428571433
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123,gpc,8,0.25
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123,gpc,10,0.7857142857142859
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123,gpc,12,0.14285714285714288
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123,svc,4,0.8214285714285715
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123,svc,6,0.6785714285714287
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123,svc,8,0.5765999761251578
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123,svc,10,0.7142857142857144
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123,svc,12,0.7142857142857144
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42,gpc,4,0.6785714285714287
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42,gpc,6,0.21428571428571433
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42,gpc,8,0.25
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42,gpc,10,0.7857142857142859
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42,gpc,12,0.14285714285714288
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42,svc,4,0.8214285714285715
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42,svc,6,0.6785714285714287
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42,svc,8,0.5765999761251578
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42,svc,10,0.7142857142857144
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42,svc,12,0.7142857142857144
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999,gpc,4,0.6785714285714287
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999,gpc,6,0.21428571428571433
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999,gpc,8,0.25
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999,gpc,10,0.7857142857142859
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999,gpc,12,0.14285714285714288
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999,svc,4,0.8214285714285715
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999,svc,6,0.8108437164260032
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999,svc,8,0.5765999761251578
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999,svc,10,0.7142857142857144
m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999,svc,12,0.7142857142857144
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123,gpc,4,0.396412483586046
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123,gpc,6,0.25
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123,gpc,8,0.4642857142857144
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123,gpc,10,0.30631873731649006
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123,gpc,12,0.07142857142857144
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123,svc,4,0.6785714285714287
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123,svc,6,0.5357142857142858
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123,svc,8,0.6666937223947137
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123,svc,10,0.5
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123,svc,12,0.12613124477737828
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42,gpc,4,0.396412483586046
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42,gpc,6,0.25
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42,gpc,8,0.4642857142857144
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42,gpc,10,0.30631873731649006
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42,gpc,12,0.07142857142857144
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42,svc,4,0.6785714285714287
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42,svc,6,0.5357142857142858
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42,svc,8,0.6666937223947137
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42,svc,10,0.5
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42,svc,12,0.12613124477737828
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999,gpc,4,0.396412483586046
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999,gpc,6,0.25
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999,gpc,8,0.4642857142857144
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999,gpc,10,0.30631873731649006
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999,gpc,12,0.07142857142857144
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999,svc,4,0.6785714285714287
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999,svc,6,0.5357142857142858
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999,svc,8,0.6666937223947137
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999,svc,10,0.5
m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999,svc,12,0.12613124477737828
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123,gpc,4,0.2702812388086677
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123,gpc,6,0.7500000000000002
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123,gpc,8,0.9642857142857145
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123,gpc,10,0.8468812149338255
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123,gpc,12,0.9642857142857145
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123,svc,4,0.8571428571428573
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123,svc,6,0.6486749731408026
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123,svc,8,0.8928571428571429
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123,svc,10,0.8571428571428573
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123,svc,12,0.642857142857143
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,gpc,4,0.2702812388086677
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,gpc,6,0.7500000000000002
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,gpc,8,0.9642857142857145
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,gpc,10,0.8468812149338255
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,gpc,12,0.9642857142857145
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,svc,4,0.8571428571428573
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,svc,6,0.6486749731408026
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,svc,8,0.8928571428571429
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,svc,10,0.8571428571428573
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42,svc,12,0.7500000000000002
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,gpc,4,0.2702812388086677
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,gpc,6,0.7500000000000002
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,gpc,8,0.9285714285714288
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,gpc,10,0.8468812149338255
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,gpc,12,0.9642857142857145
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,svc,4,0.8571428571428573
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,svc,6,0.6486749731408026
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,svc,8,0.8928571428571429
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,svc,10,0.8571428571428573
m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999,svc,12,0.7500000000000002
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,gpc,4,0.8214285714285715
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,gpc,6,0.4504687313477795
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,gpc,8,0.3571428571428572
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,gpc,10,0.8214285714285715
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,gpc,12,0.01801874925391118
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,svc,4,0.6847124716486249
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,svc,6,0.8468812149338255
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,svc,8,0.39285714285714296
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,svc,10,0.7857142857142859
m2_hist_byteent__ms999__q1000_id500_ood500,123,123,svc,12,0.39285714285714296
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,gpc,4,0.8214285714285715
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,gpc,6,0.4504687313477795
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,gpc,8,0.3571428571428572
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,gpc,10,0.8214285714285715
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,gpc,12,0.01801874925391118
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,svc,4,0.6847124716486249
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,svc,6,0.8468812149338255
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,svc,8,0.39285714285714296
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,svc,10,0.7857142857142859
m2_hist_byteent__ms999__q1000_id500_ood500,123,42,svc,12,0.39285714285714296
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,gpc,4,0.8214285714285715
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,gpc,6,0.4504687313477795
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,gpc,8,0.3571428571428572
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,gpc,10,0.8214285714285715
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,gpc,12,0.01801874925391118
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,svc,4,0.6847124716486249
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,svc,6,0.8468812149338255
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,svc,8,0.39285714285714296
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,svc,10,0.7857142857142859
m2_hist_byteent__ms999__q1000_id500_ood500,123,999,svc,12,0.39285714285714296
m2_hist_byteent__ms999__q1000_id500_ood500,7,123,gpc,4,0.8928571428571429
m2_hist_byteent__ms999__q1000_id500_ood500,7,123,gpc,6,0.4642857142857144
m2_hist_byteent__ms999__q1000_id500_ood500,7,123,gpc,8,0.7207499701564473
m2_hist_byteent__ms999__q1000_id500_ood500,7,123,gpc,10,0.5357142857142858
m2_hist_byteent__ms999__q1000_id500_ood500,7,123,gpc,12,-0.3214285714285715
m2_hist_byteent__ms999__q1000_id500_ood500,7,123,svc,4,0.7500000000000002
m2_hist_byteent__ms999__q1000_id500_ood500,7,123,svc,6,0.702731220902536
m2_hist_byteent__ms999__q1000_id500_ood500,7,123,svc,8,0.21428571428571433
m2_hist_byteent__ms999__q1000_id500_ood500,7,123,svc,10,0.8571428571428573
m2_hist_byteent__ms999__q1000_id500_ood500,7,123,svc,12,-0.4642857142857144
m2_hist_byteent__ms999__q1000_id500_ood500,7,42,gpc,4,0.8928571428571429
m2_hist_byteent__ms999__q1000_id500_ood500,7,42,gpc,6,0.4642857142857144
m2_hist_byteent__ms999__q1000_id500_ood500,7,42,gpc,8,0.7207499701564473
m2_hist_byteent__ms999__q1000_id500_ood500,7,42,gpc,10,0.5357142857142858
m2_hist_byteent__ms999__q1000_id500_ood500,7,42,gpc,12,-0.3214285714285715
m2_hist_byteent__ms999__q1000_id500_ood500,7,42,svc,4,0.7500000000000002
m2_hist_byteent__ms999__q1000_id500_ood500,7,42,svc,6,0.702731220902536
m2_hist_byteent__ms999__q1000_id500_ood500,7,42,svc,8,0.21428571428571433
m2_hist_byteent__ms999__q1000_id500_ood500,7,42,svc,10,0.8571428571428573
m2_hist_byteent__ms999__q1000_id500_ood500,7,42,svc,12,-0.4642857142857144
m2_hist_byteent__ms999__q1000_id500_ood500,7,999,gpc,4,0.8928571428571429
m2_hist_byteent__ms999__q1000_id500_ood500,7,999,gpc,6,0.4642857142857144
m2_hist_byteent__ms999__q1000_id500_ood500,7,999,gpc,8,0.7207499701564473
m2_hist_byteent__ms999__q1000_id500_ood500,7,999,gpc,10,0.5357142857142858
m2_hist_byteent__ms999__q1000_id500_ood500,7,999,gpc,12,-0.3214285714285715
m2_hist_byteent__ms999__q1000_id500_ood500,7,999,svc,4,0.7500000000000002
m2_hist_byteent__ms999__q1000_id500_ood500,7,999,svc,6,0.702731220902536
m2_hist_byteent__ms999__q1000_id500_ood500,7,999,svc,8,0.21428571428571433
m2_hist_byteent__ms999__q1000_id500_ood500,7,999,svc,10,0.8571428571428573
m2_hist_byteent__ms999__q1000_id500_ood500,7,999,svc,12,-0.4642857142857144
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123,gpc,4,0.5045249791095131
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123,gpc,6,0.42857142857142866
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123,gpc,8,0.14285714285714288
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123,gpc,10,0.8928571428571429
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123,gpc,12,0.8571428571428573
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123,svc,4,0.8829187134416479
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123,svc,6,0.41443123283995714
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123,svc,8,0.6785714285714287
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123,svc,10,0.6071428571428572
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123,svc,12,0.8571428571428573
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,42,gpc,4,0.5045249791095131
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,42,gpc,6,0.42857142857142866
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,42,gpc,8,0.14285714285714288
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,42,gpc,10,0.8928571428571429
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,42,gpc,12,0.8571428571428573
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,42,svc,4,0.8829187134416479
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,42,svc,6,0.39285714285714296
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,42,svc,8,0.6785714285714287
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,42,svc,10,0.6071428571428572
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,42,svc,12,0.8571428571428573
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,999,gpc,4,0.5045249791095131
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,999,gpc,6,0.42857142857142866
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,999,gpc,8,0.14285714285714288
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,999,gpc,10,0.8928571428571429
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,999,gpc,12,0.8571428571428573
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,999,svc,4,0.8829187134416479
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,999,svc,6,0.41443123283995714
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,999,svc,8,0.6785714285714287
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,999,svc,10,0.6071428571428572
m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,999,svc,12,0.8571428571428573
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,123,gpc,4,0.8214285714285715
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,123,gpc,6,0.7500000000000002
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,123,gpc,8,0.7387687194103585
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,123,gpc,10,0.4642857142857144
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,123,gpc,12,0.03571428571428572
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,123,svc,4,0.9642857142857145
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,123,svc,6,0.7500000000000002
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,123,svc,8,0.8928571428571429
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,123,svc,10,0.8468812149338255
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,123,svc,12,0.10714285714285716
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,42,gpc,4,0.8214285714285715
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,42,gpc,6,0.7500000000000002
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,42,gpc,8,0.7387687194103585
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,42,gpc,10,0.4642857142857144
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,42,gpc,12,0.03571428571428572
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,42,svc,4,0.9642857142857145
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,42,svc,6,0.7500000000000002
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,42,svc,8,0.8928571428571429
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,42,svc,10,0.8928571428571429
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,42,svc,12,0.10714285714285716
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,999,gpc,4,0.8214285714285715
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,999,gpc,6,0.7500000000000002
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,999,gpc,8,0.7387687194103585
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,999,gpc,10,0.4642857142857144
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,999,gpc,12,0.03571428571428572
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,999,svc,4,0.9642857142857145
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,999,svc,6,0.7500000000000002
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,999,svc,8,0.642857142857143
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,999,svc,10,0.8928571428571429
m2_hist_byteent__ms999__q2000_id1000_ood1000,999,999,svc,12,0.10714285714285716
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,123,gpc,4,0.8214285714285715
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,123,gpc,6,0.9285714285714288
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,123,gpc,8,0.42857142857142866
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,123,gpc,10,0.8571428571428573
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,123,gpc,12,0.7142857142857144
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,123,svc,4,0.8571428571428573
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,123,svc,6,0.8214285714285715
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,123,svc,8,0.7387687194103585
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,123,svc,10,0.6785714285714287
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,123,svc,12,0.8928571428571429
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,42,gpc,4,0.8214285714285715
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,42,gpc,6,0.9285714285714288
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,42,gpc,8,0.42857142857142866
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,42,gpc,10,0.8571428571428573
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,42,gpc,12,0.6785714285714287
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,42,svc,4,0.8571428571428573
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,42,svc,6,0.8214285714285715
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,42,svc,8,0.7387687194103585
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,42,svc,10,0.7500000000000002
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,42,svc,12,0.8928571428571429
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,999,gpc,4,0.8214285714285715
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,999,gpc,6,0.9285714285714288
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,999,gpc,8,0.42857142857142866
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,999,gpc,10,0.9642857142857145
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,999,gpc,12,0.7142857142857144
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,999,svc,4,0.8571428571428573
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,999,svc,6,0.8214285714285715
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,999,svc,8,0.7387687194103585
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,999,svc,10,0.6785714285714287
m2_hist_byteent__ms999__q4000_id1800_ood1800,42,999,svc,12,0.8928571428571429
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,gpc,4,0.702731220902536
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,gpc,6,0.5225437283634242
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,gpc,8,0.6785714285714287
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,gpc,10,0.8928571428571429
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,gpc,12,0.7500000000000002
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,svc,4,0.32714432804381227
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,svc,6,0.34759084854655053
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,svc,8,0.6756639246921762
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,svc,10,0.19565217391304346
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,svc,12,0.7207499701564473
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,gpc,4,0.702731220902536
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,gpc,6,0.5225437283634242
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,gpc,8,0.6785714285714287
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,gpc,10,0.8928571428571429
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,gpc,12,0.7500000000000002
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,svc,4,0.32714432804381227
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,svc,6,0.34759084854655053
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,svc,8,0.6756639246921762
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,svc,10,0.19565217391304346
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,svc,12,0.7207499701564473
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,gpc,4,0.702731220902536
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,gpc,6,0.5225437283634242
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,gpc,8,0.6785714285714287
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,gpc,10,0.8928571428571429
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,gpc,12,0.7500000000000002
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,svc,4,0.32714432804381227
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,svc,6,0.34759084854655053
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,svc,8,0.6756639246921762
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,svc,10,0.19565217391304346
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,svc,12,0.7207499701564473
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,gpc,4,0.6071428571428572
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,gpc,6,0.642857142857143
