shots,min_eig_before_median,fro_sampling_median,fro_projection_median,projection_vs_sampling
128,-1.2193017597986744,17.43466157168833,11.18718637751379,0.6416635236373246
512,-0.6023201017830256,8.718929217347824,5.4615657066001795,0.6264032624250976
2048,-0.29745924669092605,4.3600277589600385,2.653067591188828,0.6084978669543247
8192,-0.14712453514278273,2.180575254877916,1.2843121224192136,0.5889785823929835
