run,group,model,shots,same_selection,ood_exact_selection,ood_shots_selection,selection_regret
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,gpc,128,True,0.7757121583321324,0.7757121583321324,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,gpc,512,False,0.7757121583321324,0.7687146723030857,0.006997486029046707
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,gpc,2048,False,0.7757121583321324,0.7586507822132552,0.017061376118877147
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,gpc,8192,False,0.7757121583321324,0.7757121583321324,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,svc,128,False,0.7784422987622296,0.7644873580887416,0.013954940673488014
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,svc,512,False,0.7784422987622296,0.7644873580887416,0.013954940673488014
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,svc,2048,False,0.7784422987622296,0.755095995260284,0.023346303501945553
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember_m2,svc,8192,False,0.7784422987622296,0.7801636483002674,-0.0017213495380378196
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,gpc,128,False,0.7411315671306691,0.7623163769324524,-0.021184809801783278
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,gpc,512,False,0.7411315671306691,0.7333055359548399,0.00782603117582914
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,gpc,2048,True,0.7411315671306691,0.7411315671306691,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,gpc,8192,True,0.7411315671306691,0.7411315671306691,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,svc,128,False,0.7794919494515364,0.7583071396497529,0.0211848098017835
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,svc,512,False,0.7794919494515364,0.7577298094810443,0.021762139970492145
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,svc,2048,False,0.7794919494515364,0.7523895054204888,0.027102444031047668
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember_m2,svc,8192,False,0.7794919494515364,0.7615626403233049,0.01792930912823154
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,gpc,128,True,0.7502881659836065,0.7502881659836065,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,gpc,512,False,0.7502881659836065,0.7379930840163935,0.012295081967212962
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,gpc,2048,False,0.7502881659836065,0.7504802766393442,-0.00019211065573776498
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,gpc,8192,False,0.7502881659836065,0.7379930840163935,0.012295081967212962
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,svc,128,False,0.7241290983606558,0.740234375,-0.016105276639344246
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,svc,512,False,0.7241290983606558,0.7418993340163935,-0.017770235655737765
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,svc,2048,False,0.7241290983606558,0.740234375,-0.016105276639344246
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,svc,8192,False,0.7241290983606558,0.740234375,-0.016105276639344246
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember_m2,gpc,128,True,0.7753916563985214,0.7753916563985214,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember_m2,gpc,512,True,0.7753916563985214,0.7753916563985214,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember_m2,gpc,2048,True,0.7753916563985214,0.7753916563985214,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember_m2,gpc,8192,False,0.7753916563985214,0.7615576643036597,0.013833992094861691
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember_m2,svc,128,False,0.747819686034789,0.7634859419756446,-0.015666255940855578
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember_m2,svc,512,False,0.747819686034789,0.7634859419756446,-0.015666255940855578
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember_m2,svc,2048,False,0.747819686034789,0.7691267542526123,-0.021307068217823355
