source,setting,qs,model,scope,predictor,kind,rho,n_cells,group
ember,m1_hist_byteent__ms999__q1000_id500_ood500,123,svc,all,kta_id,honest,0.18645010683847094,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,123,svc,all,spec_train_eff_rank,honest,0.7486928514456499,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,123,svc,all,ood_novelty_ratio,label_free,-0.7417955324575919,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,123,svc,quantum,kta_ood,diagnostic,0.7609022556390977,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,123,svc,quantum,kta_drop_id_to_ood,diagnostic,-0.7233082706766917,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,123,svc,quantum,kta_train,honest,-0.26616541353383455,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,123,svc,quantum,kta_id,honest,-0.2857142857142857,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,123,svc,quantum,spec_train_eff_rank,honest,0.6240601503759398,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,123,svc,quantum,ood_novelty_ratio,label_free,-0.6330827067669172,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,gpc,all,kta_ood,diagnostic,0.6249165739710789,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,gpc,all,kta_drop_id_to_ood,diagnostic,-0.6427141268075639,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,gpc,all,kta_train,honest,-0.33303670745272523,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,gpc,all,kta_id,honest,-0.2756395995550612,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,gpc,all,spec_train_eff_rank,honest,0.6102335928809789,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,gpc,all,ood_novelty_ratio,label_free,-0.5515016685205784,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,gpc,quantum,kta_ood,diagnostic,0.7293233082706766,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,gpc,quantum,kta_drop_id_to_ood,diagnostic,-0.6917293233082705,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,gpc,quantum,kta_train,honest,-0.6721804511278194,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,gpc,quantum,kta_id,honest,-0.5639097744360902,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,gpc,quantum,spec_train_eff_rank,honest,0.7563909774436091,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,gpc,quantum,ood_novelty_ratio,label_free,-0.5774436090225563,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,svc,all,kta_ood,diagnostic,0.22981090100111232,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,svc,all,kta_drop_id_to_ood,diagnostic,-0.27341490545050057,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,svc,all,kta_train,honest,-0.047830923248053395,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,svc,all,kta_id,honest,-0.418020022246941,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,svc,all,spec_train_eff_rank,honest,0.10344827586206896,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,svc,all,ood_novelty_ratio,label_free,-0.06518353726362626,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,svc,quantum,kta_ood,diagnostic,0.19999999999999998,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,svc,quantum,kta_drop_id_to_ood,diagnostic,-0.12932330827067667,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,svc,quantum,kta_train,honest,-0.14736842105263157,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,svc,quantum,kta_id,honest,-0.021052631578947364,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,svc,quantum,spec_train_eff_rank,honest,0.19097744360902258,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,999,svc,quantum,ood_novelty_ratio,label_free,-0.07969924812030074,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,gpc,all,kta_ood,diagnostic,0.7672969966629588,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,gpc,all,kta_drop_id_to_ood,diagnostic,-0.6124582869855395,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,gpc,all,kta_train,honest,-0.04827586206896552,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,gpc,all,kta_id,honest,0.22402669632925473,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,gpc,all,spec_train_eff_rank,honest,0.6453837597330366,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,gpc,all,ood_novelty_ratio,label_free,-0.6173526140155728,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,gpc,quantum,kta_ood,diagnostic,0.7488721804511278,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,gpc,quantum,kta_drop_id_to_ood,diagnostic,-0.3639097744360902,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,gpc,quantum,kta_train,honest,-0.19849624060150375,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,gpc,quantum,kta_id,honest,-0.08571428571428572,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,gpc,quantum,spec_train_eff_rank,honest,0.5684210526315789,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,gpc,quantum,ood_novelty_ratio,label_free,-0.49022556390977434,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,svc,all,kta_ood,diagnostic,0.6372232768321966,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,svc,all,kta_drop_id_to_ood,diagnostic,-0.617643790672548,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,svc,all,kta_train,honest,-0.12526421258956935,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,svc,all,kta_id,honest,0.02736678179132688,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,svc,all,spec_train_eff_rank,honest,0.48859717734759206,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,svc,all,ood_novelty_ratio,label_free,-0.49794193210560606,30,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,svc,quantum,kta_ood,diagnostic,0.43458646616541347,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,svc,quantum,kta_drop_id_to_ood,diagnostic,-0.41353383458646614,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,svc,quantum,kta_train,honest,-0.35037593984962395,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,svc,quantum,kta_id,honest,-0.41353383458646614,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,svc,quantum,spec_train_eff_rank,honest,0.17142857142857143,20,ember_m1
ember,m1_hist_byteent__ms999__q1000_id500_ood500,2024,svc,quantum,ood_novelty_ratio,label_free,-0.1894736842105263,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,gpc,all,kta_ood,diagnostic,0.6729699666295884,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,gpc,all,kta_drop_id_to_ood,diagnostic,-0.5078976640711901,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,gpc,all,kta_train,honest,0.29032258064516125,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,gpc,all,kta_id,honest,0.7721913236929923,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,gpc,all,spec_train_eff_rank,honest,0.8411568409343715,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,gpc,all,ood_novelty_ratio,label_free,-0.8447163515016683,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,gpc,quantum,kta_ood,diagnostic,0.5428571428571428,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,gpc,quantum,kta_drop_id_to_ood,diagnostic,-0.6180451127819548,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,gpc,quantum,kta_train,honest,-0.13533834586466165,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,gpc,quantum,kta_id,honest,0.437593984962406,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,gpc,quantum,spec_train_eff_rank,honest,0.5774436090225563,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,gpc,quantum,ood_novelty_ratio,label_free,-0.5849624060150376,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,svc,all,kta_ood,diagnostic,0.6836484983314793,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,svc,all,kta_drop_id_to_ood,diagnostic,-0.47452725250278077,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,svc,all,kta_train,honest,0.37842046718576194,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,svc,all,kta_id,honest,0.832258064516129,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,svc,all,spec_train_eff_rank,honest,0.832258064516129,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,svc,all,ood_novelty_ratio,label_free,-0.8411568409343715,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,svc,quantum,kta_ood,diagnostic,0.675187969924812,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,svc,quantum,kta_drop_id_to_ood,diagnostic,-0.6496240601503759,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,svc,quantum,kta_train,honest,0.04360902255639097,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,svc,quantum,kta_id,honest,0.6060150375939849,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,svc,quantum,spec_train_eff_rank,honest,0.5323308270676691,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,7,svc,quantum,ood_novelty_ratio,label_free,-0.5759398496240601,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,gpc,all,kta_ood,diagnostic,0.6258064516129032,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,gpc,all,kta_drop_id_to_ood,diagnostic,-0.5835372636262514,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,gpc,all,kta_train,honest,-0.12525027808676306,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,gpc,all,kta_id,honest,-0.09899888765294772,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,gpc,all,spec_train_eff_rank,honest,0.5879866518353727,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,gpc,all,ood_novelty_ratio,label_free,-0.6320355951056729,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,gpc,quantum,kta_ood,diagnostic,0.21954887218045113,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,gpc,quantum,kta_drop_id_to_ood,diagnostic,-0.13834586466165413,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,gpc,quantum,kta_train,honest,0.04360902255639097,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,gpc,quantum,kta_id,honest,0.11278195488721804,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,gpc,quantum,spec_train_eff_rank,honest,0.4451127819548871,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,gpc,quantum,ood_novelty_ratio,label_free,-0.4586466165413533,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,svc,all,kta_ood,diagnostic,0.7490545050055617,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,svc,all,kta_drop_id_to_ood,diagnostic,-0.692992213570634,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,svc,all,kta_train,honest,-0.1884315906562848,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,svc,all,kta_id,honest,-0.15283648498331479,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,svc,all,spec_train_eff_rank,honest,0.6720800889877642,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,svc,all,ood_novelty_ratio,label_free,-0.7183537263626251,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,svc,quantum,kta_ood,diagnostic,0.5278195488721804,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,svc,quantum,kta_drop_id_to_ood,diagnostic,-0.39999999999999997,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,svc,quantum,kta_train,honest,-0.17293233082706763,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,svc,quantum,kta_id,honest,-0.08120300751879699,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,svc,quantum,spec_train_eff_rank,honest,0.6451127819548872,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,42,svc,quantum,ood_novelty_ratio,label_free,-0.6872180451127818,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,gpc,all,kta_ood,diagnostic,0.7210233592880979,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,gpc,all,kta_drop_id_to_ood,diagnostic,-0.7281423804226919,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,gpc,all,kta_train,honest,0.29032258064516125,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,gpc,all,kta_id,honest,-0.0028921023359288096,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,gpc,all,spec_train_eff_rank,honest,0.7032258064516129,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,gpc,all,ood_novelty_ratio,label_free,-0.7090100111234705,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,gpc,quantum,kta_ood,diagnostic,0.5624060150375939,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,gpc,quantum,kta_drop_id_to_ood,diagnostic,-0.5428571428571428,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,gpc,quantum,kta_train,honest,-0.21052631578947367,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,gpc,quantum,kta_id,honest,-0.3654135338345864,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,gpc,quantum,spec_train_eff_rank,honest,0.6150375939849623,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,gpc,quantum,ood_novelty_ratio,label_free,-0.6225563909774435,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,svc,all,kta_ood,diagnostic,0.7441601779755282,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,svc,all,kta_drop_id_to_ood,diagnostic,-0.6591768631813125,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,svc,all,kta_train,honest,0.2609566184649611,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,svc,all,kta_id,honest,0.02513904338153504,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,svc,all,spec_train_eff_rank,honest,0.703670745272525,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,svc,all,ood_novelty_ratio,label_free,-0.7094549499443825,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,svc,quantum,kta_ood,diagnostic,0.7263157894736841,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,svc,quantum,kta_drop_id_to_ood,diagnostic,-0.7007518796992479,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,svc,quantum,kta_train,honest,-0.3443609022556391,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,svc,quantum,kta_id,honest,-0.4947368421052631,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,svc,quantum,spec_train_eff_rank,honest,0.7308270676691728,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,123,svc,quantum,ood_novelty_ratio,label_free,-0.7413533834586465,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,gpc,all,kta_ood,diagnostic,0.8878754171301446,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,gpc,all,kta_drop_id_to_ood,diagnostic,-0.8411568409343715,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,gpc,all,kta_train,honest,0.19288097886540603,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,gpc,all,kta_id,honest,0.3232480533926585,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,gpc,all,spec_train_eff_rank,honest,0.8304783092324804,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,gpc,all,ood_novelty_ratio,label_free,-0.875417130144605,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,gpc,quantum,kta_ood,diagnostic,0.8105263157894737,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,gpc,quantum,kta_drop_id_to_ood,diagnostic,-0.7082706766917292,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,gpc,quantum,kta_train,honest,-0.1639097744360902,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,gpc,quantum,kta_id,honest,-0.09774436090225563,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,gpc,quantum,spec_train_eff_rank,honest,0.7563909774436091,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,gpc,quantum,ood_novelty_ratio,label_free,-0.8781954887218045,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,svc,all,kta_ood,diagnostic,0.9145717463848719,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,svc,all,kta_drop_id_to_ood,diagnostic,-0.8518353726362626,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,svc,all,kta_train,honest,0.24582869855394882,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,svc,all,kta_id,honest,0.33659621802002226,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,svc,all,spec_train_eff_rank,honest,0.8055617352614016,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,svc,all,ood_novelty_ratio,label_free,-0.8269187986651836,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,svc,quantum,kta_ood,diagnostic,0.8796992481203006,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,svc,quantum,kta_drop_id_to_ood,diagnostic,-0.7684210526315788,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,svc,quantum,kta_train,honest,0.006015037593984962,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,svc,quantum,kta_id,honest,-0.05263157894736842,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,svc,quantum,spec_train_eff_rank,honest,0.7052631578947368,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,999,svc,quantum,ood_novelty_ratio,label_free,-0.7849624060150376,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,gpc,all,kta_ood,diagnostic,0.49454949944382637,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,gpc,all,kta_drop_id_to_ood,diagnostic,-0.46696329254727476,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,gpc,all,kta_train,honest,0.023804226918798663,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,gpc,all,kta_id,honest,-0.006006674082313682,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,gpc,all,spec_train_eff_rank,honest,0.3161290322580645,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,gpc,all,ood_novelty_ratio,label_free,-0.32413793103448274,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,gpc,quantum,kta_ood,diagnostic,0.58796992481203,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,gpc,quantum,kta_drop_id_to_ood,diagnostic,-0.35488721804511275,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,gpc,quantum,kta_train,honest,0.16240601503759397,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,gpc,quantum,kta_id,honest,0.06466165413533834,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,gpc,quantum,spec_train_eff_rank,honest,0.17593984962406017,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,gpc,quantum,ood_novelty_ratio,label_free,-0.18496240601503755,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,svc,all,kta_ood,diagnostic,0.5942157953281423,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,svc,all,kta_drop_id_to_ood,diagnostic,-0.5617352614015573,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,svc,all,kta_train,honest,0.060734149054505006,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,svc,all,kta_id,honest,0.005116796440489433,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,svc,all,spec_train_eff_rank,honest,0.3348164627363737,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,svc,all,ood_novelty_ratio,label_free,-0.3468298109010011,30,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,svc,quantum,kta_ood,diagnostic,0.5759398496240601,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,svc,quantum,kta_drop_id_to_ood,diagnostic,-0.3443609022556391,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,svc,quantum,kta_train,honest,0.1744360902255639,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,svc,quantum,kta_id,honest,0.11428571428571428,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,svc,quantum,spec_train_eff_rank,honest,0.025563909774436087,20,ember_m1
ember,m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,svc,quantum,ood_novelty_ratio,label_free,-0.051127819548872175,20,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,gpc,all,kta_ood,diagnostic,0.8206896551724139,30,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,gpc,all,kta_drop_id_to_ood,diagnostic,-0.5301446051167964,30,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,gpc,all,kta_train,honest,0.4513904338153503,30,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,gpc,all,kta_id,honest,0.3739710789766407,30,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,gpc,all,spec_train_eff_rank,honest,0.7219132369299222,30,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,gpc,all,ood_novelty_ratio,label_free,-0.7677419354838709,30,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,gpc,quantum,kta_ood,diagnostic,0.7353383458646616,20,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,gpc,quantum,kta_drop_id_to_ood,diagnostic,-0.6857142857142857,20,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,gpc,quantum,kta_train,honest,-0.23308270676691725,20,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,gpc,quantum,kta_id,honest,-0.31127819548872177,20,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,gpc,quantum,spec_train_eff_rank,honest,0.6932330827067669,20,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,gpc,quantum,ood_novelty_ratio,label_free,-0.669172932330827,20,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,svc,all,kta_ood,diagnostic,0.9167964404894325,30,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,svc,all,kta_drop_id_to_ood,diagnostic,-0.6240266963292548,30,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,svc,all,kta_train,honest,0.5056729699666296,30,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,svc,all,kta_id,honest,0.38064516129032255,30,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,svc,all,spec_train_eff_rank,honest,0.7281423804226919,30,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,svc,all,ood_novelty_ratio,label_free,-0.7922135706340377,30,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,svc,quantum,kta_ood,diagnostic,0.9383458646616539,20,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,svc,quantum,kta_drop_id_to_ood,diagnostic,-0.8586466165413533,20,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,svc,quantum,kta_train,honest,-0.0781954887218045,20,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,svc,quantum,kta_id,honest,-0.3037593984962406,20,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,svc,quantum,spec_train_eff_rank,honest,0.8526315789473683,20,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,7,svc,quantum,ood_novelty_ratio,label_free,-0.882706766917293,20,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,gpc,all,kta_ood,diagnostic,0.8398220244716351,30,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,gpc,all,kta_drop_id_to_ood,diagnostic,-0.7842046718576196,30,ember_m1
ember,m1_hist_byteent__ms999__q4000_id1800_ood1800,42,gpc,all,kta_train,honest,-0.4211345939933259,30,ember_m1
