family,model,dim,cfg,kernel,split,svc_c,fit_seconds,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy
classical_ext,svc,4,linear__svc_C0.01__d4,linear,id_test,0.01,0.012002944946289062,0.722,0.7274423147747835,0.713320491191308,0.7632027257240205,0.9044530912235191,0.8807722775375828,,,,
classical_ext,svc,4,linear__svc_C0.01__d4,linear,ood_test,0.01,0.012002944946289062,0.768,0.762101487566252,0.7548024891774892,0.8116883116883117,0.8384493442859202,0.8038645685321457,,,,
classical_ext,svc,4,linear__svc_C0.1__d4,linear,id_test,0.1,0.009000778198242188,0.84,0.8412195161006228,0.8399359743897559,0.8431372549019608,0.9433956221677796,0.9306804725960003,,,,
classical_ext,svc,4,linear__svc_C0.1__d4,linear,ood_test,0.1,0.009000778198242188,0.494,0.501056828553586,0.463617128634365,0.3359580052493438,0.8092904837392516,0.7436593940508021,,,,
classical_ext,svc,4,linear__svc_C10__d4,linear,id_test,10.0,0.00850367546081543,0.84,0.8412195161006228,0.8399359743897559,0.8431372549019608,0.9293686250020016,0.8533410950614477,,,,
classical_ext,svc,4,linear__svc_C10__d4,linear,ood_test,10.0,0.00850367546081543,0.494,0.501056828553586,0.463617128634365,0.3359580052493438,0.8094185841699892,0.7365782734098147,,,,
classical_ext,svc,4,linear__svc_C100__d4,linear,id_test,100.0,0.0240020751953125,0.84,0.8412195161006228,0.8399359743897559,0.8431372549019608,0.9290483739251573,0.8527207945285402,,,,
classical_ext,svc,4,linear__svc_C100__d4,linear,ood_test,100.0,0.0240020751953125,0.494,0.501056828553586,0.463617128634365,0.3359580052493438,0.8094185841699892,0.7365781882030122,,,,
classical_ext,svc,4,rbf_gscale__svc_C0.01__d4,rbf_gscale,id_test,0.01,0.013875722885131836,0.84,0.8422283069926823,0.8394966615305599,0.8484848484848485,0.947654961489808,0.9362565641886789,,,,
classical_ext,svc,4,rbf_gscale__svc_C0.01__d4,rbf_gscale,ood_test,0.01,0.013875722885131836,0.844,0.8402907879777746,0.840108889945719,0.8650519031141869,0.8094666218315159,0.7761090700640707,,,,
classical_ext,svc,4,rbf_gscale__svc_C0.1__d4,rbf_gscale,id_test,0.1,0.007390022277832031,0.902,0.9025395910393749,0.9019964718729874,0.9014084507042254,0.9289042609405774,0.8700806743993409,,,,
classical_ext,svc,4,rbf_gscale__svc_C0.1__d4,rbf_gscale,ood_test,0.1,0.007390022277832031,0.906,0.9040767962082272,0.9051620115339136,0.9140767824497258,0.8566075803429889,0.7296925428688678,,,,
classical_ext,svc,4,rbf_gscale__svc_C10__d4,rbf_gscale,id_test,10.0,0.007581949234008789,0.942,0.943579766536965,0.9419477529776799,0.9436893203883495,0.9752606043137819,0.9626142966775466,,,,
classical_ext,svc,4,rbf_gscale__svc_C10__d4,rbf_gscale,ood_test,10.0,0.007581949234008789,0.922,0.9197530864197531,0.9211136327778924,0.9294755877034359,0.9914973339097852,0.9924169349527845,,,,
