tag,protocol,model,reference,scope,n_settings,wins,mean_delta,median_delta,wilcoxon_p
netflow_main,p1,gpc,classical_orig,ALL,54,48,0.04081299509672463,0.029589254431539314,8.077834449121765e-10
netflow_main,p1,gpc,classical_orig,toniot_scanning_m2_centroid,9,9,0.09471472840977446,0.0629621601907232,0.00390625
netflow_main,p1,gpc,classical_orig,toniot_scanning_natural_cur,9,9,0.05646237463091075,0.039456991253797535,0.00390625
netflow_main,p1,gpc,classical_orig,unsw_dos_m2_centroid,9,6,0.027052589868643808,0.013495069159213391,0.07421875
netflow_main,p1,gpc,classical_orig,unsw_dos_natural_cur,9,9,0.037139201508546646,0.036163195488492894,0.00390625
netflow_main,p1,gpc,classical_orig,unsw_recon_m2_centroid,9,6,0.007895228053816471,0.008596929954693855,0.09765625
netflow_main,p1,gpc,classical_orig,unsw_recon_natural_cur,9,9,0.021613848108655718,0.021603344567069027,0.00390625
netflow_main,p1,svc,classical_orig,ALL,54,44,0.04395603572114223,0.03232737182643136,1.0560246063657703e-07
netflow_main,p1,svc,classical_orig,toniot_scanning_m2_centroid,9,9,0.1484311020107995,0.15517089971482056,0.00390625
netflow_main,p1,svc,classical_orig,toniot_scanning_natural_cur,9,9,0.02104451604584143,0.021285176813665485,0.00390625
netflow_main,p1,svc,classical_orig,unsw_dos_m2_centroid,9,5,0.030645315289965502,0.0023403136482145204,0.65234375
netflow_main,p1,svc,classical_orig,unsw_dos_natural_cur,9,9,0.03750942289306092,0.03735763143031112,0.00390625
netflow_main,p1,svc,classical_orig,unsw_recon_m2_centroid,9,3,-0.0010871001826821855,-0.005323315129404094,0.734375
netflow_main,p1,svc,classical_orig,unsw_recon_natural_cur,9,9,0.027192958269868117,0.03147196802071961,0.00390625
netflow_main,p2,gpc,classical_orig,ALL,54,54,0.033426545504472306,0.032360293702228426,1.6256984569330967e-10
netflow_main,p2,gpc,classical_orig,toniot_scanning_m2_centroid,9,9,0.04502924244974814,0.0430096963734824,0.00390625
netflow_main,p2,gpc,classical_orig,toniot_scanning_natural_cur,9,9,0.04229020781571681,0.04707941783278691,0.00390625
netflow_main,p2,gpc,classical_orig,unsw_dos_m2_centroid,9,9,0.028001948526477922,0.026952937508709418,0.00390625
netflow_main,p2,gpc,classical_orig,unsw_dos_natural_cur,9,9,0.03551322986951963,0.030009425970559223,0.00390625
netflow_main,p2,gpc,classical_orig,unsw_recon_m2_centroid,9,9,0.03304917107435504,0.03230326147826357,0.00390625
netflow_main,p2,gpc,classical_orig,unsw_recon_natural_cur,9,9,0.01667547329101636,0.01441791647084989,0.00390625
netflow_main,p2,svc,classical_orig,ALL,54,51,0.02618022136081393,0.025207119064445505,8.527694966187635e-10
netflow_main,p2,svc,classical_orig,toniot_scanning_m2_centroid,9,9,0.03712513489098807,0.03595821403163313,0.00390625
netflow_main,p2,svc,classical_orig,toniot_scanning_natural_cur,9,9,0.03671265786942295,0.036084063463367344,0.00390625
netflow_main,p2,svc,classical_orig,unsw_dos_m2_centroid,9,9,0.013623307108732139,0.013266029723599915,0.00390625
netflow_main,p2,svc,classical_orig,unsw_dos_natural_cur,9,9,0.05077954200709631,0.053202901654616164,0.00390625
netflow_main,p2,svc,classical_orig,unsw_recon_m2_centroid,9,8,0.011435403639247407,0.010285035986647983,0.0078125
netflow_main,p2,svc,classical_orig,unsw_recon_natural_cur,9,7,0.007405282649396698,0.008329410870842158,0.1640625
netflow_main,p3,gpc,classical_orig,ALL,54,54,0.034392649593223766,0.03381376612664588,1.6256984569330967e-10
netflow_main,p3,gpc,classical_orig,toniot_scanning_m2_centroid,9,9,0.046474251443501174,0.04695065344977334,0.00390625
netflow_main,p3,gpc,classical_orig,toniot_scanning_natural_cur,9,9,0.04243297887861319,0.04431882330256853,0.00390625
