tag,protocol,model,reference,scope,n_settings,wins,mean_delta,median_delta,wilcoxon_p
netflow_main,p3,gpc,classical_orig,unsw_dos_m2_centroid,9,9,0.029876083812950285,0.027044756363060696,0.00390625
netflow_main,p3,gpc,classical_orig,unsw_dos_natural_cur,9,9,0.03552558414602558,0.034014128064702165,0.00390625
netflow_main,p3,gpc,classical_orig,unsw_recon_m2_centroid,9,9,0.031749721250517955,0.03245181743437797,0.00390625
netflow_main,p3,gpc,classical_orig,unsw_recon_natural_cur,9,9,0.020297278027734376,0.01907295241762008,0.00390625
netflow_main,p3,svc,classical_orig,ALL,54,54,0.025591258908976816,0.026418340071239832,1.6256984569330967e-10
netflow_main,p3,svc,classical_orig,toniot_scanning_m2_centroid,9,9,0.035191127702371476,0.037409445827862875,0.00390625
netflow_main,p3,svc,classical_orig,toniot_scanning_natural_cur,9,9,0.037328911447431876,0.03854243368639232,0.00390625
netflow_main,p3,svc,classical_orig,unsw_dos_m2_centroid,9,9,0.014547980500410458,0.013266029723599804,0.00390625
netflow_main,p3,svc,classical_orig,unsw_dos_natural_cur,9,9,0.0426049954106495,0.041504350691773606,0.00390625
netflow_main,p3,svc,classical_orig,unsw_recon_m2_centroid,9,9,0.012555487896178798,0.014240486326993596,0.00390625
netflow_main,p3,svc,classical_orig,unsw_recon_natural_cur,9,9,0.011319050496818781,0.008329410870842158,0.00390625
netflow_main,p1,gpc,classical_ext,ALL,54,44,0.017424879615238646,0.014529014375582294,9.83512625138416e-07
netflow_main,p1,gpc,classical_ext,toniot_scanning_m2_centroid,9,9,0.0393767973237131,0.03077172676318396,0.00390625
netflow_main,p1,gpc,classical_ext,toniot_scanning_natural_cur,9,6,0.004644834265422837,0.005298789481404165,0.09765625
netflow_main,p1,gpc,classical_ext,unsw_dos_m2_centroid,9,6,0.024821055579492116,0.019064123345749584,0.12890625
netflow_main,p1,gpc,classical_ext,unsw_dos_natural_cur,9,9,0.018640832066234705,0.015552073727765792,0.00390625
netflow_main,p1,gpc,classical_ext,unsw_recon_m2_centroid,9,5,-0.0028176653278749494,0.0011439074423464923,0.65234375
netflow_main,p1,gpc,classical_ext,unsw_recon_natural_cur,9,9,0.019883423784444063,0.02362359023685745,0.00390625
netflow_main,p1,svc,classical_ext,ALL,54,29,0.0046015218811583,0.0017211798355535324,0.6636959838409773
netflow_main,p1,svc,classical_ext,toniot_scanning_m2_centroid,9,9,0.02276329068957952,0.0077635643453102254,0.00390625
netflow_main,p1,svc,classical_ext,toniot_scanning_natural_cur,9,0,-0.022932880546524967,-0.021136398006939228,0.00390625
netflow_main,p1,svc,classical_ext,unsw_dos_m2_centroid,9,4,0.01243786215751139,-0.0025308046937401185,1.0
netflow_main,p1,svc,classical_ext,unsw_dos_natural_cur,9,8,0.017647560046703845,0.014211849013623934,0.0078125
netflow_main,p1,svc,classical_ext,unsw_recon_m2_centroid,9,1,-0.012084707272440907,-0.010807918791909787,0.0078125
netflow_main,p1,svc,classical_ext,unsw_recon_natural_cur,9,7,0.009778006212120919,0.009511942630816339,0.02734375
netflow_main,p2,gpc,classical_ext,ALL,54,52,0.019516954811864773,0.017633248881100627,7.246481060810672e-10
netflow_main,p2,gpc,classical_ext,toniot_scanning_m2_centroid,9,9,0.03645725285522963,0.03119032034709457,0.00390625
netflow_main,p2,gpc,classical_ext,toniot_scanning_natural_cur,9,9,0.007402446038544502,0.008080631418822981,0.00390625
netflow_main,p2,gpc,classical_ext,unsw_dos_m2_centroid,9,8,0.01632825643261351,0.021016921408041567,0.0078125
netflow_main,p2,gpc,classical_ext,unsw_dos_natural_cur,9,9,0.021647626980279507,0.01727341608944266,0.00390625
netflow_main,p2,gpc,classical_ext,unsw_recon_m2_centroid,9,9,0.019184598171897525,0.017993081672758593,0.00390625
netflow_main,p2,gpc,classical_ext,unsw_recon_natural_cur,9,8,0.016081548392623952,0.008810582779334997,0.0390625
netflow_main,p2,svc,classical_ext,ALL,54,34,0.006043879174797667,0.001985424968026339,0.006100048088451482
netflow_main,p2,svc,classical_ext,toniot_scanning_m2_centroid,9,7,0.010007967117897988,0.00786189042760499,0.01953125
netflow_main,p2,svc,classical_ext,toniot_scanning_natural_cur,9,7,0.000665407348446149,0.00100163637528361,0.203125
netflow_main,p2,svc,classical_ext,unsw_dos_m2_centroid,9,3,0.0002797890084105248,-0.0020593190087083713,0.8203125
netflow_main,p2,svc,classical_ext,unsw_dos_natural_cur,9,8,0.02335657372556695,0.02075723342639979,0.0078125
netflow_main,p2,svc,classical_ext,unsw_recon_m2_centroid,9,2,-0.0031749978543410056,-0.002633788818174332,0.12890625
netflow_main,p2,svc,classical_ext,unsw_recon_natural_cur,9,7,0.005128535702805396,0.004768644753547879,0.25
netflow_main,p3,gpc,classical_ext,ALL,54,54,0.020395541587086723,0.019220742536563806,1.6256984569330967e-10
netflow_main,p3,gpc,classical_ext,toniot_scanning_m2_centroid,9,9,0.034643567697639904,0.03367287070546976,0.00390625
netflow_main,p3,gpc,classical_ext,toniot_scanning_natural_cur,9,9,0.00832437520354734,0.007664050077468398,0.00390625
netflow_main,p3,gpc,classical_ext,unsw_dos_m2_centroid,9,9,0.018332433653878884,0.01686006243060323,0.00390625
netflow_main,p3,gpc,classical_ext,unsw_dos_natural_cur,9,9,0.02391680794050472,0.022486588904144567,0.00390625
netflow_main,p3,gpc,classical_ext,unsw_recon_m2_centroid,9,9,0.020844574026512557,0.022279614279568483,0.00390625
netflow_main,p3,gpc,classical_ext,unsw_recon_natural_cur,9,9,0.016311491000436953,0.016879117139013133,0.00390625
netflow_main,p3,svc,classical_ext,ALL,54,41,0.006642144798393822,0.002772365746026406,1.5743208287492646e-05
netflow_main,p3,svc,classical_ext,toniot_scanning_m2_centroid,9,9,0.009974121077412036,0.007861890427605212,0.00390625
netflow_main,p3,svc,classical_ext,toniot_scanning_natural_cur,9,9,0.0020564640610910073,0.0016883816036148414,0.00390625
netflow_main,p3,svc,classical_ext,unsw_dos_m2_centroid,9,4,0.001080953219755962,-0.0010873967624881464,0.49609375
netflow_main,p3,svc,classical_ext,unsw_dos_natural_cur,9,9,0.022551090596650256,0.021860455814686874,0.00390625
netflow_main,p3,svc,classical_ext,unsw_recon_m2_centroid,9,2,-0.0015403188262485977,-0.0009530204434199385,0.203125
netflow_main,p3,svc,classical_ext,unsw_recon_natural_cur,9,8,0.0057305586617022695,0.0025706897393174,0.0546875
