setting,model,p1_ood_mean,p1_ood_std,p1_id_mean,p1_n_runs,p2_ood_mean,p2_n_folds,p3_ood_mean,p3_cfg,fam,n_candidates,group
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,svc,0.9582694318498676,0.029883687829122627,0.9866777027351735,15,0.9920749179134916,5,0.9920749179134916,zmap_r2__svc__d12,quantum,60,toniot_scanning_natural_cur
unsw_dos__natural_cur__ms123__q1000_id500_ood500,gpc,0.7926548280391985,0.03541250896646356,0.9023988152464217,15,0.7899692408666709,5,0.815910254783466,zz_r2_full__as2__gpc__d6,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms123__q1000_id500_ood500,svc,0.8032217591302445,0.03501612336068289,0.9004752740623017,15,0.7879003815492001,5,0.819161150091464,zz_r1_full__as2__svc__d6,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,gpc,0.8069032692098922,0.013837271634907496,0.9051232944484766,15,0.8037984996527443,5,0.8115660505947636,zmap_r2__as2__gpc__d12,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,svc,0.810877799044333,0.025038151223438755,0.905772345039803,15,0.8243820502772017,5,0.8243820502772017,zmap_r2__as2__svc__d12,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms123__q4000_id1800_ood1800,gpc,0.8159760243512687,0.01621379722183249,0.9081813460151057,15,0.8257821308464072,5,0.8257821308464072,zmap_r2__as2__gpc__d12,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms123__q4000_id1800_ood1800,svc,0.8171038549299651,0.009159325924753688,0.9108446365121389,15,0.8283507217812085,5,0.8283507217812086,zmap_r2__as2__svc__d12,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms42__q1000_id500_ood500,gpc,0.7842661389165759,0.009173464298102688,0.8931375570629821,15,0.793538548886926,5,0.8100312846869093,zz_r2_full__as2__gpc__d10,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms42__q1000_id500_ood500,svc,0.7920100424952193,0.019261078461595176,0.9001381626528383,15,0.8118320489121972,5,0.8212326484729469,zz_r2_full__as2__svc__d10,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms42__q2000_id1000_ood1000,gpc,0.8260430210490544,0.008063978316410031,0.9038232635654191,15,0.8328921840526089,5,0.8363645084662452,pauli_xz_r1_full__as2__gpc__d12,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms42__q2000_id1000_ood1000,svc,0.8284538257225796,0.017579923569155404,0.9051456805572166,15,0.8489785802917715,5,0.8489785802917716,zmap_r2__as2__svc__d12,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms42__q4000_id1800_ood1800,gpc,0.8337348561825001,0.009719280680700463,0.9057396593127395,15,0.8324884416222187,5,0.8350613319509165,zmap_r2__as2__gpc__d12,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms42__q4000_id1800_ood1800,svc,0.8314243746855202,0.011621151328296398,0.908634444851526,15,0.8385715654187079,5,0.8385715654187079,zmap_r2__as2__svc__d12,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms999__q1000_id500_ood500,gpc,0.7711623839950352,0.012861899410781112,0.9026331790739721,15,0.784778437279574,5,0.797169574574656,zz_r2_full__gpc__d6,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms999__q1000_id500_ood500,svc,0.7810931956509762,0.01579328779350572,0.9026349545554778,15,0.8117237434189561,5,0.8117237434189561,zz_r2_full__as2__svc__d10,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms999__q2000_id1000_ood1000,gpc,0.7969463327277879,0.015542258158993127,0.9049512808612594,15,0.8168891389524058,5,0.8168891389524057,zmap_r2__as2__gpc__d12,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms999__q2000_id1000_ood1000,svc,0.8051357904656077,0.01741799932372037,0.9068668961615457,15,0.8219010121683772,5,0.8219010121683772,zmap_r2__as2__svc__d12,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms999__q4000_id1800_ood1800,gpc,0.8222796158873912,0.004837776242024048,0.9119489846465428,15,0.8302764288479352,5,0.8302764288479351,zmap_r2__as2__gpc__d12,quantum,60,unsw_dos_natural_cur
unsw_dos__natural_cur__ms999__q4000_id1800_ood1800,svc,0.8298027128273507,0.010072891017952806,0.9130465781939819,15,0.8258244757895422,5,0.8329202735103398,zmap_r2__as2__svc__d12,quantum,60,unsw_dos_natural_cur
unsw_recon__natural_cur__ms123__q1000_id500_ood500,gpc,0.773771588972498,0.018433559218358455,0.9002450272918027,15,0.7854434411451131,5,0.7969448236335925,zz_r2_full__as0.5__gpc__d6,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms123__q1000_id500_ood500,svc,0.7848377875454767,0.029627171274946643,0.9011968544922593,15,0.7805070959186895,5,0.7975213195372498,zz_r2_full__as0.5__svc__d6,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,gpc,0.7904957917771983,0.03285647423993034,0.905744814701416,15,0.7892731221849221,5,0.8102173173964213,zz_r2_full__as0.5__gpc__d4,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,svc,0.8006112434460838,0.03491314412746927,0.9073528625131381,15,0.799443673627257,5,0.8117739045360017,zz_r2_full__as0.5__svc__d4,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms123__q4000_id1800_ood1800,gpc,0.8162024207983859,0.016886788369901838,0.9110334994427307,15,0.8245447385036722,5,0.824544738503672,zmap_r2__as2__gpc__d12,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms123__q4000_id1800_ood1800,svc,0.8108702701692309,0.025871525804594092,0.9132118252519198,15,0.8163945798522549,5,0.8209905865883568,zmap_r2__as2__svc__d12,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms42__q1000_id500_ood500,gpc,0.7640726156201451,0.024481347473122868,0.8982791892603296,15,0.7921849082501197,5,0.7921849082501196,zmap_r2__as2__gpc__d6,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms42__q1000_id500_ood500,svc,0.7694551937508468,0.01167945688887728,0.8988060720453016,15,0.7750600018623539,5,0.7837869388354569,zz_r2_full__as0.5__svc__d6,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000,gpc,0.8196508779179802,0.014209569835888378,0.9058037885915087,15,0.8104512787921481,5,0.8187859609151487,zmap_r2__as2__gpc__d12,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000,svc,0.8193577916452367,0.014722421020482213,0.9095011765274387,15,0.8218953275729033,5,0.8218953275729033,zmap_r2__as2__svc__d10,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms42__q4000_id1800_ood1800,gpc,0.8040735134405047,0.007278288935201752,0.9113426856669768,15,0.8068598142753611,5,0.8151940877136468,zmap_r2__as2__gpc__d6,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms42__q4000_id1800_ood1800,svc,0.7953694660191168,0.016048688865093197,0.9121498101720918,15,0.817789661838539,5,0.8177896618385391,zz_r2_full__as0.5__svc__d6,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms999__q1000_id500_ood500,gpc,0.778704086211137,0.011755494011437271,0.9032375122558062,15,0.759700765371618,5,0.7878522380547616,zz_r1_full__as0.5__gpc__d4,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms999__q1000_id500_ood500,svc,0.7720063758280952,0.016048578162220856,0.8994775555097209,15,0.7765126003302538,5,0.7878215142646801,zz_r2_full__as0.5__svc__d6,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms999__q2000_id1000_ood1000,gpc,0.7860875325643712,0.03547603316573999,0.9109395669100384,15,0.8093731269842653,5,0.8143472003470463,zz_r2_full__gpc__d6,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms999__q2000_id1000_ood1000,svc,0.807679551838376,0.016166669128628332,0.91010515497161,15,0.7991438921469742,5,0.8134986311147184,zmap_r2__as2__svc__d12,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms999__q4000_id1800_ood1800,gpc,0.8000439311670544,0.01474585826840193,0.9140914543464055,15,0.8082386508659638,5,0.8129554407834031,zmap_r2__as2__gpc__d6,quantum,60,unsw_recon_natural_cur
unsw_recon__natural_cur__ms999__q4000_id1800_ood1800,svc,0.7930092588109904,0.01691550247503119,0.9137582877885507,15,0.8088158018918001,5,0.8140863289445055,zz_r2_full__svc__d6,quantum,60,unsw_recon_natural_cur
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,gpc,0.9790247673215321,0.015102861751112346,0.9574166537135813,15,0.9805219429239956,5,0.9821886095906623,rbf_gscale_x10__gpc__d8,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,svc,0.9915993386188144,0.004706149644084893,0.969447914773725,15,0.9882786785915947,5,0.9915799606428768,rbf_gscale_x10__svc__d10,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,gpc,0.9811638319333958,0.004496348322238178,0.9715978539425181,15,0.984274557707631,5,0.9852805939249347,rbf_gscale_x10__gpc__d8,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,svc,0.9883739869269922,0.0036920595148703444,0.9774294359997656,15,0.9919350675019475,5,0.9919350675019475,rbf_gscale_x10__svc__d12,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,gpc,0.9869853342047497,0.0037538667403953824,0.977755862698072,15,0.9878772427356608,5,0.9887636898482258,rbf_gscale_x10__gpc__d12,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,svc,0.990146153758483,0.0025136012666749094,0.9845288580875273,15,0.9916026414820454,5,0.9916026414820454,rbf_gscale_x10__svc__d12,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,gpc,0.977708836994054,0.013825620987093773,0.9743304516230933,15,0.9881699851933012,5,0.9881699851933013,rbf_gscale_x10__gpc__d8,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,svc,0.9859412836361766,0.006103819220753837,0.9750311730769441,15,0.9897840283727101,5,0.9897840283727101,rbf_gscale_x10__svc__d8,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,gpc,0.9864987492304812,0.001654770449205775,0.9666820559077759,15,0.9865063643293916,5,0.9871106060260704,rbf_gscale_x10__gpc__d8,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,svc,0.9885675789479068,0.005856059368343973,0.9741753573038346,15,0.9907373741580002,5,0.9909414557906532,rbf_gscale_x10__svc__d8,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,gpc,0.9852308751547905,0.0057421563191167955,0.9704416453813904,15,0.9884536402923303,5,0.9884536402923303,rbf_gscale_x10__gpc__d12,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,svc,0.9888182017383534,0.0047969032066885004,0.9800217441886114,15,0.9911030986136262,5,0.9911030986136262,rbf_gscale_x10__svc__d12,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,gpc,0.9760627164122396,0.004074136230003241,0.9628958355867958,15,0.9772364058469455,5,0.9792235853341249,rbf_gscale_x10__gpc__d8,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,svc,0.9826635464609494,0.002176386503117778,0.9714955167170098,15,0.9812628855105212,5,0.9839448778476859,rbf_gscale_x10__svc__d8,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,gpc,0.9844959737604702,0.0028793443336852316,0.974210584295833,15,0.9888894034558866,5,0.9888894034558866,rbf_gscale_x10__gpc__d12,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,svc,0.9894345384469165,0.0030680918333998667,0.9778835805076056,15,0.990901989682996,5,0.9915205536526102,rbf_gscale_x10__svc__d12,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,gpc,0.9853972654428182,0.003983112167995757,0.9760947009981378,15,0.9914097170847848,5,0.9914097170847848,rbf_gscale_x10__gpc__d12,classical_ext,55,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,svc,0.9904819870623556,0.0016012054879237987,0.9844404423870505,15,0.9926484624276009,5,0.992648462427601,rbf_gscale_x10__svc__d12,classical_ext,55,toniot_scanning_natural_cur
unsw_dos__natural_cur__ms123__q1000_id500_ood500,gpc,0.7784112740892407,0.02409840604046731,0.9007766376595352,15,0.7965490989560616,5,0.7965490989560616,rbf_gscale_x10__gpc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms123__q1000_id500_ood500,svc,0.7895486979137742,0.027590570994000717,0.901420062407156,15,0.788928036114524,5,0.7980848676615854,rbf_gscale_x10__svc__d6,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,gpc,0.7977178189912184,0.01113153119203529,0.8999716420096202,15,0.8060722701653619,5,0.8060722701653619,rbf_gscale_x10__gpc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,svc,0.799367436832646,0.00950821979138262,0.9008237745611656,15,0.8044165160272417,5,0.8055384901244315,rbf_gscale_x10__svc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms123__q4000_id1800_ood1800,gpc,0.8121410771413733,0.021124675569751613,0.9082914132768547,15,0.8158878861398199,5,0.8158878861398198,rbf_gscale_x10__gpc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms123__q4000_id1800_ood1800,svc,0.8063444102002915,0.012448517782671763,0.9094103949258016,15,0.8136109843990414,5,0.8136109843990413,rbf_gscale_x10__svc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms42__q1000_id500_ood500,gpc,0.7817572013434742,0.02865398546252875,0.8890620618747379,15,0.7932680628271049,5,0.793268062827105,rbf_gscale_x10__gpc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms42__q1000_id500_ood500,svc,0.7873646245289145,0.025942597865539332,0.8905491219245452,15,0.7643340123797269,5,0.7910447313875929,rbf_gscale_x10__svc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms42__q2000_id1000_ood1000,gpc,0.8228387937342655,0.018556471447824845,0.903819735729557,15,0.8323994294386672,5,0.8323994294386672,rbf_gscale_x10__gpc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms42__q2000_id1000_ood1000,svc,0.8287621731790313,0.011231036803638073,0.9058126862663531,15,0.8325436026846871,5,0.8325436026846871,rbf_gscale_x10__svc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms42__q4000_id1800_ood1800,gpc,0.821380076098838,0.011049383264991155,0.9075381707661324,15,0.8295461468159772,5,0.8295461468159774,rbf_gscale_x10__gpc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms42__q4000_id1800_ood1800,svc,0.8270979909388504,0.007603180239819641,0.9081274076001578,15,0.8274956582815346,5,0.8286900724520732,laplacian_med__svc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms999__q1000_id500_ood500,gpc,0.7696680325294086,0.01817113409019763,0.8982647338919637,15,0.7435588538744439,5,0.7822298754389571,rbf_gscale_x10__gpc__d6,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms999__q1000_id500_ood500,svc,0.7704344502299632,0.010278532486721757,0.8969690237997887,15,0.7729207930759222,5,0.7790447297955893,rbf_gscale_x10__svc__d6,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms999__q2000_id1000_ood1000,gpc,0.8057958296753986,0.012036274855721552,0.900729804878051,15,0.8108284111290327,5,0.8108284111290327,rbf_gscale_x10__gpc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms999__q2000_id1000_ood1000,svc,0.7938998015931119,0.009978529508936644,0.9039315217898978,15,0.8039309873766637,5,0.8039309873766637,rbf_gscale_x10__svc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms999__q4000_id1800_ood1800,gpc,0.8129353605814492,0.010902428586452953,0.9104251244640665,15,0.8153196253277042,5,0.8153196253277041,rbf_gscale_x10__gpc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_dos__natural_cur__ms999__q4000_id1800_ood1800,svc,0.8088981544827476,0.004459797028935899,0.9088581619308035,15,0.8139870442897369,5,0.8139870442897369,rbf_gscale_x10__svc__d12,classical_ext,55,unsw_dos_natural_cur
unsw_recon__natural_cur__ms123__q1000_id500_ood500,gpc,0.7437371920250349,0.00753847981300024,0.8989872088597548,15,0.7615212240036732,5,0.781277888277162,rbf_gscale_x10__gpc__d6,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms123__q1000_id500_ood500,svc,0.7591402801145918,0.010575097632835396,0.9012743384975315,15,0.7878258866023108,5,0.794573068566884,linear__svc__d12,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,gpc,0.794389261723966,0.023257261655079537,0.9083325842448933,15,0.7828219565489724,5,0.7945432601830126,rbf_gscale_x10__gpc__d4,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,svc,0.7910010898346497,0.03217850796790683,0.9069024984516897,15,0.7921444396566025,5,0.7995220385834971,linear__svc__d10,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms123__q4000_id1800_ood1800,gpc,0.8014507640154924,0.020318129683431108,0.9097075184684331,15,0.8131286245606002,5,0.8131286245606001,rbf_gscale_x3__gpc__d12,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms123__q4000_id1800_ood1800,svc,0.8147373161210343,0.017110419125792153,0.9140429523978345,15,0.7992179733910498,5,0.8178491718146834,laplacian_med__svc__d12,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms42__q1000_id500_ood500,gpc,0.7570150124418551,0.021127061302734538,0.8915365480379932,15,0.7779859950743754,5,0.7819859950743755,rbf_gscale_x3__gpc__d6,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms42__q1000_id500_ood500,svc,0.7519531004534172,0.032627475344257396,0.8960168296849403,15,0.765174035588908,5,0.7699146076369359,rbf_gscale_x10__svc__d6,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000,gpc,0.7943752355865842,0.023517256661959557,0.9041003686809351,15,0.8133383337684595,5,0.8133383337684595,rbf_gscale_x10__gpc__d4,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000,svc,0.8214585748583296,0.013163218588377467,0.9081817851496049,15,0.8047368735421625,5,0.8179121910739157,rbf_gscale_x10__svc__d4,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms42__q4000_id1800_ood1800,gpc,0.7865723285182288,0.02278757456872357,0.9071499748363597,15,0.8136167336786808,5,0.8136167336786808,rbf_gscale_x10__gpc__d4,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms42__q4000_id1800_ood1800,svc,0.7964143517158208,0.013657152975719785,0.9116239377062431,15,0.8061747679188713,5,0.8139497296380751,rbf_gscale_x10__svc__d4,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms999__q1000_id500_ood500,gpc,0.7708635044203133,0.019148169884836273,0.8979422302003581,15,0.788926174004202,5,0.7889261740042018,rbf_gscale_x10__gpc__d4,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms999__q1000_id500_ood500,svc,0.7774121905609207,0.015109916580456772,0.899972730498728,15,0.7551078087073844,5,0.7837075026439123,rbf_gscale_x10__svc__d6,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms999__q2000_id1000_ood1000,gpc,0.7796325032541309,0.031523343306061234,0.9085086779326539,15,0.7903217437342254,5,0.7994494581250977,rbf_gscale_x10__gpc__d4,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms999__q2000_id1000_ood1000,svc,0.8038608499257102,0.023020149899116264,0.910190692640239,15,0.7893896103583372,5,0.8015681640700716,rbf_gscale_x10__svc__d4,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms999__q4000_id1800_ood1800,gpc,0.7883815094931576,0.012703115396203522,0.9133137123281441,15,0.8048951629434888,5,0.8048951629434888,rbf_gscale_x10__gpc__d4,classical_ext,55,unsw_recon_natural_cur
unsw_recon__natural_cur__ms999__q4000_id1800_ood1800,svc,0.7958515026454911,0.007377629621333158,0.915813330222272,15,0.8079028750386714,5,0.8079028750386713,rbf_gscale_x10__svc__d4,classical_ext,55,unsw_recon_natural_cur
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,gpc,0.9825914566894159,0.014943117240477841,0.9552557852320004,15,0.9821886095906625,5,0.9821886095906623,rbf_gscale_x10__gpc__d8,classical_orig,30,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,svc,0.9923867401936176,0.0035224785616497453,0.967382198558565,15,0.9915799606428767,5,0.9915799606428768,rbf_gscale_x10__svc__d10,classical_orig,30,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,gpc,0.9842959867568725,0.005537595974689964,0.9709878185398995,15,0.984274557707631,5,0.9852805939249347,rbf_gscale_x10__gpc__d8,classical_orig,30,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,svc,0.9911384747000521,0.0025519952649996846,0.9731059815690852,15,0.9919350675019475,5,0.9919350675019475,rbf_gscale_x10__svc__d12,classical_orig,30,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,gpc,0.9887039004859282,0.0026439225797644447,0.9738950369976727,15,0.9878772427356608,5,0.9887636898482258,rbf_gscale_x10__gpc__d12,classical_orig,30,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,svc,0.990829714205781,0.0028190568771072557,0.9749214254013648,15,0.9916026414820454,5,0.9916026414820454,rbf_gscale_x10__svc__d12,classical_orig,30,toniot_scanning_natural_cur
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,gpc,0.9831142423994593,0.005587775937332164,0.9743304516230933,15,0.9881699851933012,5,0.9881699851933013,rbf_gscale_x10__gpc__d8,classical_orig,30,toniot_scanning_natural_cur
