tag,protocol,model,reference,scope,n,mean_delta,ci_lo,ci_hi,stat,perm_p,lodo_min,lodo_max
netflow_sweep_full,p3,svc,classical_orig,unsw_dos_natural_cur,9,0.020085929839275856,0.015909466517474852,0.024726224288533754,group_mean,,,
netflow_sweep_full,p3,svc,classical_orig,unsw_recon_natural_cur,9,0.007595149810946185,0.005031937239037248,0.010317847215219427,group_mean,,,
netflow_sweep_full,p3,svc,classical_orig,HIER,27,0.009305742236688798,,,hier_T,9.999000099990002e-05,0.003915648435395269,0.01384053982511102
netflow_sweep_full,p1,gpc,classical_ext,toniot_scanning_natural_cur,9,-0.007082882703596176,-0.009754866765131043,-0.004417159377126468,group_mean,,,
netflow_sweep_full,p1,gpc,classical_ext,unsw_dos_natural_cur,9,-0.008117006435537378,-0.013924025977051176,-0.0005327048977228355,group_mean,,,
netflow_sweep_full,p1,gpc,classical_ext,unsw_recon_natural_cur,9,0.0031301281616149534,-0.0017786523894837598,0.007949151869219623,group_mean,,,
netflow_sweep_full,p1,gpc,classical_ext,HIER,27,-0.0040232536591728665,,,hier_T,0.035596440355964404,-0.0075999445695667765,-0.001976377270990611
netflow_sweep_full,p1,svc,classical_ext,toniot_scanning_natural_cur,9,-0.035569693297300656,-0.04824518861265938,-0.024375836404854554,group_mean,,,
netflow_sweep_full,p1,svc,classical_ext,unsw_dos_natural_cur,9,-0.010313686832623743,-0.014369531814299253,-0.005766884057590265,group_mean,,,
netflow_sweep_full,p1,svc,classical_ext,unsw_recon_natural_cur,9,-0.0034903767598548014,-0.008810198609616344,0.0022538955866402946,group_mean,,,
netflow_sweep_full,p1,svc,classical_ext,HIER,27,-0.016457918963259734,,,hier_T,0.00019998000199980003,-0.0229416900649622,-0.006902031796239272
netflow_sweep_full,p2,gpc,classical_ext,toniot_scanning_natural_cur,9,-0.0003574800438805006,-0.0019295881195597838,0.0009340484794988836,group_mean,,,
netflow_sweep_full,p2,gpc,classical_ext,unsw_dos_natural_cur,9,-0.009323447279650114,-0.012177370272305267,-0.00631068590651428,group_mean,,,
netflow_sweep_full,p2,gpc,classical_ext,unsw_recon_natural_cur,9,-0.004175989472134539,-0.015017257451377415,0.0068003581573534005,group_mean,,,
netflow_sweep_full,p2,gpc,classical_ext,HIER,27,-0.004618972265221718,,,hier_T,0.035996400359964,-0.006749718375892326,-0.0022667347580075194
netflow_sweep_full,p2,svc,classical_ext,toniot_scanning_natural_cur,9,-0.00214886475370937,-0.004281181581798408,-0.0005253239580962578,group_mean,,,
netflow_sweep_full,p2,svc,classical_ext,unsw_dos_natural_cur,9,-0.007099027708214183,-0.015659093973806035,0.001344484612197844,group_mean,,,
netflow_sweep_full,p2,svc,classical_ext,unsw_recon_natural_cur,9,-0.002344541846033684,-0.008889924408377414,0.003549220753762652,group_mean,,,
netflow_sweep_full,p2,svc,classical_ext,HIER,27,-0.0038641447693190793,,,hier_T,0.0514948505149485,-0.0047217847771239335,-0.002246703299871527
netflow_sweep_full,p3,gpc,classical_ext,toniot_scanning_natural_cur,9,0.0003305480475547857,-0.00022389905596342796,0.0008662843317218792,group_mean,,,
netflow_sweep_full,p3,gpc,classical_ext,unsw_dos_natural_cur,9,-0.0030236816857024764,-0.007243993982189906,0.0013989694098082027,group_mean,,,
netflow_sweep_full,p3,gpc,classical_ext,unsw_recon_natural_cur,9,0.0006096330140853916,-0.003256718249242215,0.004497935148580795,group_mean,,,
netflow_sweep_full,p3,gpc,classical_ext,HIER,27,-0.0006945002080207663,,,hier_T,0.5189481051894811,-0.0013465668190738454,0.00047009053082008867
netflow_sweep_full,p3,svc,classical_ext,toniot_scanning_natural_cur,9,-0.0006077345763994484,-0.0012852023155110524,0.0001107073483962193,group_mean,,,
netflow_sweep_full,p3,svc,classical_ext,unsw_dos_natural_cur,9,-0.003936416350827791,-0.008404956281517932,0.0009676307859461266,group_mean,,,
netflow_sweep_full,p3,svc,classical_ext,unsw_recon_natural_cur,9,-0.0033052920999493665,-0.005796366874735097,-0.0008281009756284974,group_mean,,,
netflow_sweep_full,p3,svc,classical_ext,HIER,27,-0.0026164810090588686,,,hier_T,0.011398860113988602,-0.003620854225388579,-0.0019565133381744073
