variant_name,master_seed,size_tag,family,dim,cfg,n_runs,id_bal_acc_mean,id_bal_acc_std,ood_bal_acc_mean,ood_bal_acc_std,id_f1_pos_mean,id_f1_pos_std,ood_f1_pos_mean,ood_f1_pos_std
m1_hist_byteent,42,size_q2000_id1000_ood1000,classical,8,rbf_gscale,15,0.6797326596874066,0.01108733289936317,0.7088588822355955,0.009440633086250464,0.6910098598373418,0.016800100554488502,0.722457708455574,0.010807258140863587
m1_hist_byteent,42,size_q2000_id1000_ood1000,classical,12,rbf_gscale,15,0.7022043640092411,0.004911140464672766,0.7086182702098642,0.060276974736150735,0.7130628569465015,0.010090095178873134,0.7091030897007907,0.09091467877950118
m1_hist_byteent,42,size_q2000_id1000_ood1000,classical,10,rbf_gscale,15,0.7024343685731221,0.005327009823977828,0.7014377319299591,0.05616234321909964,0.7139603681834149,0.00893606445529782,0.7031662039234733,0.09015903815364884
m1_hist_byteent,42,size_q2000_id1000_ood1000,classical,6,rbf_gscale,15,0.6761100082219887,0.009930260896110847,0.7013324025268396,0.016817490466192523,0.6853348630253072,0.02056558447509465,0.7155328927311408,0.0170382430024627
m1_hist_byteent,42,size_q2000_id1000_ood1000,classical,4,linear,15,0.642140127777974,0.05946409559796939,0.6863068435605549,0.03656189625239899,0.5913443274075835,0.20060330097464804,0.6727925124650347,0.08741323571245797
m1_hist_byteent,42,size_q2000_id1000_ood1000,classical,12,linear,15,0.6732330006640134,0.01945553793752968,0.6812993856964149,0.04455859788652552,0.7045221215645523,0.02140216348365597,0.7183154707510208,0.031210939144624816
m1_hist_byteent,42,size_q2000_id1000_ood1000,classical,6,linear,15,0.6748743414618146,0.014368327313077882,0.6756052059335336,0.044145801734325925,0.6924179671940485,0.015446980993422486,0.6953254860843753,0.02908511659000424
m1_hist_byteent,42,size_q2000_id1000_ood1000,classical,10,linear,15,0.6774802268860702,0.01774711528584433,0.6743395289540809,0.04423100466386177,0.7023805955226765,0.022559438402520175,0.7080743632117159,0.025865627135304787
m1_hist_byteent,42,size_q2000_id1000_ood1000,classical,8,linear,15,0.6768719458872802,0.012316395375284629,0.6709905383775475,0.04913599090730687,0.6975528212998445,0.019135543733622893,0.7022372648266829,0.026880500120665247
m1_hist_byteent,42,size_q2000_id1000_ood1000,classical,4,rbf_gscale,15,0.6741711360590437,0.007930866457227376,0.6364192190670876,0.06630211759806678,0.6791379001548058,0.016909695803346912,0.6067092945479836,0.11377379597398488
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,12,zz_r1_full__d12,15,0.7909145870017008,0.006072385280114877,0.761362606812712,0.006962978747888853,0.7941618327356132,0.009165957834690009,0.7153964021919935,0.007241612616063154
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,10,zz_r1_full__d10,15,0.7927637836375563,0.006533895913948293,0.7605755600284653,0.009825368496355071,0.7968758936452297,0.008992631356641082,0.7183588043412151,0.012625751775652774
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,8,zz_r2_full__d8,15,0.7847173067805504,0.010775134629808603,0.7508607686987269,0.018735893829950157,0.7878866778630321,0.013299964603380187,0.7125059560862599,0.016752738542092808
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,10,zz_r2_full__d10,15,0.7922642410052805,0.008125627126662214,0.7500803015556926,0.01162129175573683,0.7920856943024072,0.011406431520781433,0.6936096617279485,0.01437767424757168
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,12,zmap_r2__d12,15,0.7690098355484942,0.007054096130201209,0.7461688052011556,0.015121853790254772,0.7731652993373452,0.008958314503789783,0.7175472780544999,0.018975245405799913
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,12,zz_r2_full__d12,15,0.7917054761870925,0.005507697586779081,0.7452586281554944,0.008312452886867282,0.7892279126638412,0.008260266260513141,0.6830082675107622,0.010387030704853816
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,8,zz_r1_full__d8,15,0.7749832488555843,0.0124532440099762,0.7393968288842674,0.022256046698986003,0.7779578143143416,0.014559267640540233,0.7098895447094511,0.025812352350966856
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,6,zz_r1_full__d6,15,0.7654075694697918,0.01044011881547387,0.7355464875995679,0.02173529455518008,0.76872035493744,0.013557182188163899,0.7151340759289181,0.02172673642831461
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,6,zz_r2_full__d6,15,0.7703605728005146,0.011891615238957196,0.7324941815359,0.021518669544167687,0.7712285560178882,0.016577845840791146,0.7056270187364556,0.0207565030618421
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,4,zz_r2_full__d4,15,0.7347950284713718,0.025475785756038503,0.7290314033193571,0.025920033621235055,0.735502772040398,0.02483623678976174,0.7174517387734293,0.025877006649015752
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,10,zmap_r2__d10,15,0.7655292006381623,0.009064343683668461,0.7235088285871141,0.04953881513404483,0.7694326170709223,0.011402514508527814,0.6850400807947028,0.07652622728909324
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,12,pauli_xz_r1_full__d12,15,0.7537875159719785,0.011534161944262983,0.7223726648415585,0.06236961985381911,0.7564271852059136,0.013066335709893205,0.6803472898882245,0.09897112527832111
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,4,zz_r1_full__d4,15,0.7175974312881773,0.026006215855384186,0.6986718961026496,0.05988000935565098,0.7231296389693703,0.026165877332560015,0.6810606175839647,0.0783258885879523
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,10,pauli_xz_r1_full__d10,15,0.750251781834343,0.013897628700576327,0.6979582509443012,0.08083888404384007,0.751854977887181,0.017145624172395228,0.6419449257440942,0.12738324846210067
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,6,zmap_r2__d6,15,0.6930054437359103,0.0083773682578675,0.6752096143653267,0.0765978461808552,0.7010716461863928,0.011676989984324848,0.6544828081675768,0.11054713260627066
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,8,zmap_r2__d8,15,0.7171512366848911,0.017717573663369537,0.6746946053224682,0.08341240273623392,0.7246486577395487,0.015556804054345764,0.6387823578826025,0.1275817087354986
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,8,pauli_xz_r1_full__d8,15,0.70247662527222,0.011340002622286223,0.6700980908648688,0.07948756868535715,0.7126804887137345,0.013956807074495205,0.6454476443439358,0.11447380524674104
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,6,pauli_xz_r1_full__d6,15,0.6918087786215641,0.0077144138513869235,0.6655172764771315,0.07642147835076354,0.7001431093478454,0.013639129363928136,0.6479960130936561,0.11052673554407054
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,4,zmap_r2__d4,15,0.6797813132146722,0.014646651735250427,0.6589745925048127,0.08013614330612912,0.6823518013626523,0.02251032032158577,0.6254337559970645,0.1283697372776306
m1_hist_byteent,42,size_q2000_id1000_ood1000,quantum,4,pauli_xz_r1_full__d4,15,0.6857513339991476,0.012205946646408545,0.6485797671157708,0.06373277768471651,0.6879824587520973,0.019133791488528246,0.6117121721749794,0.12503514127933948
m1_hist_byteent,42,size_q4000_id1800_ood1800,classical,10,rbf_gscale,15,0.7153416762341467,0.0070873732400533315,0.7486786659177117,0.019742920770318553,0.7319987079500087,0.005145760980424824,0.754731161388754,0.01681900522014878
m1_hist_byteent,42,size_q4000_id1800_ood1800,classical,12,rbf_gscale,15,0.7190378789066135,0.004836204323691959,0.7485489048648908,0.020392529856125854,0.7336110958820804,0.0044921832253806285,0.7515549029318941,0.017088554999501265
m1_hist_byteent,42,size_q4000_id1800_ood1800,classical,8,rbf_gscale,15,0.7045321109573988,0.010395843164142783,0.7154377067975243,0.005906191568656367,0.724340682598404,0.00816614794783628,0.73440829914966,0.018688147846022417
m1_hist_byteent,42,size_q4000_id1800_ood1800,classical,12,linear,15,0.6910674351110883,0.011755874440360496,0.7144973300353812,0.009990032264340481,0.7142980357078711,0.010452950335395199,0.7427008908613774,0.010716960663580386
m1_hist_byteent,42,size_q4000_id1800_ood1800,classical,10,linear,15,0.6906137572176115,0.013803672426576824,0.7050083714203145,0.015969323329914163,0.7141276226492435,0.011318008913055885,0.7364022697148038,0.016309893544342112
m1_hist_byteent,42,size_q4000_id1800_ood1800,classical,6,rbf_gscale,15,0.6874665896609978,0.014156655205201634,0.6977785039214621,0.01824921225973961,0.7051728956418529,0.01813731202621284,0.7215679726389802,0.022442201242073804
m1_hist_byteent,42,size_q4000_id1800_ood1800,classical,6,linear,15,0.668933583036408,0.009151477890895772,0.68953266704457,0.012658586103904978,0.6851195427332805,0.00843693892088666,0.704563009690896,0.012782787146406896
m1_hist_byteent,42,size_q4000_id1800_ood1800,classical,8,linear,15,0.6755562632190489,0.00531636468658051,0.6890587372895497,0.013223212900334135,0.6927050029295854,0.00914279945974549,0.7074665840344004,0.017125458026788356
m1_hist_byteent,42,size_q4000_id1800_ood1800,classical,4,linear,15,0.6518501918058622,0.04301294216824063,0.6882724109426357,0.028214644293761686,0.6407771497883952,0.1051704052276603,0.6922741925893068,0.05711697874693443
m1_hist_byteent,42,size_q4000_id1800_ood1800,classical,4,rbf_gscale,15,0.6761964087217353,0.012055120151365444,0.6597065009922879,0.0505057264288181,0.6816634841254053,0.014164968635054056,0.6512170670904538,0.09765144043930064
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,12,zz_r1_full__d12,15,0.8015094871755623,0.006357227404833225,0.7565260180224,0.008231334645311983,0.8093539582494907,0.0055269946173681014,0.7183150320933783,0.013887403217176988
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,10,zz_r1_full__d10,15,0.7959321942761143,0.005174478715114647,0.755744693423427,0.012079464963532625,0.8043143209123015,0.006129495666641931,0.7209267449976783,0.0209311190837506
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,10,zz_r2_full__d10,15,0.8004794878646767,0.004322580552085666,0.7538371637974824,0.007150123962864683,0.8075944709679858,0.004144460892963619,0.710889912913193,0.014363649401955152
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,12,zz_r2_full__d12,15,0.8047544048638804,0.007552286678699718,0.7497581352338736,0.0068108299028453185,0.810408373496135,0.005031595875434919,0.700526962308494,0.014212223339226372
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,8,zz_r2_full__d8,15,0.7914756913633494,0.0034561519992482486,0.748798997828089,0.012614297261898959,0.7991805553211113,0.005489283547860295,0.7170742613744988,0.01578801566687573
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,8,zz_r1_full__d8,15,0.7868150154534493,0.003077148457510084,0.7442138860139079,0.014026138147022284,0.7958807232219723,0.007317552861143376,0.7204587131002558,0.019376545171184485
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,12,pauli_xz_r1_full__d12,15,0.7727315356275134,0.008587575946512114,0.743745068340474,0.009842141413767396,0.7841984237305399,0.01194743875953922,0.7230918191036613,0.015116354008706603
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,12,zmap_r2__d12,15,0.7799820635205801,0.008484720111303797,0.7415869361322167,0.004213366737987559,0.790835183570781,0.014053777595675512,0.7224267256431743,0.013598482142662984
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,10,pauli_xz_r1_full__d10,15,0.7676916113909306,0.008081314797595697,0.7411039540587621,0.013001728199897903,0.7792538917951279,0.011604633037853437,0.7230482016070007,0.017610707524044693
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,10,zmap_r2__d10,15,0.7746278865087902,0.01306215558467803,0.7404515591946494,0.0049551021396026,0.7854572353108531,0.017814019139755066,0.7233698850778457,0.014294845737319163
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,6,zz_r1_full__d6,15,0.7699964298622884,0.008816097465091056,0.7346718889890002,0.008870205845128732,0.7818948616316896,0.010973865648424869,0.7232882988377501,0.013547021747647983
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,6,zz_r2_full__d6,15,0.7797985289978812,0.004274775302502342,0.7332304149333325,0.010284082186377443,0.789725926843964,0.007132313508006053,0.7174373268135575,0.016104019685490377
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,8,zmap_r2__d8,15,0.7427416846601037,0.01506382457045841,0.7325133742796475,0.0069010295939796965,0.7522625619725213,0.019349001207885862,0.7249462130929071,0.012719634812774602
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,4,zz_r2_full__d4,15,0.7583182640243178,0.017006090841526197,0.7248003675015764,0.014407572012777058,0.7690904770303555,0.018668946529402215,0.7173929136810808,0.027124835427470205
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,8,pauli_xz_r1_full__d8,15,0.7278339148137138,0.025370085107787096,0.7225276277651537,0.013192169768957658,0.7444696051624516,0.02182574892806595,0.7263201298412202,0.014370251579854205
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,6,zmap_r2__d6,15,0.7118260022406424,0.010286610261555763,0.7217071216635421,0.014095728815899532,0.7270710498062385,0.012465728006017088,0.7301905734834572,0.012398536834661715
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,6,pauli_xz_r1_full__d6,15,0.7010689243167914,0.0062173583588317136,0.7106892270456002,0.01627154167804958,0.7192143911648073,0.010026250761389065,0.7317092085520767,0.01480333438267059
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,4,zmap_r2__d4,15,0.6941957629233507,0.007091343068055814,0.7041213682208132,0.011848324785837536,0.7087594861842567,0.00471376642548282,0.7170197679410584,0.012390669823282695
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,4,zz_r1_full__d4,15,0.7327588650695922,0.01664479063052115,0.6946388207794062,0.04081854334621486,0.7434205103752743,0.015057391284089143,0.6824552969433753,0.07273992952764692
m1_hist_byteent,42,size_q4000_id1800_ood1800,quantum,4,pauli_xz_r1_full__d4,15,0.683655264399166,0.014066240016916635,0.6699132654723863,0.05911199749036718,0.6948130809937889,0.01594694414288543,0.6758261755631907,0.08758799952430524
m1_hist_byteent,123,size_q1000_id500_ood500,classical,12,rbf_gscale,15,0.7331054771486031,0.020332321054542104,0.7292034478747932,0.023593520179340657,0.7484880023304746,0.023377374014342422,0.7369944962308445,0.02014706313352203
m1_hist_byteent,123,size_q1000_id500_ood500,classical,8,rbf_gscale,15,0.7142684174271777,0.029380610602850604,0.7091551406575125,0.025198909453018867,0.730116857859812,0.02914362115958417,0.7229561112686501,0.020182678945761808
m1_hist_byteent,123,size_q1000_id500_ood500,classical,6,linear,15,0.6864414071594196,0.018036917901866255,0.7081515740642027,0.01825667495371793,0.7008607502945139,0.01450431340876796,0.7164108921726332,0.017318944775393415
m1_hist_byteent,123,size_q1000_id500_ood500,classical,10,rbf_gscale,15,0.7239162426497521,0.026912427937972126,0.706195847145684,0.024081543031044886,0.7425309440877864,0.027441498742781047,0.7237549727233868,0.022967513649146006
m1_hist_byteent,123,size_q1000_id500_ood500,classical,4,linear,15,0.6825172727885621,0.01739547178407515,0.6855567032360153,0.02261927184060155,0.695599359616098,0.014564975103926856,0.7006797748357378,0.013886094079963234
m1_hist_byteent,123,size_q1000_id500_ood500,classical,12,linear,15,0.7009714822241376,0.035483397060662655,0.6846147632206951,0.042705713322572364,0.7373139678842016,0.03167975520657896,0.7170751040080626,0.040328921768021
m1_hist_byteent,123,size_q1000_id500_ood500,classical,6,rbf_gscale,15,0.7088280253599728,0.029438899302540192,0.6717326754760542,0.08562066770195387,0.7255081319367443,0.03168945353008101,0.6820681582743584,0.1048955348589337
m1_hist_byteent,123,size_q1000_id500_ood500,classical,10,linear,15,0.6904596869096821,0.03226957351523486,0.6697631685487673,0.05491297449044995,0.7221084568799291,0.030065595114098554,0.7004389671801814,0.03729284285708945
m1_hist_byteent,123,size_q1000_id500_ood500,classical,4,rbf_gscale,15,0.6889020034597416,0.02777719267485635,0.6579971928899223,0.08047222905446857,0.7002245011528133,0.03230012795779336,0.6643065908447415,0.08994475108898425
m1_hist_byteent,123,size_q1000_id500_ood500,classical,8,linear,15,0.6925504793289908,0.03183173415256504,0.6511973617616204,0.041713547195512436,0.7186425455205018,0.028987560019869237,0.6867786091491576,0.037603254483950924
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,12,pauli_xz_r1_full__d12,15,0.7579135699454007,0.021688021376137432,0.7496491387597507,0.019837986821843248,0.769263119438932,0.021458895310656815,0.7304702690872644,0.024785603161881335
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,12,zz_r1_full__d12,15,0.7900383184719139,0.013255795334063293,0.7459241954693367,0.048821920158688324,0.7987188311186039,0.00908020779306322,0.7048748975878413,0.04941063297434971
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,10,pauli_xz_r1_full__d10,15,0.7465743442266584,0.02925581318166841,0.7448567177437504,0.019600342114169604,0.7590690040624358,0.024766809682893385,0.7373830632371274,0.018835828974027562
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,8,zz_r1_full__d8,15,0.7565476983448068,0.028499705164249847,0.742343207476811,0.02087672081313536,0.7662992354713226,0.030017499573710818,0.7091282397906109,0.027845952739292704
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,12,zmap_r2__d12,15,0.760176810774655,0.023614937420165884,0.7393262362473315,0.01810219162214991,0.7715926109346459,0.021311200804798404,0.7186896216681045,0.026472769786071423
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,10,zz_r1_full__d10,15,0.7776794139531985,0.013375841367083124,0.7387008105530548,0.04641285593455276,0.7886774806743753,0.007792509923407636,0.7052252202095521,0.04790823369276431
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,6,zz_r1_full__d6,15,0.7486013232415932,0.03068581340612808,0.7349573796496479,0.026322498486346085,0.7593157617112446,0.032193557547993405,0.716007219857101,0.02535765564834423
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,10,zmap_r2__d10,15,0.7498493784837967,0.028691129684159093,0.7320701576900621,0.012716828314228726,0.7629642281028494,0.021928037772677628,0.7179884461802631,0.023134237356845392
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,4,zz_r1_full__d4,15,0.7253119921436461,0.030358223170800454,0.7300394637576082,0.011967227196558372,0.7364639829086452,0.02896938315020853,0.7244076587291656,0.010873790334537066
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,10,zz_r2_full__d10,15,0.7817394909087009,0.019875388821748562,0.7237742364819897,0.05376113422910689,0.787091883200313,0.015711150599935633,0.6590497769987248,0.07057443690973544
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,8,pauli_xz_r1_full__d8,15,0.722191482227914,0.032638119534106835,0.7162193439745846,0.027300743912113783,0.7370480843819646,0.0358618246650578,0.7215784995732305,0.024963163140409646
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,8,zz_r2_full__d8,15,0.757851790652438,0.01959252510406128,0.7156081488922231,0.04313143239336898,0.7644302635458512,0.019333642788486857,0.6705251630656711,0.05016891772029612
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,4,zz_r2_full__d4,15,0.7233888265904156,0.02078625677814673,0.7149067078114913,0.020474405171605783,0.7368823371850777,0.028336404165225457,0.7162477756602097,0.020917289682061406
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,6,zmap_r2__d6,15,0.7194097226956224,0.028685689362142653,0.7146105385586681,0.025034602591997558,0.7349706228472365,0.029327927774961203,0.7204638424447704,0.03219338133584945
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,8,zmap_r2__d8,15,0.7157754372092,0.03014414504910816,0.712958549742073,0.01701090128890381,0.7298864189546009,0.03387956411141916,0.7126887566745217,0.02227606056523557
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,6,zz_r2_full__d6,15,0.7538393257221195,0.022676242780980075,0.7115058014750026,0.04186331137493926,0.763897077641934,0.02230909200895729,0.6877750125739185,0.036673672533639276
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,12,zz_r2_full__d12,15,0.7831083750488671,0.010957566732578304,0.6979409320324491,0.050626274882798826,0.7841999486262785,0.004620049222034163,0.6101531598441983,0.07759338944505045
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,6,pauli_xz_r1_full__d6,15,0.7172399699613735,0.033984900947040216,0.6812831927342239,0.07652444210317838,0.7296814870839056,0.037231404440895725,0.6746109770079216,0.11111793251076271
m1_hist_byteent,123,size_q1000_id500_ood500,quantum,4,zmap_r2__d4,15,0.7063844414979599,0.03531994382636349,0.6767527203625734,0.06405361724165325,0.7218185298206102,0.03557948589586691,0.6733094840213774,0.09145876917057104
