variant_name,master_seed,size_tag,family,dim,cfg,n_runs,id_bal_acc_mean,id_bal_acc_std,ood_bal_acc_mean,ood_bal_acc_std,id_f1_pos_mean,id_f1_pos_std,ood_f1_pos_mean,ood_f1_pos_std
m1_hist_byteent,42,size_q1000_id500_ood500,classical,8,rbf_gscale,15,0.7084997248553498,0.028111876983354638,0.7219665898492166,0.013511229521369635,0.7295871751257257,0.02233559777004098,0.7347550980702435,0.008467019649204913
m1_hist_byteent,42,size_q1000_id500_ood500,classical,12,rbf_gscale,15,0.7111718536664301,0.0243691441323964,0.7181440720380596,0.031012733157421007,0.733594535682291,0.023384424056102946,0.7333082040318828,0.019149457760817255
m1_hist_byteent,42,size_q1000_id500_ood500,classical,10,rbf_gscale,15,0.7094701860859944,0.021934389066626456,0.7140224591973374,0.024076550470674578,0.7317956031163143,0.018340673554540842,0.7314101016767959,0.008026759243901983
m1_hist_byteent,42,size_q1000_id500_ood500,classical,6,linear,15,0.6636147713427342,0.018419826109746285,0.689943641689427,0.020406540389493858,0.693387561445973,0.022978766423426722,0.6973323758390857,0.02719681740681197
m1_hist_byteent,42,size_q1000_id500_ood500,classical,6,rbf_gscale,15,0.7036977750030757,0.020463692957115247,0.6832179477384996,0.05706184804150072,0.726313528841722,0.023293008766853095,0.6874562458043203,0.08273528655564268
m1_hist_byteent,42,size_q1000_id500_ood500,classical,12,linear,15,0.695325805146886,0.02941415173008608,0.6719793012718172,0.07975930272519133,0.7304061453032396,0.02622640456351288,0.6961128478640312,0.0685507317172716
m1_hist_byteent,42,size_q1000_id500_ood500,classical,4,rbf_gscale,15,0.6939055195714426,0.012463316597933125,0.6659199621225337,0.049458457651229734,0.7158323150194549,0.008929457443518512,0.6742243088464066,0.06746598389330707
m1_hist_byteent,42,size_q1000_id500_ood500,classical,10,linear,15,0.6752927042607413,0.03367031297437814,0.6615095331803366,0.08208690736620906,0.7136354748217197,0.035984782298893805,0.6947587124998534,0.05758559260962043
m1_hist_byteent,42,size_q1000_id500_ood500,classical,4,linear,15,0.6832026384884973,0.02337673706861751,0.6608933430994013,0.0460536632971072,0.7126428473305669,0.028260683762232657,0.6875097839979383,0.024967172312343147
m1_hist_byteent,42,size_q1000_id500_ood500,classical,8,linear,15,0.6794129255771099,0.03178917079024163,0.6579955107116383,0.06784047103097732,0.7138874563208634,0.03420464352971629,0.689988535426214,0.04348890362049356
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,12,pauli_xz_r1_full__d12,15,0.7470274305404708,0.031546489627889106,0.7581885251091822,0.019709389413887644,0.759773050408438,0.029745093652808877,0.7438606405902841,0.014117727717716314
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,12,zz_r1_full__d12,15,0.7780811551828963,0.02252616834809266,0.7494583081478959,0.012275357740735737,0.7881381041549064,0.017381366929424345,0.698037495238641,0.02109383057918077
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,12,zmap_r2__d12,15,0.7557652139823016,0.03810060656921873,0.7451666592340179,0.02413876310187941,0.7661442886272449,0.03890471434947896,0.7287838068751247,0.019492040498139598
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,8,zz_r2_full__d8,15,0.7717833633712838,0.022673858357279194,0.7380293075799786,0.015599521642688323,0.7781008338216693,0.02450869409777511,0.6920917335046194,0.02203074936431293
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,10,zz_r1_full__d10,15,0.7754953183604915,0.028932448663568457,0.7376951799654174,0.005871313581484675,0.7847090444030108,0.027925293444320248,0.6970345754128334,0.011709585352090341
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,6,zz_r1_full__d6,15,0.7550902553956613,0.017166597103620375,0.7373935346459716,0.013851867451765403,0.7594530768753031,0.02059510348904286,0.7099685486138124,0.026111063850368245
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,8,zz_r1_full__d8,15,0.7728810127681669,0.031020720401591647,0.7368659936445455,0.00950989881944765,0.7805434524263649,0.03189541405538703,0.7008443224959245,0.01154362694156731
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,10,zmap_r2__d10,15,0.7367122712143039,0.027275313037286145,0.7300941449432242,0.02603119250861784,0.752272879659723,0.02758406834044032,0.7241808541190085,0.027415514782879544
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,4,zz_r1_full__d4,15,0.7191961880454645,0.03582925390532865,0.7266859423220785,0.025924703860022942,0.7290845431652424,0.0422926512317838,0.7228457855531902,0.02133249087835268
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,8,zmap_r2__d8,15,0.7254046143699096,0.024012744169252784,0.7261916288942678,0.02673964925065078,0.7423150344214839,0.027393908892214314,0.7279313650534309,0.026236347097942477
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,10,pauli_xz_r1_full__d10,15,0.7242759434183427,0.026529025851601662,0.7259735592953172,0.010143011478754769,0.743484115312126,0.025714318982511534,0.7278662664125897,0.01543075015865128
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,10,zz_r2_full__d10,15,0.768530662455723,0.022143179986654337,0.7242429614704002,0.018200138097113405,0.7722093752929625,0.021636408656177795,0.6580182359447336,0.040866725704029314
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,8,pauli_xz_r1_full__d8,15,0.7171699929741195,0.022847390212980042,0.7234528520214333,0.007401217356816828,0.7363394618028093,0.02254455793053083,0.7293103655593234,0.016925281837229633
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,4,zz_r2_full__d4,15,0.7471527182936718,0.02037122351132316,0.7217922325337894,0.02503701896002668,0.7605685799930187,0.015734542898320044,0.7093663409936274,0.02189512594378311
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,12,zz_r2_full__d12,15,0.7675823965364683,0.011486333871661225,0.7215702959632772,0.026847006256464395,0.7682879353574247,0.013702094732656565,0.641334963938457,0.050045780613615636
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,6,pauli_xz_r1_full__d6,15,0.7131790683041107,0.01959229564227315,0.7200790802530292,0.011113901063933085,0.7335466545550542,0.01767387056181901,0.7295078080199947,0.02181740768349607
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,6,zz_r2_full__d6,15,0.7583487171737764,0.02100466667633853,0.7152480978540766,0.018702355657386767,0.7673234963752585,0.016132650829140005,0.6878469514987746,0.019932130028591188
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,6,zmap_r2__d6,15,0.7168783177727878,0.018850593978262383,0.7120743463632964,0.008684258363847388,0.7336772412154698,0.020557896795140734,0.7211539919509883,0.015866074531590866
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,4,zmap_r2__d4,15,0.6960827376067544,0.0356924094498419,0.7047386958968751,0.026274387192852692,0.7078840398265692,0.044272958061698786,0.7141204724330013,0.02971960355764946
m1_hist_byteent,42,size_q1000_id500_ood500,quantum,4,pauli_xz_r1_full__d4,15,0.7001325412418419,0.023065810742647366,0.6300057194368526,0.07305727449151317,0.7097174591977501,0.024243655094903276,0.602344052505573,0.08849108460055853
