===== FAMILY=quantum :: TOP-10 Robustez (min drop_bal_acc_mean) =====
dim=6 | pauli_xz_r1_full__d6 | variant_name=m2_hist_byteent master_seed=123 size_tag=size_q1000_id500_ood500 | drop=-0.0395±0.0167 | OOD=0.7257±0.0193 | ID=0.6862±0.0154
dim=8 | pauli_xz_r1_full__d8 | variant_name=m2_hist_byteent master_seed=123 size_tag=size_q1000_id500_ood500 | drop=-0.0374±0.0220 | OOD=0.7239±0.0202 | ID=0.6865±0.0219
dim=6 | pauli_xz_r1_full__d6 | variant_name=m2_hist_byteent master_seed=123 size_tag=size_q2000_id1000_ood1000 | drop=-0.0373±0.0080 | OOD=0.7283±0.0089 | ID=0.6910±0.0069
dim=8 | pauli_xz_r1_full__d8 | variant_name=m2_hist_byteent master_seed=123 size_tag=size_q2000_id1000_ood1000 | drop=-0.0369±0.0115 | OOD=0.7438±0.0175 | ID=0.7069±0.0190
dim=6 | zmap_r2__d6 | variant_name=m2_hist_byteent master_seed=123 size_tag=size_q2000_id1000_ood1000 | drop=-0.0367±0.0129 | OOD=0.7383±0.0058 | ID=0.7016±0.0157
dim=8 | zmap_r2__d8 | variant_name=m2_hist_byteent master_seed=123 size_tag=size_q1000_id500_ood500 | drop=-0.0367±0.0280 | OOD=0.7294±0.0188 | ID=0.6927±0.0271
dim=6 | zmap_r2__d6 | variant_name=m2_hist_byteent master_seed=123 size_tag=size_q1000_id500_ood500 | drop=-0.0362±0.0197 | OOD=0.7277±0.0183 | ID=0.6915±0.0197
dim=12 | pauli_xz_r1_full__d12 | variant_name=m2_hist_byteent master_seed=999 size_tag=size_q2000_id1000_ood1000 | drop=-0.0349±0.0260 | OOD=0.7651±0.0234 | ID=0.7302±0.0095
dim=6 | zz_r1_full__d6 | variant_name=m2_hist_byteent master_seed=999 size_tag=size_q2000_id1000_ood1000 | drop=-0.0303±0.0198 | OOD=0.7603±0.0180 | ID=0.7300±0.0171
dim=12 | pauli_xz_r1_full__d12 | variant_name=m2_hist_byteent master_seed=999 size_tag=size_q4000_id1800_ood1800 | drop=-0.0299±0.0082 | OOD=0.7677±0.0058 | ID=0.7378±0.0097

===== FAMILY=quantum :: TOP-10 Trade-off (max tradeoff_score) =====
dim=12 | zz_r1_full__d12 | variant_name=m2_hist_byteent master_seed=999 size_tag=size_q4000_id1800_ood1800 | tradeoff=0.8120 | drop=-0.0122±0.0171 | OOD=0.7998±0.0088
dim=10 | zz_r1_full__d10 | variant_name=m2_hist_byteent master_seed=999 size_tag=size_q4000_id1800_ood1800 | tradeoff=0.8078 | drop=-0.0142±0.0170 | OOD=0.7935±0.0111
dim=12 | zz_r2_full__d12 | variant_name=m2_hist_byteent master_seed=999 size_tag=size_q4000_id1800_ood1800 | tradeoff=0.8045 | drop=-0.0055±0.0174 | OOD=0.7989±0.0142
dim=8 | zz_r1_full__d8 | variant_name=m2_hist_byteent master_seed=999 size_tag=size_q4000_id1800_ood1800 | tradeoff=0.8026 | drop=-0.0152±0.0169 | OOD=0.7874±0.0146
dim=12 | zmap_r2__d12 | variant_name=m2_hist_byteent master_seed=999 size_tag=size_q4000_id1800_ood1800 | tradeoff=0.8008 | drop=-0.0242±0.0088 | OOD=0.7766±0.0034
dim=12 | zz_r2_full__d12 | variant_name=m2_hist_byteent master_seed=123 size_tag=size_q4000_id1800_ood1800 | tradeoff=0.8007 | drop=-0.0039±0.0086 | OOD=0.7968±0.0089
