group,setting,model,q_p1_ood,c_p1_ood,delta
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,svc,0.8999061511538712,0.8985806252100879,0.0013255259437833233
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,svc,0.9055581351503543,0.927555188026942,-0.021997052876587708
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,svc,0.9288002886837013,0.9303209770330625,-0.0015206883493611434
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms999__q1000_id500_ood500,svc,0.9012446376428674,0.9060526180000329,-0.004807980357165453
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,svc,0.917682507848458,0.920595070333057,-0.002912562484599035
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,svc,0.922299877864923,0.9299749100257988,-0.007675032160875839
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q1000_id500_ood500,svc,0.8295137350988893,0.8285395779530761,0.0009741571458131704
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,svc,0.8502592729327041,0.8418207908599643,0.008438482072739784
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q4000_id1800_ood1800,svc,0.8509816247610885,0.8601256761606619,-0.009144051399573416
unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q1000_id500_ood500,svc,0.8137695649306422,0.8185990855011422,-0.004829520570500012
unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q2000_id1000_ood1000,svc,0.8488860818451905,0.862357026966262,-0.013470945121071498
unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q4000_id1800_ood1800,svc,0.8484416242036025,0.853840003312877,-0.0053983791092745426
unsw_dos_natural_cur,unsw_dos__natural_cur__ms999__q1000_id500_ood500,svc,0.7976105381295847,0.820981830423585,-0.023371292294000257
unsw_dos_natural_cur,unsw_dos__natural_cur__ms999__q2000_id1000_ood1000,svc,0.8155874715782742,0.8296519142330612,-0.014064442654787013
