group,setting,model,scheme,budget,delta_median,delta_p2.5,delta_p97.5,frac_lt0
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,svc,kernel_blocked,60,-0.00497840294739238,-0.014243007126460427,0.002492032814346734,0.8776
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q1000_id500_ood500,svc,uniform,60,0.017592550194412193,0.0005645650805290698,0.02830707136449573,0.0186
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,svc,uniform,60,0.005669537795415791,-0.0003735935097333165,0.012459541845474598,0.036
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q4000_id1800_ood1800,svc,uniform,60,-0.005036597047123448,-0.010440029706265785,0.0024985494622691306,0.8944
unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q1000_id500_ood500,svc,uniform,60,-0.0072197335001350504,-0.011990991250611094,5.017898935888443e-05,0.97
unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q2000_id1000_ood1000,svc,uniform,60,-0.004110399020049504,-0.013470945121071387,0.007874658452441397,0.8288
unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q4000_id1800_ood1800,svc,uniform,60,-0.0053983791092744315,-0.009579768712828618,-0.0006606262088206638,0.9846
unsw_dos_natural_cur,unsw_dos__natural_cur__ms999__q1000_id500_ood500,svc,uniform,60,-0.01622163278961164,-0.02392373267567738,-0.004475073321994985,0.9986
unsw_dos_natural_cur,unsw_dos__natural_cur__ms999__q2000_id1000_ood1000,svc,uniform,60,-0.013707599514671931,-0.02110240590525203,-0.003968262800964739,0.9962
unsw_dos_natural_cur,unsw_dos__natural_cur__ms999__q4000_id1800_ood1800,svc,uniform,60,-0.0008587833412759815,-0.006913579100378708,0.007056575771415252,0.589
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q1000_id500_ood500,svc,kernel_stratified,60,0.017014116494177778,-0.00019102636354628721,0.026260478015110778,0.0252
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,svc,kernel_stratified,60,0.005669537795415791,-0.0002611071835825207,0.012283657524087443,0.0302
