dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,3.520717145610827,0.24254917841060447
4,rbf_gscale,classical_ext_plain,plain,7.815747090761239,0.2869994940509845
4,poly2,classical_ext_plain,plain,5.511583743668289,0.27053707794489007
4,poly3,classical_ext_plain,plain,6.768084754780429,0.2876831875934516
4,laplacian_med,classical_ext_plain,plain,10.958884828742509,0.2707423170921556
4,matern15_med,classical_ext_plain,plain,4.73894685345073,0.2696646765529236
4,matern25_med,classical_ext_plain,plain,4.066582137804261,0.26315326569411934
6,linear,classical_ext_plain,plain,4.873680087519948,0.22482980366372982
6,rbf_gscale,classical_ext_plain,plain,10.994231514988716,0.24672738617860018
6,poly2,classical_ext_plain,plain,6.971979894583484,0.23905266854840415
6,poly3,classical_ext_plain,plain,9.372607126443217,0.2519212767037266
6,laplacian_med,classical_ext_plain,plain,15.29451837970876,0.2540789056498195
6,matern15_med,classical_ext_plain,plain,6.62929161850109,0.23931111331690055
6,matern25_med,classical_ext_plain,plain,5.441971696221154,0.234066690637631
8,linear,classical_ext_plain,plain,6.674220321132446,0.2115016022753275
8,rbf_gscale,classical_ext_plain,plain,18.52761095717298,0.22238828870287816
8,poly2,classical_ext_plain,plain,9.414527266702496,0.21855722534400995
8,poly3,classical_ext_plain,plain,14.177168173904617,0.22750824039872056
8,laplacian_med,classical_ext_plain,plain,20.347985160408708,0.24815161595124718
8,matern15_med,classical_ext_plain,plain,9.052943004613574,0.22128868572941574
8,matern25_med,classical_ext_plain,plain,7.060982324202042,0.21570817712638712
10,linear,classical_ext_plain,plain,8.19974042589631,0.2146725108549563
10,rbf_gscale,classical_ext_plain,plain,23.28428795740485,0.2223241431627309
10,poly2,classical_ext_plain,plain,11.11760963037632,0.21574376170972528
10,poly3,classical_ext_plain,plain,17.52561990461169,0.22826507900050783
10,laplacian_med,classical_ext_plain,plain,24.266791713594195,0.2501920572142746
10,matern15_med,classical_ext_plain,plain,10.860431884780914,0.2181752591954113
10,matern25_med,classical_ext_plain,plain,8.400043668004178,0.21069250414885035
12,linear,classical_ext_plain,plain,9.929643362487424,0.19649500053039776
12,rbf_gscale,classical_ext_plain,plain,27.214261779776535,0.19480341397723408
12,poly2,classical_ext_plain,plain,12.641292612886694,0.19700088547000486
12,poly3,classical_ext_plain,plain,20.726895610642757,0.20616267025188537
12,laplacian_med,classical_ext_plain,plain,28.82107569067364,0.23957781496789166
12,matern15_med,classical_ext_plain,plain,12.620947184134415,0.19494392012052636
12,matern25_med,classical_ext_plain,plain,9.629452416790457,0.1890831557185933
