task,stratum,seed,family,kernel,dim,candidate_id,model,regularization,c_selected,c_cv_score,split,fit_seconds,kernel_backend,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy
diabetes_readmission,q2000,123,classical_ext,linear,4,linear__d4,svc,train_cv,100.0,0.5403367855191201,validation,0.0872795581817627,analytic_cpu,0.494,0.5126286172318464,0.4927318295739348,0.518095238095238,0.5261814791186141,0.4490639128360675,,,,
diabetes_readmission,q2000,123,classical_ext,linear,4,linear__d4,svc,train_cv,100.0,0.5403367855191201,id_test,0.0872795581817627,analytic_cpu,0.544,0.5697207235277719,0.541350842466084,0.5762081784386617,0.5779366667213303,0.4759114123772939,,,,
diabetes_readmission,q2000,123,classical_ext,linear,4,linear__d4,svc,train_cv,100.0,0.5403367855191201,ood_test,0.0872795581817627,analytic_cpu,0.534,0.5399480402848162,0.529481136838194,0.575591985428051,0.5583063378022964,0.5323892069074689,,,,
diabetes_readmission,q2000,123,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,validation,1.8303618431091309,analytic_cpu,0.562,0.4925733261356758,0.3798107148318692,0.0436681222707423,0.5254126384322193,0.4449397729634585,0.6818982537490135,0.2444095294068982,0.0137166708766266,0.6792984870500359
diabetes_readmission,q2000,123,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,id_test,1.8303618431091309,analytic_cpu,0.572,0.5005657685432691,0.3994701867816091,0.0775862068965517,0.5522556945833812,0.4565214343892074,0.6775446009317074,0.2422866441441167,0.0097226368400055,0.6805297735966523
diabetes_readmission,q2000,123,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,ood_test,1.8303618431091309,analytic_cpu,0.54,0.5187311565847713,0.4109934236135297,0.1353383458646616,0.5176606902302906,0.4995759778513167,0.6957953190343917,0.2512607425089647,0.04225904210146,0.6811884263354927
diabetes_readmission,q2000,123,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,validation,0.0453560352325439,analytic_cpu,0.508,0.5193764211283963,0.508,0.508,0.5154340678215635,0.4454750937972018,,,,
diabetes_readmission,q2000,123,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,id_test,0.0453560352325439,analytic_cpu,0.52,0.5457616556519458,0.5169082125603865,0.5555555555555556,0.5790354056314468,0.4817787310536692,,,,
diabetes_readmission,q2000,123,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,ood_test,0.0453560352325439,analytic_cpu,0.527,0.5324026557187761,0.5233925582735727,0.5648574057037719,0.5463948938353967,0.5254940086913626,,,,
diabetes_readmission,q2000,123,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,100.0,0.5565374844990607,validation,0.1461396217346191,analytic_cpu,0.528,0.5277191604914038,0.5249597423510467,0.4869565217391304,0.5364381410413701,0.4731461576592439,,,,
