variant,model,group,sd_between_qs,sd_between_ms,sd_between_size,sd_run_level,n_runs
vs_classical_orig,gpc,ember_m1,0.016676226818029376,0.0016757856207485872,0.011735164523300689,0.03740971265998653,135
vs_classical_orig,gpc,ember_m2,0.0026573510420328985,0.0026912993802883324,0.008322130615546734,0.017171381825764758,135
vs_classical_orig,gpc,toniot_scanning_m2_centroid,0.018809654627018474,0.00417828939189653,0.010407253772322725,0.042802514799918666,135
vs_classical_orig,gpc,toniot_scanning_natural_cur,0.009165741137813559,0.009781545158848427,0.004714868500824751,0.020253389093066246,135
vs_classical_orig,gpc,unsw_dos_m2_centroid,0.011011459755126258,0.01254285142013809,0.017734794250662204,0.04432123836009162,135
vs_classical_orig,gpc,unsw_dos_natural_cur,0.003208193402038069,0.003848057619198135,0.002859331438211534,0.016760476640802862,135
vs_classical_orig,gpc,unsw_recon_m2_centroid,0.005063252847407816,0.014557056376302264,0.0037676966647596523,0.035139234389261684,135
vs_classical_orig,gpc,unsw_recon_natural_cur,0.005871666886470381,0.0020332056925755166,0.006567690451561515,0.020089364219768657,135
vs_classical_orig,svc,ember_m1,0.019455232421393583,0.015985422350580262,0.020003399470877488,0.04881276490794479,135
vs_classical_orig,svc,ember_m2,0.008073595529240805,0.0038081147573756453,0.0116327313521824,0.02079352200117057,135
vs_classical_orig,svc,toniot_scanning_m2_centroid,0.0031987310131863333,0.004167180254752838,0.001375218851089551,0.009211159174536262,135
vs_classical_orig,svc,toniot_scanning_natural_cur,0.008353238154418068,0.01983024496555537,0.01183901835947242,0.0458585567208031,135
vs_classical_orig,svc,unsw_dos_m2_centroid,0.00421565542316982,0.0019485926496577973,0.00505665508395802,0.017537603205260193,135
vs_classical_orig,svc,unsw_dos_natural_cur,0.007668278752721044,0.004571011605666739,0.0017210664012576198,0.013748026789287495,135
vs_classical_orig,svc,unsw_recon_m2_centroid,0.007986343200601683,0.0031428552178586764,0.008615613902942793,0.018937601605661603,135
vs_classical_orig,svc,unsw_recon_natural_cur,0.006885294783779843,0.010190423240057853,0.005739849187594685,0.024118686946748718,135
vs_classical_ext,gpc,ember_m1,0.005207877501531681,0.002595766542102975,0.0070019655635766755,0.02661319403820781,135
vs_classical_ext,gpc,ember_m2,0.0045148447913513435,0.0011946262892732309,0.0022275700497837478,0.011168356138067334,135
vs_classical_ext,gpc,toniot_scanning_m2_centroid,0.010579831397990283,0.007948580339572173,0.007749095113509658,0.02788812402523268,135
vs_classical_ext,gpc,toniot_scanning_natural_cur,0.00821480319120069,0.009764475013182432,0.004322464863183253,0.018469101007908193,135
vs_classical_ext,gpc,unsw_dos_m2_centroid,0.0050352494866604675,0.010209232967065074,0.006165284169295113,0.03821039251672143,135
vs_classical_ext,gpc,unsw_dos_natural_cur,0.006664947109012205,0.0038497312012139534,0.003735003053518903,0.01523699569856898,135
vs_classical_ext,gpc,unsw_recon_m2_centroid,0.016539255929484114,0.0038771429692648954,0.002999777625209119,0.03598250751394903,135
vs_classical_ext,gpc,unsw_recon_natural_cur,0.007847746587576242,0.00489446263371915,0.008961558276696627,0.021468123013806878,135
vs_classical_ext,svc,ember_m1,0.02739402508500818,0.010925037869487151,0.017716728634170825,0.058089805758706335,135
vs_classical_ext,svc,ember_m2,0.004119372134575213,0.002622884436061947,0.011110892153833934,0.019285485484814575,135
vs_classical_ext,svc,toniot_scanning_m2_centroid,0.0028592783900190737,0.001590491681819463,0.00357185285174441,0.010900819712073826,135
vs_classical_ext,svc,toniot_scanning_natural_cur,0.013113463744326813,0.016944405863036097,0.012566726090413224,0.04762993669359897,135
vs_classical_ext,svc,unsw_dos_m2_centroid,0.007638378254097783,0.005405895049904722,0.008120971821246515,0.02787067854363818,135
vs_classical_ext,svc,unsw_dos_natural_cur,0.01168612395203702,0.00855830341632843,0.0017819688070525436,0.021535882998511904,135
vs_classical_ext,svc,unsw_recon_m2_centroid,0.00413047007445268,0.0022220892786394787,0.007194924177284705,0.01758620548035037,135
vs_classical_ext,svc,unsw_recon_natural_cur,0.009661197292984564,0.011687820019055727,0.008208076495963883,0.025473055470283983,135
