dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,3.527321950876445,0.20963865158229217
4,rbf_gscale,classical_ext_plain,plain,8.000183154286727,0.2545599382627166
4,poly2,classical_ext_plain,plain,5.5863029738295324,0.24064675375362307
4,poly3,classical_ext_plain,plain,6.913548628356867,0.2559725468856328
4,laplacian_med,classical_ext_plain,plain,11.204430366160322,0.24314333295466742
4,matern15_med,classical_ext_plain,plain,4.880085175430472,0.24239846053652492
4,matern25_med,classical_ext_plain,plain,4.179517930598214,0.23708183322969725
6,linear,classical_ext_plain,plain,5.376235523680155,0.19089848967317477
6,rbf_gscale,classical_ext_plain,plain,16.035980767864725,0.21860740846944504
6,poly2,classical_ext_plain,plain,8.376412202787849,0.20921747158739573
6,poly3,classical_ext_plain,plain,12.133270631211147,0.22349410833707062
6,laplacian_med,classical_ext_plain,plain,17.121712106101718,0.22939435017312426
6,matern15_med,classical_ext_plain,plain,7.707267408940839,0.21083861787623498
6,matern25_med,classical_ext_plain,plain,6.112988529341886,0.20454851721215367
8,linear,classical_ext_plain,plain,6.417468935780888,0.19160176653041677
8,rbf_gscale,classical_ext_plain,plain,15.601045265329903,0.20798610953328822
8,poly2,classical_ext_plain,plain,8.702367552970312,0.20107728414702958
8,poly3,classical_ext_plain,plain,12.798475873262223,0.21276761689266863
8,laplacian_med,classical_ext_plain,plain,20.121476664511516,0.2192791625916261
8,matern15_med,classical_ext_plain,plain,8.808958273356316,0.20441920979600697
8,matern25_med,classical_ext_plain,plain,6.993981487147575,0.19803601667118542
10,linear,classical_ext_plain,plain,7.856998355623622,0.18873652149009287
10,rbf_gscale,classical_ext_plain,plain,19.84117821982699,0.19852521266285117
10,poly2,classical_ext_plain,plain,10.209461089359658,0.1953156514255113
10,poly3,classical_ext_plain,plain,15.742248187787114,0.2032980485758993
10,laplacian_med,classical_ext_plain,plain,23.015469494971317,0.2189972744416697
10,matern15_med,classical_ext_plain,plain,10.407564460971578,0.2003402528439701
10,matern25_med,classical_ext_plain,plain,8.149417848937675,0.19456578578138536
12,linear,classical_ext_plain,plain,9.259600561827776,0.1946959722923591
12,rbf_gscale,classical_ext_plain,plain,23.064884131516546,0.19946324242611477
12,poly2,classical_ext_plain,plain,11.501793580996685,0.19473392138133508
12,poly3,classical_ext_plain,plain,18.292355167179426,0.2055966562472068
12,laplacian_med,classical_ext_plain,plain,26.459077279963232,0.2208078337543703
12,matern15_med,classical_ext_plain,plain,11.91229806811683,0.19871804111751626
12,matern25_med,classical_ext_plain,plain,9.256865695276625,0.19129959090357623
