setting,qs,seed,group,stratum,budget,quantum_ood,classical_expected_ood,delta,ms,size,dataset
m2_hist_byteent__ms123__q1000_id500_ood500,42,123,ember_m2,all_quantum_maps,60,0.7764472336065573,0.7504421106557378,0.02600512295081947,123,1000,ember
m2_hist_byteent__ms123__q1000_id500_ood500,42,999,ember_m2,all_quantum_maps,60,0.7764472336065573,0.7504421106557378,0.02600512295081947,123,1000,ember
m2_hist_byteent__ms123__q1000_id500_ood500,123,42,ember_m2,all_quantum_maps,60,0.7381547132952235,0.7538820915597828,-0.015727378264559277,123,1000,ember
m2_hist_byteent__ms123__q1000_id500_ood500,123,123,ember_m2,all_quantum_maps,60,0.7381547132952235,0.7538820915597828,-0.015727378264559277,123,1000,ember
m2_hist_byteent__ms123__q1000_id500_ood500,123,999,ember_m2,all_quantum_maps,60,0.7381547132952235,0.7538820915597828,-0.015727378264559277,123,1000,ember
m2_hist_byteent__ms123__q1000_id500_ood500,999,42,ember_m2,all_quantum_maps,60,0.7983991185430035,0.7874268099034285,0.01097230863957499,123,1000,ember
m2_hist_byteent__ms123__q1000_id500_ood500,999,123,ember_m2,all_quantum_maps,60,0.7983991185430035,0.7874268099034285,0.01097230863957499,123,1000,ember
m2_hist_byteent__ms123__q1000_id500_ood500,999,999,ember_m2,all_quantum_maps,60,0.7983991185430035,0.7874268099034285,0.01097230863957499,123,1000,ember
m2_hist_byteent__ms123__q1000_id500_ood500,2024,42,ember_m2,all_quantum_maps,60,0.7571685162614664,0.7762483738533581,-0.01907985759189168,123,1000,ember
m2_hist_byteent__ms123__q1000_id500_ood500,2024,123,ember_m2,all_quantum_maps,60,0.7571685162614664,0.7762483738533581,-0.01907985759189168,123,1000,ember
m2_hist_byteent__ms123__q1000_id500_ood500,2024,999,ember_m2,all_quantum_maps,60,0.7571685162614664,0.7762483738533581,-0.01907985759189168,123,1000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,7,42,ember_m2,all_quantum_maps,60,0.7204094574147433,0.7800673108336444,-0.059657853418901174,123,2000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,7,123,ember_m2,all_quantum_maps,60,0.7204094574147433,0.7800673108336444,-0.059657853418901174,123,2000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,7,999,ember_m2,all_quantum_maps,60,0.7204094574147433,0.7802933183228381,-0.05988386090809483,123,2000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,42,42,ember_m2,all_quantum_maps,60,0.7691707605895248,0.7810749003856556,-0.011904139796130808,123,2000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,42,123,ember_m2,all_quantum_maps,60,0.7691707605895248,0.7810749003856556,-0.011904139796130808,123,2000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,42,999,ember_m2,all_quantum_maps,60,0.7691707605895248,0.7810749003856556,-0.011904139796130808,123,2000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,123,42,ember_m2,all_quantum_maps,60,0.8032871083718541,0.7923094151258346,0.010977693246019493,123,2000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,123,123,ember_m2,all_quantum_maps,60,0.8032871083718541,0.7922222425526452,0.011064865819208958,123,2000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,123,999,ember_m2,all_quantum_maps,60,0.8032871083718541,0.7928426778376991,0.010444430534155003,123,2000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42,ember_m2,all_quantum_maps,60,0.7742007816003588,0.789763669998078,-0.015562888397719243,123,2000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123,ember_m2,all_quantum_maps,60,0.7742007816003588,0.789763669998078,-0.015562888397719243,123,2000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999,ember_m2,all_quantum_maps,60,0.7742007816003588,0.789763669998078,-0.015562888397719243,123,2000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,ember_m2,all_quantum_maps,60,0.7889945717442475,0.7949415557797312,-0.005946984035483771,123,2000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,ember_m2,all_quantum_maps,60,0.7889945717442475,0.7949415557797312,-0.005946984035483771,123,2000,ember
m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,ember_m2,all_quantum_maps,60,0.7889945717442475,0.7949415557797312,-0.005946984035483771,123,2000,ember
m2_hist_byteent__ms123__q4000_id1800_ood1800,7,42,ember_m2,all_quantum_maps,60,0.8088095806369036,0.801806983036762,0.007002597600141547,123,4000,ember
