aggregation,n_source_datasets,original_effect,ablated_effect,ablation_change,min_dataset_change,max_dataset_change
source_dataset_equal,2,-0.0030591471228235854,-0.024517198903250357,-0.02145805178042677,-0.044679319027807946,0.001763215466954403
