regularization,selection,reference,budget_mode,group,qs,cluster_effect
train_cv,id_val,customary,equal_count,toniot_scanning_m2_centroid,999,-0.001679465209841154
train_cv,id_val,customary,equal_count,toniot_scanning_m2_centroid,2024,-0.010173974627941907
train_cv,id_val,customary,equal_count,toniot_scanning_natural_cur,7,-0.047389753665616124
train_cv,id_val,customary,equal_count,toniot_scanning_natural_cur,42,-0.0077633941164097315
train_cv,id_val,customary,equal_count,toniot_scanning_natural_cur,123,-0.025708616321970218
train_cv,id_val,customary,equal_count,toniot_scanning_natural_cur,999,-0.02164903581400694
train_cv,id_val,customary,equal_count,toniot_scanning_natural_cur,2024,-0.011806790963089528
train_cv,id_val,customary,equal_count,unsw_dos_m2_centroid,7,0.008336713847948861
train_cv,id_val,customary,equal_count,unsw_dos_m2_centroid,42,-0.011113592298173028
train_cv,id_val,customary,equal_count,unsw_dos_m2_centroid,123,-0.028938790451299854
train_cv,id_val,customary,equal_count,unsw_dos_m2_centroid,999,-0.007327193770144186
train_cv,id_val,customary,equal_count,unsw_dos_m2_centroid,2024,-0.005224416657973574
train_cv,id_val,customary,equal_count,unsw_dos_natural_cur,7,2.7363668252585367e-05
train_cv,id_val,customary,equal_count,unsw_dos_natural_cur,42,-0.010623840307550566
train_cv,id_val,customary,equal_count,unsw_dos_natural_cur,123,-0.010814191345093612
train_cv,id_val,customary,equal_count,unsw_dos_natural_cur,999,0.0023764892703868425
train_cv,id_val,customary,equal_count,unsw_dos_natural_cur,2024,-0.018473179283169765
train_cv,id_val,customary,equal_count,unsw_recon_m2_centroid,7,0.005755837834513018
train_cv,id_val,customary,equal_count,unsw_recon_m2_centroid,42,0.0043657979225055765
train_cv,id_val,customary,equal_count,unsw_recon_m2_centroid,123,-0.030129824168320357
train_cv,id_val,customary,equal_count,unsw_recon_m2_centroid,999,-0.025530798669896788
train_cv,id_val,customary,equal_count,unsw_recon_m2_centroid,2024,-0.0016789542249619667
train_cv,id_val,customary,equal_count,unsw_recon_natural_cur,7,-0.004112340627174533
train_cv,id_val,customary,equal_count,unsw_recon_natural_cur,42,-0.012306106764603912
train_cv,id_val,customary,equal_count,unsw_recon_natural_cur,123,-0.002325152710383841
train_cv,id_val,customary,equal_count,unsw_recon_natural_cur,999,0.009305646259538372
train_cv,id_val,customary,equal_count,unsw_recon_natural_cur,2024,-0.013860708828238004
train_cv,id_val,customary,native,ember_m1,7,-0.09039790618737988
train_cv,id_val,customary,native,ember_m1,42,0.012476519808743203
train_cv,id_val,customary,native,ember_m1,123,-0.01357063938127497
train_cv,id_val,customary,native,ember_m1,999,-0.03421046946226806
train_cv,id_val,customary,native,ember_m1,2024,-0.036601663566189845
train_cv,id_val,customary,native,ember_m2,7,-0.006584948232545444
train_cv,id_val,customary,native,ember_m2,42,0.01303150614754093
train_cv,id_val,customary,native,ember_m2,123,0.026874402865179652
train_cv,id_val,customary,native,ember_m2,999,0.0076479357054896795
train_cv,id_val,customary,native,ember_m2,2024,0.01893250939052471
train_cv,id_val,customary,native,toniot_scanning_m2_centroid,7,0.002494777549349273
train_cv,id_val,customary,native,toniot_scanning_m2_centroid,42,0.0006743522530506807
train_cv,id_val,customary,native,toniot_scanning_m2_centroid,123,0.0025485882045353085
train_cv,id_val,customary,native,toniot_scanning_m2_centroid,999,-0.006823037109534654
train_cv,id_val,customary,native,toniot_scanning_m2_centroid,2024,-0.010033306914548254
train_cv,id_val,customary,native,toniot_scanning_natural_cur,7,-0.013130915678940399
train_cv,id_val,customary,native,toniot_scanning_natural_cur,42,0.0021920135771641668
train_cv,id_val,customary,native,toniot_scanning_natural_cur,123,-0.01868662965481079
train_cv,id_val,customary,native,toniot_scanning_natural_cur,999,0.008477243463770212
train_cv,id_val,customary,native,toniot_scanning_natural_cur,2024,-0.012901099077061162
train_cv,id_val,customary,native,unsw_dos_m2_centroid,7,0.005756731986693908
train_cv,id_val,customary,native,unsw_dos_m2_centroid,42,-0.01410416217453129
train_cv,id_val,customary,native,unsw_dos_m2_centroid,123,-0.01764032073243634
train_cv,id_val,customary,native,unsw_dos_m2_centroid,999,-0.01181718929078981
train_cv,id_val,customary,native,unsw_dos_m2_centroid,2024,-0.005211984941165222
train_cv,id_val,customary,native,unsw_dos_natural_cur,7,0.001463519001809262
train_cv,id_val,customary,native,unsw_dos_natural_cur,42,-0.012284325618537947
train_cv,id_val,customary,native,unsw_dos_natural_cur,123,-0.0033161808116162947
train_cv,id_val,customary,native,unsw_dos_natural_cur,999,0.006703417276584263
train_cv,id_val,customary,native,unsw_dos_natural_cur,2024,-0.02264641520513533
train_cv,id_val,customary,native,unsw_recon_m2_centroid,7,0.00907658453460262
train_cv,id_val,customary,native,unsw_recon_m2_centroid,42,0.003637768393746299
train_cv,id_val,customary,native,unsw_recon_m2_centroid,123,-0.03927405415786431
train_cv,id_val,customary,native,unsw_recon_m2_centroid,999,-0.020373045675550355
train_cv,id_val,customary,native,unsw_recon_m2_centroid,2024,-0.002000606888755622
train_cv,id_val,customary,native,unsw_recon_natural_cur,7,-0.0192240143369176
train_cv,id_val,customary,native,unsw_recon_natural_cur,42,-0.012210794736881211
train_cv,id_val,customary,native,unsw_recon_natural_cur,123,-0.006261311046157607
train_cv,id_val,customary,native,unsw_recon_natural_cur,999,0.026506498045953213
train_cv,id_val,customary,native,unsw_recon_natural_cur,2024,-0.018378650674242724
train_cv,id_val,extended,equal_count,ember_m1,7,-0.04038547701980202
train_cv,id_val,extended,equal_count,ember_m1,42,0.018090264258879767
train_cv,id_val,extended,equal_count,ember_m1,123,-0.029916652700161254
train_cv,id_val,extended,equal_count,ember_m1,999,-0.03195857548195678
train_cv,id_val,extended,equal_count,ember_m1,2024,-0.006886871797064857
train_cv,id_val,extended,equal_count,ember_m2,7,-0.005950663651121253
train_cv,id_val,extended,equal_count,ember_m2,42,0.0072336755749089375
train_cv,id_val,extended,equal_count,ember_m2,123,0.0004699209513593372
train_cv,id_val,extended,equal_count,ember_m2,999,0.012844222999978424
train_cv,id_val,extended,equal_count,ember_m2,2024,-0.00230701563067971
train_cv,id_val,extended,equal_count,toniot_scanning_m2_centroid,7,0.0035620224896618026
train_cv,id_val,extended,equal_count,toniot_scanning_m2_centroid,42,-0.0007234881880124518
train_cv,id_val,extended,equal_count,toniot_scanning_m2_centroid,123,-0.008466457644352375
train_cv,id_val,extended,equal_count,toniot_scanning_m2_centroid,999,-0.0005953324083082245
train_cv,id_val,extended,equal_count,toniot_scanning_m2_centroid,2024,-0.008569550515314347
train_cv,id_val,extended,equal_count,toniot_scanning_natural_cur,7,0.000946435019844618
train_cv,id_val,extended,equal_count,toniot_scanning_natural_cur,42,-0.0015268019537808047
train_cv,id_val,extended,equal_count,toniot_scanning_natural_cur,123,0.0061044960698041955
train_cv,id_val,extended,equal_count,toniot_scanning_natural_cur,999,0.005361063806895605
train_cv,id_val,extended,equal_count,toniot_scanning_natural_cur,2024,-0.01470270176946927
train_cv,id_val,extended,equal_count,unsw_dos_m2_centroid,7,0.0008788027526483508
train_cv,id_val,extended,equal_count,unsw_dos_m2_centroid,42,-0.007297433114587785
train_cv,id_val,extended,equal_count,unsw_dos_m2_centroid,123,-0.007828578698764077
train_cv,id_val,extended,equal_count,unsw_dos_m2_centroid,999,0.020804974177059645
train_cv,id_val,extended,equal_count,unsw_dos_m2_centroid,2024,2.902181122014606e-05
train_cv,id_val,extended,equal_count,unsw_dos_natural_cur,7,-0.00045915059392595835
train_cv,id_val,extended,equal_count,unsw_dos_natural_cur,42,-0.011139738173621424
train_cv,id_val,extended,equal_count,unsw_dos_natural_cur,123,0.019275735627397966
train_cv,id_val,extended,equal_count,unsw_dos_natural_cur,999,0.0034461479997695862
train_cv,id_val,extended,equal_count,unsw_dos_natural_cur,2024,-0.0210302084388105
train_cv,id_val,extended,equal_count,unsw_recon_m2_centroid,7,-0.012361200901583769
train_cv,id_val,extended,equal_count,unsw_recon_m2_centroid,42,-0.0017843858450021048
train_cv,id_val,extended,equal_count,unsw_recon_m2_centroid,123,-0.033076696967757106
train_cv,id_val,extended,equal_count,unsw_recon_m2_centroid,999,-0.012487709239317435
train_cv,id_val,extended,equal_count,unsw_recon_m2_centroid,2024,-0.00888597045206152
train_cv,id_val,extended,equal_count,unsw_recon_natural_cur,7,-0.02021113992936578
train_cv,id_val,extended,equal_count,unsw_recon_natural_cur,42,-0.002640872603317135
train_cv,id_val,extended,equal_count,unsw_recon_natural_cur,123,-0.006017586243845925
train_cv,id_val,extended,equal_count,unsw_recon_natural_cur,999,0.030413481305591888
train_cv,id_val,extended,equal_count,unsw_recon_natural_cur,2024,-0.015077835477192214
train_cv,id_val,extended,native,ember_m1,7,-0.0548665674523798
train_cv,id_val,extended,native,ember_m1,42,0.024728910519125662
train_cv,id_val,extended,native,ember_m1,123,-0.03249747802276981
train_cv,id_val,extended,native,ember_m1,999,-0.035101648411000975
train_cv,id_val,extended,native,ember_m1,2024,-0.008312485299463343
train_cv,id_val,extended,native,ember_m2,7,0.0004640668256229811
train_cv,id_val,extended,native,ember_m2,42,0.021110826502732254
train_cv,id_val,extended,native,ember_m2,123,-0.0050252731474809504
train_cv,id_val,extended,native,ember_m2,999,0.01742929980340054
train_cv,id_val,extended,native,ember_m2,2024,0.0010370560437916235
train_cv,id_val,extended,native,toniot_scanning_m2_centroid,7,0.00022996872886815733
train_cv,id_val,extended,native,toniot_scanning_m2_centroid,42,-0.0013863841308048297
train_cv,id_val,extended,native,toniot_scanning_m2_centroid,123,-0.009113205405089335
train_cv,id_val,extended,native,toniot_scanning_m2_centroid,999,-0.0031009272153481224
train_cv,id_val,extended,native,toniot_scanning_m2_centroid,2024,-0.01147924948021665
train_cv,id_val,extended,native,toniot_scanning_natural_cur,7,-0.0068715992845806
train_cv,id_val,extended,native,toniot_scanning_natural_cur,42,-0.0003819889968384021
train_cv,id_val,extended,native,toniot_scanning_natural_cur,123,0.02010774511249865
train_cv,id_val,extended,native,toniot_scanning_natural_cur,999,0.023681636555765422
train_cv,id_val,extended,native,toniot_scanning_natural_cur,2024,-0.01994028189895754
train_cv,id_val,extended,native,unsw_dos_m2_centroid,7,-0.004869988453738834
train_cv,id_val,extended,native,unsw_dos_m2_centroid,42,0.000605468980898527
train_cv,id_val,extended,native,unsw_dos_m2_centroid,123,-0.004681022525632394
train_cv,id_val,extended,native,unsw_dos_m2_centroid,999,0.03976546653160654
train_cv,id_val,extended,native,unsw_dos_m2_centroid,2024,0.0018149964735132047
train_cv,id_val,extended,native,unsw_dos_natural_cur,7,-0.0016773151673766435
train_cv,id_val,extended,native,unsw_dos_natural_cur,42,-0.01846388504476748
train_cv,id_val,extended,native,unsw_dos_natural_cur,123,0.026214578350982027
train_cv,id_val,extended,native,unsw_dos_natural_cur,999,-0.0021622949086300323
train_cv,id_val,extended,native,unsw_dos_natural_cur,2024,-0.027956766815166012
train_cv,id_val,extended,native,unsw_recon_m2_centroid,7,-0.01444165539711495
train_cv,id_val,extended,native,unsw_recon_m2_centroid,42,-0.004762391098411256
train_cv,id_val,extended,native,unsw_recon_m2_centroid,123,-0.033507244521264044
train_cv,id_val,extended,native,unsw_recon_m2_centroid,999,-0.013202654068662093
train_cv,id_val,extended,native,unsw_recon_m2_centroid,2024,-0.007460579584383657
train_cv,id_val,extended,native,unsw_recon_natural_cur,7,-0.01705443958669765
train_cv,id_val,extended,native,unsw_recon_natural_cur,42,-0.007103025435858501
train_cv,id_val,extended,native,unsw_recon_natural_cur,123,-0.00914045183290709
train_cv,id_val,extended,native,unsw_recon_natural_cur,999,0.03496642084433151
train_cv,id_val,extended,native,unsw_recon_natural_cur,2024,-0.02077380750446568
train_cv,ood_test,customary,equal_count,ember_m1,7,-0.019570240514634133
train_cv,ood_test,customary,equal_count,ember_m1,42,-0.0004028923326503027
train_cv,ood_test,customary,equal_count,ember_m1,123,-0.010226138537057462
train_cv,ood_test,customary,equal_count,ember_m1,999,-0.0103392302374316
train_cv,ood_test,customary,equal_count,ember_m1,2024,-0.020782990142621985
train_cv,ood_test,customary,equal_count,ember_m2,7,-0.0014998298421639393
train_cv,ood_test,customary,equal_count,ember_m2,42,0.00645546448087432
train_cv,ood_test,customary,equal_count,ember_m2,123,0.011257759060881556
train_cv,ood_test,customary,equal_count,ember_m2,999,0.007305020848186443
train_cv,ood_test,customary,equal_count,ember_m2,2024,0.013118462804969385
train_cv,ood_test,customary,equal_count,toniot_scanning_m2_centroid,7,0.010205003470490174
train_cv,ood_test,customary,equal_count,toniot_scanning_m2_centroid,42,0.0032654513577353096
train_cv,ood_test,customary,equal_count,toniot_scanning_m2_centroid,123,-0.0007487225934194411
train_cv,ood_test,customary,equal_count,toniot_scanning_m2_centroid,999,0.0053735282889091724
train_cv,ood_test,customary,equal_count,toniot_scanning_m2_centroid,2024,0.002277154671586771
train_cv,ood_test,customary,equal_count,toniot_scanning_natural_cur,7,0.001778858282556565
train_cv,ood_test,customary,equal_count,toniot_scanning_natural_cur,42,0.002866469922870972
train_cv,ood_test,customary,equal_count,toniot_scanning_natural_cur,123,-0.0028062251998547763
train_cv,ood_test,customary,equal_count,toniot_scanning_natural_cur,999,-0.00109650027603773
train_cv,ood_test,customary,equal_count,toniot_scanning_natural_cur,2024,-0.001862022860281402
train_cv,ood_test,customary,equal_count,unsw_dos_m2_centroid,7,-0.0027165733157100322
train_cv,ood_test,customary,equal_count,unsw_dos_m2_centroid,42,-0.005523108911985375
train_cv,ood_test,customary,equal_count,unsw_dos_m2_centroid,123,-0.0032507338373037506
train_cv,ood_test,customary,equal_count,unsw_dos_m2_centroid,999,-0.005362317786457201
train_cv,ood_test,customary,equal_count,unsw_dos_m2_centroid,2024,-0.006573872168766715
train_cv,ood_test,customary,equal_count,unsw_dos_natural_cur,7,-0.0036500857830189526
train_cv,ood_test,customary,equal_count,unsw_dos_natural_cur,42,-0.0046921219561764345
train_cv,ood_test,customary,equal_count,unsw_dos_natural_cur,123,-0.00022005497574451027
train_cv,ood_test,customary,equal_count,unsw_dos_natural_cur,999,0.0022079485890093504
train_cv,ood_test,customary,equal_count,unsw_dos_natural_cur,2024,0.0007322404499415664
train_cv,ood_test,customary,equal_count,unsw_recon_m2_centroid,7,-0.013568066477750365
train_cv,ood_test,customary,equal_count,unsw_recon_m2_centroid,42,0.008660322501155905
train_cv,ood_test,customary,equal_count,unsw_recon_m2_centroid,123,-0.007354211922696709
train_cv,ood_test,customary,equal_count,unsw_recon_m2_centroid,999,-0.003871791242442746
train_cv,ood_test,customary,equal_count,unsw_recon_m2_centroid,2024,0.0037860527615760273
train_cv,ood_test,customary,equal_count,unsw_recon_natural_cur,7,-0.0005854965792272283
train_cv,ood_test,customary,equal_count,unsw_recon_natural_cur,42,0.003075018657232266
train_cv,ood_test,customary,equal_count,unsw_recon_natural_cur,123,-0.010872311196881689
train_cv,ood_test,customary,equal_count,unsw_recon_natural_cur,999,-0.013729927705568912
train_cv,ood_test,customary,equal_count,unsw_recon_natural_cur,2024,0.00047292238730167746
train_cv,ood_test,customary,native,ember_m1,7,-0.014710562765482696
train_cv,ood_test,customary,native,ember_m1,42,0.005603227459016313
train_cv,ood_test,customary,native,ember_m1,123,-0.006087439219014372
train_cv,ood_test,customary,native,ember_m1,999,-0.006061817212896312
train_cv,ood_test,customary,native,ember_m1,2024,-0.017040149393090582
train_cv,ood_test,customary,native,ember_m2,7,0.0016402361940119532
train_cv,ood_test,customary,native,ember_m2,42,0.008324795081967188
train_cv,ood_test,customary,native,ember_m2,123,0.013060016830973242
train_cv,ood_test,customary,native,ember_m2,999,0.009446496856568842
train_cv,ood_test,customary,native,ember_m2,2024,0.015325977719332085
train_cv,ood_test,customary,native,toniot_scanning_m2_centroid,7,0.011268442882582108
train_cv,ood_test,customary,native,toniot_scanning_m2_centroid,42,0.0045285128889569854
train_cv,ood_test,customary,native,toniot_scanning_m2_centroid,123,0.0012193770203338856
train_cv,ood_test,customary,native,toniot_scanning_m2_centroid,999,0.008182696057241534
train_cv,ood_test,customary,native,toniot_scanning_m2_centroid,2024,0.0032223768410395426
train_cv,ood_test,customary,native,toniot_scanning_natural_cur,7,0.0026587276412309104
train_cv,ood_test,customary,native,toniot_scanning_natural_cur,42,0.0033523095113939436
train_cv,ood_test,customary,native,toniot_scanning_natural_cur,123,0.0005890945940853302
train_cv,ood_test,customary,native,toniot_scanning_natural_cur,999,1.1671948223268558e-05
train_cv,ood_test,customary,native,toniot_scanning_natural_cur,2024,-0.0012895340716351604
train_cv,ood_test,customary,native,unsw_dos_m2_centroid,7,0.0014057950175781302
train_cv,ood_test,customary,native,unsw_dos_m2_centroid,42,-0.0027199810516989422
train_cv,ood_test,customary,native,unsw_dos_m2_centroid,123,0.0007526763532506772
train_cv,ood_test,customary,native,unsw_dos_m2_centroid,999,-0.0012704275776320346
train_cv,ood_test,customary,native,unsw_dos_m2_centroid,2024,-0.004139349526189107
train_cv,ood_test,customary,native,unsw_dos_natural_cur,7,0.0012775190528514502
train_cv,ood_test,customary,native,unsw_dos_natural_cur,42,-0.0010669869725497365
train_cv,ood_test,customary,native,unsw_dos_natural_cur,123,0.003452857758328894
train_cv,ood_test,customary,native,unsw_dos_natural_cur,999,0.009470792546881128
train_cv,ood_test,customary,native,unsw_dos_natural_cur,2024,0.005511668474598548
train_cv,ood_test,customary,native,unsw_recon_m2_centroid,7,-0.011226498983739841
train_cv,ood_test,customary,native,unsw_recon_m2_centroid,42,0.015938953435953418
train_cv,ood_test,customary,native,unsw_recon_m2_centroid,123,-0.0028665116047486374
train_cv,ood_test,customary,native,unsw_recon_m2_centroid,999,-0.0012819943996491185
train_cv,ood_test,customary,native,unsw_recon_m2_centroid,2024,0.007165525054824447
train_cv,ood_test,customary,native,unsw_recon_natural_cur,7,0.003997945304396899
train_cv,ood_test,customary,native,unsw_recon_natural_cur,42,0.00796644652834988
train_cv,ood_test,customary,native,unsw_recon_natural_cur,123,-0.007359246486513649
train_cv,ood_test,customary,native,unsw_recon_natural_cur,999,-0.010331421400755788
train_cv,ood_test,customary,native,unsw_recon_natural_cur,2024,0.0058442667527646526
train_cv,ood_test,extended,equal_count,ember_m1,7,-0.016838693571874334
train_cv,ood_test,extended,equal_count,ember_m1,42,-0.0060201011782787806
train_cv,ood_test,extended,equal_count,ember_m1,123,-0.013733739874283675
train_cv,ood_test,extended,equal_count,ember_m1,999,-0.02142761286466319
train_cv,ood_test,extended,equal_count,ember_m1,2024,-0.018174836957683873
train_cv,ood_test,extended,equal_count,ember_m2,7,-0.007927443774125699
train_cv,ood_test,extended,equal_count,ember_m2,42,0.0003421199055099559
train_cv,ood_test,extended,equal_count,ember_m2,123,-0.0035140579547699633
train_cv,ood_test,extended,equal_count,ember_m2,999,-0.0035413733877760847
train_cv,ood_test,extended,equal_count,ember_m2,2024,-0.004746341437338282
train_cv,ood_test,extended,equal_count,toniot_scanning_m2_centroid,7,0.004992283826501804
train_cv,ood_test,extended,equal_count,toniot_scanning_m2_centroid,42,0.0005353271532376747
train_cv,ood_test,extended,equal_count,toniot_scanning_m2_centroid,123,-0.0031125883906067595
train_cv,ood_test,extended,equal_count,toniot_scanning_m2_centroid,999,0.00254911261971813
train_cv,ood_test,extended,equal_count,toniot_scanning_m2_centroid,2024,3.968332259181769e-05
train_cv,ood_test,extended,equal_count,toniot_scanning_natural_cur,7,-1.2325881605601552e-05
train_cv,ood_test,extended,equal_count,toniot_scanning_natural_cur,42,0.0005021274109465365
train_cv,ood_test,extended,equal_count,toniot_scanning_natural_cur,123,-0.0016622721224656134
train_cv,ood_test,extended,equal_count,toniot_scanning_natural_cur,999,-0.0006521755817501992
train_cv,ood_test,extended,equal_count,toniot_scanning_natural_cur,2024,-0.0017167882466006719
train_cv,ood_test,extended,equal_count,unsw_dos_m2_centroid,7,-0.0017544498623979592
train_cv,ood_test,extended,equal_count,unsw_dos_m2_centroid,42,-0.005956877227598523
train_cv,ood_test,extended,equal_count,unsw_dos_m2_centroid,123,-0.0057480479048122035
train_cv,ood_test,extended,equal_count,unsw_dos_m2_centroid,999,-0.006137212565573843
train_cv,ood_test,extended,equal_count,unsw_dos_m2_centroid,2024,-0.005991992489216558
train_cv,ood_test,extended,equal_count,unsw_dos_natural_cur,7,-0.0030740154757581163
train_cv,ood_test,extended,equal_count,unsw_dos_natural_cur,42,-0.00489802941483423
train_cv,ood_test,extended,equal_count,unsw_dos_natural_cur,123,-0.0008532535204048471
train_cv,ood_test,extended,equal_count,unsw_dos_natural_cur,999,-0.004881433297005781
train_cv,ood_test,extended,equal_count,unsw_dos_natural_cur,2024,0.0034398287356846523
train_cv,ood_test,extended,equal_count,unsw_recon_m2_centroid,7,-0.015028499833252421
train_cv,ood_test,extended,equal_count,unsw_recon_m2_centroid,42,0.007920919374136502
train_cv,ood_test,extended,equal_count,unsw_recon_m2_centroid,123,-0.006087342537467529
train_cv,ood_test,extended,equal_count,unsw_recon_m2_centroid,999,-0.006063741701871332
train_cv,ood_test,extended,equal_count,unsw_recon_m2_centroid,2024,0.0006173660650029555
train_cv,ood_test,extended,equal_count,unsw_recon_natural_cur,7,0.0017951774390483715
train_cv,ood_test,extended,equal_count,unsw_recon_natural_cur,42,0.006397761148621672
train_cv,ood_test,extended,equal_count,unsw_recon_natural_cur,123,-0.00473913855067196
train_cv,ood_test,extended,equal_count,unsw_recon_natural_cur,999,-0.005900491303501639
train_cv,ood_test,extended,equal_count,unsw_recon_natural_cur,2024,0.005281210269475774
train_cv,ood_test,extended,native,ember_m1,7,-0.01916187042045166
train_cv,ood_test,extended,native,ember_m1,42,-0.011227800546448155
train_cv,ood_test,extended,native,ember_m1,123,-0.018521187277492263
train_cv,ood_test,extended,native,ember_m1,999,-0.027637349579795578
train_cv,ood_test,extended,native,ember_m1,2024,-0.021044041026079634
train_cv,ood_test,extended,native,ember_m2,7,-0.009993439055223948
train_cv,ood_test,extended,native,ember_m2,42,-0.0018143784153005216
train_cv,ood_test,extended,native,ember_m2,123,-0.005785869454986122
train_cv,ood_test,extended,native,ember_m2,999,-0.0061410331194503565
train_cv,ood_test,extended,native,ember_m2,2024,-0.008467509141061017
train_cv,ood_test,extended,native,toniot_scanning_m2_centroid,7,0.0025717181871441896
train_cv,ood_test,extended,native,toniot_scanning_m2_centroid,42,-0.0016029176510355587
train_cv,ood_test,extended,native,toniot_scanning_m2_centroid,123,-0.006700163506006514
train_cv,ood_test,extended,native,toniot_scanning_m2_centroid,999,0.0009018650968224406
train_cv,ood_test,extended,native,toniot_scanning_m2_centroid,2024,-0.0015628686736153623
train_cv,ood_test,extended,native,toniot_scanning_natural_cur,7,-0.0006261868189772665
train_cv,ood_test,extended,native,toniot_scanning_natural_cur,42,0.0
train_cv,ood_test,extended,native,toniot_scanning_natural_cur,123,-0.002038864930425821
train_cv,ood_test,extended,native,toniot_scanning_natural_cur,999,-0.0013831258644536233
train_cv,ood_test,extended,native,toniot_scanning_natural_cur,2024,-0.002669849572321118
train_cv,ood_test,extended,native,unsw_dos_m2_centroid,7,-0.003371917872840191
train_cv,ood_test,extended,native,unsw_dos_m2_centroid,42,-0.009957583796507205
train_cv,ood_test,extended,native,unsw_dos_m2_centroid,123,-0.007891786145113136
train_cv,ood_test,extended,native,unsw_dos_m2_centroid,999,-0.009696441009835688
train_cv,ood_test,extended,native,unsw_dos_m2_centroid,2024,-0.007762136796299372
train_cv,ood_test,extended,native,unsw_dos_natural_cur,7,-0.005961667512242548
train_cv,ood_test,extended,native,unsw_dos_natural_cur,42,-0.006586665079215163
train_cv,ood_test,extended,native,unsw_dos_natural_cur,123,-0.0033610766447343954
train_cv,ood_test,extended,native,unsw_dos_natural_cur,999,-0.011035864345331485
train_cv,ood_test,extended,native,unsw_dos_natural_cur,2024,0.0008100844453196159
train_cv,ood_test,extended,native,unsw_recon_m2_centroid,7,-0.016502734946047776
train_cv,ood_test,extended,native,unsw_recon_m2_centroid,42,0.004864077313204213
train_cv,ood_test,extended,native,unsw_recon_m2_centroid,123,-0.008686668231511763
train_cv,ood_test,extended,native,unsw_recon_m2_centroid,999,-0.007726334838897138
train_cv,ood_test,extended,native,unsw_recon_m2_centroid,2024,-0.0007688932657948788
train_cv,ood_test,extended,native,unsw_recon_natural_cur,7,-0.000896352751191487
train_cv,ood_test,extended,native,unsw_recon_natural_cur,42,0.0030212319099715743
train_cv,ood_test,extended,native,unsw_recon_natural_cur,123,-0.007359246486513649
train_cv,ood_test,extended,native,unsw_recon_natural_cur,999,-0.010331421400755788
train_cv,ood_test,extended,native,unsw_recon_natural_cur,2024,0.0019027194230070155
