run,dataset,dim,scope,n_kernels,rho_rank_ktaood,rho_rank_survival
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember,12,all,23,0.8972332015810277,0.9061264822134387
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember,12,classical_only,19,0.9403508771929823,0.9526315789473684
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,4,all,23,0.9298418972332017,0.6521739130434783
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,4,classical_only,19,0.9526315789473684,0.6280701754385966
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,6,all,23,0.9318181818181819,0.5227272727272728
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,6,classical_only,19,0.9017543859649122,0.48245614035087714
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,8,all,23,0.9752964426877472,0.6926877470355731
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,8,classical_only,19,0.9719298245614034,0.6543859649122807
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,10,all,23,0.9733201581027668,0.6946640316205535
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,10,classical_only,19,0.9701754385964911,0.5929824561403508
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,12,all,23,0.8972332015810277,0.9061264822134387
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,12,classical_only,19,0.9403508771929823,0.9526315789473684
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,4,all,23,0.9545454545454547,0.8715415019762847
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,4,classical_only,19,0.9824561403508772,0.9333333333333333
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,6,all,23,0.9693675889328063,0.9594861660079053
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,6,classical_only,19,0.9964912280701754,0.9701754385964911
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,8,all,23,0.9930830039525691,0.9822134387351777
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,8,classical_only,19,0.9982456140350877,0.980701754385965
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,10,all,23,0.9940711462450593,0.9861660079051384
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,10,classical_only,19,0.9929824561403509,0.980701754385965
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,12,all,23,0.6650197628458498,0.8903162055335968
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,12,classical_only,19,0.8,0.9666666666666668
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,4,all,23,0.9545454545454547,0.8715415019762847
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,4,classical_only,19,0.9824561403508772,0.9333333333333333
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,6,all,23,0.9693675889328063,0.9594861660079053
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,6,classical_only,19,0.9964912280701754,0.9701754385964911
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,8,all,23,0.9930830039525691,0.9822134387351777
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,8,classical_only,19,0.9982456140350877,0.980701754385965
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,10,all,23,0.9940711462450593,0.9861660079051384
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,10,classical_only,19,0.9929824561403509,0.980701754385965
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,12,all,23,0.6650197628458498,0.8903162055335968
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,12,classical_only,19,0.8,0.9666666666666668
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,4,all,23,0.9545454545454547,0.8715415019762847
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,4,classical_only,19,0.9824561403508772,0.9333333333333333
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,6,all,23,0.9693675889328063,0.9594861660079053
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,6,classical_only,19,0.9964912280701754,0.9701754385964911
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,8,all,23,0.9930830039525691,0.9822134387351777
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,8,classical_only,19,0.9982456140350877,0.980701754385965
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,10,all,23,0.9940711462450593,0.9861660079051384
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,10,classical_only,19,0.9929824561403509,0.980701754385965
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,12,all,23,0.6650197628458498,0.8903162055335968
m1_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,12,classical_only,19,0.8,0.9666666666666668
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,4,all,23,0.9841897233201581,0.8577075098814229
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,4,classical_only,19,0.9842105263157893,0.8421052631578947
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,6,all,23,0.983201581027668,0.8883399209486167
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,6,classical_only,19,0.9859649122807018,0.8245614035087718
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,8,all,23,0.9802371541501977,0.9614624505928853
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,8,classical_only,19,0.980701754385965,0.9491228070175438
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,10,all,23,0.9841897233201581,0.9812252964426879
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,10,classical_only,19,0.9771929824561404,0.9736842105263157
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,12,all,23,0.9278656126482213,0.9624505928853755
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,12,classical_only,19,0.9771929824561404,0.9649122807017543
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,4,all,23,0.9841897233201581,0.8577075098814229
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,4,classical_only,19,0.9842105263157893,0.8421052631578947
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,6,all,23,0.983201581027668,0.8883399209486167
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,6,classical_only,19,0.9859649122807018,0.8245614035087718
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,8,all,23,0.9802371541501977,0.9614624505928853
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,8,classical_only,19,0.980701754385965,0.9491228070175438
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,10,all,23,0.9841897233201581,0.9812252964426879
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,10,classical_only,19,0.9771929824561404,0.9736842105263157
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,12,all,23,0.9278656126482213,0.9624505928853755
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,12,classical_only,19,0.9771929824561404,0.9649122807017543
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,4,all,23,0.9841897233201581,0.8577075098814229
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,4,classical_only,19,0.9842105263157893,0.8421052631578947
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,6,all,23,0.983201581027668,0.8883399209486167
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,6,classical_only,19,0.9859649122807018,0.8245614035087718
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,8,all,23,0.9802371541501977,0.9614624505928853
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,8,classical_only,19,0.980701754385965,0.9491228070175438
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,10,all,23,0.9841897233201581,0.9812252964426879
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,10,classical_only,19,0.9771929824561404,0.9736842105263157
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,12,all,23,0.9278656126482213,0.9624505928853755
m1_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,12,classical_only,19,0.9771929824561404,0.9649122807017543
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,4,all,23,0.933794466403162,0.7954545454545455
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,4,classical_only,19,0.9350877192982456,0.8298245614035088
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,6,all,23,0.8774703557312253,0.6254940711462451
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,6,classical_only,19,0.8491228070175438,0.6228070175438596
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,8,all,23,0.974308300395257,0.9565217391304348
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,8,classical_only,19,0.9701754385964911,0.9421052631578948
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,10,all,23,0.9851778656126482,0.9634387351778656
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,10,classical_only,19,0.980701754385965,0.9473684210526316
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,12,all,23,0.9209486166007905,0.9100790513833993
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,12,classical_only,19,0.9719298245614034,0.9508771929824561
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,4,all,23,0.933794466403162,0.7954545454545455
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,4,classical_only,19,0.9350877192982456,0.8298245614035088
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,6,all,23,0.8774703557312253,0.6254940711462451
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,6,classical_only,19,0.8491228070175438,0.6228070175438596
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,8,all,23,0.974308300395257,0.9565217391304348
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,8,classical_only,19,0.9701754385964911,0.9421052631578948
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,10,all,23,0.9851778656126482,0.9634387351778656
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,10,classical_only,19,0.980701754385965,0.9473684210526316
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,12,all,23,0.9209486166007905,0.9100790513833993
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,12,classical_only,19,0.9719298245614034,0.9508771929824561
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,4,all,23,0.933794466403162,0.7954545454545455
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,4,classical_only,19,0.9350877192982456,0.8298245614035088
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,6,all,23,0.8774703557312253,0.6254940711462451
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,6,classical_only,19,0.8491228070175438,0.6228070175438596
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,8,all,23,0.974308300395257,0.9565217391304348
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,8,classical_only,19,0.9701754385964911,0.9421052631578948
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,10,all,23,0.9851778656126482,0.9634387351778656
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,10,classical_only,19,0.980701754385965,0.9473684210526316
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,12,all,23,0.9209486166007905,0.9100790513833993
m1_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,12,classical_only,19,0.9719298245614034,0.9508771929824561
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,4,all,23,0.9792490118577075,0.9051383399209486
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,4,classical_only,19,0.9771929824561404,0.9350877192982456
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,6,all,23,0.9733201581027668,0.9377470355731227
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,6,classical_only,19,0.975438596491228,0.9473684210526316
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,8,all,23,0.9901185770750988,0.9723320158102767
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,8,classical_only,19,0.9859649122807018,0.9824561403508772
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,10,all,23,0.9792490118577075,0.9298418972332017
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,10,classical_only,19,0.980701754385965,0.9385964912280702
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,12,all,23,0.8942687747035574,0.8952569169960475
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,12,classical_only,19,0.9052631578947368,0.9210526315789472
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,4,all,23,0.9792490118577075,0.9051383399209486
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,4,classical_only,19,0.9771929824561404,0.9350877192982456
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,6,all,23,0.9733201581027668,0.9377470355731227
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,6,classical_only,19,0.975438596491228,0.9473684210526316
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,8,all,23,0.9901185770750988,0.9723320158102767
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,8,classical_only,19,0.9859649122807018,0.9824561403508772
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,10,all,23,0.9792490118577075,0.9298418972332017
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,10,classical_only,19,0.980701754385965,0.9385964912280702
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,12,all,23,0.8942687747035574,0.8952569169960475
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,12,classical_only,19,0.9052631578947368,0.9210526315789472
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,4,all,23,0.9792490118577075,0.9051383399209486
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,4,classical_only,19,0.9771929824561404,0.9350877192982456
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,6,all,23,0.9733201581027668,0.9377470355731227
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,6,classical_only,19,0.975438596491228,0.9473684210526316
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,8,all,23,0.9901185770750988,0.9723320158102767
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,8,classical_only,19,0.9859649122807018,0.9824561403508772
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,10,all,23,0.9792490118577075,0.9298418972332017
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,10,classical_only,19,0.980701754385965,0.9385964912280702
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,12,all,23,0.8942687747035574,0.8952569169960475
m1_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,12,classical_only,19,0.9052631578947368,0.9210526315789472
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,4,all,23,0.9476284584980237,0.8013833992094862
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,4,classical_only,19,0.9245614035087718,0.7824561403508771
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,6,all,23,0.983201581027668,0.9061264822134387
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,6,classical_only,19,0.9789473684210527,0.856140350877193
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,8,all,23,0.9950592885375494,0.9802371541501977
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,8,classical_only,19,0.9929824561403509,0.975438596491228
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,10,all,23,0.9604743083003953,0.9822134387351777
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,10,classical_only,19,0.9736842105263157,0.9736842105263157
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,12,all,23,0.7994071146245059,0.9802371541501977
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,12,classical_only,19,0.9017543859649122,0.980701754385965
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,4,all,23,0.9476284584980237,0.8013833992094862
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,4,classical_only,19,0.9245614035087718,0.7824561403508771
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,6,all,23,0.983201581027668,0.9061264822134387
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,6,classical_only,19,0.9789473684210527,0.856140350877193
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,8,all,23,0.9950592885375494,0.9802371541501977
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,8,classical_only,19,0.9929824561403509,0.975438596491228
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,10,all,23,0.9604743083003953,0.9822134387351777
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,10,classical_only,19,0.9736842105263157,0.9736842105263157
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,12,all,23,0.7994071146245059,0.9802371541501977
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,12,classical_only,19,0.9017543859649122,0.980701754385965
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,4,all,23,0.9476284584980237,0.8013833992094862
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,4,classical_only,19,0.9245614035087718,0.7824561403508771
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,6,all,23,0.983201581027668,0.9061264822134387
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,6,classical_only,19,0.9789473684210527,0.856140350877193
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,8,all,23,0.9950592885375494,0.9802371541501977
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,8,classical_only,19,0.9929824561403509,0.975438596491228
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,10,all,23,0.9604743083003953,0.9822134387351777
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,10,classical_only,19,0.9736842105263157,0.9736842105263157
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,12,all,23,0.7994071146245059,0.9802371541501977
m1_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,12,classical_only,19,0.9017543859649122,0.980701754385965
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s123,ember,4,all,23,0.9841897233201581,0.9683794466403162
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s123,ember,4,classical_only,19,0.9859649122807018,0.9789473684210527
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s123,ember,6,all,23,0.9802371541501977,0.9792490118577075
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s123,ember,6,classical_only,19,0.9929824561403509,0.9771929824561404
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s123,ember,8,all,23,0.9980237154150198,0.9861660079051384
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s123,ember,8,classical_only,19,0.9964912280701754,0.987719298245614
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s123,ember,10,all,23,0.9950592885375494,0.9871541501976285
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s123,ember,10,classical_only,19,0.9929824561403509,0.9894736842105263
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s123,ember,12,all,23,0.9555335968379446,0.9812252964426879
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s123,ember,12,classical_only,19,0.9789473684210527,0.9912280701754386
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,4,all,23,0.9841897233201581,0.9683794466403162
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,4,classical_only,19,0.9859649122807018,0.9789473684210527
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,6,all,23,0.9802371541501977,0.9792490118577075
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,6,classical_only,19,0.9929824561403509,0.9771929824561404
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,8,all,23,0.9980237154150198,0.9861660079051384
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,8,classical_only,19,0.9964912280701754,0.987719298245614
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,10,all,23,0.9950592885375494,0.9871541501976285
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,10,classical_only,19,0.9929824561403509,0.9894736842105263
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,12,all,23,0.9555335968379446,0.9812252964426879
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,12,classical_only,19,0.9789473684210527,0.9912280701754386
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s999,ember,4,all,23,0.9841897233201581,0.9683794466403162
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s999,ember,4,classical_only,19,0.9859649122807018,0.9789473684210527
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s999,ember,6,all,23,0.9802371541501977,0.9792490118577075
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s999,ember,6,classical_only,19,0.9929824561403509,0.9771929824561404
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s999,ember,8,all,23,0.9980237154150198,0.9861660079051384
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s999,ember,8,classical_only,19,0.9964912280701754,0.987719298245614
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s999,ember,10,all,23,0.9950592885375494,0.9871541501976285
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s999,ember,10,classical_only,19,0.9929824561403509,0.9894736842105263
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s999,ember,12,all,23,0.9555335968379446,0.9812252964426879
m1_hist_byteent__ms999__q1000_id500_ood500__qs7__s999,ember,12,classical_only,19,0.9789473684210527,0.9912280701754386
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s123,ember,4,all,23,0.9861660079051384,0.9120553359683794
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s123,ember,4,classical_only,19,0.9842105263157893,0.8578947368421052
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s123,ember,6,all,23,0.9861660079051384,0.8715415019762847
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s123,ember,6,classical_only,19,0.9859649122807018,0.8052631578947368
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s123,ember,8,all,23,0.9920948616600791,0.9545454545454547
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s123,ember,8,classical_only,19,0.9964912280701754,0.9421052631578948
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s123,ember,10,all,23,0.9940711462450593,0.9545454545454547
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s123,ember,10,classical_only,19,0.9964912280701754,0.9350877192982456
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s123,ember,12,all,23,0.9861660079051384,0.9792490118577075
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s123,ember,12,classical_only,19,0.9947368421052631,0.9789473684210527
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s42,ember,4,all,23,0.9861660079051384,0.9120553359683794
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s42,ember,4,classical_only,19,0.9842105263157893,0.8578947368421052
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s42,ember,6,all,23,0.9861660079051384,0.8715415019762847
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s42,ember,6,classical_only,19,0.9859649122807018,0.8052631578947368
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s42,ember,8,all,23,0.9920948616600791,0.9545454545454547
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s42,ember,8,classical_only,19,0.9964912280701754,0.9421052631578948
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s42,ember,10,all,23,0.9940711462450593,0.9545454545454547
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s42,ember,10,classical_only,19,0.9964912280701754,0.9350877192982456
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s42,ember,12,all,23,0.9861660079051384,0.9792490118577075
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s42,ember,12,classical_only,19,0.9947368421052631,0.9789473684210527
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s999,ember,4,all,23,0.9861660079051384,0.9120553359683794
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s999,ember,4,classical_only,19,0.9842105263157893,0.8578947368421052
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s999,ember,6,all,23,0.9861660079051384,0.8715415019762847
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s999,ember,6,classical_only,19,0.9859649122807018,0.8052631578947368
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s999,ember,8,all,23,0.9920948616600791,0.9545454545454547
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s999,ember,8,classical_only,19,0.9964912280701754,0.9421052631578948
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s999,ember,10,all,23,0.9940711462450593,0.9545454545454547
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s999,ember,10,classical_only,19,0.9964912280701754,0.9350877192982456
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s999,ember,12,all,23,0.9861660079051384,0.9792490118577075
m1_hist_byteent__ms999__q1000_id500_ood500__qs999__s999,ember,12,classical_only,19,0.9947368421052631,0.9789473684210527
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s123,ember,4,all,23,0.8043478260869565,0.8409090909090908
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s123,ember,4,classical_only,19,0.9403508771929823,0.7894736842105263
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s123,ember,6,all,23,0.8705533596837944,0.9140316205533597
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s123,ember,6,classical_only,19,0.9087719298245613,0.8912280701754386
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s123,ember,8,all,23,0.6353754940711461,0.8053359683794467
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s123,ember,8,classical_only,19,0.7,0.7964912280701755
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s123,ember,10,all,23,0.6610671936758893,0.8913043478260869
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s123,ember,10,classical_only,19,0.7333333333333334,0.8894736842105263
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s123,ember,12,all,23,0.4822134387351779,0.882411067193676
