run,dataset,dim,scope,n_kernels,rho_rank_ktaood,rho_rank_survival
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s123,ember,12,classical_only,19,0.5894736842105263,0.9192982456140351
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s42,ember,4,all,23,0.8043478260869565,0.8409090909090908
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s42,ember,4,classical_only,19,0.9403508771929823,0.7894736842105263
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s42,ember,6,all,23,0.8705533596837944,0.9140316205533597
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s42,ember,6,classical_only,19,0.9087719298245613,0.8912280701754386
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s42,ember,8,all,23,0.6353754940711461,0.8053359683794467
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s42,ember,8,classical_only,19,0.7,0.7964912280701755
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s42,ember,10,all,23,0.6610671936758893,0.8913043478260869
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s42,ember,10,classical_only,19,0.7333333333333334,0.8894736842105263
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s42,ember,12,all,23,0.4822134387351779,0.882411067193676
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s42,ember,12,classical_only,19,0.5894736842105263,0.9192982456140351
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s999,ember,4,all,23,0.8043478260869565,0.8409090909090908
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s999,ember,4,classical_only,19,0.9403508771929823,0.7894736842105263
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s999,ember,6,all,23,0.8705533596837944,0.9140316205533597
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s999,ember,6,classical_only,19,0.9087719298245613,0.8912280701754386
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s999,ember,8,all,23,0.6353754940711461,0.8053359683794467
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s999,ember,8,classical_only,19,0.7,0.7964912280701755
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s999,ember,10,all,23,0.6610671936758893,0.8913043478260869
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s999,ember,10,classical_only,19,0.7333333333333334,0.8894736842105263
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s999,ember,12,all,23,0.4822134387351779,0.882411067193676
m2_hist_byteent__ms123__q1000_id500_ood500__qs123__s999,ember,12,classical_only,19,0.5894736842105263,0.9192982456140351
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s123,ember,4,all,23,0.7341897233201582,0.8913043478260869
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s123,ember,4,classical_only,19,0.7578947368421053,0.8859649122807017
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s123,ember,6,all,23,0.908102766798419,0.9209486166007905
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s123,ember,6,classical_only,19,0.9491228070175438,0.9403508771929823
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s123,ember,8,all,23,0.774703557312253,0.7598814229249011
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s123,ember,8,classical_only,19,0.8473684210526315,0.8403508771929825
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s123,ember,10,all,23,0.7490118577075098,0.7203557312252966
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s123,ember,10,classical_only,19,0.8526315789473684,0.8350877192982457
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s123,ember,12,all,23,0.8280632411067194,0.7895256916996048
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s123,ember,12,classical_only,19,0.9035087719298246,0.9122807017543859
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s42,ember,4,all,23,0.7341897233201582,0.8913043478260869
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s42,ember,4,classical_only,19,0.7578947368421053,0.8859649122807017
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s42,ember,6,all,23,0.908102766798419,0.9209486166007905
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s42,ember,6,classical_only,19,0.9491228070175438,0.9403508771929823
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s42,ember,8,all,23,0.774703557312253,0.7598814229249011
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s42,ember,8,classical_only,19,0.8473684210526315,0.8403508771929825
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s42,ember,10,all,23,0.7490118577075098,0.7203557312252966
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s42,ember,10,classical_only,19,0.8526315789473684,0.8350877192982457
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s42,ember,12,all,23,0.8280632411067194,0.7895256916996048
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s42,ember,12,classical_only,19,0.9035087719298246,0.9122807017543859
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s999,ember,4,all,23,0.7341897233201582,0.8913043478260869
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s999,ember,4,classical_only,19,0.7578947368421053,0.8859649122807017
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s999,ember,6,all,23,0.908102766798419,0.9209486166007905
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s999,ember,6,classical_only,19,0.9491228070175438,0.9403508771929823
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s999,ember,8,all,23,0.774703557312253,0.7598814229249011
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s999,ember,8,classical_only,19,0.8473684210526315,0.8403508771929825
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s999,ember,10,all,23,0.7490118577075098,0.7203557312252966
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s999,ember,10,classical_only,19,0.8526315789473684,0.8350877192982457
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s999,ember,12,all,23,0.8280632411067194,0.7895256916996048
m2_hist_byteent__ms123__q1000_id500_ood500__qs2024__s999,ember,12,classical_only,19,0.9035087719298246,0.9122807017543859
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s123,ember,4,all,23,0.9387351778656127,0.9496047430830039
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s123,ember,4,classical_only,19,0.9228070175438597,0.9526315789473684
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s123,ember,6,all,23,0.958498023715415,0.9090909090909092
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s123,ember,6,classical_only,19,0.9719298245614034,0.9263157894736841
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s123,ember,8,all,23,0.7371541501976284,0.8804347826086957
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s123,ember,8,classical_only,19,0.8526315789473684,0.9210526315789472
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s123,ember,10,all,23,0.8814229249011858,0.8666007905138341
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s123,ember,10,classical_only,19,0.9350877192982456,0.9245614035087718
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s123,ember,12,all,23,0.8675889328063242,0.824110671936759
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s123,ember,12,classical_only,19,0.9298245614035087,0.9105263157894736
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s42,ember,4,all,23,0.9387351778656127,0.9496047430830039
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s42,ember,4,classical_only,19,0.9228070175438597,0.9526315789473684
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s42,ember,6,all,23,0.958498023715415,0.9090909090909092
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s42,ember,6,classical_only,19,0.9719298245614034,0.9263157894736841
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s42,ember,8,all,23,0.7371541501976284,0.8804347826086957
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s42,ember,8,classical_only,19,0.8526315789473684,0.9210526315789472
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s42,ember,10,all,23,0.8814229249011858,0.8666007905138341
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s42,ember,10,classical_only,19,0.9350877192982456,0.9245614035087718
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s42,ember,12,all,23,0.8675889328063242,0.824110671936759
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s42,ember,12,classical_only,19,0.9298245614035087,0.9105263157894736
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s999,ember,4,all,23,0.9387351778656127,0.9496047430830039
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s999,ember,4,classical_only,19,0.9228070175438597,0.9526315789473684
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s999,ember,6,all,23,0.958498023715415,0.9090909090909092
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s999,ember,6,classical_only,19,0.9719298245614034,0.9263157894736841
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s999,ember,8,all,23,0.7371541501976284,0.8804347826086957
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s999,ember,8,classical_only,19,0.8526315789473684,0.9210526315789472
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s999,ember,10,all,23,0.8814229249011858,0.8666007905138341
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s999,ember,10,classical_only,19,0.9350877192982456,0.9245614035087718
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s999,ember,12,all,23,0.8675889328063242,0.824110671936759
m2_hist_byteent__ms123__q1000_id500_ood500__qs42__s999,ember,12,classical_only,19,0.9298245614035087,0.9105263157894736
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s123,ember,4,all,23,0.9258893280632412,0.9752964426877472
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s123,ember,4,classical_only,19,0.9701754385964911,0.975438596491228
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s123,ember,6,all,23,0.9456521739130436,0.9792490118577075
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s123,ember,6,classical_only,19,0.9947368421052631,0.9666666666666668
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s123,ember,8,all,23,0.8913043478260869,0.9011857707509882
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s123,ember,8,classical_only,19,0.9701754385964911,0.8701754385964912
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s123,ember,10,all,23,0.9624505928853755,0.8260869565217392
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s123,ember,10,classical_only,19,0.9789473684210527,0.8596491228070176
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s123,ember,12,all,23,0.9683794466403162,0.8873517786561266
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s123,ember,12,classical_only,19,0.9789473684210527,0.8789473684210527
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s42,ember,4,all,23,0.9258893280632412,0.9752964426877472
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s42,ember,4,classical_only,19,0.9701754385964911,0.975438596491228
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s42,ember,6,all,23,0.9456521739130436,0.9792490118577075
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s42,ember,6,classical_only,19,0.9947368421052631,0.9666666666666668
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s42,ember,8,all,23,0.8913043478260869,0.9011857707509882
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s42,ember,8,classical_only,19,0.9701754385964911,0.8701754385964912
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s42,ember,10,all,23,0.9624505928853755,0.8260869565217392
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s42,ember,10,classical_only,19,0.9789473684210527,0.8596491228070176
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s42,ember,12,all,23,0.9683794466403162,0.8873517786561266
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s42,ember,12,classical_only,19,0.9789473684210527,0.8789473684210527
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s999,ember,4,all,23,0.9258893280632412,0.9752964426877472
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s999,ember,4,classical_only,19,0.9701754385964911,0.975438596491228
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s999,ember,6,all,23,0.9456521739130436,0.9792490118577075
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s999,ember,6,classical_only,19,0.9947368421052631,0.9666666666666668
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s999,ember,8,all,23,0.8913043478260869,0.9011857707509882
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s999,ember,8,classical_only,19,0.9701754385964911,0.8701754385964912
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s999,ember,10,all,23,0.9624505928853755,0.8260869565217392
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s999,ember,10,classical_only,19,0.9789473684210527,0.8596491228070176
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s999,ember,12,all,23,0.9683794466403162,0.8873517786561266
m2_hist_byteent__ms123__q1000_id500_ood500__qs7__s999,ember,12,classical_only,19,0.9789473684210527,0.8789473684210527
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s123,ember,4,all,23,0.8468379446640316,0.8784584980237155
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s123,ember,4,classical_only,19,0.9736842105263157,0.8947368421052632
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s123,ember,6,all,23,0.9644268774703558,0.9446640316205533
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s123,ember,6,classical_only,19,0.9631578947368421,0.9631578947368421
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s123,ember,8,all,23,0.9654150197628459,0.9762845849802372
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s123,ember,8,classical_only,19,0.9578947368421052,0.9859649122807018
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s123,ember,10,all,23,0.9555335968379446,0.9693675889328063
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s123,ember,10,classical_only,19,0.956140350877193,0.9771929824561404
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s123,ember,12,all,23,0.9545454545454547,0.9249011857707511
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s123,ember,12,classical_only,19,0.9596491228070174,0.956140350877193
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s42,ember,4,all,23,0.8468379446640316,0.8784584980237155
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s42,ember,4,classical_only,19,0.9736842105263157,0.8947368421052632
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s42,ember,6,all,23,0.9644268774703558,0.9446640316205533
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s42,ember,6,classical_only,19,0.9631578947368421,0.9631578947368421
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s42,ember,8,all,23,0.9654150197628459,0.9762845849802372
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s42,ember,8,classical_only,19,0.9578947368421052,0.9859649122807018
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s42,ember,10,all,23,0.9555335968379446,0.9693675889328063
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s42,ember,10,classical_only,19,0.956140350877193,0.9771929824561404
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s42,ember,12,all,23,0.9545454545454547,0.9249011857707511
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s42,ember,12,classical_only,19,0.9596491228070174,0.956140350877193
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s999,ember,4,all,23,0.8468379446640316,0.8784584980237155
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s999,ember,4,classical_only,19,0.9736842105263157,0.8947368421052632
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s999,ember,6,all,23,0.9644268774703558,0.9446640316205533
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s999,ember,6,classical_only,19,0.9631578947368421,0.9631578947368421
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s999,ember,8,all,23,0.9654150197628459,0.9762845849802372
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s999,ember,8,classical_only,19,0.9578947368421052,0.9859649122807018
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s999,ember,10,all,23,0.9555335968379446,0.9693675889328063
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s999,ember,10,classical_only,19,0.956140350877193,0.9771929824561404
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s999,ember,12,all,23,0.9545454545454547,0.9249011857707511
m2_hist_byteent__ms123__q1000_id500_ood500__qs999__s999,ember,12,classical_only,19,0.9596491228070174,0.956140350877193
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember,4,all,23,-0.7341897233201582,0.9179841897233202
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember,4,classical_only,19,-0.7473684210526316,0.9122807017543859
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember,6,all,23,-0.6492094861660079,0.8656126482213439
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember,6,classical_only,19,-0.6947368421052632,0.887719298245614
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember,8,all,23,-0.10968379446640317,0.2075098814229249
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember,8,classical_only,19,0.04912280701754386,0.11578947368421051
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember,10,all,23,0.5187747035573123,-0.8300395256916996
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember,10,classical_only,19,0.6789473684210526,-0.882456140350877
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember,12,all,23,0.5187747035573123,-0.8181818181818183
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s123,ember,12,classical_only,19,0.6789473684210526,-0.8771929824561402
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember,4,all,23,-0.7341897233201582,0.9179841897233202
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember,4,classical_only,19,-0.7473684210526316,0.9122807017543859
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember,6,all,23,-0.6492094861660079,0.8656126482213439
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember,6,classical_only,19,-0.6947368421052632,0.887719298245614
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember,8,all,23,-0.10968379446640317,0.2075098814229249
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember,8,classical_only,19,0.04912280701754386,0.11578947368421051
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember,10,all,23,0.5187747035573123,-0.8300395256916996
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember,10,classical_only,19,0.6789473684210526,-0.882456140350877
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember,12,all,23,0.5187747035573123,-0.8181818181818183
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s42,ember,12,classical_only,19,0.6789473684210526,-0.8771929824561402
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember,4,all,23,-0.7341897233201582,0.9179841897233202
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember,4,classical_only,19,-0.7473684210526316,0.9122807017543859
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember,6,all,23,-0.6492094861660079,0.8656126482213439
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember,6,classical_only,19,-0.6947368421052632,0.887719298245614
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember,8,all,23,-0.10968379446640317,0.2075098814229249
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember,8,classical_only,19,0.04912280701754386,0.11578947368421051
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember,10,all,23,0.5187747035573123,-0.8300395256916996
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember,10,classical_only,19,0.6789473684210526,-0.882456140350877
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember,12,all,23,0.5187747035573123,-0.8181818181818183
m2_hist_byteent__ms42__q1000_id500_ood500__qs123__s999,ember,12,classical_only,19,0.6789473684210526,-0.8771929824561402
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember,4,all,23,0.782608695652174,0.8596837944664032
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember,4,classical_only,19,0.7842105263157895,0.8719298245614034
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember,6,all,23,0.8725296442687748,0.698616600790514
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember,6,classical_only,19,0.8982456140350877,0.6228070175438596
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember,8,all,23,0.8359683794466403,0.11561264822134389
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember,8,classical_only,19,0.8947368421052632,0.24736842105263157
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember,10,all,23,0.8685770750988143,0.2707509881422925
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember,10,classical_only,19,0.9175438596491228,0.3508771929824562
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember,12,all,23,0.9120553359683794,0.2272727272727273
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s123,ember,12,classical_only,19,0.9543859649122807,0.3385964912280702
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember,4,all,23,0.782608695652174,0.8596837944664032
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember,4,classical_only,19,0.7842105263157895,0.8719298245614034
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember,6,all,23,0.8725296442687748,0.698616600790514
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember,6,classical_only,19,0.8982456140350877,0.6228070175438596
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember,8,all,23,0.8359683794466403,0.11561264822134389
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember,8,classical_only,19,0.8947368421052632,0.24736842105263157
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember,10,all,23,0.8685770750988143,0.2707509881422925
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember,10,classical_only,19,0.9175438596491228,0.3508771929824562
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember,12,all,23,0.9120553359683794,0.2272727272727273
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s42,ember,12,classical_only,19,0.9543859649122807,0.3385964912280702
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember,4,all,23,0.782608695652174,0.8596837944664032
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember,4,classical_only,19,0.7842105263157895,0.8719298245614034
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember,6,all,23,0.8725296442687748,0.698616600790514
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember,6,classical_only,19,0.8982456140350877,0.6228070175438596
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember,8,all,23,0.8359683794466403,0.11561264822134389
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember,8,classical_only,19,0.8947368421052632,0.24736842105263157
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember,10,all,23,0.8685770750988143,0.2707509881422925
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember,10,classical_only,19,0.9175438596491228,0.3508771929824562
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember,12,all,23,0.9120553359683794,0.2272727272727273
m2_hist_byteent__ms42__q1000_id500_ood500__qs2024__s999,ember,12,classical_only,19,0.9543859649122807,0.3385964912280702
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s123,ember,4,all,23,0.9575098814229249,0.7302371541501976
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s123,ember,4,classical_only,19,0.9666666666666668,0.7035087719298245
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s123,ember,6,all,23,0.9535573122529646,0.892292490118577
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s123,ember,6,classical_only,19,0.9543859649122807,0.8333333333333334
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s123,ember,8,all,23,0.825098814229249,0.17292490118577078
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s123,ember,8,classical_only,19,0.9175438596491228,0.13333333333333333
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s123,ember,10,all,23,0.9179841897233202,-0.048418972332015815
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s123,ember,10,classical_only,19,0.9824561403508772,0.06842105263157894
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s123,ember,12,all,23,0.8913043478260869,-0.1274703557312253
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s123,ember,12,classical_only,19,0.9614035087719298,-0.03684210526315789
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember,4,all,23,0.9575098814229249,0.7302371541501976
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember,4,classical_only,19,0.9666666666666668,0.7035087719298245
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember,6,all,23,0.9535573122529646,0.892292490118577
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember,6,classical_only,19,0.9543859649122807,0.8333333333333334
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember,8,all,23,0.825098814229249,0.17292490118577078
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember,8,classical_only,19,0.9175438596491228,0.13333333333333333
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember,10,all,23,0.9179841897233202,-0.048418972332015815
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember,10,classical_only,19,0.9824561403508772,0.06842105263157894
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember,12,all,23,0.8913043478260869,-0.1274703557312253
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember,12,classical_only,19,0.9614035087719298,-0.03684210526315789
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,4,all,23,0.9575098814229249,0.7302371541501976
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,4,classical_only,19,0.9666666666666668,0.7035087719298245
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,6,all,23,0.9535573122529646,0.892292490118577
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,6,classical_only,19,0.9543859649122807,0.8333333333333334
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,8,all,23,0.825098814229249,0.17292490118577078
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,8,classical_only,19,0.9175438596491228,0.13333333333333333
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,10,all,23,0.9179841897233202,-0.048418972332015815
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,10,classical_only,19,0.9824561403508772,0.06842105263157894
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,12,all,23,0.8913043478260869,-0.1274703557312253
