task,stratum,seed,family,kernel,dim,candidate_id,model,regularization,c_selected,c_cv_score,split,fit_seconds,kernel_backend,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy
college_scorecard,q1000,7,classical_ext,linear,4,linear__d4,svc,train_cv,0.1,0.8579575596816976,validation,0.003638744354248,analytic_cpu,0.856,0.7955555555555556,0.7079439252336448,0.5,0.9178666666666666,0.6136606314551899,,,,
college_scorecard,q1000,7,classical_ext,linear,4,linear__d4,svc,train_cv,0.1,0.8579575596816976,id_test,0.003638744354248,analytic_cpu,0.824,0.8215333054042732,0.7207838359224287,0.5510204081632653,0.8896802122608574,0.6351832642878846,,,,
college_scorecard,q1000,7,classical_ext,linear,4,linear__d4,svc,train_cv,0.1,0.8579575596816976,ood_test,0.003638744354248,analytic_cpu,0.68,0.6308836411090653,0.6335586947360706,0.5031055900621118,0.6826364432685604,0.5795876737322658,,,,
college_scorecard,q1000,7,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,validation,0.3786756992340088,analytic_cpu,0.92,0.7422222222222222,0.7605822639341122,0.5652173913043478,0.9018666666666668,0.6057732087537568,0.2126848432982906,0.0622350808442961,0.0483481056335964,0.249514636953554
college_scorecard,q1000,7,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,id_test,0.3786756992340088,analytic_cpu,0.908,0.7029046222594609,0.7488973317612123,0.5490196078431373,0.8800446864962994,0.6322902821257786,0.2607737152175179,0.0771012622746644,0.0472077147281582,0.2950275344424982
college_scorecard,q1000,7,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,ood_test,0.3786756992340088,analytic_cpu,0.68,0.5266272189349113,0.453238196779573,0.1011235955056179,0.6862296430039865,0.5777098088135414,0.8413600953963591,0.2462731823502632,0.2197866372202677,0.286540096835735
college_scorecard,q1000,7,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,validation,0.0035834312438964,analytic_cpu,0.844,0.8422222222222222,0.7127198797843188,0.5185185185185185,0.9089777777777778,0.611593909302408,,,,
college_scorecard,q1000,7,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,id_test,0.0035834312438964,analytic_cpu,0.792,0.8031001256807708,0.6887271334163394,0.5094339622641509,0.8836754643206256,0.6472295046608177,,,,
college_scorecard,q1000,7,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,ood_test,0.0035834312438964,analytic_cpu,0.678,0.6322690788179982,0.6342089598356894,0.5076452599388379,0.6930585101628559,0.593620587970545,,,,
college_scorecard,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,1.0,0.8559239610963749,validation,0.004547119140625,analytic_cpu,0.836,0.8377777777777777,0.7038513767299412,0.5060240963855421,0.9230222222222222,0.5392348963642881,,,,
college_scorecard,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,1.0,0.8559239610963749,id_test,0.004547119140625,analytic_cpu,0.744,0.7754503560955175,0.6450439258141805,0.4576271186440678,0.8979192850160593,0.5911624225424382,,,,
college_scorecard,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,1.0,0.8559239610963749,ood_test,0.004547119140625,analytic_cpu,0.54,0.6207118468331576,0.538937712489576,0.5610687022900763,0.7349076672804303,0.5999475968117459,,,,
college_scorecard,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,gpc,not_applicable,,,validation,0.4610350131988525,analytic_cpu,0.916,0.74,0.7534169367338313,0.5531914893617021,0.8981333333333333,0.6247595825635217,0.2114597515884529,0.0610981380065715,0.0501168015218565,0.2457345309134903
college_scorecard,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,gpc,not_applicable,,,id_test,0.4610350131988525,analytic_cpu,0.896,0.7216869152353023,0.7464503042596349,0.5517241379310345,0.8882837592515012,0.6481272536347514,0.2532997551136125,0.074359493047556,0.0473397618761384,0.2928420895398921
college_scorecard,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,gpc,not_applicable,,,ood_test,0.4610350131988525,analytic_cpu,0.666,0.5059171597633136,0.4109721428621816,0.023391812865497,0.67727345858882,0.512572578174981,0.6558817281836443,0.224527981758553,0.1374061354154194,0.4771540167469917
college_scorecard,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,fixed_c1,1.0,,validation,0.0068249702453613,analytic_cpu,0.836,0.8377777777777777,0.7038513767299412,0.5060240963855421,0.9230222222222222,0.5392348963642881,,,,
college_scorecard,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,fixed_c1,1.0,,id_test,0.0068249702453613,analytic_cpu,0.744,0.7754503560955175,0.6450439258141805,0.4576271186440678,0.8979192850160593,0.5911624225424382,,,,
college_scorecard,q1000,7,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,fixed_c1,1.0,,ood_test,0.0068249702453613,analytic_cpu,0.54,0.6207118468331576,0.538937712489576,0.5610687022900763,0.7349076672804303,0.5999475968117459,,,,
college_scorecard,q1000,7,classical_ext,poly2,4,poly2__d4,svc,train_cv,10.0,0.8586206896551726,validation,0.0055091381072998,analytic_cpu,0.824,0.8311111111111111,0.6910459498932704,0.4883720930232558,0.9146666666666668,0.5243814431429973,,,,
college_scorecard,q1000,7,classical_ext,poly2,4,poly2__d4,svc,train_cv,10.0,0.8586206896551726,id_test,0.0055091381072998,analytic_cpu,0.736,0.7708420611646418,0.6381578947368421,0.45,0.8940092165898618,0.6142024179240383,,,,
college_scorecard,q1000,7,classical_ext,poly2,4,poly2__d4,svc,train_cv,10.0,0.8586206896551726,ood_test,0.0055091381072998,analytic_cpu,0.568,0.643307888950464,0.5677510245901639,0.578125,0.7218041080462647,0.5648281079807463,,,,
college_scorecard,q1000,7,classical_ext,poly2,4,poly2__d4,gpc,not_applicable,,,validation,0.3960886001586914,analytic_cpu,0.916,0.74,0.7534169367338313,0.5531914893617021,0.9004444444444444,0.5977080048331938,0.2128056627539557,0.0623638053940273,0.0399473293212839,0.2418049687273176
college_scorecard,q1000,7,classical_ext,poly2,4,poly2__d4,gpc,not_applicable,,,id_test,0.3960886001586914,analytic_cpu,0.9,0.6982963273285854,0.7361867375796716,0.5283018867924528,0.8822790113112693,0.6268969865541358,0.2590002960522956,0.0769206517302856,0.0472600848874607,0.2890783752291728
college_scorecard,q1000,7,classical_ext,poly2,4,poly2__d4,gpc,not_applicable,,,ood_test,0.3960886001586914,analytic_cpu,0.676,0.5207100591715976,0.4414717563989409,0.0795454545454545,0.6980639625306138,0.5894846024036544,0.735018721501024,0.2326953241680501,0.190809649925214,0.3524608557518438
college_scorecard,q1000,7,classical_ext,poly3,4,poly3__d4,svc,train_cv,10.0,0.8553492484526967,validation,0.0067684650421142,analytic_cpu,0.824,0.8311111111111111,0.6910459498932704,0.4883720930232558,0.9159111111111112,0.5209596292521986,,,,
college_scorecard,q1000,7,classical_ext,poly3,4,poly3__d4,svc,train_cv,10.0,0.8553492484526967,id_test,0.0067684650421142,analytic_cpu,0.74,0.7731462086300795,0.6415889190321798,0.453781512605042,0.890937019969278,0.5662063586748037,,,,
college_scorecard,q1000,7,classical_ext,poly3,4,poly3__d4,svc,train_cv,10.0,0.8553492484526967,ood_test,0.0067684650421142,analytic_cpu,0.562,0.6358801551690234,0.5617879053461876,0.5714285714285714,0.7311535780046121,0.5884890348801439,,,,
college_scorecard,q1000,7,classical_ext,poly3,4,poly3__d4,gpc,not_applicable,,,validation,0.4498264789581299,analytic_cpu,0.912,0.7377777777777779,0.7464970501474926,0.5416666666666666,0.8919111111111111,0.5869412562384485,0.2142549100426202,0.0624706411675222,0.0545356982953299,0.2353802797024673
college_scorecard,q1000,7,classical_ext,poly3,4,poly3__d4,gpc,not_applicable,,,id_test,0.4498264789581299,analytic_cpu,0.892,0.7065354000837871,0.732683854104788,0.5263157894736842,0.8800446864962994,0.6283066836934372,0.2585765335759083,0.0766007131396312,0.0476363900134407,0.282845358603463
college_scorecard,q1000,7,classical_ext,poly3,4,poly3__d4,gpc,not_applicable,,,ood_test,0.4498264789581299,analytic_cpu,0.67,0.5118343195266272,0.423363225251798,0.0462427745664739,0.6935590553996318,0.5799723284154988,0.732508089723428,0.2348706625109222,0.1921590524164795,0.3587935584557557
college_scorecard,q1000,7,classical_ext,laplacian_med,4,laplacian_med__d4,svc,train_cv,1.0,0.861450044208665,validation,0.0051941871643066,analytic_cpu,0.856,0.8488888888888888,0.7265767407947503,0.5384615384615384,0.9461333333333334,0.7133817123535504,,,,
college_scorecard,q1000,7,classical_ext,laplacian_med,4,laplacian_med__d4,svc,train_cv,1.0,0.861450044208665,id_test,0.0051941871643066,analytic_cpu,0.796,0.8054042731462087,0.6925858951175407,0.5142857142857142,0.8854908532327888,0.5913896841091866,,,,
college_scorecard,q1000,7,classical_ext,laplacian_med,4,laplacian_med__d4,svc,train_cv,1.0,0.861450044208665,ood_test,0.0051941871643066,analytic_cpu,0.632,0.6728221813046353,0.628858659695664,0.5947136563876652,0.7363377965283613,0.5985560581130868,,,,
college_scorecard,q1000,7,classical_ext,laplacian_med,4,laplacian_med__d4,gpc,not_applicable,,,validation,0.3901891708374023,analytic_cpu,0.916,0.74,0.7534169367338313,0.5531914893617021,0.927111111111111,0.6359992721606222,0.2002282255135002,0.0584212053528599,0.0602858862193659,0.2520513550036897
college_scorecard,q1000,7,classical_ext,laplacian_med,4,laplacian_med__d4,gpc,not_applicable,,,id_test,0.3901891708374023,analytic_cpu,0.9,0.6982963273285854,0.7361867375796716,0.5283018867924528,0.8984778662198016,0.6607654975243612,0.2470121510297162,0.0723801803044814,0.0382615379828138,0.2948012590919199
college_scorecard,q1000,7,classical_ext,laplacian_med,4,laplacian_med__d4,gpc,not_applicable,,,ood_test,0.3901891708374023,analytic_cpu,0.704,0.5621301775147929,0.5191682910981157,0.2210526315789473,0.7307066626146337,0.6609933330978963,0.5908660105169647,0.1991384132735073,0.0996696009071947,0.5064293626529233
college_scorecard,q1000,7,classical_ext,matern15_med,4,matern15_med__d4,svc,train_cv,10.0,0.862820512820513,validation,0.0039994716644287,analytic_cpu,0.872,0.9111111111111112,0.7619047619047619,0.6,0.9472,0.6621854028428795,,,,
college_scorecard,q1000,7,classical_ext,matern15_med,4,matern15_med__d4,svc,train_cv,10.0,0.862820512820513,id_test,0.0039994716644287,analytic_cpu,0.8,0.8077084206116465,0.6964840714840714,0.5192307692307693,0.8959642508029605,0.5094430934671954,,,,
college_scorecard,q1000,7,classical_ext,matern15_med,4,matern15_med__d4,svc,train_cv,10.0,0.862820512820513,ood_test,0.0039994716644287,analytic_cpu,0.604,0.6574661685049786,0.6030855090127654,0.5840336134453782,0.7299558447594701,0.5763602551401046,,,,
college_scorecard,q1000,7,classical_ext,matern15_med,4,matern15_med__d4,gpc,not_applicable,,,validation,0.4601004123687744,analytic_cpu,0.916,0.74,0.7534169367338313,0.5531914893617021,0.9141333333333334,0.6175380825589867,0.2072135743064468,0.0606764352970105,0.0450294240605951,0.2427677646315326
college_scorecard,q1000,7,classical_ext,matern15_med,4,matern15_med__d4,gpc,not_applicable,,,id_test,0.4601004123687744,analytic_cpu,0.896,0.708839547549225,0.7385778635778636,0.5357142857142857,0.8980589303169948,0.6510094031608465,0.2510199042853864,0.074596363077743,0.0450739670555918,0.2908112050566882
college_scorecard,q1000,7,classical_ext,matern15_med,4,matern15_med__d4,gpc,not_applicable,,,ood_test,0.4601004123687744,analytic_cpu,0.666,0.5059171597633136,0.4109721428621816,0.023391812865497,0.7093798602048662,0.6060894344608344,0.6610661513735195,0.2247787442171535,0.1586640976805157,0.438015076368486
college_scorecard,q1000,7,classical_ext,matern25_med,4,matern25_med__d4,svc,train_cv,100.0,0.8606984969053935,validation,0.0060000419616699,analytic_cpu,0.872,0.8755555555555555,0.7517378351539226,0.5789473684210527,0.9452444444444444,0.6259959549985434,,,,
