dim,kernel,family,representation,spec_train_eff_rank,kta_train
4,linear,classical_ext_plain,plain,3.5376394081167413,0.2414146587778044
4,rbf_gscale,classical_ext_plain,plain,7.782919437797879,0.28976983601731415
4,poly2,classical_ext_plain,plain,5.504524970743839,0.2714217244344703
4,poly3,classical_ext_plain,plain,6.750286764895582,0.28957152210640524
4,laplacian_med,classical_ext_plain,plain,10.85798837441441,0.26944827333450155
4,matern15_med,classical_ext_plain,plain,4.750182521226862,0.27167169567089733
4,matern25_med,classical_ext_plain,plain,4.080471725817571,0.2646431582942244
6,linear,classical_ext_plain,plain,4.898085736229325,0.2239927275231058
6,rbf_gscale,classical_ext_plain,plain,10.838731433385677,0.24686473758283256
6,poly2,classical_ext_plain,plain,6.933885454598121,0.2387049639510483
6,poly3,classical_ext_plain,plain,9.29201072463773,0.251900471058994
6,laplacian_med,classical_ext_plain,plain,14.909501547971182,0.25401257699005886
6,matern15_med,classical_ext_plain,plain,6.611164138905253,0.23973908694960094
6,matern25_med,classical_ext_plain,plain,5.440664721098598,0.23408798587237642
8,linear,classical_ext_plain,plain,6.697619570753308,0.211952910121545
8,rbf_gscale,classical_ext_plain,plain,18.284948138605273,0.2226947129749894
8,poly2,classical_ext_plain,plain,9.354084460255027,0.21878349108904616
8,poly3,classical_ext_plain,plain,14.038293251536054,0.22780920979961952
8,laplacian_med,classical_ext_plain,plain,20.33632207626578,0.2411874315673367
8,matern15_med,classical_ext_plain,plain,9.1206840095049,0.22203480533287076
8,matern25_med,classical_ext_plain,plain,7.135552154032088,0.21611268495172853
10,linear,classical_ext_plain,plain,8.248021851386085,0.21650718789533296
10,rbf_gscale,classical_ext_plain,plain,23.452739152373596,0.2226764804392164
10,poly2,classical_ext_plain,plain,11.156820138209326,0.2163791013095691
10,poly3,classical_ext_plain,plain,17.616583634248762,0.22879039306577892
10,laplacian_med,classical_ext_plain,plain,24.96213393683454,0.24249893583320684
10,matern15_med,classical_ext_plain,plain,10.991736038735754,0.21878243737838657
10,matern25_med,classical_ext_plain,plain,8.499640635423143,0.21120294933576475
12,linear,classical_ext_plain,plain,9.991659854393,0.2044143731088677
12,rbf_gscale,classical_ext_plain,plain,27.31191681104089,0.19784775615899847
12,poly2,classical_ext_plain,plain,12.670032592702897,0.2007444749824604
12,poly3,classical_ext_plain,plain,20.847904820818762,0.20994925885600085
12,laplacian_med,classical_ext_plain,plain,29.988638413517723,0.23179931279732974
12,matern15_med,classical_ext_plain,plain,12.753486170023722,0.19741359961002072
12,matern25_med,classical_ext_plain,plain,9.743527063195616,0.19130514692232148
