family,model,dim,cfg,kernel,split,svc_c,fit_seconds,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy
classical_ext,svc,4,linear__svc_C0.01__d4,linear,id_test,0.01,0.06031298637390137,0.749,0.748496993987976,0.7318350283282639,0.7996807661612131,0.9458437833751334,0.9368124225525871,,,,
classical_ext,svc,4,linear__svc_C0.01__d4,linear,ood_test,0.01,0.06031298637390137,0.548,0.5602020202020201,0.5460224738962922,0.575984990619137,0.717709090909091,0.691167509711018,,,,
classical_ext,svc,4,linear__svc_C0.1__d4,linear,id_test,0.1,0.053565263748168945,0.862,0.8618314473257893,0.860971747041116,0.8729281767955801,0.9367397469589878,0.9270895949369679,,,,
classical_ext,svc,4,linear__svc_C0.1__d4,linear,ood_test,0.1,0.053565263748168945,0.635,0.6384848484848484,0.6346927766251418,0.6240988671472708,0.7627636363636363,0.7185868092047337,,,,
classical_ext,svc,4,linear__svc_C10__d4,linear,id_test,10.0,0.050012826919555664,0.862,0.8618314473257893,0.860971747041116,0.8729281767955801,0.9465197860791443,0.9401663021284717,,,,
classical_ext,svc,4,linear__svc_C10__d4,linear,ood_test,10.0,0.050012826919555664,0.633,0.6366666666666667,0.632732261818866,0.6228160328879754,0.746020202020202,0.6110055839149067,,,,
classical_ext,svc,4,linear__svc_C100__d4,linear,id_test,100.0,0.07599973678588867,0.892,0.8918915675662702,0.8916602465331278,0.8977272727272727,0.9482837931351725,0.9415479939412135,,,,
classical_ext,svc,4,linear__svc_C100__d4,linear,ood_test,100.0,0.07599973678588867,0.633,0.6366666666666667,0.632732261818866,0.6228160328879754,0.704270707070707,0.5602096428163776,,,,
classical_ext,svc,4,rbf_gscale__svc_C0.01__d4,rbf_gscale,id_test,0.01,0.06170821189880371,0.862,0.8618314473257893,0.860971747041116,0.8729281767955801,0.9557078228312913,0.9527512685865974,,,,
classical_ext,svc,4,rbf_gscale__svc_C0.01__d4,rbf_gscale,ood_test,0.01,0.06170821189880371,0.656,0.6577777777777778,0.6552055936878568,0.6386554621848739,0.7713131313131314,0.7551271845052119,,,,
classical_ext,svc,4,rbf_gscale__svc_C0.1__d4,rbf_gscale,id_test,0.1,0.03503727912902832,0.924,0.9239556958227833,0.9239561987704918,0.92578125,0.9688198752795011,0.9611081900746026,,,,
classical_ext,svc,4,rbf_gscale__svc_C0.1__d4,rbf_gscale,ood_test,0.1,0.03503727912902832,0.664,0.6650505050505051,0.6629429892141756,0.6440677966101694,0.8064161616161617,0.777581045696229,,,,
classical_ext,svc,4,rbf_gscale__svc_C10__d4,rbf_gscale,id_test,10.0,0.03366708755493164,0.933,0.9329297317189269,0.9329081512590737,0.9353905496624879,0.9752719010876043,0.9668099737652465,,,,
classical_ext,svc,4,rbf_gscale__svc_C10__d4,rbf_gscale,ood_test,10.0,0.03366708755493164,0.917,0.9211111111111111,0.9167835540240165,0.9125395152792413,0.9754222222222222,0.9750393295683836,,,,
classical_ext,svc,4,rbf_gscale__svc_C100__d4,rbf_gscale,id_test,100.0,0.037343502044677734,0.939,0.9389417557670231,0.9389413226110292,0.9408341416100873,0.9806719226876909,0.9735320156416294,,,,
classical_ext,svc,4,rbf_gscale__svc_C100__d4,rbf_gscale,ood_test,100.0,0.037343502044677734,0.912,0.915959595959596,0.9117614028332611,0.9071729957805907,0.9817414141414142,0.9832059099007275,,,,
classical_ext,svc,4,poly2__svc_C0.01__d4,poly2,id_test,0.01,0.04920554161071777,0.749,0.748496993987976,0.7318350283282639,0.7996807661612131,0.9529638118552475,0.949316808391499,,,,
classical_ext,svc,4,poly2__svc_C0.01__d4,poly2,ood_test,0.01,0.04920554161071777,0.548,0.5602020202020201,0.5460224738962922,0.575984990619137,0.7567757575757577,0.7337103453040836,,,,
classical_ext,svc,4,poly2__svc_C0.1__d4,poly2,id_test,0.1,0.04069018363952637,0.862,0.8618314473257893,0.860971747041116,0.8729281767955801,0.9437037748150993,0.9352916275859439,,,,
classical_ext,svc,4,poly2__svc_C0.1__d4,poly2,ood_test,0.1,0.04069018363952637,0.651,0.6530303030303031,0.6502918409779804,0.6345549738219896,0.7827555555555556,0.7493652722096016,,,,
classical_ext,svc,4,poly2__svc_C10__d4,poly2,id_test,10.0,0.021694183349609375,0.924,0.9239596958387833,0.9239631981879229,0.9256360078277887,0.9795279181116725,0.9688759611133796,,,,
classical_ext,svc,4,poly2__svc_C10__d4,poly2,ood_test,10.0,0.021694183349609375,0.761,0.7805050505050505,0.7576829215125858,0.7860340196956133,0.8986303030303029,0.8757958579128108,,,,
