task,stratum,seed,family,kernel,dim,candidate_id,model,regularization,c_selected,c_cv_score,split,fit_seconds,kernel_backend,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy
college_scorecard,q1000,999,classical_ext,linear,4,linear__d4,svc,train_cv,1.0,0.8565524820007578,validation,0.0036609172821044,analytic_cpu,0.796,0.8054042731462087,0.6925858951175407,0.5142857142857142,0.8903784387655356,0.6930010231857512,,,,
college_scorecard,q1000,999,classical_ext,linear,4,linear__d4,svc,train_cv,1.0,0.8565524820007578,id_test,0.0036609172821044,analytic_cpu,0.84,0.8826252723311547,0.7571872571872572,0.6153846153846154,0.9244281045751634,0.6948695102204044,,,,
college_scorecard,q1000,999,classical_ext,linear,4,linear__d4,svc,train_cv,1.0,0.8565524820007578,ood_test,0.0036609172821044,analytic_cpu,0.7,0.5723756290505283,0.5657611338845272,0.3243243243243243,0.686152531986407,0.5065922619411263,,,,
college_scorecard,q1000,999,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,validation,0.3837568759918213,analytic_cpu,0.92,0.7483591677140065,0.7923932901511377,0.6296296296296297,0.8952660242982824,0.6936627204089368,0.2504822619132546,0.0725219676457643,0.0522562950606559,0.2935223211231346
college_scorecard,q1000,999,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,id_test,0.3837568759918213,analytic_cpu,0.904,0.7214052287581699,0.7586872586872586,0.5714285714285714,0.926062091503268,0.692352421510926,0.2286672553004076,0.0701899161053374,0.0555199867376272,0.2870006032355593
college_scorecard,q1000,999,classical_ext,linear,4,linear__d4,gpc,not_applicable,,,ood_test,0.3837568759918213,analytic_cpu,0.69,0.5063694267515924,0.4204264165900134,0.0251572327044025,0.6818072087797811,0.5223452244584815,0.8989493381215372,0.2590133119149432,0.2441511525622053,0.2171785330172131
college_scorecard,q1000,999,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,validation,0.00356125831604,analytic_cpu,0.796,0.8054042731462087,0.6925858951175407,0.5142857142857142,0.8903784387655356,0.6930010231857512,,,,
college_scorecard,q1000,999,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,id_test,0.00356125831604,analytic_cpu,0.84,0.8826252723311547,0.7571872571872572,0.6153846153846154,0.9244281045751634,0.6948695102204044,,,,
college_scorecard,q1000,999,classical_ext,linear,4,linear__d4,svc,fixed_c1,1.0,,ood_test,0.00356125831604,analytic_cpu,0.7,0.5723756290505283,0.5657611338845272,0.3243243243243243,0.686152531986407,0.5065922619411263,,,,
college_scorecard,q1000,999,classical_ext,rbf_gscale,4,rbf_gscale__d4,svc,train_cv,100.0,0.8529799166350891,validation,0.0070042610168457,analytic_cpu,0.812,0.8531629660661919,0.7205773941166678,0.5607476635514018,0.8912163105711495,0.5638673161769641,,,,
