run,group,dataset,shots,projection_condition,n_measurement_replicates,selected_c_median,selected_c_q025,selected_c_q975,id_val_bacc_median,id_val_bacc_q025,id_val_bacc_q975,id_test_bacc_median,id_test_bacc_q025,id_test_bacc_q975,ood_test_bacc_median,ood_test_bacc_q025,ood_test_bacc_q975,ood_difference_from_exact_median,ood_difference_from_exact_q025,ood_difference_from_exact_q975,absolute_ood_difference_median,absolute_ood_difference_q025,absolute_ood_difference_q975,train_effective_rank_ratio_median,train_effective_rank_ratio_q025,train_effective_rank_ratio_q975,kta_ood_difference_median,kta_ood_difference_q025,kta_ood_difference_q975,train_min_eig_before_psd_median,train_min_eig_before_psd_q025,train_min_eig_before_psd_q975,train_frac_negative_eig_median,train_frac_negative_eig_q025,train_frac_negative_eig_q975,train_fro_change_sampling_median,train_fro_change_sampling_q025,train_fro_change_sampling_q975,train_fro_change_projection_median,train_fro_change_projection_q025,train_fro_change_projection_q975,ood_fro_change_sampling_median,ood_fro_change_sampling_q025,ood_fro_change_sampling_q975,ood_fro_change_projection_median,ood_fro_change_projection_q025,ood_fro_change_projection_q975,condition_train_fro_change_from_sampled_median,condition_train_fro_change_from_sampled_q025,condition_train_fro_change_from_sampled_q975,condition_id_val_fro_change_from_sampled_median,condition_id_val_fro_change_from_sampled_q025,condition_id_val_fro_change_from_sampled_q975,condition_id_test_fro_change_from_sampled_median,condition_id_test_fro_change_from_sampled_q025,condition_id_test_fro_change_from_sampled_q975,condition_ood_test_fro_change_from_sampled_median,condition_ood_test_fro_change_from_sampled_q025,condition_ood_test_fro_change_from_sampled_q975,condition_ood_square_fro_change_from_sampled_median,condition_ood_square_fro_change_from_sampled_q025,condition_ood_square_fro_change_from_sampled_q975
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,ember,8192,nystrom_psd,30,10.0,10.0,10.0,0.816195784483311,0.8026755397527068,0.8253980075597411,0.8276955602536998,0.814303446729451,0.8450341149336921,0.7598616803278688,0.7468733990778688,0.7722896388319672,0.014792520491803199,0.00180423924180316,0.02722047899590161,0.014792520491803199,0.00180423924180316,0.02722047899590161,1.0906342614393036,1.0901056038653947,1.0911652423455038,-0.00850660053808915,-0.11669222892653792,-0.0019130123093394932,-0.12386742662587441,-0.12737762912655293,-0.1207389763290371,0.345,0.344,0.347275,1.69165710986612,1.6850103749264065,1.6961012521818342,0.9400291275740136,0.9349132688212773,0.9457958648649633,0.6705684885612804,0.66375880636642,0.6824916676280088,0.341077474074163,0.3371126070455883,0.34794274855036267,0.9400291275740136,0.9349132688212772,0.9457958648649633,0.5810291344290084,0.5731543845148316,0.5868602671157278,0.6131587180486933,0.6073840606580269,0.6201954002979805,0.7952444520364124,0.7883099508987893,0.8018146953318994,35.91793155607036,19.74362786895418,372.02118665596646
m1_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m1,ember,8192,pre_psd,30,10.0,10.0,10.0,0.8080594528797489,0.7899817413030944,0.8247701646486002,0.8198154910628483,0.8050475687103594,0.8370002882952143,0.756499743852459,0.7467245133196722,0.7667816662397541,0.011430584016393349,0.0016553534836064926,0.021712506403688454,0.011430584016393349,0.0016553534836064926,0.021712506403688454,1.0906342614393036,1.0901056038653947,1.0911652423455038,-5.5662851412841e-06,-3.480358990366958e-05,2.5369330337499075e-05,-0.12386742662587441,-0.12737762912655293,-0.1207389763290371,0.345,0.344,0.347275,1.69165710986612,1.6850103749264065,1.6961012521818342,0.9400291275740136,0.9349132688212773,0.9457958648649633,0.6705684885612804,0.66375880636642,0.6824916676280088,0.341077474074163,0.3371126070455883,0.34794274855036267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,ember,128,independent_square_psd,30,1.0,1.0,3.474999999999987,0.754797305883848,0.7162282373872156,0.7753042000254161,0.7422520661157025,0.7066704868285123,0.7618454610020661,0.7372406506147541,0.7059426229508197,0.7487456775102459,0.0131115522540983,-0.018186475409836082,0.02461657914959012,0.013992059426229449,0.00093413806352448,0.035155449538934284,1.6557033212626773,1.6521960410804577,1.6595065374502085,0.0003018792535433,-3.582598002363177e-05,0.0005903633098785424,-0.8106384853346451,-0.8465112292966018,-0.7912542606510755,0.423,0.42172499999999996,0.42555,10.619539619971262,10.564698419322609,10.661865801187645,6.609415980659848,6.567156982335482,6.648390370042831,5.202086226967414,5.1331728773458405,5.26662968391273,2.9066368511350023,2.8720242862599568,2.9516525971581746,6.609415980659848,6.567156982335482,6.648390370042831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9066368511350023,2.8720242862599568,2.9516525971581746
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,ember,128,nystrom_psd,30,1.0,1.0,3.474999999999987,0.7528593213877239,0.7219818274240691,0.7665475282755115,0.7384588068181819,0.7169550619834711,0.7629818246384298,0.7381691854508197,0.7178510822233607,0.7529665087090164,0.01404008709016385,-0.006278016137295043,0.028837410348360595,0.014968621926229449,0.0025150486680327227,0.028837410348360595,1.6557033212626773,1.6521960410804577,1.6595065374502085,-0.0413306419853203,-0.07756408525960537,-0.009954271869653381,-0.8106384853346451,-0.8465112292966018,-0.7912542606510755,0.423,0.42172499999999996,0.42555,10.619539619971262,10.564698419322609,10.661865801187645,6.609415980659848,6.567156982335482,6.648390370042831,5.202086226967414,5.1331728773458405,5.26662968391273,2.9066368511350023,2.8720242862599568,2.9516525971581746,6.609415980659848,6.567156982335483,6.648390370042831,3.60643653698118,3.5805574391549677,3.641206745708671,3.6162827068810195,3.587596289873358,3.6575662459414704,5.2847958971119455,5.247680250330169,5.33572387382526,210.80552805191937,63.87607400213244,8217.873602056596
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,ember,128,pre_psd,30,1.0,1.0,1.0,0.7583396873808615,0.7381663807345279,0.7749817321133562,0.7425910382231404,0.7283227337293389,0.7668259297520661,0.7378329918032787,0.7226426421618853,0.749836705942623,0.01370389344262285,-0.0014864561987703948,0.025707607581967155,0.01370389344262285,0.0023589587602457773,0.025707607581967155,1.6557033212626773,1.6521960410804577,1.6595065374502085,-0.00010539345114449624,-0.0004775650500061325,0.00020619891979551736,-0.8106384853346451,-0.8465112292966018,-0.7912542606510755,0.423,0.42172499999999996,0.42555,10.619539619971262,10.564698419322609,10.661865801187645,6.609415980659848,6.567156982335482,6.648390370042831,5.202086226967414,5.1331728773458405,5.26662968391273,2.9066368511350023,2.8720242862599568,2.9516525971581746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,ember,512,independent_square_psd,30,10.0,1.0,10.0,0.7381814715974075,0.6737458698691067,0.7599615580124539,0.7266270661157025,0.6776116993801653,0.7423142110020661,0.6960649334016393,0.6674940765881148,0.7450315381659836,-0.0280641649590163,-0.05663502177254095,0.02090243980532782,0.0280641649590163,0.006667840676229506,0.05663502177254095,1.3291404761800152,1.3276362230064283,1.3302931493939316,0.0001540401666587,3.8854464540573344e-05,0.00024076158071186245,-0.40127645876989615,-0.41421522659918064,-0.3848439401067126,0.411,0.40872499999999995,0.413275,5.305022403311282,5.273582863462697,5.3241952163972766,3.184173116498135,3.166716171458104,3.203514243015402,2.599682959036024,2.570012666796813,2.617599096579858,1.3744670456238879,1.3550898967884666,1.3956549194808714,3.184173116498135,3.166716171458104,3.203514243015402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3744670456238879,1.3550898967884666,1.3956549194808714
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,ember,512,nystrom_psd,30,10.0,1.0,10.0,0.7534629559029101,0.73224043715847,0.789458635150591,0.7454803719008265,0.7123531120867769,0.7889244899276859,0.7289638831967213,0.6937524013831967,0.7455686475409836,0.00483478483606555,-0.030376696977459032,0.021439549180327817,0.01327164446721305,0.0035652535860655325,0.03037669697745903,1.3291404761800152,1.3276362230064283,1.3302931493939316,-0.007784631107586801,-0.050865677049689695,-0.0025081741915926,-0.40127645876989615,-0.41421522659918064,-0.3848439401067126,0.411,0.40872499999999995,0.413275,5.305022403311282,5.273582863462697,5.3241952163972766,3.184173116498135,3.166716171458104,3.203514243015402,2.599682959036024,2.570012666796813,2.617599096579858,1.3744670456238879,1.3550898967884666,1.3956549194808714,3.184173116498135,3.166716171458104,3.203514243015402,1.7863388152500108,1.7686093127985567,1.8062398272391493,1.807259139678213,1.7866730348646693,1.8223199681036686,2.65761602691894,2.634042805762691,2.6851480750118535,51.57430316945823,31.632468847714815,443.33547276066827
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,ember,512,pre_psd,30,1.0,1.0,3.474999999999987,0.7550196975473377,0.7347669653069004,0.760122791968484,0.7345525568181819,0.7180680204028925,0.7622312435433883,0.7432921362704918,0.7227034772028689,0.7496141777663934,0.019163037909836,-0.001425621157786962,0.025485079405737576,0.019163037909836,0.005858574538934358,0.025485079405737576,1.3291404761800152,1.3276362230064283,1.3302931493939316,-4.227283279951283e-05,-0.0001502104803109025,7.425986455969881e-05,-0.40127645876989615,-0.41421522659918064,-0.3848439401067126,0.411,0.40872499999999995,0.413275,5.305022403311282,5.273582863462697,5.3241952163972766,3.184173116498135,3.166716171458104,3.203514243015402,2.599682959036024,2.570012666796813,2.617599096579858,1.3744670456238879,1.3550898967884666,1.3956549194808714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,ember,2048,independent_square_psd,30,10.0,10.0,10.0,0.7676960223662472,0.7366056678103953,0.7936793112212479,0.7553589876033058,0.7264357889979339,0.7947919356921487,0.7193423411885246,0.6998271004098361,0.7356045081967213,-0.0047867571721311505,-0.0243019979508196,0.011475409836065474,0.008340804303278649,0.0001921106557377,0.0243019979508196,1.1665780913904804,1.1652371660494767,1.1672395760931105,6.281575380916171e-05,1.3724511119587307e-05,0.00013419557444266998,-0.1934824277849368,-0.20476709576240815,-0.18575287336932653,0.397,0.395,0.39927500000000005,2.6508476225782527,2.6335267368751336,2.667124262188871,1.5284862505632493,1.5169251247244107,1.538885613029561,1.2961483655447106,1.2843315310132546,1.3081837946989772,0.6438335390522105,0.6349674894531023,0.6529420896760537,1.5284862505632493,1.5169251247244107,1.538885613029561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6438335390522105,0.6349674894531023,0.6529420896760537
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,ember,2048,nystrom_psd,30,10.0,10.0,10.0,0.7801023001652052,0.7589679438302198,0.7949064366501462,0.7695958161157025,0.7445699896694215,0.7922189759814049,0.7334464651639344,0.7201059810450819,0.7471543609118853,0.0093173668032786,-0.004023117315573745,0.0230252625512295,0.0093173668032786,0.00168016777663931,0.0230252625512295,1.1665780913904804,1.1652371660494767,1.1672395760931105,-0.0029337155569702,-0.03548514471392724,-0.00035013500140906005,-0.1934824277849368,-0.20476709576240815,-0.18575287336932653,0.397,0.395,0.39927500000000005,2.6508476225782527,2.6335267368751336,2.667124262188871,1.5284862505632493,1.5169251247244107,1.538885613029561,1.2961483655447106,1.2843315310132546,1.3081837946989772,0.6438335390522105,0.6349674894531023,0.6529420896760537,1.5284862505632495,1.5169251247244107,1.5388856130295612,0.8868843014638854,0.8781824118924696,0.8954588448186508,0.898807631053157,0.8883534982019456,0.9085767278651203,1.3424722994215446,1.3305516179405783,1.3510324106742175,32.346492693903,16.02033428440536,200.9370192757607
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,ember,2048,pre_psd,30,10.0,1.0,10.0,0.7736211716863641,0.7474289935188716,0.7986600902274749,0.761331353305785,0.7266270661157025,0.7955715715392562,0.7295882428278688,0.7142410028176229,0.7495277279713115,0.00545914446721305,-0.00988809554303282,0.025398629610655712,0.0099097079918033,0.00016569544057379047,0.025398629610655712,1.1665780913904804,1.1652371660494767,1.1672395760931105,-3.257083436417063e-06,-6.688858227803032e-05,6.457734522158885e-05,-0.1934824277849368,-0.20476709576240815,-0.18575287336932653,0.397,0.395,0.39927500000000005,2.6508476225782527,2.6335267368751336,2.667124262188871,1.5284862505632493,1.5169251247244107,1.538885613029561,1.2961483655447106,1.2843315310132546,1.3081837946989772,0.6438335390522105,0.6349674894531023,0.6529420896760537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,ember,8192,independent_square_psd,30,10.0,10.0,10.0,0.7919525988054391,0.7739936777227093,0.8050737069513281,0.7714359504132231,0.7566164127066116,0.7893135007747933,0.7384733606557377,0.7298355852971312,0.7534211705942623,0.0143442622950819,0.0057064869364754,0.029292072233606456,0.0143442622950819,0.0057064869364754,0.029292072233606456,1.0846053111521794,1.084026630144318,1.0852024620780591,2.9205677377588946e-05,1.8395812308079365e-06,5.828954936197317e-05,-0.09518334878501505,-0.09880529700020277,-0.09074879755024935,0.383,0.381725,0.385,1.3259367393300607,1.3200685383871666,1.3346455743557988,0.7325577435693706,0.7268972460498558,0.738522413301542,0.6490359632262668,0.6408808857477694,0.6549091240975613,0.30162820552932224,0.296763187350139,0.30832276532297614,0.7325577435693706,0.7268972460498558,0.738522413301542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30162820552932224,0.296763187350139,0.30832276532297614
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,ember,8192,nystrom_psd,30,10.0,10.0,10.0,0.7899034184775702,0.7742160693861989,0.8033644681662219,0.7774083161157025,0.7580409026342976,0.7947854790805785,0.7403304303278688,0.7297491355020492,0.7476218301741803,0.016201331967213,0.005620037141393408,0.023492731813524476,0.016201331967213,0.005620037141393408,0.023492731813524476,1.0846053111521794,1.084026630144318,1.0852024620780591,-0.001532869067085,-0.061577348001105425,-0.00045895289147754293,-0.09518334878501505,-0.09880529700020277,-0.09074879755024935,0.383,0.381725,0.385,1.3259367393300607,1.3200685383871666,1.3346455743557988,0.7325577435693706,0.7268972460498558,0.738522413301542,0.6490359632262668,0.6408808857477694,0.6549091240975613,0.30162820552932224,0.296763187350139,0.30832276532297614,0.7325577435693706,0.726897246049856,0.7385224133015419,0.4396506102729506,0.43601338026737413,0.4453335907251764,0.4509127216795048,0.44630081766291435,0.4539172712471696,0.6844957217521936,0.6805621186118473,0.6865806839477153,17.389539778679485,11.279398211279048,1142.2893151443354
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,ember,8192,pre_psd,30,10.0,10.0,10.0,0.790014614309315,0.7742160693861989,0.8069791269538696,0.7795874225206612,0.7582047391528925,0.7944578060433884,0.7355436731557377,0.7279953253073771,0.7516505507172132,0.011414574795081851,0.0038662269467212127,0.027521452356557393,0.011414574795081851,0.0038662269467212127,0.027521452356557393,1.0846053111521794,1.084026630144318,1.0852024620780591,-1.496115056821845e-06,-3.352743170245455e-05,2.6001942957817875e-05,-0.09518334878501505,-0.09880529700020277,-0.09074879755024935,0.383,0.381725,0.385,1.3259367393300607,1.3200685383871666,1.3346455743557988,0.7325577435693706,0.7268972460498558,0.738522413301542,0.6490359632262668,0.6408808857477694,0.6549091240975613,0.30162820552932224,0.296763187350139,0.30832276532297614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,128,independent_square_psd,30,1.0,1.0,1.0,0.9835781640900636,0.9835781640900636,0.9877798447623324,0.9843479376483416,0.980531143755212,0.9885496183206106,0.9631985788361821,0.9602282184239166,0.9667566897125665,-0.0009202355803084899,-0.003890595992574035,0.0026378752960757425,0.0019044875488124,6.401638819542033e-05,0.003972216887523142,1.8168306498443183,1.814316349821323,1.8206818379424101,-0.0003366045842867,-0.00051657794471204,1.9980878613767784e-06,-0.9337287120282505,-0.9559812000566345,-0.9152399884092292,0.43,0.429,0.432,14.165041911117537,14.13727380122477,14.226594026429451,8.826623088100561,8.800186995104001,8.865052817935572,7.263411162162084,7.215346554243922,7.304520866522971,4.367950601625482,4.3340597274886274,4.398832118172858,8.826623088100561,8.800186995104001,8.865052817935572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.367950601625482,4.3340597274886274,4.398832118172858
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,128,nystrom_psd,30,1.0,1.0,1.0,0.9835781640900636,0.9835781640900636,0.9877798447623324,0.980531143755212,0.980531143755212,0.9847328244274808,0.964182830804686,0.9602458229306704,0.9662153511298892,6.401638819542033e-05,-0.0038729914858203,0.0020965367133986,0.0019044875488124,6.401638819542033e-05,0.0038729914858203,1.8168306498443183,1.814316349821323,1.8206818379424101,-0.08299200864731926,-0.1943734049205018,-0.03673024592988572,-0.9337287120282505,-0.9559812000566345,-0.9152399884092292,0.43,0.429,0.432,14.165041911117537,14.13727380122477,14.226594026429451,8.826623088100561,8.800186995104001,8.865052817935572,7.263411162162084,7.215346554243922,7.304520866522971,4.367950601625482,4.3340597274886274,4.398832118172858,8.826623088100561,8.800186995104001,8.865052817935572,4.920460422918374,4.892610948499005,4.9591812457298445,4.978060528846992,4.94467966245147,5.012696381213335,7.043444522799546,6.993743748102792,7.062038137287655,131.68708398910144,69.25773298538742,546.9936411693322
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,128,pre_psd,30,1.0,1.0,1.0,0.9835781640900636,0.9835781640900636,0.9877798447623324,0.9824395407017767,0.980531143755212,0.9882705754057348,0.964182830804686,0.9602282184239166,0.9667566897125665,6.401638819542033e-05,-0.003890595992574035,0.0026378752960757425,0.0019364957429101,6.401638819542033e-05,0.003972216887523142,1.8168306498443183,1.814316349821323,1.8206818379424101,-0.0005979204390515001,-0.0007877287557274401,-0.000272066922387365,-0.9337287120282505,-0.9559812000566345,-0.9152399884092292,0.43,0.429,0.432,14.165041911117537,14.13727380122477,14.226594026429451,8.826623088100561,8.800186995104001,8.865052817935572,7.263411162162084,7.215346554243922,7.304520866522971,4.367950601625482,4.3340597274886274,4.398832118172858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,512,independent_square_psd,30,1.0,1.0,10.0,0.9854865610366284,0.9835781640900636,0.9915966386554622,0.9843479376483416,0.980531143755212,0.9961832061068704,0.9622143268676782,0.9559023109916139,0.9661689392484477,-0.0019044875488124,-0.008216503424876696,0.002050124831956935,0.0019044875488124,6.401638819542033e-05,0.008216503424876686,1.42759173215063,1.4264298048736888,1.4291958263732687,-7.202006156215024e-05,-0.0001874336166906825,3.348020851161029e-05,-0.4632761664998605,-0.4721177935015221,-0.4519734589770198,0.419,0.41772499999999996,0.421,7.084061749340174,7.065614534770923,7.1015000963161645,4.318693304479817,4.300762683750131,4.331319966349242,3.636370524264419,3.6065003189889295,3.6528334493137367,2.1288018151156325,2.1069113379475355,2.1459056053969845,4.318693304479817,4.300762683750131,4.331319966349242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1288018151156325,2.1069113379475355,2.1459056053969845
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,512,nystrom_psd,30,1.0,1.0,10.0,0.9835781640900636,0.9835781640900636,0.9888294630829431,0.980531143755212,0.980531143755212,0.9920873692988647,0.964182830804686,0.9581492862172716,0.9661689392484477,6.401638819542033e-05,-0.005969528199219,0.002050124831956935,0.0019044875488124,6.401638819542033e-05,0.005969528199219,1.42759173215063,1.4264298048736888,1.4291958263732687,-0.0428100985062,-0.16325554021881652,-0.014950534360335511,-0.4632761664998605,-0.4721177935015221,-0.4519734589770198,0.419,0.41772499999999996,0.421,7.084061749340174,7.065614534770923,7.1015000963161645,4.318693304479817,4.300762683750131,4.331319966349242,3.636370524264419,3.6065003189889295,3.6528334493137367,2.1288018151156325,2.1069113379475355,2.1459056053969845,4.318693304479817,4.300762683750131,4.331319966349242,2.448131357699296,2.4293607519455014,2.4628786081894494,2.485965590259479,2.4718283489736375,2.5004990402092866,3.5429581241867107,3.525810788602875,3.5645370033069073,73.16853574757732,38.759578943559276,293.3409796211972
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,512,pre_psd,30,1.0,1.0,10.0,0.9835781640900636,0.9835781640900636,0.9888294630829431,0.980531143755212,0.980531143755212,0.9892143498620822,0.964182830804686,0.9599785545099546,0.9661689392484477,6.401638819542033e-05,-0.004140259906536002,0.002050124831956935,0.0019044875488124,6.401638819542033e-05,0.0042794955508609865,1.42759173215063,1.4264298048736888,1.4291958263732687,-0.00014992118709474997,-0.00026226167614592,-4.410733452013269e-05,-0.4632761664998605,-0.4721177935015221,-0.4519734589770198,0.419,0.41772499999999996,0.421,7.084061749340174,7.065614534770923,7.1015000963161645,4.318693304479817,4.300762683750131,4.331319966349242,3.636370524264419,3.6065003189889295,3.6528334493137367,2.1288018151156325,2.1069113379475355,2.1459056053969845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,2048,independent_square_psd,30,10.0,1.0,100.0,0.9873949579831932,0.9823168580409264,0.9915966386554622,0.9900731284880364,0.9780085316569376,0.9919815254346014,0.9641188144164906,0.9474805550220855,0.964182830804686,0.0,-0.01663825939440493,6.401638819542033e-05,6.401638819542033e-05,0.0,0.016638259394404928,1.2246908894885975,1.2239226248742905,1.2254264137848576,-1.9287135580109416e-05,-7.662455376816201e-05,4.896277954846289e-05,-0.22943254807311356,-0.23380026624077402,-0.22512286879844262,0.41,0.40872499999999995,0.411,3.543136934030045,3.528665884820075,3.554147292107825,2.1144024958473113,2.1033949089923363,2.121806093507254,1.8155120343894424,1.808128173413517,1.8267618802986907,1.0373599282482742,1.029272907087166,1.04520558850618,2.1144024958473113,2.1033949089923363,2.121806093507254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0373599282482742,1.029272907087166,1.04520558850618
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,toniot,2048,nystrom_psd,30,10.0,1.0,100.0,0.9873949579831932,0.9835781640900636,0.9915966386554622,0.9919815254346014,0.980531143755212,0.9919815254346014,0.9641188144164906,0.9604558767044364,0.9647241693873633,0.0,-0.0036629377120542296,0.0006053549708725569,6.401638819542033e-05,0.0,0.0037093495934958864,1.2246908894885975,1.2239226248742905,1.2254264137848576,-0.01254617360038985,-0.17259617720882353,-0.005327772264193373,-0.22943254807311356,-0.23380026624077402,-0.22512286879844262,0.41,0.40872499999999995,0.411,3.543136934030045,3.528665884820075,3.554147292107825,2.1144024958473113,2.1033949089923363,2.121806093507254,1.8155120343894424,1.808128173413517,1.8267618802986907,1.0373599282482742,1.029272907087166,1.04520558850618,2.1144024958473113,2.1033949089923363,2.121806093507254,1.222713342565652,1.215246091341164,1.2296919090481802,1.24108886461799,1.2357388159934881,1.2528617950921028,1.7863862731340525,1.78142517771579,1.7976445332425717,36.2367769579523,23.323954927381727,330.64652659018975
