family,model,dim,cfg,kernel,split,regularization,c_selected,c_cv_score,fit_seconds,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,feature_policy,n_input_features,n_retained_features,n_removed_features,removed_features,id_split_hash_salt
classical_ext,svc,4,linear__svc__d4,linear,id_val,fixed_c1,1.0,,0.007999181747436523,0.868,0.8615448878606773,0.8647075222617623,0.8858131487889274,0.9051796157059314,0.9101646004544586,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,linear__svc__d4,linear,id_test,fixed_c1,1.0,,0.007999181747436523,0.876,0.8706060021849495,0.8735210118319053,0.8912280701754386,0.9032838506522717,0.8998880645694196,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,linear__svc__d4,linear,ood_test,fixed_c1,1.0,,0.007999181747436523,0.682,0.6794685990338165,0.6796305475295283,0.6520787746170679,0.785877616747182,0.6365077105306443,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,linear__svc__d4,linear,id_val,train_cv,100.0,0.8281681366878736,0.01758408546447754,0.86,0.854026090868196,0.8568647658307569,0.8780487804878049,0.9115416746995695,0.9188472896780593,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,linear__svc__d4,linear,id_test,train_cv,100.0,0.8281681366878736,0.01758408546447754,0.88,0.8759077180129812,0.8782467532467533,0.8928571428571429,0.9093245935351199,0.9089277498040913,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,linear__svc__d4,linear,ood_test,train_cv,100.0,0.8281681366878736,0.01758408546447754,0.654,0.6477455716586151,0.648052080154613,0.6022988505747127,0.6937037037037037,0.5587793775209633,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,id_val,fixed_c1,1.0,,0.007807016372680664,0.892,0.885643596169912,0.8893061545778055,0.9065743944636678,0.954405243878928,0.9240513673543358,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,id_test,fixed_c1,1.0,,0.007807016372680664,0.908,0.9017094017094017,0.905705242788501,0.9204152249134948,0.9622774885932781,0.9570298814274918,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,ood_test,fixed_c1,1.0,,0.007807016372680664,0.904,0.9104669887278583,0.9039938556067588,0.9047619047619048,0.9521417069243157,0.8962779079983324,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,id_val,train_cv,100.0,0.8835408232118758,0.021545886993408203,0.9,0.8962470278259752,0.8986360466436367,0.910394265232975,0.9624381466486729,0.9520026091439742,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,id_test,train_cv,100.0,0.8835408232118758,0.021545886993408203,0.892,0.887185913501703,0.8900848382211656,0.9045936395759717,0.9521881627144785,0.9301727053982048,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,ood_test,train_cv,100.0,0.8835408232118758,0.021545886993408203,0.906,0.9116747181964573,0.905999623998496,0.905811623246493,0.9581159420289855,0.9348058970078417,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
classical_ext,svc,4,poly2__svc__d4,poly2,id_val,fixed_c1,1.0,,0.006732463836669922,0.896,0.8894029946661526,0.8932676518883416,0.9103448275862069,0.9447657605552342,0.9267061080349039,port_protocol_service_ablation,39,36,3,ct_src_dport_ltm|ct_dst_sport_ltm|is_sm_ips_ports,ksf-v4-idsplit::
