family,model,dim,cfg,kernel,split,c_selected,c_cv_score,fit_seconds,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy
classical_ext,svc,4,linear__svc__d4,linear,id_val,100.0,0.8687627170427236,0.0748603343963623,0.918,0.9160256410256411,0.9173890091113879,0.9244935543278084,0.9531250000000001,0.9544100034708378,,,,
classical_ext,svc,4,linear__svc__d4,linear,id_test,100.0,0.8687627170427236,0.0748603343963623,0.912,0.9105769230769231,0.9115414307771488,0.917910447761194,0.9602724358974359,0.9599513504657563,,,,
classical_ext,svc,4,linear__svc__d4,linear,ood_test,100.0,0.8687627170427236,0.0748603343963623,0.658,0.6630103841113015,0.6579945279124466,0.6566265060240963,0.7599556406895854,0.6224217541326835,,,,
classical_ext,gpc,4,linear__gpc__d4,linear,id_val,,,4.052064657211304,0.862,0.8575320512820512,0.8589943229888299,0.8795811518324608,0.9353685897435897,0.934897747240408,0.31488985552061743,0.0948580383416457,0.12264977183568032,0.3975489551427242
classical_ext,gpc,4,linear__gpc__d4,linear,id_test,,,4.052064657211304,0.87,0.8665064102564103,0.868035845524791,0.8841354723707665,0.9348717948717948,0.9185086687940732,0.3036103543784094,0.09166354850787187,0.11478979466200824,0.3758241588583458
classical_ext,gpc,4,linear__gpc__d4,linear,ood_test,,,4.052064657211304,0.672,0.6782135295896764,0.671979006656426,0.6746031746031746,0.8259985885673958,0.7765453121083616,0.5159750017001936,0.17785836028654045,0.2110150323630345,0.42511316441093244
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,id_val,100.0,0.9262659934335142,0.034621238708496094,0.928,0.9256410256410257,0.9273302758219752,0.9343065693430657,0.9882692307692308,0.9708763939773223,,,,
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,id_test,100.0,0.9262659934335142,0.034621238708496094,0.938,0.9355769230769231,0.9373987778625923,0.9435336976320583,0.988525641025641,0.9832863297481256,,,,
classical_ext,svc,4,rbf_gscale__svc__d4,rbf_gscale,ood_test,100.0,0.9262659934335142,0.034621238708496094,0.925,0.9264744429882045,0.924661806850954,0.9196141479099679,0.9779211614074,0.97218596760346,,,,
classical_ext,gpc,4,rbf_gscale__gpc__d4,rbf_gscale,id_val,,,4.809144735336304,0.92,0.9181089743589743,0.9194315087255676,0.9261992619926199,0.9520673076923077,0.9529169433965565,0.2593271415231244,0.07417969068071377,0.13638651540218233,0.34460264448231076
classical_ext,gpc,4,rbf_gscale__gpc__d4,rbf_gscale,id_test,,,4.809144735336304,0.912,0.9105769230769231,0.9115414307771488,0.917910447761194,0.9523717948717949,0.9514372921363131,0.25888256629138284,0.07603558866311386,0.1304616522477697,0.32926335205367047
classical_ext,gpc,4,rbf_gscale__gpc__d4,rbf_gscale,ood_test,,,4.809144735336304,0.753,0.7626877709446517,0.7526237407096193,0.7622714148219442,0.8742211916523843,0.8292903349618628,0.42056384359658816,0.1372485476186589,0.15203251263681247,0.3887192383761823
classical_ext,svc,4,poly2__svc__d4,poly2,id_val,100.0,0.895989158279812,0.054000139236450195,0.92,0.9181089743589743,0.9194315087255676,0.9261992619926199,0.9845833333333333,0.9613285558894498,,,,
classical_ext,svc,4,poly2__svc__d4,poly2,id_test,100.0,0.895989158279812,0.054000139236450195,0.91,0.9084935897435897,0.9095044463482027,0.9162011173184358,0.9842948717948719,0.9677363385991368,,,,
classical_ext,svc,4,poly2__svc__d4,poly2,ood_test,100.0,0.895989158279812,0.054000139236450195,0.787,0.8025909869946567,0.7848047937005392,0.8065395095367848,0.9291702792620224,0.931515579156713,,,,
classical_ext,gpc,4,poly2__gpc__d4,poly2,id_val,,,4.731458902359009,0.918,0.9160256410256411,0.9173890091113879,0.9244935543278084,0.9402083333333333,0.9417640169973901,0.2937263413799724,0.0857664931520248,0.11511457970662498,0.38908574248724664
classical_ext,gpc,4,poly2__gpc__d4,poly2,id_test,,,4.731458902359009,0.912,0.9105769230769231,0.9115414307771488,0.917910447761194,0.9387660256410256,0.9357060460995661,0.28655255743344604,0.08460257900380742,0.10104856271451812,0.36626799065969046
classical_ext,gpc,4,poly2__gpc__d4,poly2,ood_test,,,4.731458902359009,0.719,0.7280471821756226,0.7186553528071888,0.7285024154589372,0.8353059784252446,0.771939263452036,0.49590663333475454,0.16884631195530883,0.20475501535968868,0.41241574689297783
classical_ext,svc,4,poly3__svc__d4,poly3,id_val,100.0,0.9050721512562265,0.034996986389160156,0.934,0.9315705128205128,0.9333599893375983,0.9398907103825137,0.9844551282051283,0.9591843002576012,,,,
classical_ext,svc,4,poly3__svc__d4,poly3,id_test,100.0,0.9050721512562265,0.034996986389160156,0.934,0.9315705128205128,0.9333599893375983,0.9398907103825137,0.9883493589743589,0.9875286610044968,,,,
classical_ext,svc,4,poly3__svc__d4,poly3,ood_test,100.0,0.9050721512562265,0.034996986389160156,0.785,0.8013005343280573,0.7824148710833412,0.806131650135257,0.95846355479383,0.9623660446020385,,,,
classical_ext,gpc,4,poly3__gpc__d4,poly3,id_val,,,4.8059492111206055,0.92,0.9181089743589743,0.9194315087255676,0.9261992619926199,0.942724358974359,0.9449409907189883,0.2810639804209527,0.08075215180593796,0.09751208235933684,0.375717243538708
classical_ext,gpc,4,poly3__gpc__d4,poly3,id_test,,,4.8059492111206055,0.912,0.9105769230769231,0.9115414307771488,0.917910447761194,0.9400641025641026,0.9379499290868446,0.2768159102664953,0.08086324389330668,0.08478528127546259,0.35372577475699835
classical_ext,gpc,4,poly3__gpc__d4,poly3,ood_test,,,4.8059492111206055,0.74,0.7511241052525457,0.7391820749871597,0.7537878787878788,0.8422905534832141,0.7891218391964645,0.4816811356723823,0.16275968933565696,0.20913073023463583,0.4019110539249483
classical_ext,svc,4,laplacian_med__svc__d4,laplacian_med,id_val,100.0,0.9859866609926573,0.017002344131469727,0.992,0.9919871794871795,0.9919871794871795,0.9923076923076923,0.996025641025641,0.9935336374180952,,,,
classical_ext,svc,4,laplacian_med__svc__d4,laplacian_med,id_test,100.0,0.9859866609926573,0.017002344131469727,0.984,0.9838141025641025,0.9839689639141378,0.9846743295019157,0.9912339743589744,0.9859285824580304,,,,
classical_ext,svc,4,laplacian_med__svc__d4,laplacian_med,ood_test,100.0,0.9859866609926573,0.017002344131469727,0.961,0.9593204960177437,0.9605652316792639,0.9564245810055866,0.980933561850993,0.9859278269341881,,,,
classical_ext,gpc,4,laplacian_med__gpc__d4,laplacian_med,id_val,,,5.194199800491333,0.982,0.982051282051282,0.9819739704132768,0.9826589595375722,0.9949519230769232,0.9952763946497586,0.1508637003276128,0.03510539535770066,0.09264443876802089,0.29768529646909403
classical_ext,gpc,4,laplacian_med__gpc__d4,laplacian_med,id_test,,,5.194199800491333,0.984,0.9838141025641025,0.9839689639141378,0.9846743295019157,0.9911698717948718,0.9875340477647441,0.1550205009555831,0.036836139813498064,0.09781340046629848,0.293853786225793
classical_ext,gpc,4,laplacian_med__gpc__d4,laplacian_med,ood_test,,,5.194199800491333,0.928,0.9310414356285917,0.9278195488721804,0.9242105263157895,0.9604798870853916,0.9480038420292933,0.29712544422952103,0.0828994454313293,0.1316292846922262,0.3764718805156565
classical_ext,svc,4,matern15_med__svc__d4,matern15_med,id_val,100.0,0.9523820404991075,0.025696992874145508,0.964,0.9650641025641026,0.9639948152533965,0.9644268774703557,0.985897435897436,0.9893848530340962,,,,
classical_ext,svc,4,matern15_med__svc__d4,matern15_med,id_test,100.0,0.9523820404991075,0.025696992874145508,0.96,0.9607371794871795,0.959983993597439,0.9607843137254902,0.9844551282051281,0.9804524886027011,,,,
classical_ext,svc,4,matern15_med__svc__d4,matern15_med,ood_test,100.0,0.9523820404991075,0.025696992874145508,0.945,0.9462748260913398,0.944721340276333,0.9407965554359526,0.9678999899183385,0.9690226819022161,,,,
classical_ext,gpc,4,matern15_med__gpc__d4,matern15_med,id_val,,,5.189558029174805,0.918,0.9160256410256411,0.9173890091113879,0.9244935543278084,0.9600641025641026,0.9629308838817701,0.2551303824938651,0.07244185045981122,0.13426226554869017,0.3543922798104353
classical_ext,gpc,4,matern15_med__gpc__d4,matern15_med,id_test,,,5.189558029174805,0.912,0.9105769230769231,0.9115414307771488,0.917910447761194,0.9579326923076923,0.9576330083537118,0.25355703262219853,0.07369243224413254,0.13550034515978676,0.3391689600991683
classical_ext,gpc,4,matern15_med__gpc__d4,matern15_med,ood_test,,,5.189558029174805,0.747,0.757364653694929,0.746439885707528,0.7583572110792741,0.8491178546224417,0.7829226826055582,0.42243506644196877,0.13680737196415138,0.19462880071525432,0.4083521095583219
classical_ext,svc,4,matern25_med__svc__d4,matern25_med,id_val,100.0,0.9297935823733127,0.025970935821533203,0.928,0.9256410256410257,0.9273302758219752,0.9343065693430657,0.9882692307692308,0.9853692984320468,,,,
classical_ext,svc,4,matern25_med__svc__d4,matern25_med,id_test,100.0,0.9297935823733127,0.025970935821533203,0.938,0.9355769230769231,0.9373987778625923,0.9435336976320583,0.9885897435897436,0.9837678582553046,,,,
classical_ext,svc,4,matern25_med__svc__d4,matern25_med,ood_test,100.0,0.9297935823733127,0.025970935821533203,0.935,0.9374634539772155,0.9347881266233994,0.9310710498409331,0.9748644016533926,0.9767036826415451,,,,
