setting,model,dataset,n_cells,rho_eff_rank,rho_kta_ood
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800__qs7,svc,unsw_dos,40,0.15817618983205198,0.4698376979115756
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800__qs999,gpc,unsw_dos,40,0.23810864163330245,0.4285580279672678
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800__qs999,svc,unsw_dos,40,0.14948623712473091,0.4175855337131529
unsw_dos__natural_cur__ms123__q1000_id500_ood500__qs123,gpc,unsw_dos,40,0.8414090726457051,0.5617524280301575
unsw_dos__natural_cur__ms123__q1000_id500_ood500__qs123,svc,unsw_dos,40,0.8751960438337006,0.5883528673661295
unsw_dos__natural_cur__ms123__q1000_id500_ood500__qs2024,gpc,unsw_dos,40,0.6641024445600341,-0.14043810700753936
unsw_dos__natural_cur__ms123__q1000_id500_ood500__qs2024,svc,unsw_dos,40,0.7591920822395104,-0.1260845653125734
unsw_dos__natural_cur__ms123__q1000_id500_ood500__qs42,gpc,unsw_dos,40,0.8056312477834734,0.340403603880552
unsw_dos__natural_cur__ms123__q1000_id500_ood500__qs42,svc,unsw_dos,40,0.9497279660614585,0.2879564625888706
unsw_dos__natural_cur__ms123__q1000_id500_ood500__qs7,gpc,unsw_dos,40,0.778929594177421,-0.056006379347696054
unsw_dos__natural_cur__ms123__q1000_id500_ood500__qs7,svc,unsw_dos,40,0.7444263755412902,-0.09359307647095413
unsw_dos__natural_cur__ms123__q1000_id500_ood500__qs999,gpc,unsw_dos,40,0.828517823639775,0.20750469043151973
unsw_dos__natural_cur__ms123__q1000_id500_ood500__qs999,svc,unsw_dos,40,0.8332082551594747,0.16848030018761728
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000__qs123,gpc,unsw_dos,40,0.9272479957665457,0.2314367468187038
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000__qs123,svc,unsw_dos,40,0.9285309604238375,0.2039071052446835
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000__qs2024,gpc,unsw_dos,40,0.917397627539564,0.2288099819581753
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000__qs2024,svc,unsw_dos,40,0.9169572278743395,0.2442463674288785
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000__qs42,gpc,unsw_dos,40,0.7570356472795498,0.4917448405253284
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000__qs42,svc,unsw_dos,40,0.8416213321385178,0.5048789730476437
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000__qs7,gpc,unsw_dos,40,0.8222159713452571,0.14128905212756246
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000__qs7,svc,unsw_dos,40,0.8376261079624066,0.10668543572905302
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000__qs999,gpc,unsw_dos,40,0.8681050656660413,0.40769230769230774
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000__qs999,svc,unsw_dos,40,0.7881602436412033,0.4508865767098706
unsw_dos__natural_cur__ms123__q4000_id1800_ood1800__qs123,gpc,unsw_dos,40,0.8874296435272047,0.23414634146341468
unsw_dos__natural_cur__ms123__q4000_id1800_ood1800__qs123,svc,unsw_dos,40,0.9090921381336315,0.2572707260165254
unsw_dos__natural_cur__ms123__q4000_id1800_ood1800__qs2024,gpc,unsw_dos,40,0.8377110694183866,0.1405253283302064
unsw_dos__natural_cur__ms123__q4000_id1800_ood1800__qs2024,svc,unsw_dos,40,0.9042972574304383,0.17789454244533218
unsw_dos__natural_cur__ms123__q4000_id1800_ood1800__qs42,gpc,unsw_dos,40,0.8863039399624767,0.33996247654784245
unsw_dos__natural_cur__ms123__q4000_id1800_ood1800__qs42,svc,unsw_dos,40,0.8733583489681053,0.34690431519699816
unsw_dos__natural_cur__ms123__q4000_id1800_ood1800__qs7,gpc,unsw_dos,40,0.8519161320878189,0.15282142706431637
unsw_dos__natural_cur__ms123__q4000_id1800_ood1800__qs7,svc,unsw_dos,40,0.8672180417798709,0.1695934795294474
unsw_dos__natural_cur__ms123__q4000_id1800_ood1800__qs999,gpc,unsw_dos,40,0.8187617260787995,0.1833020637898687
unsw_dos__natural_cur__ms123__q4000_id1800_ood1800__qs999,svc,unsw_dos,40,0.8020452235315614,0.2611877298294382
unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs123,gpc,unsw_dos,40,0.6925351098433862,0.027119599829910374
unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs123,svc,unsw_dos,40,0.6870343493977686,0.02302960946811511
unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs2024,gpc,unsw_dos,40,0.7154181723710722,0.24804165325847297
unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs2024,svc,unsw_dos,40,0.7437396041926974,0.2384530247215177
unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs42,gpc,unsw_dos,40,0.9647246500848107,0.17065390824703594
unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs42,svc,unsw_dos,40,0.9048263916921864,0.2584409201390785
unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs7,gpc,unsw_dos,40,0.7970728996519062,0.5041748779107043
unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs7,svc,unsw_dos,40,0.8292509580933066,0.20573200052844073
unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs999,gpc,unsw_dos,40,0.7633122424413776,0.14262257019187385
unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs999,svc,unsw_dos,40,0.7235003991251263,0.02610084492042371
unsw_dos__natural_cur__ms42__q2000_id1000_ood1000__qs123,gpc,unsw_dos,40,0.899390056792757,0.2071328243077966
unsw_dos__natural_cur__ms42__q2000_id1000_ood1000__qs123,svc,unsw_dos,40,0.8666421731866722,0.283527603039723
unsw_dos__natural_cur__ms42__q2000_id1000_ood1000__qs2024,gpc,unsw_dos,40,0.7275200533356496,0.5830479860065846
unsw_dos__natural_cur__ms42__q2000_id1000_ood1000__qs2024,svc,unsw_dos,40,0.682178549702458,0.587512319933543
unsw_dos__natural_cur__ms42__q2000_id1000_ood1000__qs42,gpc,unsw_dos,40,0.6915896625648498,0.5366105357936707
unsw_dos__natural_cur__ms42__q2000_id1000_ood1000__qs42,svc,unsw_dos,40,0.761914075205061,0.4568291811526524
unsw_dos__natural_cur__ms42__q2000_id1000_ood1000__qs7,gpc,unsw_dos,40,0.8091574546669539,0.31975981047135654
unsw_dos__natural_cur__ms42__q2000_id1000_ood1000__qs7,svc,unsw_dos,40,0.7727379341490325,0.42741216802027343
unsw_dos__natural_cur__ms42__q2000_id1000_ood1000__qs999,gpc,unsw_dos,40,0.85140712945591,0.48442776735459675
unsw_dos__natural_cur__ms42__q2000_id1000_ood1000__qs999,svc,unsw_dos,40,0.8570893790338155,0.5607547859323201
unsw_dos__natural_cur__ms42__q4000_id1800_ood1800__qs123,gpc,unsw_dos,40,0.8144291245148538,0.3413078164940719
unsw_dos__natural_cur__ms42__q4000_id1800_ood1800__qs123,svc,unsw_dos,40,0.8419423173234765,0.29096880931907954
unsw_dos__natural_cur__ms42__q4000_id1800_ood1800__qs2024,gpc,unsw_dos,40,0.8472795497185742,0.3315196998123828
unsw_dos__natural_cur__ms42__q4000_id1800_ood1800__qs2024,svc,unsw_dos,40,0.8442776735459664,0.4082551594746718
unsw_dos__natural_cur__ms42__q4000_id1800_ood1800__qs42,gpc,unsw_dos,40,0.7711069418386494,0.6075046904315198
unsw_dos__natural_cur__ms42__q4000_id1800_ood1800__qs42,svc,unsw_dos,40,0.8195121951219514,0.6093808630393998
unsw_dos__natural_cur__ms42__q4000_id1800_ood1800__qs7,gpc,unsw_dos,40,0.8624765478424017,0.34540337711069424
unsw_dos__natural_cur__ms42__q4000_id1800_ood1800__qs7,svc,unsw_dos,40,0.8583489681050659,0.3694183864915573
unsw_dos__natural_cur__ms42__q4000_id1800_ood1800__qs999,gpc,unsw_dos,40,0.8619136960600376,0.22251407129455913
unsw_dos__natural_cur__ms42__q4000_id1800_ood1800__qs999,svc,unsw_dos,40,0.827016885553471,0.29174484052532834
unsw_dos__natural_cur__ms999__q1000_id500_ood500__qs123,gpc,unsw_dos,40,0.7661710219977114,0.31633753963221284
unsw_dos__natural_cur__ms999__q1000_id500_ood500__qs123,svc,unsw_dos,40,0.9624625302711609,0.45148276454120084
unsw_dos__natural_cur__ms999__q1000_id500_ood500__qs2024,gpc,unsw_dos,40,0.85452925741851,0.4091570148882436
unsw_dos__natural_cur__ms999__q1000_id500_ood500__qs2024,svc,unsw_dos,40,0.818501673443026,0.3204015606153065
unsw_dos__natural_cur__ms999__q1000_id500_ood500__qs42,gpc,unsw_dos,40,0.8254995814544636,0.42930856742080065
unsw_dos__natural_cur__ms999__q1000_id500_ood500__qs42,svc,unsw_dos,40,0.9495894480115985,0.3176271360870809
unsw_dos__natural_cur__ms999__q1000_id500_ood500__qs7,gpc,unsw_dos,40,0.7242269896457507,-0.013044907549664295
unsw_dos__natural_cur__ms999__q1000_id500_ood500__qs7,svc,unsw_dos,40,0.7640410817667499,-0.01325252706718068
unsw_dos__natural_cur__ms999__q1000_id500_ood500__qs999,gpc,unsw_dos,40,0.6340776992856301,0.4378870409242432
unsw_dos__natural_cur__ms999__q1000_id500_ood500__qs999,svc,unsw_dos,40,0.7311992094973376,0.1950052334522304
unsw_dos__natural_cur__ms999__q2000_id1000_ood1000__qs123,gpc,unsw_dos,40,0.7943149312176591,0.2288099819581753
unsw_dos__natural_cur__ms999__q2000_id1000_ood1000__qs123,svc,unsw_dos,40,0.7919889248138007,0.1492739220521974
unsw_dos__natural_cur__ms999__q2000_id1000_ood1000__qs2024,gpc,unsw_dos,40,0.904315196998124,0.2476547842401501
unsw_dos__natural_cur__ms999__q2000_id1000_ood1000__qs2024,svc,unsw_dos,40,0.9571464470389652,0.2124384473959571
unsw_dos__natural_cur__ms999__q2000_id1000_ood1000__qs42,gpc,unsw_dos,40,0.8510179228745811,0.389436158951867
unsw_dos__natural_cur__ms999__q2000_id1000_ood1000__qs42,svc,unsw_dos,40,0.8808518661525125,0.3325827953467523
unsw_dos__natural_cur__ms999__q2000_id1000_ood1000__qs7,gpc,unsw_dos,40,0.7918367564797524,0.019610603401382657
unsw_dos__natural_cur__ms999__q2000_id1000_ood1000__qs7,svc,unsw_dos,40,0.786675438788027,0.1409644198043293
unsw_dos__natural_cur__ms999__q2000_id1000_ood1000__qs999,gpc,unsw_dos,40,0.9303939962476548,0.16604127579737338
unsw_dos__natural_cur__ms999__q2000_id1000_ood1000__qs999,svc,unsw_dos,40,0.9534148179568976,0.11834328348199105
unsw_dos__natural_cur__ms999__q4000_id1800_ood1800__qs123,gpc,unsw_dos,40,0.8445987156906324,0.4504901735806306
unsw_dos__natural_cur__ms999__q4000_id1800_ood1800__qs123,svc,unsw_dos,40,0.9057720377863819,0.3593618415380848
unsw_dos__natural_cur__ms999__q4000_id1800_ood1800__qs2024,gpc,unsw_dos,40,0.8060037523452158,-0.039399624765478425
unsw_dos__natural_cur__ms999__q4000_id1800_ood1800__qs2024,svc,unsw_dos,40,0.8699282339885855,-0.028237722250680927
unsw_dos__natural_cur__ms999__q4000_id1800_ood1800__qs42,gpc,unsw_dos,40,0.8318949343339589,0.19399624765478427
unsw_dos__natural_cur__ms999__q4000_id1800_ood1800__qs42,svc,unsw_dos,40,0.8995215350591427,0.24120461687912553
unsw_dos__natural_cur__ms999__q4000_id1800_ood1800__qs7,gpc,unsw_dos,40,0.7766780814398252,0.18997138723464743
unsw_dos__natural_cur__ms999__q4000_id1800_ood1800__qs7,svc,unsw_dos,40,0.8534171405795494,0.10591491169773676
unsw_dos__natural_cur__ms999__q4000_id1800_ood1800__qs999,gpc,unsw_dos,40,0.9744840525328332,0.20375234521575988
unsw_dos__natural_cur__ms999__q4000_id1800_ood1800__qs999,svc,unsw_dos,40,0.9559997196109667,0.24062002963388315
unsw_recon__m2_centroid__ms123__q1000_id500_ood500__qs123,gpc,unsw_recon,40,0.27854395469238574,0.8983957258788433
unsw_recon__m2_centroid__ms123__q1000_id500_ood500__qs123,svc,unsw_recon,40,0.013044907549664295,0.6885646524596182
unsw_recon__m2_centroid__ms123__q1000_id500_ood500__qs2024,gpc,unsw_recon,40,0.2754350582325555,0.8479759847970262
unsw_recon__m2_centroid__ms123__q1000_id500_ood500__qs2024,svc,unsw_recon,40,0.037583454788629976,0.5887757423596006
unsw_recon__m2_centroid__ms123__q1000_id500_ood500__qs42,gpc,unsw_recon,40,0.3231830512602469,0.6408295752195777
unsw_recon__m2_centroid__ms123__q1000_id500_ood500__qs42,svc,unsw_recon,40,0.3723754153409387,0.6934470262972818
unsw_recon__m2_centroid__ms123__q1000_id500_ood500__qs7,gpc,unsw_recon,40,0.33370860452705153,0.8532695412351796
unsw_recon__m2_centroid__ms123__q1000_id500_ood500__qs7,svc,unsw_recon,40,-0.214242193739034,0.2509506502473435
unsw_recon__m2_centroid__ms123__q1000_id500_ood500__qs999,gpc,unsw_recon,40,0.27869007391189116,0.8625317035010448
unsw_recon__m2_centroid__ms123__q1000_id500_ood500__qs999,svc,unsw_recon,40,0.05179068271413499,0.5392434604918193
unsw_recon__m2_centroid__ms123__q2000_id1000_ood1000__qs123,gpc,unsw_recon,40,0.058451002126891936,0.5897640439320108
unsw_recon__m2_centroid__ms123__q2000_id1000_ood1000__qs123,svc,unsw_recon,40,0.170540551159519,0.4306712376748646
unsw_recon__m2_centroid__ms123__q2000_id1000_ood1000__qs2024,gpc,unsw_recon,40,0.14306487186806782,0.8111074637188946
unsw_recon__m2_centroid__ms123__q2000_id1000_ood1000__qs2024,svc,unsw_recon,40,0.033968285103065515,0.623533852237211
unsw_recon__m2_centroid__ms123__q2000_id1000_ood1000__qs42,gpc,unsw_recon,40,0.08124208461491589,0.7356817870094345
unsw_recon__m2_centroid__ms123__q2000_id1000_ood1000__qs42,svc,unsw_recon,40,0.1341778127463024,0.6505278152238563
unsw_recon__m2_centroid__ms123__q2000_id1000_ood1000__qs7,gpc,unsw_recon,40,0.0727954971857411,0.7135084427767355
unsw_recon__m2_centroid__ms123__q2000_id1000_ood1000__qs7,svc,unsw_recon,40,0.2577406688277043,0.5247701349666365
unsw_recon__m2_centroid__ms123__q2000_id1000_ood1000__qs999,gpc,unsw_recon,40,0.14738027128179312,0.7697359171655714
unsw_recon__m2_centroid__ms123__q2000_id1000_ood1000__qs999,svc,unsw_recon,40,-0.021580034157397888,0.4944642609108124
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800__qs123,gpc,unsw_recon,40,0.09380863039399626,0.6872420262664166
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800__qs123,svc,unsw_recon,40,0.1426292634161867,0.45932252922515393
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800__qs2024,gpc,unsw_recon,40,0.2630517381757785,0.5137201562947799
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800__qs2024,svc,unsw_recon,40,0.2314367468187038,0.5002110798692049
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800__qs42,gpc,unsw_recon,40,0.08499061913696061,0.727016885553471
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800__qs42,svc,unsw_recon,40,0.26445893363677586,0.6259205410516383
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800__qs7,gpc,unsw_recon,40,0.3377110694183865,0.6202626641651032
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800__qs7,svc,unsw_recon,40,0.3238273921200751,0.4947467166979363
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800__qs999,gpc,unsw_recon,40,0.09043151969981238,0.6407129455909945
unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800__qs999,svc,unsw_recon,40,0.1319134975769022,0.4106581642205554
unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs123,gpc,unsw_recon,40,0.23729768422055855,0.9083744092286388
unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs123,svc,unsw_recon,40,0.11787955269806513,0.7420583644326366
unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs2024,gpc,unsw_recon,40,0.1881039505416751,0.7792475876305005
unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs2024,svc,unsw_recon,40,0.0756274944570068,0.6432090254376943
unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs42,gpc,unsw_recon,40,0.2798836603979039,0.8340214070656949
unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs42,svc,unsw_recon,40,-0.15689410494748995,0.3253369680688526
unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs7,gpc,unsw_recon,40,0.46341463414634154,0.9045028142589119
unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs7,svc,unsw_recon,40,-0.1844193530631159,0.17181109117002535
unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs999,gpc,unsw_recon,40,0.20919324577861168,0.8598499061913698
unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs999,svc,unsw_recon,40,-0.1117522901963959,0.4282430331287581
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000__qs123,gpc,unsw_recon,40,0.25865465917376473,0.832348253967951
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000__qs123,svc,unsw_recon,40,0.11614598043421136,0.5210620156151938
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000__qs2024,gpc,unsw_recon,40,0.16239035619909858,0.7908438490805323
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000__qs2024,svc,unsw_recon,40,0.08357989566738541,0.5533176913171177
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000__qs42,gpc,unsw_recon,40,0.07206531204186277,0.6939101335280926
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000__qs42,svc,unsw_recon,40,-0.07931165541544898,0.48800659150644593
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000__qs7,gpc,unsw_recon,40,0.15488531374044587,0.6588489148389771
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000__qs7,svc,unsw_recon,40,0.18397598354724432,0.5439534689479463
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000__qs999,gpc,unsw_recon,40,0.006097846997655349,0.5883015157276414
unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000__qs999,svc,unsw_recon,40,-0.009852217019833392,0.4744077071645489
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800__qs123,gpc,unsw_recon,40,0.06219803937608456,0.5316384451648133
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800__qs123,svc,unsw_recon,40,0.13349594273328558,0.41803086494695746
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800__qs2024,gpc,unsw_recon,40,0.09165533102629655,0.6218865807301125
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800__qs2024,svc,unsw_recon,40,0.17762139827185347,0.4083509378125231
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800__qs42,gpc,unsw_recon,40,0.054409005628517824,0.6219512195121952
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800__qs42,svc,unsw_recon,40,0.13731933846460526,0.43335843177791017
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800__qs7,gpc,unsw_recon,40,0.20546017540462266,0.6052162518425667
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800__qs7,svc,unsw_recon,40,0.28816741312572985,0.5065215552109051
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800__qs999,gpc,unsw_recon,40,0.08124208461491589,0.5546226376944373
unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800__qs999,svc,unsw_recon,40,0.20985974975007718,0.40827430975070894
unsw_recon__m2_centroid__ms999__q1000_id500_ood500__qs123,gpc,unsw_recon,40,0.2516183517968941,0.8868561817807756
unsw_recon__m2_centroid__ms999__q1000_id500_ood500__qs123,svc,unsw_recon,40,0.18868814815107107,0.8370807050065177
unsw_recon__m2_centroid__ms999__q1000_id500_ood500__qs2024,gpc,unsw_recon,40,0.3080675422138837,0.8510318949343341
unsw_recon__m2_centroid__ms999__q1000_id500_ood500__qs2024,svc,unsw_recon,40,0.08931838527255398,0.570061458945418
unsw_recon__m2_centroid__ms999__q1000_id500_ood500__qs42,gpc,unsw_recon,40,0.197382616662567,0.7611051183381208
unsw_recon__m2_centroid__ms999__q1000_id500_ood500__qs42,svc,unsw_recon,40,-0.19755877253579143,0.20657286101651193
unsw_recon__m2_centroid__ms999__q1000_id500_ood500__qs7,gpc,unsw_recon,40,0.07011452210051956,0.8318003947186138
unsw_recon__m2_centroid__ms999__q1000_id500_ood500__qs7,svc,unsw_recon,40,0.06606607072064132,0.7733671716034164
unsw_recon__m2_centroid__ms999__q1000_id500_ood500__qs999,gpc,unsw_recon,40,0.11822105668835364,0.7737849638959147
unsw_recon__m2_centroid__ms999__q1000_id500_ood500__qs999,svc,unsw_recon,40,-0.10708588696655909,0.4803379224319452
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000__qs123,gpc,unsw_recon,40,0.1289111989122785,0.6080593014195613
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000__qs123,svc,unsw_recon,40,0.1899976504700285,0.3579747708707223
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000__qs2024,gpc,unsw_recon,40,0.018389079320819936,0.44940658136085454
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000__qs2024,svc,unsw_recon,40,0.17431278808300865,0.37902242403409847
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000__qs42,gpc,unsw_recon,40,0.10826023746606572,0.6669168354820288
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000__qs42,svc,unsw_recon,40,0.2667428362282977,0.5575640102825631
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000__qs7,gpc,unsw_recon,40,0.07533186367872685,0.680519724938337
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000__qs7,svc,unsw_recon,40,0.1723345374568135,0.47394343126392036
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000__qs999,gpc,unsw_recon,40,0.2231812001141858,0.8312772653265238
unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000__qs999,svc,unsw_recon,40,0.04342539183117105,0.5185613493071511
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800__qs123,gpc,unsw_recon,40,0.30000000000000004,0.5373358348968106
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800__qs123,svc,unsw_recon,40,0.17543859726330796,0.4540763693873853
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800__qs2024,gpc,unsw_recon,40,0.3092222548555417,0.5499577845762093
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800__qs2024,svc,unsw_recon,40,0.2272578059241569,0.49373681865107905
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800__qs42,gpc,unsw_recon,40,0.32337351693719985,0.5337023318409428
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800__qs42,svc,unsw_recon,40,0.23550385102203783,0.45787202907870306
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800__qs7,gpc,unsw_recon,40,0.2077117937652213,0.5336335514618693
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800__qs7,svc,unsw_recon,40,0.1479500897776667,0.38605873141096914
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800__qs999,gpc,unsw_recon,40,0.11736010144718217,0.6131619688719286
unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800__qs999,svc,unsw_recon,40,0.28540594414137266,0.4963867275776784
unsw_recon__natural_cur__ms123__q1000_id500_ood500__qs123,gpc,unsw_recon,40,0.27136162197169067,0.5051645419403793
unsw_recon__natural_cur__ms123__q1000_id500_ood500__qs123,svc,unsw_recon,40,0.019758581958189456,0.1496547140660953
unsw_recon__natural_cur__ms123__q1000_id500_ood500__qs2024,gpc,unsw_recon,40,0.6388967098198541,0.5287550450139057
unsw_recon__natural_cur__ms123__q1000_id500_ood500__qs2024,svc,unsw_recon,40,0.36635479744925914,0.2912875176622367
unsw_recon__natural_cur__ms123__q1000_id500_ood500__qs42,gpc,unsw_recon,40,-0.293692556429084,-0.1463300401000134
unsw_recon__natural_cur__ms123__q1000_id500_ood500__qs42,svc,unsw_recon,40,-0.4529049576453792,-0.18031101340913114
unsw_recon__natural_cur__ms123__q1000_id500_ood500__qs7,gpc,unsw_recon,40,0.7933202023842418,0.7695843921662648
unsw_recon__natural_cur__ms123__q1000_id500_ood500__qs7,svc,unsw_recon,40,0.4126090645796943,0.5094286540854344
unsw_recon__natural_cur__ms123__q1000_id500_ood500__qs999,gpc,unsw_recon,40,0.02129555797642714,-0.18002720597693256
unsw_recon__natural_cur__ms123__q1000_id500_ood500__qs999,svc,unsw_recon,40,0.042684928983587445,0.10572728563627044
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000__qs123,gpc,unsw_recon,40,0.01125703564727955,-0.10769230769230771
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000__qs123,svc,unsw_recon,40,0.024958949783577926,0.23804832932683156
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000__qs2024,gpc,unsw_recon,40,0.5061913696060039,0.5686679174484054
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000__qs2024,svc,unsw_recon,40,0.49203017407375194,0.5882540066253575
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000__qs42,gpc,unsw_recon,40,0.14333958724202628,0.44183864915572235
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000__qs42,svc,unsw_recon,40,-0.01773066280856709,0.3385712279159716
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000__qs7,gpc,unsw_recon,40,0.6731400723872912,0.5017356246867224
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000__qs7,svc,unsw_recon,40,0.5208493164817171,0.4066493942239154
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000__qs999,gpc,unsw_recon,40,0.606876495812807,0.4899854595192905
unsw_recon__natural_cur__ms123__q2000_id1000_ood1000__qs999,svc,unsw_recon,40,0.4547117599636228,0.35714620800113717
unsw_recon__natural_cur__ms123__q4000_id1800_ood1800__qs123,gpc,unsw_recon,40,0.14109479822267146,-0.03227168257220677
unsw_recon__natural_cur__ms123__q4000_id1800_ood1800__qs123,svc,unsw_recon,40,0.05310066633745043,0.18378834868386112
unsw_recon__natural_cur__ms123__q4000_id1800_ood1800__qs2024,gpc,unsw_recon,40,0.7396219343002273,0.5505886773729114
unsw_recon__natural_cur__ms123__q4000_id1800_ood1800__qs2024,svc,unsw_recon,40,0.7239551581677897,0.5665368925975485
unsw_recon__natural_cur__ms123__q4000_id1800_ood1800__qs42,gpc,unsw_recon,40,0.4941838649155723,0.4741088180112571
unsw_recon__natural_cur__ms123__q4000_id1800_ood1800__qs42,svc,unsw_recon,40,0.4637898686679175,0.4804878048780489
unsw_recon__natural_cur__ms123__q4000_id1800_ood1800__qs7,gpc,unsw_recon,40,0.4502087344884311,0.39692293303199666
unsw_recon__natural_cur__ms123__q4000_id1800_ood1800__qs7,svc,unsw_recon,40,0.3271362944461489,0.27755880780218606
unsw_recon__natural_cur__ms123__q4000_id1800_ood1800__qs999,gpc,unsw_recon,40,0.5295745584886838,0.30264083714517165
unsw_recon__natural_cur__ms123__q4000_id1800_ood1800__qs999,svc,unsw_recon,40,0.12082551594746718,0.11463414634146342
unsw_recon__natural_cur__ms42__q1000_id500_ood500__qs123,gpc,unsw_recon,40,0.36595004968231254,0.47065477264761363
unsw_recon__natural_cur__ms42__q1000_id500_ood500__qs123,svc,unsw_recon,40,0.3582189915716776,0.45985409330868515
unsw_recon__natural_cur__ms42__q1000_id500_ood500__qs2024,gpc,unsw_recon,40,0.09597073044002188,0.5696327226117428
