setting_label,splits_dir,dim,kernel,family,n_train,spec_train_top1_share,spec_train_top5_share,spec_train_top20_share,spec_train_eff_rank,spec_ood_top1_share,spec_ood_top5_share,spec_ood_top20_share,spec_ood_eff_rank,k_train_mean,k_train_std,k_id2train_mean,k_id2train_std,k_ood2train_mean,k_ood2train_std,ood_novelty_ratio,kta_train,kta_id,kta_ood,kta_drop_id_to_ood,gd_vs_linear_lam1e-06,gd_vs_linear_lam0.0001,gd_vs_linear_lam0.01,gd_vs_rbf_gscale_lam1e-06,gd_vs_rbf_gscale_lam0.0001,gd_vs_rbf_gscale_lam0.01
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed7,4,linear,classical,2000,0.9645573422356846,0.9999999999999941,0.9999999999999968,1.1971230534670614,0.9180885212880583,0.9999999999999953,0.9999999999999976,1.3891367751499264,0.9636563000806798,0.048909262104335105,0.966124792815708,0.045580903536176005,0.9357847480579317,0.09033825037545411,0.9685961430827665,0.00881762742717801,0.016959524988537433,0.05878144490072085,-0.04182191991218341,,,,,,
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed7,4,rbf_gscale,classical,2000,0.8016367563823973,0.9815253092574027,0.9997601775496324,2.182717872160862,0.710622103807202,0.9566580299389897,0.9980697970282277,2.9763364960867076,0.7899210913836748,0.18206704196128495,0.8000217278301628,0.17523021214591766,0.7181306820301195,0.24528535813134178,0.8976389728537123,0.07272263402630226,0.09122078286025899,0.07317534066144915,0.01804544219880984,,,,,,
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed7,4,zz_r1_full,quantum,2000,0.211328759253926,0.5412179656617788,0.8481267266036018,24.045408035607178,0.17916003088080237,0.5375139194324307,0.8066145619422372,28.663561934897064,0.18519134725126135,0.22524757428145317,0.18964537882435378,0.2262181987720912,0.14009610240467993,0.1787430195170993,0.7387266870047726,0.08659535389420435,0.09640867139411786,0.1615820901136475,-0.06517341871952963,317.0385893237115,31.80452519795703,3.4639014145313882,155.45720361782136,19.347622919750766,2.8503599053420006
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed7,4,zz_r2_full,quantum,2000,0.16173298295849647,0.449043497509211,0.7779494469420825,34.99660162919716,0.16464060435619873,0.4736444918605325,0.7461293373600442,37.892560641473345,0.12676011285771785,0.20323831415190868,0.12783548726681435,0.20459866980456234,0.09808408728692622,0.14826975016330665,0.7672680676079255,0.07607758391623447,0.0796196296026656,0.1933644480432266,-0.11374481844056102,300.29866992759173,30.08643673182605,3.194210953276059,164.43213047432,21.11042382375894,2.7569871344720744
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed7,4,pauli_xz_r1_full,quantum,2000,0.5182549971584525,0.9002159139431035,0.9969007894970876,5.098036170187391,0.43053982540417635,0.8526620065804252,0.9850559208993089,6.922306783080523,0.4739916610149562,0.31384307586028215,0.4896500074049343,0.31117965341120535,0.3970953214477118,0.32072569701757886,0.810977872853005,0.09189174556340247,0.10579573769045365,0.10101215653824251,0.0047835811522111416,334.86763762280486,33.54986087787142,3.7147724462883733,12.302600129987944,5.55463706204364,1.8708414014659047
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed7,4,zmap_r2,quantum,2000,0.5049264310814003,0.8635605516426477,0.988167720808431,6.177935668248621,0.4052050315596488,0.8205327687408266,0.9730768115719015,8.16483529988846,0.463309715446124,0.2830041793423342,0.476253094712218,0.2811698081318269,0.3915012097777412,0.28627041072350373,0.8220444425968735,0.0922441276176743,0.10285887734038333,0.12092205746342204,-0.018063180123038702,338.28310527000673,33.86860793609722,3.5202565668354184,37.92998289797813,10.038342421133338,2.144443195274535
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed7,6,linear,classical,2000,0.9786645463707146,0.9992384779658436,0.9999999999999968,1.134154091192612,0.9538350174179504,0.9993116269641243,0.9999999999999976,1.250751607750094,0.9782303730109311,0.032179011333238965,0.9795728259748052,0.027198419382270012,0.9636217638485476,0.05565596899698391,0.9837163080648096,0.04243376469425015,0.06058670196655237,0.063563140475405,-0.0029764385088526246,,,,,,
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed7,6,rbf_gscale,classical,2000,0.8595205992548439,0.9853505992665693,0.9996889644957935,1.8368985066085723,0.776804742551018,0.964215980780165,0.9981471505641628,2.488892279560557,0.8532199841167153,0.1345585929358111,0.8601889026199815,0.1291441860627309,0.7898241306707446,0.2091901579973673,0.9181984657847615,0.06634397847832732,0.08518992214709326,0.06889937070633793,0.01629055144075532,,,,,,
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed7,6,zz_r1_full,quantum,2000,0.17158234628193497,0.4856797759524195,0.7775065957624402,34.969126820173166,0.16141833310379627,0.4950091685358175,0.731834418096897,41.935500237592,0.13306871351783786,0.21719087761657768,0.13573846180223814,0.21855157758671637,0.0910829486266425,0.16223613790921787,0.6710179813245878,0.08915817682994784,0.09535726797104592,0.17431872886636507,-0.07896146089531915,282.00066478841035,28.28210602019266,3.267712904163648,122.71295657571663,21.08616437031753,2.8594665819782272
m1_hist_byteent__ms42__q2000_id1000_ood1000__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q2000_id1000_ood1000_seed7,6,zz_r2_full,quantum,2000,0.1333598544403674,0.39922446285197233,0.6955598191492309,52.56917675901127,0.15932942372103095,0.4424419428143746,0.6675751150897856,56.19138116833407,0.07969852976158613,0.1947921917741616,0.08085981447482551,0.19630085774887318,0.05195909514729845,0.13592942431114854,0.6425824185322009,0.0872717649777046,0.09174396193374489,0.17895962567894985,-0.08721566374520497,269.0274079578205,26.99155819717722,3.081517314848507,146.43079411089872,21.63413972393159,2.7276084309482407
