setting_label,splits_dir,dim,kernel,family,n_train,spec_train_top1_share,spec_train_top5_share,spec_train_top20_share,spec_train_eff_rank,spec_ood_top1_share,spec_ood_top5_share,spec_ood_top20_share,spec_ood_eff_rank,k_train_mean,k_train_std,k_id2train_mean,k_id2train_std,k_ood2train_mean,k_ood2train_std,ood_novelty_ratio,kta_train,kta_id,kta_ood,kta_drop_id_to_ood,gd_vs_linear_lam1e-06,gd_vs_linear_lam0.0001,gd_vs_linear_lam0.01,gd_vs_rbf_gscale_lam1e-06,gd_vs_rbf_gscale_lam0.0001,gd_vs_rbf_gscale_lam0.01
m1_hist_byteent__ms123__q4000_id1800_ood1800__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q4000_id1800_ood1800_seed7,4,linear,classical,4000,0.9860297410634323,0.999999999999993,0.9999999999999961,1.087299832943042,0.9763504907199833,0.9999999999999942,0.9999999999999968,1.1319439493347063,0.9856982006439589,0.0275318840158724,0.9861479962349411,0.022226547956627193,0.9801295533349722,0.027304275102753663,0.9938970185784011,0.07390244414671054,0.062115624607493904,0.1157182347999027,-0.0536026101924088,,,,,,
m1_hist_byteent__ms123__q4000_id1800_ood1800__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q4000_id1800_ood1800_seed7,4,rbf_gscale,classical,4000,0.8855997471089806,0.9944598221301674,0.9999483448765066,1.628602088075182,0.8368558785171547,0.9935701595379981,0.9999332431171499,1.8522244664035175,0.8821467255145011,0.10921555163593201,0.8824188388441918,0.1054889766973385,0.850635725888169,0.13448749750219713,0.9639818286317948,0.07192919841152531,0.0618039635193127,0.09478361011693767,-0.03297964659762497,,,,,,
m1_hist_byteent__ms123__q4000_id1800_ood1800__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q4000_id1800_ood1800_seed7,4,zz_r1_full,quantum,4000,0.26110135822381614,0.6599287845254838,0.946905708997931,14.048600783301492,0.2132231120433374,0.6664814138842255,0.9280371125865411,15.708240590518196,0.2273440449338694,0.2713408731366987,0.22457075152713823,0.26799360566592934,0.19161046250162714,0.2420671670441713,0.8532298226666974,0.08687271544284475,0.07544351293675546,0.12686436685218222,-0.051420853915426765,350.56621590832094,35.22321266325421,3.9145266589049883,168.07554455328565,25.330373288579555,3.2458469654537954
m1_hist_byteent__ms123__q4000_id1800_ood1800__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q4000_id1800_ood1800_seed7,4,zz_r2_full,quantum,4000,0.22624811211230977,0.5898279718295771,0.9090972039395108,18.97848830453835,0.18950443657378757,0.5996855028721053,0.8871553194962092,20.72572117473094,0.18088339314937987,0.25317531536485516,0.17649795660653306,0.24957905715596054,0.15041342079015713,0.2184998579222525,0.8522105506607864,0.07802286538667413,0.06558552698543904,0.11869044071175594,-0.0531049137263169,325.8425683592896,32.727196295764166,3.5141872782073453,187.22614047619047,27.86240870860607,3.208393195950398
m1_hist_byteent__ms123__q4000_id1800_ood1800__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q4000_id1800_ood1800_seed7,4,pauli_xz_r1_full,quantum,4000,0.6286510768868805,0.9640322207694695,0.9990566603018944,3.389591465197329,0.5359464202185403,0.9562799482390759,0.9984134313611925,4.061555075697103,0.6043764520901046,0.2748511072127267,0.6026089952528734,0.27332134928600005,0.5358337855801392,0.302767849359191,0.8891898225901635,0.08155845688824663,0.06992646769497841,0.08460224675783865,-0.01467577906286023,259.56781550731444,26.180313495339306,3.4983870262997225,9.937590701523305,4.479155273595887,1.928925322591415
m1_hist_byteent__ms123__q4000_id1800_ood1800__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q4000_id1800_ood1800_seed7,4,zmap_r2,quantum,4000,0.6300844958069803,0.9354646203095297,0.9970492313574959,3.8989562028316387,0.5376946346194681,0.9263039894483447,0.9942377430051337,4.663128229365844,0.6086503785844116,0.23723735348511688,0.6042114418394295,0.23807300815242716,0.5458066238731318,0.2571253055340951,0.90333712021657,0.06208793653375601,0.05364168451894598,0.09219319553845376,-0.03855151101950778,269.2701124457721,27.18924677594084,3.2458815212566865,34.7501561520473,10.110970010497505,2.3186743050027285
m1_hist_byteent__ms123__q4000_id1800_ood1800__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q4000_id1800_ood1800_seed7,6,linear,classical,4000,0.9781513279540862,0.9995042827579516,0.9999999999999953,1.1408977207312778,0.9719804301335145,0.9996901881453628,0.999999999999997,1.1712126784920343,0.9778062757783509,0.02885892962934041,0.9781489403361757,0.023939729881731767,0.9740829341387354,0.026522830361844912,0.9958431624982971,0.05327766110312773,0.04574695200013179,0.11377584093020708,-0.06802888893007529,,,,,,
m1_hist_byteent__ms123__q4000_id1800_ood1800__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q4000_id1800_ood1800_seed7,6,rbf_gscale,classical,4000,0.8160773518964629,0.9768604823277783,0.9992407370004385,2.213696823132733,0.7781290214633496,0.9724828839068848,0.9988415526115971,2.43392033661161,0.8114313001477094,0.12725676685413095,0.8109726825390358,0.12508384278965282,0.7853504589354637,0.14351368667055836,0.9684055651253842,0.05751073049892497,0.0488909757752353,0.11043355996897096,-0.06154258419373566,,,,,,
m1_hist_byteent__ms123__q4000_id1800_ood1800__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q4000_id1800_ood1800_seed7,6,zz_r1_full,quantum,4000,0.19244940297989907,0.5501895687336504,0.8796529798751459,23.279104222014034,0.17117460818098315,0.5766374248580318,0.8483454304459861,26.084403052804138,0.12247976543746408,0.2579050427725634,0.11981672526129256,0.25380383180471433,0.09756979378943992,0.21704856976870895,0.8143253254223296,0.07619141556611134,0.06254745452277882,0.13384679875750236,-0.07129934423472353,334.06965078703234,33.64733485562722,3.7490410109907626,106.38657743812766,17.03322206056265,3.1154496185358505
m1_hist_byteent__ms123__q4000_id1800_ood1800__qs7,data\processed\ember\splits_sparsity__m1_hist_byteent__ms123__h76f4418d\qsplits\splits_sparsity_q4000_id1800_ood1800_seed7,6,zz_r2_full,quantum,4000,0.17418796242942422,0.49855633681713374,0.8299539176013364,29.946755150621016,0.16205679848219792,0.5185848344812944,0.8005008317678766,33.839772913492446,0.09901696787269691,0.24117480065034988,0.09642166755779678,0.2374678941216019,0.0755291416753867,0.19538817451756443,0.7833212553611277,0.07830882276176697,0.06392198765108151,0.13832646645335,-0.0744044788022685,318.51554627184646,32.104399772388575,3.596471921370996,132.94557675568876,17.10708961519759,3.02319003942987
