setting_label,splits_dir,dim,kernel,family,n_train,spec_train_top1_share,spec_train_top5_share,spec_train_top20_share,spec_train_eff_rank,spec_ood_top1_share,spec_ood_top5_share,spec_ood_top20_share,spec_ood_eff_rank,k_train_mean,k_train_std,k_id2train_mean,k_id2train_std,k_ood2train_mean,k_ood2train_std,ood_novelty_ratio,kta_train,kta_id,kta_ood,kta_drop_id_to_ood,gd_vs_linear_lam1e-06,gd_vs_linear_lam0.0001,gd_vs_linear_lam0.01,gd_vs_rbf_gscale_lam1e-06,gd_vs_rbf_gscale_lam0.0001,gd_vs_rbf_gscale_lam0.01
m2_hist_byteent__ms999__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,4,linear,classical,2000,0.965285580078962,0.9999999999999937,0.9999999999999969,1.1935416349157468,0.959630665487709,0.999999999999995,0.9999999999999977,1.22140748523341,0.9646753339064622,0.0429079132927551,0.96749970828253,0.03555895935908688,0.9614714046454517,0.04642341043188116,0.9937691933284616,0.1243957922539978,0.16065081224423222,0.1039488960804267,0.056701916163805516,,,,,,
m2_hist_byteent__ms999__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,4,rbf_gscale,classical,2000,0.7684853559249273,0.9812972194246018,0.9994179143758657,2.3683764608138347,0.7387587158565901,0.969674303389663,0.9988577000643339,2.6474172020572366,0.758103822856261,0.19309264654900854,0.7722863221279934,0.17863225479678396,0.7396227126737498,0.2054960056661059,0.9577053114650007,0.12013050101895277,0.15595963228953008,0.10023257131739001,0.05572706097214007,,,,,,
m2_hist_byteent__ms999__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,4,zz_r1_full,quantum,2000,0.23267619064946543,0.6204400344206463,0.9085744875423564,17.6747635110656,0.20700077285473226,0.5520205401677131,0.8685021017800849,22.60323493020943,0.20774009552770972,0.2500192423945106,0.21013567166053934,0.2567913768469927,0.19540590734239477,0.23365822007133777,0.9299035513497225,0.08815204067793996,0.09884191636481725,0.12109553448509289,-0.02225361812027564,311.546264497376,31.176860043929988,3.2841913158334104,176.39940091331553,23.318004272755083,3.0434128749238822
m2_hist_byteent__ms999__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,4,zz_r2_full,quantum,2000,0.2193858257380058,0.5803356518697427,0.8659952630104026,22.25964741106477,0.1843928115210883,0.49427873265801464,0.8150665374232118,29.723425271280483,0.1928591307949621,0.23381465416301744,0.20194588233649155,0.24189659776743655,0.17471265968779648,0.21601487064079905,0.8651459374481436,0.06974792092870465,0.08109267864195858,0.09747712305856489,-0.016384444416606303,324.89606589584133,32.49702771570651,3.3258716689791674,170.76486209951008,21.422538994498943,2.852879465346024
m2_hist_byteent__ms999__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,4,pauli_xz_r1_full,quantum,2000,0.4700310464591594,0.9077297869736103,0.9930852289181685,5.404588901894634,0.4359476527080535,0.8778822364166239,0.9890303703633379,6.338997481258103,0.4360659141709373,0.3186795785654455,0.4503062273319035,0.3152390022887717,0.41379893717011906,0.3171560203378964,0.9189278585417467,0.1189318287966513,0.1416401494134452,0.118320606752058,0.023319542661387194,302.55618425403105,30.259956898532593,3.1619270427088106,12.885195130883345,5.0139195952927045,1.9181034721717192
m2_hist_byteent__ms999__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,4,zmap_r2,quantum,2000,0.4289072912760518,0.8616046846481905,0.9850673977837692,6.4957677683509445,0.4060836729915261,0.836287880228521,0.9775469029233269,7.513720166527548,0.40634524291054025,0.3065922864114712,0.4136666608584431,0.3068804539857649,0.39220831378801585,0.30076297177882444,0.9481264769418527,0.11718558204689455,0.13278259383976532,0.12117057308661143,0.011612020753153887,269.8912787207248,27.00389542726706,3.207823801988877,31.53777290577101,10.337464428423452,2.305660958528417
m2_hist_byteent__ms999__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,6,linear,classical,2000,0.960936270783404,0.9987682971682867,0.9999999999999968,1.2377094927116117,0.9529813853196516,0.9984483412585944,0.9999999999999979,1.2834061422073664,0.9604730776921607,0.03719739313749507,0.9637106192505809,0.03155289832463288,0.9557340784850458,0.04794899447636695,0.9917230954954736,0.10038356037171368,0.13650842037163444,0.08024823114786671,0.05626018922376773,,,,,,
m2_hist_byteent__ms999__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,6,rbf_gscale,classical,2000,0.6855029344027472,0.940522097186221,0.9947942143662439,3.4199543286718197,0.6558193515459897,0.9209269646738503,0.9902585273345288,3.915182150422632,0.6720867169660499,0.2035784637213291,0.685929300805264,0.19061702423384844,0.6523247512582103,0.214261672133721,0.9510087271274127,0.09847290276352288,0.12218429417823157,0.09336740684438573,0.02881688733384584,,,,,,
m2_hist_byteent__ms999__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,6,zz_r1_full,quantum,2000,0.17837708004598316,0.5133491894479125,0.8067456952178252,31.94492357016819,0.15102040450226134,0.4156272862792903,0.7388729944815288,45.020493207715376,0.12823505466720875,0.23138116371962872,0.1333538306157752,0.2409133451560921,0.11419245368124349,0.2095997955836974,0.8563117621289764,0.06984940156401594,0.07752413106884773,0.11550781414738477,-0.03798368307853704,311.16946786385705,31.22813962482248,3.3529118735535617,75.36389892077366,14.063158903924867,2.7121138540203003
m2_hist_byteent__ms999__q2000_id1000_ood1000__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms999__h7a4e6b83\qsplits\splits_sparsity_q2000_id1000_ood1000_seed42,6,zz_r2_full,quantum,2000,0.14618387319373122,0.4533118700371524,0.741081907956915,44.2319530999211,0.11797766476683029,0.3505934319956159,0.6667664174111702,63.28671526072601,0.09109179378309554,0.21410617177634692,0.09712913753582406,0.22774543503631967,0.07807988599104904,0.18786661900414567,0.8038770648226018,0.06396756461970549,0.07014049681225146,0.11119160609727084,-0.041051109285019385,296.8349550352525,29.7740624969653,3.220367948029705,96.53756620019223,14.864522528098817,2.598176243108667
