setting_label,splits_dir,dim,kernel,family,n_train,spec_train_top1_share,spec_train_top5_share,spec_train_top20_share,spec_train_eff_rank,spec_ood_top1_share,spec_ood_top5_share,spec_ood_top20_share,spec_ood_eff_rank,k_train_mean,k_train_std,k_id2train_mean,k_id2train_std,k_ood2train_mean,k_ood2train_std,ood_novelty_ratio,kta_train,kta_id,kta_ood,kta_drop_id_to_ood,gd_vs_linear_lam1e-06,gd_vs_linear_lam0.0001,gd_vs_linear_lam0.01,gd_vs_rbf_gscale_lam1e-06,gd_vs_rbf_gscale_lam0.0001,gd_vs_rbf_gscale_lam0.01
m1_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,linear,classical,1000,0.9809018575819517,0.9999999999999958,0.999999999999998,1.1155134552074628,0.9545255030140254,0.9999999999999968,0.9999999999999989,1.243714131555283,0.9800824258821548,0.04206510029997241,0.9781583304854663,0.04476040432908368,0.9629822437677044,0.08643632517927938,0.9844850406679766,0.09686155909193156,0.15761322837829894,0.08008813628349987,0.07752509209479908,,,,,,
m1_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,rbf_gscale,classical,1000,0.8932111362682594,0.9905545153197243,0.9999254656418323,1.6230109850396865,0.8197573253578364,0.9611023822513609,0.9971947973938703,2.310720557955248,0.8869486706763811,0.12483504438418914,0.87949526341173,0.14939889701735923,0.8249750362736115,0.2281352472695473,0.9380096409767755,0.10310065648962291,0.182476951027527,0.07692472236016928,0.10555222866735772,,,,,,
m1_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,zz_r1_full,quantum,1000,0.2552885784956551,0.6745200769545315,0.9165669575726455,15.621058509178074,0.24775961893730908,0.6146139195145754,0.8567604721400522,20.219316555616338,0.2405778629548649,0.25062822253943334,0.24396770690377614,0.25534787838931905,0.2156840035574674,0.2253215243916924,0.8840678395298268,0.0874908341292466,0.14198402126840143,0.17586340608995407,-0.033879384821552644,371.7286012631234,37.187447729511646,3.7461987025759687,220.88285893621665,32.66931990144137,3.6790635141930355
m1_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,zz_r2_full,quantum,1000,0.2225917380769647,0.5959684972105338,0.8622549855739109,21.628112847571803,0.24132273945327748,0.5632375276838142,0.80510406136623,26.13068315981753,0.20092515681747153,0.23541685776298568,0.2055574980172015,0.23943829783076978,0.17910465816092003,0.21248598252296852,0.8713117248874676,0.06849241754704657,0.11893642849718256,0.14980013912714935,-0.03086371062996679,328.14162685054805,32.8252962056351,3.36556433678357,203.83807243397052,28.21498831354946,3.2268520602492594
m1_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,pauli_xz_r1_full,quantum,1000,0.6744402306465829,0.946704657608639,0.9978925788321621,3.250043882231946,0.6088156648117317,0.883819709587673,0.9781603398946296,5.009271050717325,0.6414031373942707,0.2806679526567898,0.6391642289007694,0.28785563694721905,0.5722681486630523,0.3116280583122322,0.8953381975822324,0.12410157078079455,0.2094391340352896,0.08638929406841517,0.12304983996687444,212.585869067556,21.36668739361294,3.1213208114544266,12.738832891112697,5.2457992741355595,1.8541241097988308
m1_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,zmap_r2,quantum,1000,0.5998012066334177,0.9107786272416898,0.9922433507755569,4.226048481399159,0.5532678850651351,0.8480081391362314,0.9675981035039294,6.320965487037733,0.5589019462617408,0.3054162902773026,0.5600435983806634,0.30886327226213134,0.500331607176109,0.31675293357348994,0.8933797451176865,0.12119853612414232,0.20515596580773815,0.09607664298025057,0.10907932282748758,232.92909219970088,23.42975899654128,3.422203044295471,36.20075035328304,9.616251125085837,2.1253517058388534
m1_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,linear,classical,1000,0.9648679523392418,0.9992082330464749,0.999999999999998,1.2173212025036155,0.9140464044629201,0.9988238419621048,0.9999999999999986,1.4732767408809566,0.9641780137121513,0.04098212331579736,0.9609219536233539,0.059280016863338676,0.9262859746142393,0.14422927355297457,0.9639554712237425,0.05489001832224105,0.08962049573749906,0.07279987780212546,0.016820617935373594,,,,,,
m1_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,rbf_gscale,classical,1000,0.7651687850366636,0.9548081772426293,0.9968547057463178,2.708634779781767,0.6991585827520574,0.8919060597962669,0.9739848360800599,4.05172268718336,0.7509526177451431,0.18663641923481475,0.7475477028168638,0.1969451414789827,0.6864055514840781,0.2597639244128809,0.9182096993912314,0.06087465204380856,0.09952390090441668,0.06475392558466128,0.0347699753197554,,,,,,
m1_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,zz_r1_full,quantum,1000,0.14337263548608467,0.45785680347096946,0.7099034863552165,47.31546913120314,0.15850386893425114,0.4751972110631323,0.6662662552751806,50.94510742442953,0.1077126972272717,0.20245441613338008,0.10985808752524978,0.20629832174731003,0.08695282194797448,0.16885587284690676,0.7915013259992283,0.06058949232702922,0.08830566087510291,0.1680823049065809,-0.079776644031478,312.6875329914931,31.299073608080953,3.227926543368793,101.77240312837291,18.42796577828267,2.894649663181576
m1_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m1_hist_byteent__ms42__h76f4418d\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,zz_r2_full,quantum,1000,0.11964260331425773,0.3997658268213165,0.6307214066422433,67.03152592876826,0.1482621611919293,0.44535806021542323,0.6158953929610559,61.46235014384271,0.07770200149573701,0.18608610251103894,0.07969353668970992,0.1891769695603314,0.060859370448052695,0.15313797148646346,0.7636675817891125,0.05841842962312407,0.08591633638221108,0.16992266631053954,-0.08400632992832846,291.55217773053846,29.18143008306515,3.0208884225672663,107.65573416267483,18.43765256210588,2.7220690068770232
