setting_label,splits_dir,dim,kernel,family,n_train,spec_train_top1_share,spec_train_top5_share,spec_train_top20_share,spec_train_eff_rank,spec_ood_top1_share,spec_ood_top5_share,spec_ood_top20_share,spec_ood_eff_rank,k_train_mean,k_train_std,k_id2train_mean,k_id2train_std,k_ood2train_mean,k_ood2train_std,ood_novelty_ratio,kta_train,kta_id,kta_ood,kta_drop_id_to_ood,gd_vs_linear_lam1e-06,gd_vs_linear_lam0.0001,gd_vs_linear_lam0.01,gd_vs_rbf_gscale_lam1e-06,gd_vs_rbf_gscale_lam0.0001,gd_vs_rbf_gscale_lam0.01
m2_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms42__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,linear,classical,1000,0.9791360918524508,0.9999999999999952,0.9999999999999978,1.121595307562138,0.9736524673272687,0.9999999999999962,0.9999999999999983,1.1490550184048116,0.9785668088744733,0.03684626961738948,0.9812234850362324,0.02974423356868155,0.9754558864351991,0.04049041819589632,0.9941220336763339,0.05161907007478239,0.06929056781456827,0.031296396660483075,0.037994171154085196,,,,,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms42__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,rbf_gscale,classical,1000,0.825944516807223,0.9862681345005888,0.9997899362149927,1.9616673379704024,0.7973311659340571,0.9758916519537885,0.9995462648026278,2.202985562035951,0.8135484790045393,0.18610139595967365,0.8292259091927549,0.16873889026295344,0.7943175606735502,0.20452043183626448,0.9579024869674083,0.06534106831292055,0.10360880462001311,0.036810343806853524,0.06679846081315959,,,,,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms42__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,zz_r1_full,quantum,1000,0.3202654102887652,0.7174212024861815,0.9503274764228627,12.092525207553376,0.2960426412967227,0.6450946135248954,0.9225611121059509,15.015161699136467,0.2902211102034469,0.26064618720385024,0.29473130343767656,0.2684072179457028,0.2764378185410966,0.24625944575389255,0.9379316527182249,0.04947936753272903,0.06893254945359642,0.06166510205496676,0.00726744739862966,354.3338840087331,35.444880744600255,3.629117935956035,180.57347755250566,28.90734450079173,3.414577877101637
m2_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms42__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,zz_r2_full,quantum,1000,0.28271493130120107,0.6838194215887933,0.9187379685493616,15.038986782774758,0.2461873465427675,0.6033242588867077,0.8829001773176947,19.551932221384206,0.25306640867511926,0.25520729020590616,0.2670884053278258,0.2612300518573024,0.2322534561554243,0.24083592577404178,0.8695752100146583,0.04874703063037621,0.07492265833019743,0.06721236466135228,0.007710293668845153,373.8089526949388,37.385856837421564,3.77077254957504,210.79182286009438,30.52549750366769,3.54017256936563
m2_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms42__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,pauli_xz_r1_full,quantum,1000,0.6363275857239645,0.9573610572670511,0.998267657660386,3.3367314178973446,0.6026783377035304,0.9317864847283591,0.9965106664454236,3.923367266854627,0.5984501330005023,0.30793229518469434,0.6191575999147361,0.2963066098403223,0.573801537875083,0.3170484974990369,0.9267455296585247,0.07078907382442275,0.10680312239187062,0.052675914580954594,0.054127207810916025,238.7822388496457,24.010350546205405,3.290237823183619,6.5943452959722935,3.6290858122540137,1.6750445781720908
m2_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms42__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,4,zmap_r2,quantum,1000,0.6196930360516889,0.9376586225942116,0.9949414909634733,3.857754189103106,0.6099610382809252,0.9135319150216722,0.9909801220264692,4.3854020315141735,0.589675727968809,0.2764321765625446,0.598462224744777,0.273841842992489,0.5822251326482666,0.27268187996337123,0.9728686432908361,0.07568756936000666,0.09955127465271922,0.07971157169671617,0.019839702956003055,288.33556850651615,28.923885386773108,3.446309053034785,25.298650943413033,8.28567284934407,2.151421923703303
m2_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms42__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,linear,classical,1000,0.9742346365033641,0.9991548738621094,0.9999999999999978,1.1653870543706655,0.9674395534395087,0.9990547627133664,0.9999999999999984,1.203946832688786,0.9737648441526797,0.032907664070789724,0.9766560755805731,0.02599595733129408,0.9697747686817206,0.03904661060847137,0.9929542168723398,0.060929921402617875,0.06997628270808315,0.03580374444933176,0.03417253825875139,,,,,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms42__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,rbf_gscale,classical,1000,0.7501560946366647,0.9600821963339683,0.9970826509086214,2.8097578247880417,0.7052072065072286,0.9381716803657631,0.9939691394230069,3.381401326448127,0.7371345512091497,0.1848273146381281,0.754570254241945,0.165892075152884,0.7075307374343036,0.20403042626354062,0.9376605206166017,0.06119864192210899,0.08183899297608033,0.0394224949068399,0.04241649806924043,,,,,,
m2_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms42__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,zz_r1_full,quantum,1000,0.17370296303756372,0.5358903865701693,0.8120084451414424,29.242689110290762,0.13953103893965998,0.42509670764254215,0.7513902361140986,41.20820061977421,0.14008835023116636,0.23109626548428813,0.14772414746288012,0.2402309563992569,0.12118777752335774,0.20650864359990195,0.8203653878172463,0.06061592501848381,0.08634230584070329,0.07408362784024473,0.012258678000458559,285.89323047191965,28.649645865236817,3.2183677999306686,87.48789849235521,16.285707460023815,2.6971019112451806
m2_hist_byteent__ms42__q1000_id500_ood500__qs42,data\processed\ember\splits_sparsity__m2_hist_byteent__ms42__h7a4e6b83\qsplits\splits_sparsity_q1000_id500_ood500_seed42,6,zz_r2_full,quantum,1000,0.13739728454210368,0.4782725526005379,0.7477360510675899,40.13160103281793,0.10568531273590942,0.3599030604446112,0.6772969387600757,57.042945421677246,0.10184006745262364,0.2153558008525356,0.10911028084262829,0.22524169948681202,0.08492099764447779,0.1843206126215897,0.7783042715008759,0.04790932082982243,0.07107289865327973,0.07677243213783187,-0.005699533484552141,308.12789317697843,30.87146596516455,3.285517918971206,107.20595972586047,17.94364050372589,2.897771549051115
